element_type,osmid,geometry,addr:country,amenity,name,religion,toilets:wheelchair,wheelchair,wikidata,wikipedia,denomination,service_times,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,wikimedia_commons,website,image,opening_hours,note,contact:website,phone,start_date,deanery,diocese,parish,addr:suburb,building,heritage,heritage:operator,ref:BLfD,alt_name,name:de,name:tr,fixme,email,level,opening_hours:covid19,polling_station,name:ar,operator,source,artwork_type,description,tourism,height,historic,fax,name:ro,name:en,contact:email,contact:phone,lastcheck,wheelchair:description,name:pt,short_name,contact:facebook,artist_name,name:bs,air_conditioning,inscription,internet_access,service_times:url,source_ref,baby_feeding,name:hr,nodes,building:architecture,building:colour,heritage:ref,name:es,name:zh,architect,architect:wikidata,building:levels,building:part,roof:shape,layer,roof:colour,url,scouts:group,scouts:organisation,scouts:website,BLfD:criteria,loc_name,roof:levels,name:ja,name:pl,name:ru,official_name,roof:material,type,roof:height,building:material,contact:fax,operator:type,capacity,old_name,source:height,maxheight,colour,addr:housename,place_of_worship,club,est_height,building:shape,building:year,name:bar,name:el,official_name:de,official_name:ru,official_name:es,designation,indoor,ways
node,3851700990,POINT (11.585825 48.1573783),DE,place_of_worship,Christengemeinschaft in München-Mitte,christian,,,,,christian_community,,München,46b,80802,Leopoldstraße,,File:Leopoldstraße 46b München.jpg,https://christengemeinschaft.de/gemeinden/muenchen-mitte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3934155869,POINT (11.7127564 48.1106225),DE,place_of_worship,Missionsgemeinde,christian,,,,,,,München,280,81827,Wasserburger Landstraße,,,,,,,https://www.cg-mo.de/,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,gemeindeleitung@christen-in-muenchen-ost.de,+49 89 609 08 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4134236772,POINT (11.5362477 48.1544132),DE,place_of_worship,Spiritistische Studiengruppe Allan Kardec,christian,,,,,spiritist,,München,4,80634,Frundsbergstraße,,,,,,,https://geeak.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kontakt@geeak.de,,,,Grupo de Estudos Espíritas Allan Kardec,Geeak e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4193235573,POINT (11.4549763 48.1449999),,place_of_worship,Kapelle St. Josef,christian,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4211293994,POINT (11.5363832 48.151241),,place_of_worship,Königreichssaal Zeugen Jehovas,christian,,,,,jehovahs_witness,,München,116 Rgb.,80634,Blutenburgstraße,,File:Königreichssaal Zeugen Jehovas Blutenburgstr 116 München.jpg,https://www.jw.org/,,We-Th 19:00-20:45; Sa 17:00-19:00; Su 10:00-12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingdom Hall Jehovah's Witnesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4215191272,POINT (11.5379379 48.1090348),,place_of_worship,Al Salam Moschee e.V.,muslim,,,,,,,,5,,Schöttlstraße,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4657889299,POINT (11.5044552 48.1125778),,place_of_worship,Freie Evangelische Missionarische Pfingstgemeinde Kinder Zions e.V.,christian,,,,,pentecostal,,München,88,,Waldfriedhofstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Igreja Missionaria Pentecostal Filhos de Sião e. V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4949943176,POINT (11.6183916 48.1911836),,place_of_worship,Pagode Phổ Bảo,buddhist,,no,,,,,München,11,80939,Freisinger Landstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pages/Pagode-Ph%E1%BB%95-B%E1%BA%A3o/150348198474663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5313961420,POINT (11.42423 48.1980606),,place_of_worship,Eisenkapelle,christian,,,,,,,,,,,,,https://glaskunstweiss.tumblr.com/Eisenkapelle,,,,,,2010-05,,,,,,,,,,,,,,,,,,,,architecture,,artwork,,,,,,,,2021-04-04,,,,,Sebastian Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5819994274,POINT (11.6311284 48.1243595),,place_of_worship,Klosterkirche,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5967740485,POINT (11.5752347 48.1432837),,place_of_worship,Bangalischer Gebetsraum,muslim,,,,,,,München,10,80333,Brienner Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5967752275,POINT (11.5581913 48.1365283),,place_of_worship,Al Tadahamun Moschee,muslim,,,,,,,München,44,80336,Landwehrstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5968588967,POINT (11.6452722 48.107252),,place_of_worship,Neuperlach Camii Moschee - Islamisches Kulturzentrum,muslim,,yes,,,,,,64,,Albert-Schweitzer-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5968606919,POINT (11.5603962 48.1232414),,place_of_worship,Islamisches Zentrum der Albaner - El-Furkan,muslim,,,,,,,,35,,Thalkirchner Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5968628991,POINT (11.5530232 48.1857254),,place_of_worship,Al-Madinah Moschee - Münchner Muslimischer Kulturzentrum e.V.,muslim,,,,,,,München,79,80809,Moosacher Straße,,,,,,,,+49 89 55064 908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5968915349,POINT (11.5439488 48.2014357),,place_of_worship,Moschee Al-Muhsinin - Arabischer Kulturverein e.V.,muslim,,,,,,,,8,,Lerchenstraße,,,https://almuhsinin-moschee.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5968940843,POINT (11.5452154 48.2020887),,place_of_worship,Dzemat Ikre - Bürgerforum München,muslim,,,,,sunni,,,,,,,,https://ikre.info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Džemat Ikre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5969208566,POINT (11.5988355 48.1017454),,place_of_worship,Al Rahmah Moschee - Morokkanisches Kulturhaus E.V,muslim,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5969211425,POINT (11.4739447 48.1451615),,place_of_worship,Pasing Ensar Camii,muslim,,,,,,,,439,,Landsberger Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5969236820,POINT (11.4267999 48.1435368),DE,place_of_worship,Yeni Camii,muslim,,,,,,,München,222,81243,Bodenseestraße,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6055647909,POINT (11.4143846 48.160721),,place_of_worship,,christian,,,,,seventh_day_adventist,,,,,,,,http://www.sta-ref.de/ueber-uns/gottesdienste/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6062752587,POINT (11.5613301 48.1542414),,place_of_worship,Lighthouse - Bibel. Musik. Feierabend.,christian,,limited,,,,Tu 20:00,München,143,80798,Schellingstraße,,,https://bibel-musik-feierabend.de/,,Tu 19:30-22:30,,,,,,,,,,,,,,Lighthouse - Bibel. Musik. Feierabend.,,,,,,,,,,,,,,,,,Lighthouse - Bible. Music. Free Time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6680440159,POINT (11.5511361 48.1423435),,place_of_worship,ICF München,christian,,,,,evangelical,"Su 10:00,12:00,17:00,19:00",,,,,,,https://www.icf-muenchen.de/,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6681892188,POINT (11.5552651 48.2090078),,place_of_worship,Simeonskapelle,christian,,,,,,,,66,,Weitlstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6756767700,POINT (11.6178429 48.1202365),,place_of_worship,Ev. Jugendkirche,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7467648893,POINT (11.6582993 48.1033623),,place_of_worship,Evangelisch-reformierte Kirche,christian,,,,,protestant,,,,,,,File:Kurt-Eisner-Straße 52 München 03.jpg,http://www.evangelisch-reformierte-kirche-muenchen.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7494261285,POINT (11.5483698 48.1670394),,place_of_worship,Russische Kapelle,christian,,,,,orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7900464308,POINT (11.5424511 48.1206262),,place_of_worship,,christian,,,,,protestant,,,,,,,File:Geplante Gedenkkapelle für die Gefallenen im Turm der Himmelfahrtskirche (München-Sendling) gesamt.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In den 1960er Jahren entstand der jetzige Glockenturm (1963-1964) erneut durch Fritz Zeitler, das Erdgeschoss wurde zu einer Gedenkkapelle für die Gefallenen der Weltkriege bestimmt. Diese selektive Form des Gedenkens wurde im Jahr 1988 aufgebrochen und m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8431093121,POINT (11.4937979 48.0993989),,place_of_worship,,muslim,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altar im Freien zwischen den Gräbern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9056370146,POINT (11.5685271 48.2026984),,place_of_worship,Versöhnungskirche,christian,,,,,evangelisch-lutherisch,,München,16,80937,Hugo-Wolf-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,www.versoehnungskirche-muenchen.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9233915320,POINT (11.5689468 48.0881393),DE,place_of_worship,,christian,,,,,jehovahs_witness,,München,15,81545,Hertlingstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9301234339,POINT (11.6090941 48.0955411),DE,place_of_worship,Bibel Baptisten Gemeinde,christian,,no,,,baptist,,München,324,81549,Balanstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9420437675,POINT (11.5498668 48.1800402),,place_of_worship,Evangelische Deutsch-Koreanische Gemeinde München e.V.,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9905796149,POINT (11.5046663 48.1763557),,place_of_worship,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9988948075,POINT (11.6032551 48.1796032),DE,place_of_worship,Pfarrei Allerheiligen,christian,,,,,catholic,,München,187,80805,Ungererstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10167367831,POINT (11.5514853 48.1986161),DE,place_of_worship,,christian,,,,,russian_orthodox,,München,38,80935,Glyzinenstraße,,,http://voskresenie.de/,,,,,+49-89-3515742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10271331666,POINT (11.6568767 48.1348566),,place_of_worship,FeG München-Ost - Freie evangelische Gemeinde,christian,,yes,,,evangelical,10:30 - 12:00,München,3,81829,Am Moosfeld,,,https://feg-mo.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10648563811,POINT (11.5507907 48.1377139),DE,place_of_worship,Kroatische katholische Gemeinde München,christian,,,,,roman_catholic,,München,96,80336,Schwanthalerstraße,,,https://hkz-muenchen.de/kontakt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hrvatska katolička župa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10649460382,POINT (11.5701481 48.1564494),DE,place_of_worship,Betsaal Georgenstraße,jewish,,yes,,,,,München,71,80798,Georgenstraße,2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10737996440,POINT (11.5690183 48.1303761),,place_of_worship,Gebetshaus München,christian,,,,,,Mo-Tu 16:00-18:00; We 17:00-21:00; Th 8:00-11:00; Fr 14:00-16:00; PH off,München,7,80469,Holzstraße,,,https://muenchen-gebetshaus.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10967918664,POINT (11.6047035 48.1466538),,place_of_worship,Neuapostolische Kirche,christian,,,,,,,,,,,2023-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10969248321,POINT (11.600272 48.1434237),,place_of_worship,Evangelische Gemeinschaft,christian,,,,,,,,,,,2023-06-11,,https://www.gemeinschaft-muenchen.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,3689512,"POLYGON ((11.6543462 48.1175408, 11.6539172 48.1176664, 11.6539648 48.1177388, 11.6540151 48.1178155, 11.6540427 48.1178073, 11.6541239 48.1177846, 11.6544332 48.117693, 11.6544605 48.1177353, 11.6545506 48.1177094, 11.6545348 48.117685, 11.6545072 48.1176422, 11.6545472 48.1176304, 11.6544868 48.1175386, 11.6544751 48.1175421, 11.6544552 48.1175119, 11.6544322 48.117477, 11.6544099 48.117443, 11.6543833 48.1174508, 11.6543026 48.1174744, 11.6543462 48.1175408))",,place_of_worship,Sankt Augustinus,christian,,yes,,,roman_catholic,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[18288519, 18288520, 5222002685, 18288517, 5221426043, 5221426046, 18288518, 2504312383, 2504312384, 5222002683, 2504312382, 2504312381, 2504312380, 2504312379, 5222003853, 5222002684, 2504312378, 5221426038, 2504312375, 18288519]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,3810527,"POLYGON ((11.5769961 48.1362395, 11.57698 48.136246, 11.5769957 48.1362633, 11.5770315 48.1363026, 11.5771 48.136378, 11.5771359 48.1364174, 11.5771503 48.1364333, 11.5771742 48.1364236, 11.5776558 48.136232, 11.5776886 48.136219, 11.5777499 48.1361946, 11.5777806 48.1361789, 11.5777953 48.1361585, 11.5777991 48.1361435, 11.577792 48.136122, 11.5778254 48.1361076, 11.5777997 48.1360795, 11.5777546 48.1360302, 11.5776943 48.135992, 11.5776613 48.1359846, 11.5775807 48.1359754, 11.5775015 48.1359762, 11.5773627 48.1360339, 11.577375 48.1360445, 11.5772363 48.1361006, 11.5772339 48.136098, 11.577177 48.1361211, 11.5771827 48.1361274, 11.5770336 48.1361878, 11.5770288 48.1361826, 11.5769666 48.1362069, 11.5769961 48.1362395))",DE,place_of_worship,Heilig Geist,christian,,yes,Q251087,de:Heilig-Geist-Kirche (München),catholic,,München,1,80331,Prälat-Miller-Weg,,,,,,,,,,Dekanat München-Innenstadt,Erzbistum München und Freising,Kath. Pfarrei Heilig-Geist München,,church,4,BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3667454342, 3667081337, 3667080538, 3667501526, 3667501528, 3667080540, 19086466, 3667081338, 19086467, 3667081335, 3667454337, 3667454335, 3350430561, 3350430560, 3350430559, 3350430558, 594663126, 19086469, 3667454325, 594699851, 939213704, 939213537, 939213627, 2481209234, 2481209236, 2481209235, 2481209237, 2481209238, 2481209240, 2481209239, 939213469, 3667454342]",gothic;baroque,beige,D-1-62-000-6757,Iglesia Espíritu Santo,慕尼黑聖靈教堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4239284,"POLYGON ((11.5649023 48.1329977, 11.5648358 48.132981, 11.5647647 48.1329719, 11.5647298 48.1329663, 11.5647002 48.1329676, 11.5646746 48.13297, 11.5646473 48.1329759, 11.5646251 48.1329855, 11.5646075 48.1329981, 11.5645938 48.1330166, 11.5645888 48.1330298, 11.5645914 48.1330531, 11.5645873 48.1330767, 11.5645754 48.1331034, 11.564561 48.133127, 11.564533 48.1331531, 11.5644988 48.1331743, 11.5644593 48.1332015, 11.5644456 48.1332311, 11.5644542 48.1332604, 11.5644767 48.1332865, 11.5645162 48.1333167, 11.564564 48.1333442, 11.564606 48.1333598, 11.5646666 48.1333791, 11.564703 48.1333879, 11.5647483 48.133398, 11.564754 48.133345, 11.564819 48.1333459, 11.564898 48.1333509, 11.5649865 48.1333611, 11.5650415 48.1333704, 11.5650833 48.133365, 11.5651323 48.1333459, 11.5651557 48.1333262, 11.5651729 48.133304, 11.5651797 48.133277, 11.5651767 48.1332486, 11.5651755 48.1332372, 11.5651709 48.1332178, 11.5651565 48.1331788, 11.5652379 48.1331395, 11.5651725 48.133079, 11.5651175 48.1331055, 11.5650525 48.1330574, 11.5649784 48.1330202, 11.5649023 48.1329977))",DE,place_of_worship,Pfarrkirche St. Matthäus,christian,,yes,Q2321445,de:St. Matthäus (München),lutheran,,München,1,80336,Nußbaumstraße,,,,,,,https://www.stmatthaeus.de/,+49 89 54541680,1957,Kirchenkreis München,Evangelisch-Lutherische Kirche in Bayern,Evgl.-luth. Kirchengemeinde St. Matthäus München,,church,4,BLfD,,Matthäuskirche,,,,Pfarramt@StMatthaeus.de,,,,,,,,,,,,,,,,,,"Rollstuhlrampe an der Südseite, Lindwurmstraße",,,,,,,,,,,,,"[19097101, 1430451592, 3457080711, 991693301, 1430451590, 3457080710, 991693909, 3457080712, 1430451593, 991692650, 3457080713, 1430451598, 3457080714, 19097100, 3457080715, 991692843, 3457080716, 1430451621, 19097098, 1430451631, 1430451638, 991693643, 1430451649, 1408967956, 3457080735, 1408967959, 19097106, 991692643, 3457080728, 1430451650, 1430451661, 991693190, 1430451659, 1430451647, 3457080725, 19097104, 1430451635, 991693669, 19097103, 3596449470, 3457080717, 991692666, 991693072, 991692758, 8618477578, 1430451597, 19097101]",modern,,D-1-62-000-7826,Parroquia de San Mateo,,Gustav Gsaenger,Q1246610,3,yes,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
