element_type,osmid,man_made,surveillance:type,surveillance:zone,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wheelchair,source,email,opening_hours,access,amenity,name,contact:email,contact:fax,contact:phone,contact:website,fee,operator,parking,capacity,addr:housename,ref,level,alt_name,phone,short_name,wikidata,wikipedia,layer,disused:shop,building,name:de,name:en,addr:suburb,check_date,surveillance,tourism,note,drive_through,nodes,building:levels,building:material,roof:shape,old_name,roof:colour,roof:levels,branch,brand,brand:wikidata,brand:wikipedia,leisure,building:colour,office,capacity:disabled,wheelchair:description,height,shop,website,cuisine,takeaway,smoking,check_date:opening_hours,gambling,description,historic,start_date,recycling_type,fixme,roof:type,noaddress,club,sport,sport:league,official_name,roof:angle,building:part,fax,craft,lastcheck,opening_hours:office,architect,architect:wikidata,building:architecture,heritage,heritage:operator,heritage:ref,image,brothel:eros_center,drink:club-mate,wheelchair:entrance_width,wheelchair:step_height,roof:height,railway,roof:material,source:height,wikimedia_commons,breakfast,internet_access,internet_access:fee,service_times,stars,opening_hours:url,healthcare,healthcare:speciality,nohousenumber,asb,note:de,onkz,operator:wikidata,operator:wikipedia,telecom,biergarten,brewery,diet:vegetarian,outdoor_seating,reservation,toilets:wheelchair,self_checkout,diet:halal,diet:kosher,diet:vegan,compressed_air,repair,sale,coffee,opening_hours:signed,indoor_seating,operator:type,note:building_type,subject:wikidata,subject:wikipedia,roof,building:architect,construction_date,roof:orientation,automated,self_service,min_height,min_level,air_conditioning,description:de,service,payment:cash,material,shooting,power,frequency,location,building:min_level,corridor,organic,delivery,name:es,name:ru,name:zh,rooms,beer_garden,building:use,note2,opening_hours:phone,contact:facebook,building:levels:underground,roof:direction,contact:instagram,contact:linkedin,contact:twitter,contact:youtube,second_hand,ways,type,int_name
way,139384406,,,,"POLYGON ((11.5027095 48.1407472, 11.502901 48.1407463, 11.5028999 48.1405183, 11.502718 48.1405196, 11.5026125 48.1405211, 11.502606 48.1406352, 11.5027242 48.1406428, 11.5027106 48.1407376, 11.5027095 48.1407472))",München,DE,18,80687,Fürstenrieder Straße,yes,,,Mo-Fr 10:00-19:00; Sa 10:00-18:00,,,Bittl,,,,,,,,,,,,,+49 89 54 67 67 - 0,,,,,,commercial,,,,,,,,,"[1528227123, 1528227155, 1528226091, 1528226093, 1528227153, 1549137357, 1528227121, 1549137363, 1528227123]",1,,,,,,,,,,,,,,,,sports,https://www.sport-bittl.com/de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139613341,,,,"POLYGON ((11.4799096 48.0882403, 11.4800079 48.0882029, 11.480106 48.0881656, 11.4800442 48.0880931, 11.4798478 48.0881678, 11.4799096 48.0882403))",München,,27,81475,Steinkirchner Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1530292334, 2510728015, 1530292331, 1530292329, 1530292332, 1530292334]",2,,hipped,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139613345,,,,"POLYGON ((11.4794933 48.088341, 11.4796909 48.0882585, 11.4795951 48.0881562, 11.4794466 48.0879975, 11.4793643 48.0880318, 11.479249 48.08808, 11.4794933 48.088341))",München,,28,81475,Steinkirchner Straße,,,,,,,Ärztehaus am Maxhof,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1530292344, 1530292336, 8572693017, 1530292325, 4681824042, 1530292328, 1530292344]",2,,flat,,grey,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141425585,,,,"POLYGON ((11.4720067 48.1512013, 11.472066 48.1511999, 11.4723376 48.1511975, 11.4723354 48.1511127, 11.4723112 48.151113, 11.4723057 48.150901, 11.472332 48.1508867, 11.4723305 48.1508297, 11.4722464 48.1507788, 11.4720732 48.1507808, 11.4720364 48.1508083, 11.4719675 48.1507587, 11.4719103 48.1507594, 11.4718765 48.1507818, 11.4718814 48.1509719, 11.4719363 48.1509713, 11.4719374 48.1510136, 11.4719682 48.1510132, 11.4720018 48.1510128, 11.4720067 48.1512013))",München,DE,12,81245,Josef-Lang-Straße,yes,,,,,,Norma,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1547971377, 4290115194, 1547971376, 1547971374, 1547971375, 1547971368, 1547971367, 1547971366, 1547971362, 1547971363, 1547971365, 1547971360, 1547971361, 1547971364, 1547971370, 1547971369, 1547971373, 1547971372, 1547971371, 1547971377]",,,,,,,,Norma,Q450180,de:Norma (Supermarkt),,,,,,,supermarket,https://www.norma-online.de/de/angebote/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141529620,,,,"POLYGON ((11.5024478 48.1381026, 11.5024251 48.1381028, 11.50211 48.1381181, 11.50212 48.1382414, 11.5024584 48.1382177, 11.5024521 48.138137, 11.5024478 48.1381026))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1549135809, 1528214557, 1549135815, 1549135981, 1549135931, 2443557640, 1549135809]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,142041826,,,,"POLYGON ((11.5289912 48.1519512, 11.528996 48.1519324, 11.5289147 48.1519202, 11.5289076 48.151943, 11.5288206 48.1519301, 11.5288013 48.1519886, 11.528787 48.1520321, 11.5290805 48.1520808, 11.5291154 48.1519686, 11.5289912 48.1519512))",München,DE,17,80634,Wendl-Dietrich-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1554645920, 2691134942, 1554645908, 2691134944, 1554645906, 1554645963, 1554645971, 1554646002, 1554645937, 1554645920]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,142041882,,,,"POLYGON ((11.526817 48.1516111, 11.5268289 48.1515621, 11.5266827 48.1515464, 11.5266708 48.1515954, 11.526817 48.1516111))",München,DE,21b,80634,Wendl-Dietrich-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1554645641, 1554645594, 1554645567, 1554645633, 1554645641]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,142041924,,,,"POLYGON ((11.5279546 48.1517361, 11.5279712 48.151667, 11.5279346 48.151663, 11.5279473 48.15161, 11.5277712 48.1515912, 11.5277418 48.1517133, 11.5277926 48.1517187, 11.5279265 48.1517331, 11.5279546 48.1517361))",München,DE,21,80634,Wendl-Dietrich-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1554645782, 2690917315, 2690917314, 1554645656, 1554645639, 1554645743, 8076653453, 8076653454, 1554645782]",1,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,142041957,,,,"POLYGON ((11.5272013 48.1516525, 11.5273644 48.1516699, 11.5273754 48.1516243, 11.5272122 48.1516068, 11.5272013 48.1516525))",München,DE,21a,80634,Wendl-Dietrich-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1554645686, 1554645709, 1554645671, 1554645644, 1554645686]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,142384338,,,,"POLYGON ((11.5794944 48.1096431, 11.5794403 48.1096259, 11.5794865 48.1095518, 11.5795191 48.1094995, 11.5795804 48.1093943, 11.5793865 48.1093493, 11.5792976 48.1095001, 11.5792634 48.1095527, 11.5792059 48.1096413, 11.5791085 48.1097829, 11.5788926 48.1100442, 11.5787699 48.110185, 11.5786411 48.1103171, 11.5787516 48.1103785, 11.578826 48.1104199, 11.5788465 48.1104016, 11.5789623 48.1103065, 11.5789727 48.1102976, 11.5789307 48.1102778, 11.5789984 48.1102041, 11.5790477 48.1101456, 11.5791315 48.1100502, 11.579179 48.1100688, 11.579269 48.1099576, 11.5792209 48.1099387, 11.5792887 48.1098448, 11.5793621 48.1097426, 11.579415 48.1097599, 11.5794944 48.1096431))",München,,159-163,81539,Tegernseer Landstraße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[3455798733, 1558233000, 3447198251, 3447314182, 1558232943, 1558232970, 3447198248, 1558216823, 3447198256, 1558232951, 1558232964, 3447198267, 1558232996, 1566716525, 3447198272, 3447198270, 3455798739, 3455798738, 3447198269, 1558232993, 1558232988, 1558233011, 3455798736, 3455798735, 1558232975, 3447438847, 1558232948, 3455798734, 3455798733]",6,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144066376,,,,"POLYGON ((11.5681801 48.1329987, 11.5681504 48.1330457, 11.5683042 48.1330889, 11.5683339 48.133042, 11.5681801 48.1329987))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1576498976, 1576498974, 3604564695, 3604564696, 1576498976]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144795028,,,,"POLYGON ((11.5143255 48.0951558, 11.5143841 48.0951577, 11.5143939 48.0950196, 11.5143558 48.0950184, 11.5143352 48.0950177, 11.5143255 48.0951558))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1582990455, 692768972, 692768975, 8173386267, 1582990451, 1582990455]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145112484,,,,"POLYGON ((11.6534284 48.1257913, 11.653432 48.125683, 11.6532827 48.1256808, 11.6532791 48.1257891, 11.6534284 48.1257913))",München,,30,81825,Halfinger Straße,,,,,,,Hans Hundsberger GmbH,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1585553180, 1585553219, 1585553195, 1585553191, 1585553180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145395876,,,,"POLYGON ((11.6625769 48.1251745, 11.6625119 48.1250859, 11.6621407 48.1251999, 11.6620307 48.125039, 11.6624983 48.1248925, 11.6625242 48.1249351, 11.6626098 48.1249071, 11.6626433 48.1249528, 11.6627615 48.1251142, 11.6625769 48.1251745))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1588164775, 1588164644, 1588164773, 1588164795, 1588164788, 1588164774, 1588164738, 2959139049, 1588164740, 1588164775]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145684054,,,,"POLYGON ((11.5705858 48.2096154, 11.5706194 48.2095294, 11.5706421 48.2094716, 11.570544 48.2094546, 11.5705301 48.2094898, 11.5704824 48.2094815, 11.5704581 48.2095437, 11.5704922 48.2095497, 11.5704741 48.209596, 11.5705858 48.2096154))",,,81,80937,Neuherbergstraße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1590541627, 3180536765, 1590541629, 1590541632, 1590541633, 1590541602, 1590541630, 1590541634, 1590541636, 1590541627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145684306,,,,"POLYGON ((11.5720045 48.2087845, 11.5720034 48.2087399, 11.5719991 48.208554, 11.5718623 48.2085575, 11.571873 48.2087881, 11.5720045 48.2087845))",,,5,80937,Trenkleweg,,Bing,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1590543941, 3180535461, 1590543946, 1590543943, 1590543940, 1590543941]",,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,146060694,,,,"POLYGON ((11.5803115 48.2014812, 11.5803008 48.2013418, 11.5805744 48.2013364, 11.5805744 48.2013757, 11.5807165 48.2013739, 11.5807138 48.2014294, 11.5804107 48.2014347, 11.5804107 48.201483, 11.5803115 48.2014812))",,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1593502552, 1593502540, 1593502579, 1593502571, 1593502575, 1593502550, 1593502608, 1593502635, 1593502552]",1,,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,146381661,,,,"POLYGON ((11.560345 48.1768825, 11.5603463 48.1769255, 11.5603566 48.176928, 11.5603759 48.1769346, 11.5604059 48.1769505, 11.5604274 48.1769694, 11.5604328 48.1769778, 11.5604413 48.1769912, 11.5604471 48.177021, 11.5604431 48.1770413, 11.560436 48.1770548, 11.5604334 48.1770599, 11.5604249 48.1770683, 11.5604069 48.1770859, 11.5603565 48.177109, 11.5603148 48.177116, 11.5602603 48.1771129, 11.5602166 48.1770988, 11.5602144 48.1770981, 11.5601834 48.177078, 11.5601766 48.17707, 11.5601638 48.177055, 11.5601367 48.1770553, 11.5601035 48.1770557, 11.5601029 48.1770567, 11.5600964 48.1770673, 11.5600935 48.1770706, 11.5600855 48.1770798, 11.5600599 48.1770988, 11.5600303 48.1771119, 11.5599971 48.1771199, 11.5599522 48.1771221, 11.5599221 48.1771183, 11.5598949 48.1771109, 11.5598573 48.1770918, 11.5598394 48.1770724, 11.5598378 48.1770706, 11.5598254 48.1770571, 11.559817 48.177029, 11.5598246 48.1769927, 11.5598335 48.1769819, 11.5598492 48.1769628, 11.5598811 48.1769431, 11.5599092 48.1769331, 11.5599069 48.1768982, 11.5598821 48.1768894, 11.5598532 48.1768726, 11.5598331 48.1768532, 11.5598266 48.1768418, 11.5598205 48.1768312, 11.5598165 48.1768013, 11.5598216 48.1767813, 11.5598234 48.1767781, 11.5598322 48.176763, 11.55986 48.1767376, 11.559875 48.1767312, 11.5598928 48.1767236, 11.5599114 48.1767157, 11.5599229 48.176714, 11.5599534 48.1767096, 11.5600038 48.1767137, 11.560008 48.176714, 11.5600534 48.1767298, 11.5600835 48.1767507, 11.5600957 48.1767644, 11.5601499 48.1767628, 11.5601577 48.1767492, 11.5601785 48.1767274, 11.5602023 48.1767127, 11.5602048 48.1767112, 11.560236 48.1766997, 11.5602801 48.1766928, 11.5603108 48.1766934, 11.5603395 48.176698, 11.5603782 48.1767119, 11.560381 48.1767129, 11.5604206 48.1767437, 11.560423 48.1767481, 11.5604355 48.1767704, 11.5604368 48.1768068, 11.5604264 48.1768268, 11.5604201 48.1768388, 11.5603938 48.1768616, 11.560369 48.1768742, 11.560345 48.1768825))",München,,130,,Petuelring,,,,,,,BMW-Vierzylinder,,,,,,,,,,,,BMW-Hochhaus,,,Q526963,de:BMW-Vierzylinder,1,,commercial,,BMW Headquarters,,,,,,,"[1596530339, 1596530348, 1596530351, 1596530358, 1596530362, 1596530368, 3157128017, 1596530370, 1596530374, 1596530385, 3157128018, 1596530390, 3157128019, 1596530405, 1596530410, 1596530415, 1596530413, 3157128023, 1596530408, 1596530398, 3157128020, 1596530387, 2911930083, 1596530388, 2911930085, 1596530391, 3157128021, 1596530401, 1596530409, 1596530412, 1596530418, 1596530420, 1596530416, 1596530411, 1596530406, 3157128022, 3015231389, 1596530389, 1596530384, 1596530372, 3015231388, 1596530365, 1596530360, 1596530356, 1596530344, 1596530342, 1596530336, 1596530330, 3015231387, 1596530321, 1596530319, 1596530316, 3015231386, 1596530291, 1596530285, 3156932421, 3156932420, 1596530268, 3157128014, 1596530256, 3157128013, 1596530265, 1596530284, 1596530288, 1596530292, 1596530290, 1596530287, 1596530271, 3157128012, 1596530259, 1596530254, 1596530248, 1596530251, 1596530253, 3157128011, 1596530262, 1596530286, 3157128015, 1596530314, 1596530320, 3157128016, 1596530322, 1596530333, 2041768846, 1596530339]",,,,,,,,,,,,,,,,100,,https://www.bmw.de/de/index.html,,,,,,,,1973,,,,,,,,,,,,,,,,,,4,BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,146630240,,,,"POLYGON ((11.5871555 48.2050964, 11.5870661 48.2046597, 11.5871372 48.2046532, 11.5871167 48.204553, 11.587045 48.2045595, 11.5870049 48.2043641, 11.5870851 48.2043568, 11.5870753 48.204309, 11.5876057 48.2042608, 11.587646 48.2044575, 11.5875794 48.2044635, 11.5876339 48.2047297, 11.5876967 48.204724, 11.5877283 48.2048782, 11.5877877 48.2048728, 11.5878673 48.2048656, 11.5879007 48.2050286, 11.5871555 48.2050964))",,,172,80939,Ingolstädter Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1598984256, 1598984259, 1598984262, 1598984268, 1598984260, 1598984257, 1598984258, 1598984263, 1598984269, 1598984266, 1598984267, 1598984264, 1598984254, 1598984255, 9195923117, 1598984265, 1598984261, 1598984256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,146631967,,,,"POLYGON ((11.583062 48.1885606, 11.5830727 48.1883712, 11.5834872 48.1883815, 11.583503 48.1881001, 11.5836818 48.1881046, 11.5839727 48.1881118, 11.5839667 48.1882175, 11.5840125 48.1882186, 11.5839893 48.1886319, 11.5837407 48.1886257, 11.5837434 48.1885776, 11.583062 48.1885606))",München,DE,43,80807,Ingolstädter Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[559471397, 559471398, 559471399, 559471396, 10222093771, 559471400, 1599003142, 1599003140, 559471402, 2713401855, 2713401853, 559471397]",4,,flat,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,146659028,,,,"POLYGON ((11.5808316 48.2015072, 11.5809118 48.2015039, 11.5809199 48.2013752, 11.5814724 48.2013806, 11.5814807 48.2013088, 11.5811428 48.2012945, 11.5811615 48.2011175, 11.5809982 48.2011152, 11.580985 48.2012362, 11.5808598 48.2012376, 11.5808316 48.2015072))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1599244544, 1599244566, 1599244562, 1599244564, 1599244555, 1599244559, 1599244557, 1599244537, 1599244541, 1599244550, 1599244544]",1,,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149576743,,,,"POLYGON ((11.4985105 48.0797395, 11.4987588 48.0797116, 11.4988166 48.0799411, 11.4987234 48.0799516, 11.4986058 48.0799648, 11.4985972 48.0799304, 11.498577 48.0798505, 11.4985395 48.0798547, 11.4985291 48.0798135, 11.4985105 48.0797395))",München,,139,81476,Herterichstraße,,,info@herterichstuben-muenchen.de,"Tu-Fr 15:00+; Sa,Su 10:00+;Mo off",,restaurant,Herterich Stuben,,,,,,G&B Gastro Service GmbH,,,,,,,+49 89 799413,,,,,,commercial,,,,,,,,,"[3833919668, 1625379549, 1625379540, 1625394271, 1625379547, 3833919673, 4333997068, 4333997069, 4333997066, 3833919668]",2,,gabled,,brown,,,,,,,,,,,,,https://herterichstuben-muenchen.de/,german,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150117699,,,,"POLYGON ((11.4836036 48.1184017, 11.4838767 48.1184022, 11.4838942 48.1183912, 11.4838957 48.1182123, 11.483869 48.1181838, 11.4837323 48.1181842, 11.4837308 48.118317, 11.4836667 48.1183167, 11.4836668 48.1183083, 11.4836066 48.1183086, 11.4836036 48.1184017))",,DE,10,81375,Karl-Witthalm-Straße,limited,,info@orterer.de,Mo-Fr 08:00-20:00; Sa 08:00-16:00,,,Orterer Getränkemarkt,,,,,,Orterer Getränkemärkte GmbH,,,,,,,+49 89 74 00 93 06,,,,,,commercial,,,,,,,,,"[1630382021, 1630382024, 3877486559, 3877486531, 1630382022, 1630382023, 2511478133, 3877486556, 3877486555, 8301256264, 1630382021]",1,,,,,0,,Orterer Getränkemarkt,Q23787118,de:Orterer Gruppe,,,,,,,beverages,https://www.orterer.de/component/filialfinder/detail/106-orterer-getraenkemaerkte-gmbh?Itemid=331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151278915,,,,"POLYGON ((11.5836177 48.1912029, 11.5825723 48.1911909, 11.5824697 48.1911897, 11.5824739 48.1910252, 11.5836219 48.1910384, 11.5836177 48.1912029))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1640989405, 1976557428, 1640989399, 1640989403, 1640989402, 1640989405]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151792892,,,,"POLYGON ((11.493331 48.0844859, 11.4933539 48.0846304, 11.4935002 48.08462, 11.4934773 48.0844755, 11.493331 48.0844859))",München,,8,81476,Liesl-Karlstadt-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1646304078, 1646304124, 1646304123, 1646304074, 1646304078]",2,,gabled,,red,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151792915,,,,"POLYGON ((11.4891174 48.0780893, 11.4892151 48.0781914, 11.4893569 48.0781308, 11.4892592 48.0780287, 11.4891174 48.0780893))",München,,256,,Forstenrieder Allee,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1646302523, 1646302546, 1646302525, 1646302494, 1646302523]",1,,flat,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151792917,,,,"POLYGON ((11.4940651 48.0849381, 11.493923 48.0849691, 11.493983 48.0850919, 11.494125 48.0850609, 11.4940651 48.0849381))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1646304253, 1646304267, 1646304317, 1646304307, 1646304253]",,,gabled,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151793123,,,,"POLYGON ((11.4944278 48.0851231, 11.4946494 48.0851212, 11.4946469 48.0849922, 11.4944254 48.0849941, 11.4944262 48.0850369, 11.4944278 48.0851231))",München,,182,,Forstenrieder Allee,,,,,,,,,,,,,,,,,,,,,,Q41184328,,,,commercial,,,,,,,,,"[2414374728, 1646304326, 1646304288, 1646304278, 1646304295, 2414374728]",2,,pyramidal,,red,2,,,,,,#FFFFD0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151939301,,,,"POLYGON ((11.5397341 48.1307768, 11.5398267 48.1314367, 11.5402919 48.1314077, 11.5402744 48.131283, 11.5400017 48.1313001, 11.5399678 48.1310586, 11.5401901 48.1310447, 11.5401659 48.1308722, 11.5399421 48.1308862, 11.539925 48.1307649, 11.5397341 48.1307768))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1647772647, 1647772665, 1647772712, 1647772705, 1647772697, 1647772639, 1647772636, 1647772610, 1647772609, 1647772730, 1647772647]",,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
