element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wheelchair,description,image,tourism,wheelchair:description,amenity,name,brand,brand:wikidata,brand:wikipedia,operator,level,source,layer,disused:shop,architect,heritage,heritage:operator,heritage:ref,start_date,building:architecture,note,addr:suburb,ref,indoor,check_date,contact:email,cuisine,opening_hours,opening_hours:covid19,phone,website,height,fixme,operator:type,historic,drive_through,location,nodes,building,building:levels,roof:colour,building:colour,roof:shape,email,fax,roof:levels,shop,contact:phone,toilets,toilets:wheelchair,check_date:opening_hours,internet_access,payment:cash,payment:mastercard,payment:visa,changing_table,wikidata,contact:fax,architect:wikidata,brewery,diet:vegan,diet:vegetarian,indoor_seating,name:bar,name:de,name:en,name:ja,name:ru,name:zh,outdoor_seating,smoking,takeaway,wikimedia_commons,wikipedia,payment:credit_cards,payment:debit_cards,diet:halal,diet:kosher,roof:height,internet_access:fee,self_checkout,loc_name,access:covid19,delivery:covid19,contact:website,short_name,ref:shop:num,compressed_air,est_height,roof:material,old_name,building:material,nohousenumber,noaddress,roof:angle,addr:housename,type,drive_through:covid19,origin,biergarten,source:building:height,source:shape,service,opening_hours:url,url,payment:contactless,not:brand:wikidata,opening_hours:bakery,organic,payment:american_express,payment:coins,payment:sodexo_pass,building:use,roof:orientation,franchise:wikidata,contact:facebook,alt_name,construction,note:building_type,trade,branch,drink:coffee,drink:coffee:portafilter,drink:coffee:togo,payment:girocard,source_ref,payment:diners_club,payment:discover_card,payment:maestro,payment:v_pay,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,gambling,building:facade:color,ref:BLfD,source:addr,reservation,website:menu,payment:alipay,payment:jcb,payment:sepa,payment:wechat,craft,club,community_centre,dog,payment:visa_debit,payment:visa_electron,beer_garden,delivery,opening_hours:kitchen,roof,roof:direction,survey:date,source:building:levels,golf,opening_hours:signed,source:outline,disused:tourism,highway,levelpart,brand:website,playground,name:signed,ways,castle_type
way,24796532,"POLYGON ((11.5744962 48.1879765, 11.574471 48.188252, 11.5741939 48.1882423, 11.5737925 48.1882286, 11.5729487 48.1881994, 11.5729546 48.1881703, 11.5729659 48.1881474, 11.5729946 48.1881296, 11.5730362 48.1881212, 11.573085 48.1881229, 11.5733997 48.1881339, 11.573426 48.1881157, 11.5734571 48.1881055, 11.5734975 48.1881034, 11.5740538 48.1881292, 11.5740679 48.1879628, 11.5744962 48.1879765))",München,DE,35,80807,Frankfurter Ring,,,,,,,BMW Niederlassung München,BMW,Q26678,en:BMW,BMW Niederlassung München,,,,,,,,,,,,,,,,,,Mo-Fr 06:30-18:30; Sa 09:00-16:00,,+49-89-3535-10,https://www.bmw-muenchen.de/de/ueber-uns/standorte-teams/hauptbetrieb-frankfurter-ring/,,,,,,,"[1387227325, 269409033, 2150880334, 2150880300, 269409028, 1387227298, 2001113513, 1387227299, 2001113512, 269409029, 1387227303, 2001113511, 2001113510, 1387227292, 269409030, 2001113508, 1387227325]",retail,2,grey,white,flat,,,0,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24968336,"POLYGON ((11.6554933 48.1071497, 11.655493 48.106975, 11.6554109 48.1069718, 11.6554127 48.106935, 11.6554929 48.1069331, 11.6555989 48.1068535, 11.6558145 48.106853, 11.6559035 48.1067862, 11.6560433 48.1067855, 11.6561823 48.1068847, 11.6562334 48.1068528, 11.6562653 48.106875, 11.6562133 48.1069091, 11.6562613 48.1069375, 11.6562602 48.1070843, 11.6560584 48.1072281, 11.6556127 48.1072265, 11.6554933 48.1071497))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[271323534, 271323535, 2263101902, 2263101895, 2263101898, 271323536, 271323537, 2263101794, 271231158, 271323539, 2263101856, 271323540, 2263101887, 271323542, 271323543, 271323546, 271323547, 271323534]",retail,1,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25114296,"POLYGON ((11.5523099 48.1878133, 11.5523229 48.1877764, 11.5522824 48.1877678, 11.5512144 48.1875733, 11.5509231 48.1883025, 11.5509783 48.1883235, 11.5516551 48.1884396, 11.5516855 48.1883512, 11.5518337 48.1883783, 11.5519909 48.1884075, 11.5519942 48.1884238, 11.5520058 48.1884818, 11.5520174 48.1885398, 11.5519996 48.1885821, 11.5519534 48.188572, 11.5518156 48.1889069, 11.5525174 48.1890466, 11.5525312 48.1890205, 11.5526347 48.1890416, 11.5526564 48.188988, 11.5526118 48.1889784, 11.5529237 48.1882467, 11.5530428 48.1879656, 11.5526048 48.1878784, 11.5526128 48.1878596, 11.552578 48.1878538, 11.5524542 48.1878351, 11.5523099 48.1878133))",München,DE,134,80809,Lerchenauer Straße,yes,,,,,,Hagebaumarkt,Hagebaumarkt,Q1568279,de:Hagebau,,,,,,,,,,,,,,,,2022-12-29,,,Mo-Sa 07:00-20:00,,+49 89 3589 327-0,https://www.hagebaumarkt-muenchen.de/maerkte-events/muenchen-nord-lerchenauer-strasse/mn_27235,,,,,,,"[1088224412, 1524547701, 1524547693, 273434768, 273434763, 1524554689, 3984759068, 3984759064, 3984759065, 273434764, 3984759066, 3984759074, 3984759079, 3984759081, 3984759080, 273434765, 273434766, 1088224205, 1088224305, 7341382575, 1088224192, 7341382583, 1088224295, 1524547734, 1524547682, 1524547705, 3984759062, 1088224412]",retail,1,,,flat,,+49 89 3589 327-99,,doityourself,,,,2022-02-01,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25375494,"POLYGON ((11.625252 48.1007175, 11.6252574 48.1005574, 11.6255664 48.100562, 11.6255658 48.1005793, 11.625683 48.100581, 11.6256836 48.1005644, 11.625859 48.100567, 11.6258537 48.1007265, 11.625252 48.1007175))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[276578500, 276578501, 9283667290, 9283667288, 9283667287, 9283667289, 276578502, 276578503, 276578500]",retail,2,,,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25375536,"POLYGON ((11.6282207 48.1016619, 11.6280022 48.1017612, 11.6278962 48.1016572, 11.6277682 48.1017154, 11.627774 48.1017211, 11.6278796 48.1018247, 11.627964 48.1019075, 11.627972 48.1019039, 11.6281645 48.1018164, 11.6283105 48.1017501, 11.6282207 48.1016619))",München,DE,133,81737,Ottobrunner Straße,,,,,,,,,,,,,,,,,,,,,,,Perlach,,,,,,,,,,,,,,,,"[276578818, 276578819, 276578812, 276578813, 3200108413, 3200108417, 276578814, 3200108420, 8438661116, 2345065155, 276578818]",retail,2,,,gabled,,,1,,,,,,,,,,,Q41210552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25376164,"POLYGON ((11.6299451 48.0999937, 11.6299316 48.0997286, 11.6300744 48.0997254, 11.6301042 48.0997247, 11.630165 48.0997233, 11.6301785 48.0999884, 11.6299451 48.0999937))",München,DE,12,81737,Pfanzeltplatz,,,,,,,,,,,,,,,,,,,,,,,Perlach,,,,,,,,,,,,,,,,"[276584997, 276584998, 8441657665, 8441657664, 276584999, 276585000, 276584997]",retail,2,,,hipped,,,1,,,,,,,,,,,Q41210581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25452465,"POLYGON ((11.6391139 48.0881152, 11.6392998 48.0878579, 11.6394204 48.0878968, 11.639427 48.0879101, 11.6394239 48.0879144, 11.6394874 48.0879345, 11.6394904 48.0879303, 11.6395114 48.0879261, 11.6399057 48.0880532, 11.6399274 48.0880905, 11.6399681 48.0881038, 11.6399863 48.0881096, 11.6399256 48.0881914, 11.6399148 48.0881893, 11.6398987 48.0881851, 11.6398453 48.0882588, 11.6397479 48.0882274, 11.6396938 48.0883022, 11.6392487 48.0881587, 11.6391139 48.0881152))",München,DE,1,81739,Maximilian-Kolbe-Allee,yes,,,,,,ALDI Süd,ALDI Süd,Q41171672,en:Aldi,,0,,,,,,,,,,,,,,,,,Mo-Sa 08:00-20:00,,,https://www.aldi-sued.de/,,,,,,,"[277366448, 277366449, 5141548373, 5141548372, 5141548370, 5141548369, 5141548371, 5141548374, 277366450, 2729786354, 2751721394, 302049291, 302049292, 2751721416, 2729786362, 1457040938, 277366451, 1457040941, 277400239, 277366448]",retail,1,,,flat,,,0,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25452655,"POLYGON ((11.6403168 48.0886354, 11.640415 48.0884996, 11.64051 48.0883681, 11.640365 48.0883213, 11.6404348 48.0882247, 11.6400424 48.0880982, 11.6399863 48.0881096, 11.6399256 48.0881914, 11.6399318 48.0882043, 11.6400186 48.0882316, 11.6401507 48.0882742, 11.6399704 48.0885237, 11.6403168 48.0886354))",München,DE,70,81739,Therese-Giehse-Allee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[277368059, 2751721476, 277368060, 302049289, 302049290, 2729786359, 302049291, 302049292, 5141548368, 2751721424, 277368061, 277368062, 277368059]",retail,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25639366,"POLYGON ((11.5952108 48.1082467, 11.5953866 48.1082784, 11.5954401 48.1081461, 11.5955553 48.1078609, 11.5953795 48.1078292, 11.5952683 48.1081048, 11.5952635 48.1081166, 11.5952108 48.1082467))",München,DE,26,81539,Schwanseestraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[279474318, 279474319, 3481919141, 279474321, 279474322, 6515976258, 3481919140, 279474318]",retail,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25672565,"POLYGON ((11.6625663 48.1229043, 11.6625199 48.1228329, 11.6629705 48.1226844, 11.6629322 48.1226292, 11.6624116 48.1227798, 11.6623255 48.1226526, 11.6627542 48.1225131, 11.6626078 48.1223065, 11.6627984 48.1222407, 11.6628321 48.1222866, 11.6629481 48.1222535, 11.6631416 48.1225371, 11.6632566 48.1226978, 11.6625663 48.1229043))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[279876578, 279876579, 279876580, 279876581, 279876582, 279876583, 559053066, 559053068, 559053070, 2923907901, 279876584, 559053072, 279876585, 279876578]",retail,3,,,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26558559,"POLYGON ((11.568487 48.1405055, 11.568768 48.1404191, 11.5687025 48.1402455, 11.5685736 48.1402689, 11.5684088 48.1402965, 11.5683163 48.1403772, 11.568487 48.1405055))",München,DE,7a,80333,Lenbachplatz,,,,,,,,,,,,,,,,"Theo Pabst, Sep Ruf",,,,1954 - 1957,,,,,,,,,,,,,,,,,,,"[291137853, 291137952, 291137855, 2810072082, 291137953, 291137857, 291137853]",retail,1,#777777,,flat,,,,,,,,,,,,,,,,Q1278646;Q101791,,,,,,,,,,,,,,,,,,,,,,,BMW-Pavillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26963043,"POLYGON ((11.6450871 48.1148115, 11.6449761 48.1147293, 11.645015 48.1147059, 11.6449058 48.114625, 11.6445694 48.1148275, 11.6447201 48.1149391, 11.644759 48.1149157, 11.6448126 48.1149554, 11.6449064 48.1149203, 11.6450871 48.1148115))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[295463431, 1982619994, 1982619993, 295463432, 295463434, 1982619999, 1982619996, 295463435, 1982619997, 295463431]",retail,1,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27245492,"POLYGON ((11.4122801 48.1350444, 11.4115173 48.1348491, 11.4116306 48.1346521, 11.4127905 48.1326343, 11.4129044 48.132436, 11.4130012 48.1324608, 11.4136329 48.1326226, 11.4136672 48.1326313, 11.4134841 48.1329499, 11.4123921 48.1348495, 11.4122801 48.1350444))",München,DE,3,81249,Ludwig-Koch-Straße,yes,,,,,,Höffner,Höffner,Q1643397,de:Höffner (Möbelhaus),Höffner Möbelgesellschaft GmbH & Co. KG,,,,,,,,,,,,,,,,,,Mo-Sa 10:00-19:00; Fr 10:00-20:00,,+49 89 85793-02,https://www.hoeffner.de/,,,,,,,"[299017708, 299017709, 8497864060, 8497864059, 299017710, 3340930765, 3340930769, 299017711, 8497864067, 8497864068, 299017708]",retail,3,grey,,,,+49 89 85793-8800,,furniture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27251825,"POLYGON ((11.4108541 48.1347959, 11.4096256 48.1344772, 11.4111385 48.1317545, 11.4112511 48.131784, 11.4121845 48.1320284, 11.412226 48.1321537, 11.4123213 48.1322467, 11.4118234 48.1331255, 11.4108541 48.1347959))",München,,30,81249,Hans-Steinkohl-Straße,yes,,,,,,HORNBACH,HORNBACH,Q685926,en:Hornbach (retailer),,,,1,,,,,,,,,,,,,,,Mo-Sa 07:00-20:00,Mo-Sa 07:00-20:00,+49(0)89310177-0,,,,,,,,"[299098544, 299098545, 299098546, 795655889, 795673399, 795673400, 299098547, 795655890, 299098544]",retail,2,,,,,,0,doityourself,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27258245,"POLYGON ((11.4312824 48.1434038, 11.4314086 48.1429975, 11.4292999 48.142706, 11.4291994 48.1430298, 11.4300274 48.1431442, 11.4299992 48.1432351, 11.4301375 48.1432542, 11.4302758 48.1432733, 11.4302789 48.1432634, 11.4309416 48.143355, 11.4309272 48.1434014, 11.4310702 48.1434212, 11.4310842 48.1433764, 11.4312824 48.1434038))",,,,,,yes,,,,,,toom Baumarkt,toom Baumarkt,Q2442970,de:Toom Baumarkt,toom BauMarkt GmbH,,,,,,,,,,,,,,,,,,Mo-Sa 07:00-20:00; PH off,,,,,,,,,,"[299173123, 299173124, 299173125, 299173126, 1075347643, 299173118, 2040050241, 4100832231, 4100832230, 1075347696, 1075347658, 1075347668, 1075347640, 299173123]",retail,,,,,,,,doityourself,+49 89 8976710,,,,,,,,,,+49 89 89767169,,,,,,,,,,,,,,,,,,,,,,,,,,,https://toom.de/,toom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27273864,"POLYGON ((11.4235252 48.1424321, 11.4236076 48.1421607, 11.4235597 48.1421539, 11.4235884 48.1420622, 11.4228302 48.1419548, 11.4228009 48.1420465, 11.422782 48.1421057, 11.4227137 48.1423197, 11.4230373 48.1423643, 11.4233184 48.142403, 11.4235252 48.1424321))",München,DE,253,81249,Bodenseestraße,yes,,,,,,EDEKA,EDEKA,Q701755,de:Edeka,EDEKA,,,,,,,,,,,,,,,,,,Mo-Sa 07:00-20:00; PH off,same,,,,,,,,,"[299380393, 367860393, 367860392, 299380387, 299380388, 9469969013, 9469969014, 299380389, 1397834570, 1397834573, 299380393]",retail,1,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27273869,"POLYGON ((11.42354 48.1411539, 11.4239486 48.1412096, 11.423994 48.1410613, 11.4239395 48.1410539, 11.4240438 48.1407135, 11.4236896 48.1406652, 11.42354 48.1411539))",München,DE,18,,Brunhamstraße,yes,,,,,,Lidl,Lidl,Q151954,en:Lidl,Lidl Vertriebs-GmbH & Co. KG (Augsburg),,,,,,,,,,,,,,,,,,"Mo-Sa 07:00-20:00; PH,Su off",,,https://www.lidl.de/f/muenchen/aubing-brunhamstr-18.html,,,,,,,"[170877600, 170877608, 1075340324, 1075340311, 299380426, 299380427, 170877600]",retail,,,,,,,,supermarket,,,,2023-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27327991,"POLYGON ((11.4421492 48.1503178, 11.4424304 48.1502372, 11.4424534 48.1502729, 11.4428566 48.1501574, 11.4428126 48.150089, 11.4425618 48.1496993, 11.4425375 48.1496616, 11.442309 48.149727, 11.4422773 48.1496778, 11.4418213 48.1498084, 11.4421492 48.1503178))",München,DE,5,81243,Stockacher Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[277467843, 1077642716, 1077642720, 299984712, 2618752181, 2618752109, 299984713, 7557406296, 7557406297, 277467279, 277467843]",retail,2,#A06050,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27379527,"POLYGON ((11.612582 48.1345682, 11.6123087 48.1349455, 11.6122473 48.1349257, 11.6121786 48.1350205, 11.6121206 48.1351007, 11.612182 48.1351205, 11.6120446 48.1353103, 11.6130023 48.1356127, 11.613017 48.1355918, 11.6133923 48.135055, 11.6128393 48.1348854, 11.6129237 48.1347804, 11.612582 48.1345682))",München,DE,20,81675,Grillparzerstraße,yes,,,,,,toom Baumarkt,toom Baumarkt,Q2442970,de:Toom Baumarkt,REWE Group,,,,,,,,,,,,,,,,,,Mo-Sa 08:00-20:00,,+49 89 4194890,https://toom.de/,,,,,,,"[300560370, 9416192420, 9416192419, 9416192417, 9416192418, 9416192421, 300560372, 300560375, 1097998444, 300560368, 300560377, 300560373, 300560370]",retail,6,,,flat,,+49 89 41948910,0,doityourself,,,,2022-07-16,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27532196,"POLYGON ((11.6105724 48.0960215, 11.6106795 48.0960148, 11.6106608 48.0958805, 11.6105537 48.0958871, 11.6105724 48.0960215))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[302263731, 302263732, 302263733, 302263734, 302263731]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27544963,"POLYGON ((11.5973826 48.104976, 11.5974673 48.1049878, 11.5980686 48.1050264, 11.5980981 48.1048746, 11.5981717 48.104881, 11.5981863 48.104806, 11.5974267 48.10474, 11.5973826 48.104976))",München,DE,61,81549,Schwanseestraße,yes,,,,,,ALDI Süd,ALDI Süd,Q41171672,en:Aldi,ALDI Einkauf GmbH & Co. oHG,,,,,,,,,,,,,,,,,,Mo-Sa 08:00-20:00,,,https://www.aldi-sued.de/,,,,,,,"[2272920560, 330867433, 302372744, 2272920556, 2272920557, 302372745, 2272920546, 2272920560]",retail,1,,,flat,,,0,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27617960,"POLYGON ((11.5500164 48.1219435, 11.5501661 48.1219503, 11.5501636 48.1219773, 11.5503619 48.1219859, 11.5503635 48.1219628, 11.5503776 48.1219632, 11.5504342 48.1219654, 11.5504423 48.1218835, 11.5505916 48.1218753, 11.5506875 48.1218701, 11.550688 48.1219954, 11.5505955 48.1225879, 11.5504833 48.1228622, 11.5503391 48.1228585, 11.5500961 48.1228034, 11.549995 48.1228009, 11.5500434 48.1223839, 11.5499688 48.1223803, 11.5500164 48.1219435))",München,DE,17,81371,Implerstraße,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[303280219, 3731186194, 3731186196, 3731186197, 3731186195, 1466041819, 1466041820, 1466041808, 9112987455, 303280690, 1466041825, 1466041850, 303280692, 1132733826, 1132733800, 3731186217, 3731186211, 3731186210, 303280219]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27996755,"POLYGON ((11.6334686 48.0905244, 11.6334364 48.0903766, 11.6333808 48.090382, 11.633328 48.0901402, 11.6330927 48.090163, 11.6330624 48.0900241, 11.632949 48.0900351, 11.6330643 48.0905638, 11.6334686 48.0905244))",München,DE,21,81737,Nailastraße,yes,,,,,,Lidl,Lidl,Q151954,en:Lidl,,,,,,,,,,,,,,,,,,,Mo-Sa 07:00-20:00,,,https://www.lidl.de/,,,,,,,"[279806606, 307429093, 307429090, 307429089, 307429087, 307429086, 548518685, 279806613, 279806606]",retail,1,,,gabled,,,,supermarket,,,,2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28078687,"POLYGON ((11.5950518 48.1493729, 11.594941 48.1492909, 11.595083 48.1492054, 11.5951938 48.1492874, 11.5950518 48.1493729))",München,DE,74,80538,Oettingenstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[308315507, 308315508, 308315509, 308315512, 308315507]",retail,,#555555,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28265811,"POLYGON ((11.5375021 48.2004266, 11.5375021 48.2001104, 11.5370301 48.2001104, 11.5370301 48.2004297, 11.5375021 48.2004266))",,,3,80995,Franz-Fackler-Straße,yes,,,,,,PENNY,PENNY,Q284688,en:Penny (supermarket),,,,,,,,,,,,,,,,,,,Mo-Sa 07:00-20:00,,,https://www.penny.de/,,,,,,,"[310415288, 310415290, 310415293, 310415295, 310415288]",retail,1,,,hipped,,,1,supermarket,,,,2021-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28969139,"POLYGON ((11.4997164 48.1915065, 11.4993402 48.191401, 11.4986535 48.1924893, 11.499031 48.1925951, 11.4992506 48.1922471, 11.499452 48.1923036, 11.4996052 48.1920607, 11.4994026 48.1920039, 11.4997164 48.1915065))",München,DE,7,80997,Am Neubruch,yes,,,,,,HIT,HIT,Q1548713,de:HIT Handelsgruppe,,,,,,,,,,,,,,,,,,,Mo-Sa 08:00-20:00,,,,,,,,,,"[318540126, 318540127, 318540128, 318540129, 366569199, 366569210, 366569216, 366569205, 318540126]",retail,2,,,,,,0,supermarket,,,,2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29463764,"POLYGON ((11.6343678 48.1695439, 11.6343013 48.1694234, 11.6339616 48.1695032, 11.6340191 48.1696174, 11.6343678 48.1695439))",München,DE,215,81925,Cosimastraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[324720894, 324720889, 324720891, 324720892, 324720894]",retail,1,,,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29463774,"POLYGON ((11.636177 48.1719747, 11.6361044 48.1718189, 11.6359569 48.1718523, 11.6360486 48.1720222, 11.636177 48.1719747))",München,DE,46,81925,Fritz-Meyer-Weg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[324720949, 324720950, 324720951, 324720953, 324720949]",retail,2,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29463780,"POLYGON ((11.6334296 48.1685684, 11.6329724 48.1682314, 11.6326293 48.1684568, 11.6326918 48.1684999, 11.6327722 48.1685553, 11.6329607 48.1686854, 11.6330503 48.1687473, 11.6330969 48.1687795, 11.6334296 48.1685684))",München,DE,4,81925,Hochstiftsweg,yes,,,,kein WC,,ALDI Süd,ALDI Süd,Q41171672,en:Aldi,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-20:00,,,,,,,,,,"[324720980, 324720981, 324720982, 3087396219, 3087396223, 3087400339, 3087396215, 324720983, 324720980]",retail,3,,,flat,,,0,supermarket,,,,2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
