element_type,osmid,barrier,geometry,created_by,highway,access,note,bicycle,name,opening_hours,wheelchair,source,alt_name,old_name,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,description,check_date,operator,leisure,wikidata,wikimedia_commons,historic,natural,nodes,landuse,wikipedia,image,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,website,dogs,leaf_type,naturism,nudism,sport,surface,contact:website,layer,dog,name:etymology:wikidata,alcohol,openfire,area,architect:landscape,start_date,protection_title,name:ru,name:zh,heritage,heritage:operator,heritage:ref,name:de,opening_hours:covid19,name:es,garden:style,name:ar,name:bar,name:fr,name:it,opening_date,landcover,loc_name,operator:type,fee,fence_type,height,garden:type,ways,type,short_name,email,fax,phone,BLfD:criteria,ref:BLfD
way,4641748,,"POLYGON ((11.5607691 48.1186374, 11.5601269 48.1180324, 11.5598779 48.1180935, 11.5594836 48.1180518, 11.5592389 48.1180641, 11.5592256 48.1180168, 11.5590126 48.1180269, 11.5589986 48.117957, 11.558851 48.1173823, 11.5581644 48.1163923, 11.5579935 48.116149, 11.5578282 48.1158883, 11.5575408 48.1154065, 11.5573699 48.115053, 11.5570853 48.1144804, 11.5568928 48.1141622, 11.5566523 48.1138297, 11.5557715 48.1130375, 11.5556178 48.1128266, 11.555538 48.1125931, 11.5554111 48.1120719, 11.555395 48.1120424, 11.5552514 48.1117796, 11.5550898 48.1115522, 11.5549629 48.1114058, 11.5546655 48.1111176, 11.5544021 48.1108625, 11.5540273 48.1105107, 11.5537082 48.1101812, 11.5533891 48.1098269, 11.5531331 48.1095543, 11.5527307 48.1090356, 11.5525195 48.1087798, 11.5521243 48.1082243, 11.552 48.1079798, 11.55181 48.1075648, 11.5517133 48.1072558, 11.551711 48.1070825, 11.5517099 48.1069952, 11.5517086 48.1068929, 11.5518832 48.1068894, 11.5518852 48.1069332, 11.5519891 48.1069311, 11.5520826 48.1069293, 11.5520807 48.1068867, 11.5524148 48.1068788, 11.5524072 48.1067098, 11.5516887 48.1067243, 11.551604 48.106726, 11.5515979 48.1066195, 11.5515952 48.1065728, 11.551592 48.1065163, 11.5515755 48.10623, 11.5517216 48.1062265, 11.5516491 48.1059613, 11.5515331 48.1055318, 11.5513903 48.1052076, 11.5512704 48.1049872, 11.5506526 48.1042179, 11.5505361 48.1040895, 11.5503043 48.103798, 11.5499349 48.1033506, 11.5496013 48.1029922, 11.5492881 48.1027034, 11.549302 48.1026796, 11.5496812 48.1025074, 11.5494131 48.1021995, 11.5492523 48.1019292, 11.5491029 48.1016472, 11.5490108 48.1013369, 11.5488778 48.1009407, 11.5489832 48.1009316, 11.54902 48.1009285, 11.5492225 48.1009111, 11.5503173 48.100817, 11.5511627 48.1007279, 11.5520572 48.1006945, 11.5524382 48.1006832, 11.5527794 48.1006376, 11.5529933 48.1005877, 11.5533711 48.1004591, 11.5538068 48.1003721, 11.5540378 48.1003184, 11.5544105 48.1002688, 11.5555499 48.1001779, 11.5564345 48.0999924, 11.5566898 48.1003611, 11.5566279 48.1003971, 11.5568047 48.1006717, 11.5568592 48.1007109, 11.5581108 48.1003738, 11.5582611 48.1003227, 11.5583074 48.1003435, 11.5582999 48.1004167, 11.5583018 48.1004925, 11.5582583 48.1005518, 11.5582016 48.1006036, 11.5581467 48.1006452, 11.5579628 48.1006945, 11.5576703 48.1006957, 11.5575947 48.1007058, 11.557054 48.1009697, 11.5567813 48.1010399, 11.5568469 48.1011546, 11.5570377 48.1017856, 11.5576146 48.1027961, 11.557624 48.1028119, 11.5578514 48.1030485, 11.5582777 48.1034527, 11.5585032 48.1035751, 11.5586148 48.1037871, 11.5587571 48.1039663, 11.5589152 48.1041654, 11.5586556 48.1042463, 11.5586687 48.1047919, 11.5589583 48.1051202, 11.5597987 48.1057876, 11.5608274 48.10612, 11.5611343 48.1062051, 11.5624453 48.1066467, 11.5627804 48.1068038, 11.5629282 48.1069325, 11.5632623 48.1071818, 11.5637538 48.1075566, 11.5641374 48.1080446, 11.5644471 48.1083535, 11.5646904 48.1087437, 11.5648146 48.1089517, 11.5648388 48.1090332, 11.5648462 48.1091127, 11.5648575 48.1091917, 11.5651231 48.1096779, 11.5652669 48.1106558, 11.564602 48.1106765, 11.564437 48.1113815, 11.5651047 48.1114633, 11.5650632 48.1116999, 11.565089 48.1119965, 11.5651423 48.111999, 11.565173 48.1122733, 11.5652408 48.1128787, 11.5652769 48.1132015, 11.5653251 48.113613, 11.5640881 48.1136566, 11.5640209 48.1142236, 11.5638097 48.1145825, 11.5637946 48.1154721, 11.5633911 48.1166832, 11.5633582 48.1167729, 11.5631235 48.1171801, 11.5625104 48.1174432, 11.5624097 48.1174864, 11.5625287 48.117593, 11.5627102 48.1177555, 11.5624295 48.1178785, 11.5623826 48.1179009, 11.5623304 48.1179219, 11.561864 48.1181429, 11.5618143 48.1181665, 11.5617914 48.1181773, 11.5617718 48.1181866, 11.5617099 48.1182159, 11.5616557 48.1182418, 11.5612945 48.1184128, 11.5609595 48.1185684, 11.5607691 48.1186374))",,,,,,Flaucher,,,,,,,,,,,,,,park,Q1427434,,,,"[29530374, 2449457439, 8764647790, 8764647791, 8764647792, 4065400563, 8659761510, 1657638181, 1657638175, 2806073217, 2806073215, 1657638165, 1657638160, 1817632349, 1817632335, 1657638152, 1657638148, 1657638142, 1817632278, 1657638139, 2311191635, 4208039215, 2311191633, 2311191632, 2311191630, 2311191624, 2311191606, 2311191569, 2311191561, 2311191558, 2311191557, 4174583074, 4174583073, 4174583072, 4174583071, 4174583070, 4174583069, 4208031180, 4174583066, 4174583063, 4174583062, 4174583065, 279881387, 4174583064, 4174583061, 4174583060, 4174583058, 796098514, 279881381, 8489133417, 8489133418, 8489133421, 1699739541, 1699739539, 796098694, 796098575, 796098438, 796098636, 796098539, 8701461204, 796098713, 1699739524, 796098599, 796098483, 796098655, 796098721, 796098546, 796098649, 796098472, 796098595, 796098708, 8689859472, 8689859483, 8689859488, 1454904481, 2021272538, 1633172012, 2021272537, 2021272535, 2021272533, 1633171976, 2021272528, 1352388810, 1633171965, 29530492, 29530493, 2289381585, 2289381586, 29530494, 1417559358, 2847973615, 1417559389, 2847973614, 2847973616, 2847973617, 1417559307, 2847973618, 2847973619, 1417559480, 2847973620, 1417559254, 2847973621, 1417559239, 2289381634, 2289381675, 2289381835, 267657671, 267657670, 267657669, 267657668, 267657667, 7416696703, 267657666, 2289381979, 1870246044, 1454849243, 1870246060, 29530388, 2009099265, 2009099273, 29530387, 2009099292, 2009099304, 2009099310, 2009099313, 2009099315, 1453917538, 2009099327, 2009099334, 2009099336, 2009099341, 29530385, 29530384, 1453917546, 1453917525, 1453917515, 1870246151, 1870246174, 5541379535, 8778747697, 8778747696, 4567210635, 1453544709, 1451933612, 1870246210, 1451933615, 1452932396, 1575010381, 1452932449, 1870246228, 9774230220, 29530370, 9774229896, 1870246230, 2971428731, 2971428732, 1432844164, 8715000304, 8715006469, 8715006470, 8715006492, 8715006491, 8789666262, 2971436133, 1657638184, 29530374]",,de:Flaucher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4674483,,"POLYGON ((11.5412024 48.102115, 11.5411944 48.1019907, 11.5411961 48.1018214, 11.5411176 48.1021177, 11.5407823 48.1032886, 11.5406621 48.1036685, 11.540525 48.1044561, 11.5403954 48.1051386, 11.5402315 48.106172, 11.5401709 48.1068404, 11.54012 48.107397, 11.5400048 48.1086921, 11.5399275 48.1096773, 11.539956 48.1098695, 11.5399937 48.1099404, 11.5400888 48.1100688, 11.5402164 48.1101511, 11.5403252 48.1102104, 11.5404895 48.110252, 11.5409144 48.110332, 11.5413103 48.1104329, 11.541581 48.1105022, 11.5418825 48.1105935, 11.5420519 48.1106709, 11.5422232 48.1107293, 11.5424551 48.1107945, 11.5425542 48.1108184, 11.5427526 48.1109063, 11.5428344 48.1109436, 11.5431825 48.1109298, 11.5431904 48.1108823, 11.5432008 48.1107648, 11.5430522 48.1103032, 11.5430763 48.1097553, 11.5431128 48.1093678, 11.5430763 48.1090234, 11.5431214 48.1088562, 11.5430662 48.1088202, 11.5429563 48.1087971, 11.5428815 48.1084551, 11.5432969 48.1081393, 11.5436022 48.1081107, 11.5449403 48.1080719, 11.5450803 48.1082701, 11.5451026 48.1083019, 11.5453532 48.1082976, 11.5454066 48.1082966, 11.5452976 48.1081902, 11.54517 48.10805, 11.5449886 48.1078309, 11.5449121 48.1077164, 11.5448772 48.1077065, 11.5447113 48.1077221, 11.5444202 48.1077563, 11.5439869 48.1077856, 11.5431574 48.107807, 11.5428295 48.1078149, 11.5423892 48.1078137, 11.5423713 48.10697, 11.5423924 48.1067389, 11.5423907 48.1065425, 11.5423131 48.1062426, 11.5426046 48.1055388, 11.5433238 48.1056067, 11.5436653 48.1057326, 11.5439037 48.1054152, 11.5434119 48.1051308, 11.5432448 48.1053486, 11.5429944 48.1053134, 11.5428933 48.1052991, 11.5426765 48.1052686, 11.5425678 48.1051926, 11.5425548 48.1050882, 11.5423442 48.1048458, 11.5423274 48.1048268, 11.5420187 48.1044784, 11.5416853 48.1041409, 11.5414234 48.1040947, 11.5412614 48.1040122, 11.5413426 48.1035838, 11.5415917 48.1033945, 11.5413484 48.1032174, 11.541209 48.1030687, 11.5411795 48.1029869, 11.5412109 48.1022728, 11.5412102 48.1022371, 11.5412024 48.102115))",,,,,,Neuhofener Berg,,,,,,,,,,,,,,park,Q1588107,,,,"[29687051, 7377681834, 4274674924, 29687012, 4274674926, 4274674927, 4230904047, 4274674935, 4274674951, 4274674969, 4274674974, 4274674978, 275450867, 4274674983, 4274674985, 2291735811, 29687019, 4274702570, 2291735828, 275450868, 29687020, 4066338220, 4066338214, 275450872, 276118531, 29687021, 275450873, 29687022, 4274702574, 4274702572, 4066338422, 270652499, 270652500, 270652501, 759538031, 759552420, 270652502, 771201202, 270565863, 29687026, 29687029, 4066392365, 270652509, 759530866, 4274702559, 8597782388, 8571154996, 8571154995, 8571154993, 8571154992, 8571154991, 8571154990, 4274702555, 4066392381, 4066392382, 4066392367, 29687035, 4066393320, 685474646, 4230159389, 4274674960, 29687037, 4230157388, 4230159390, 29687039, 4230157385, 4230157384, 4230157387, 4274674938, 8531735189, 4230157386, 4274674937, 10101649032, 10101649031, 3556745468, 29687043, 759577336, 2447905214, 29687045, 29687047, 759577344, 4230904048, 29687049, 7377681835, 7377681830, 7377681833, 29687051]",,de:Neuhofener Berg,https://de.wikipedia.org/wiki/Neuhofener_Berg#/media/Datei:Neuhofener_Berg_Muenchen-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4734850,,"POLYGON ((11.5247339 48.1080061, 11.5245864 48.1081995, 11.5244981 48.1083184, 11.5243583 48.108587, 11.5242451 48.1089447, 11.5241829 48.1091806, 11.5241469 48.1097383, 11.5247803 48.1097359, 11.5247998 48.1093454, 11.5248751 48.1090123, 11.5250143 48.1085789, 11.5252414 48.1082532, 11.5247339 48.1080061))",,,,,,,,,Landsat,,,,,,,,,,,park,,,,,"[30201350, 927116598, 30201339, 30201340, 30201341, 30201342, 30201344, 30201345, 30201346, 30201347, 30201348, 30201349, 30201350]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4734872,,"POLYGON ((11.5235924 48.1143285, 11.5241773 48.1142871, 11.524394 48.1127722, 11.523761 48.1127281, 11.5235392 48.1142939, 11.5235924 48.1143285))",,,,,,Eichendorffplatz,,,,,,,,,,,,,,park,,,,,"[30201490, 30201487, 30201488, 30201489, 2329644792, 30201490]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,5069360,,"POLYGON ((11.6729557 48.0820333, 11.6733253 48.0828207, 11.6739122 48.0837726, 11.6744705 48.0844918, 11.6751271 48.0852352, 11.6746461 48.0855644, 11.6742289 48.0851103, 11.6737983 48.0846379, 11.6734765 48.0842221, 11.673157 48.0837766, 11.6728584 48.0833028, 11.6726186 48.0828267, 11.6724724 48.0824723, 11.6723472 48.0819541, 11.6722552 48.0815872, 11.6721238 48.081176, 11.6720547 48.0810169, 11.6718949 48.0804872, 11.6717875 48.0798033, 11.6717789 48.0797048, 11.6717552 48.0794327, 11.6717485 48.0793565, 11.6717684 48.0793129, 11.6720528 48.0793127, 11.6720615 48.0793429, 11.6720912 48.0793997, 11.6723805 48.0796477, 11.6724108 48.0796788, 11.6725156 48.0803389, 11.6727744 48.0810293, 11.672571 48.0810615, 11.6726216 48.0811821, 11.6728817 48.0818928, 11.6729557 48.0820333))",,,,,,Grünanlage am Waldheimplatz,,,survey,,,,,,,,,,"Landesgauptstadt München, Gartenbauamt",park,,,,,"[52734938, 34210755, 34210763, 1647307081, 34210782, 34210786, 34210775, 34210767, 2696585901, 34210760, 2696585896, 2696585894, 34210752, 2696585888, 2696585869, 34210746, 2696585868, 34210736, 34210734, 9066082696, 9066096883, 2665923909, 34210731, 984658058, 832594962, 4912962959, 987879348, 34210743, 34210739, 984657999, 34210750, 4695579533, 2696585882, 52734938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,5185179,,"POLYGON ((11.6414936 48.1440127, 11.641603 48.1437593, 11.6419693 48.1438007, 11.6426739 48.1438804, 11.6429536 48.143912, 11.643372 48.1439239, 11.6434076 48.1436818, 11.6434237 48.1435852, 11.6434744 48.1435219, 11.6434755 48.1434802, 11.6436581 48.1434779, 11.6438099 48.1434957, 11.6441835 48.1434812, 11.6443738 48.1434327, 11.6445477 48.1433286, 11.6445292 48.143075, 11.6449763 48.1430661, 11.644982 48.1431738, 11.6450438 48.1432594, 11.6451296 48.1433194, 11.6454783 48.1433633, 11.6457438 48.1433368, 11.6458863 48.143228, 11.6459786 48.1429614, 11.6460456 48.142872, 11.646167 48.1427957, 11.6465254 48.1427906, 11.6465255 48.1433237, 11.6465754 48.1433982, 11.646692 48.1434393, 11.6468434 48.1434619, 11.6472794 48.1434425, 11.6475516 48.1433454, 11.6476177 48.1432949, 11.6479258 48.1432773, 11.6482741 48.1432222, 11.6483934 48.1431513, 11.6484448 48.1430741, 11.6495232 48.1430684, 11.6496828 48.1429905, 11.6498791 48.1429999, 11.6498677 48.1431019, 11.649904 48.1431431, 11.6498651 48.1435315, 11.6498503 48.143723, 11.6498074 48.1440908, 11.6496934 48.145178, 11.6495977 48.1460683, 11.6494181 48.1460629, 11.6488938 48.1460386, 11.6488354 48.1460358, 11.6488926 48.1455319, 11.6488901 48.1453543, 11.6491878 48.1453293, 11.6491134 48.1448281, 11.6492609 48.144817, 11.6492515 48.1447548, 11.6493414 48.1447459, 11.6493293 48.1446779, 11.649228 48.1441006, 11.6483834 48.1441535, 11.647675 48.1442071, 11.6469918 48.1441827, 11.6469602 48.1442966, 11.6467591 48.144293, 11.6467282 48.1444362, 11.6459611 48.1443897, 11.6459745 48.1443038, 11.6451784 48.1442603, 11.6451643 48.1443605, 11.6448965 48.1442969, 11.6448091 48.1443019, 11.6442367 48.1443509, 11.6441656 48.1447237, 11.6441295 48.1448789, 11.6440875 48.1450548, 11.6440416 48.14506, 11.6439631 48.1450691, 11.6432481 48.1451684, 11.6430382 48.1451975, 11.6430283 48.1451637, 11.6429968 48.1451366, 11.6429022 48.1451133, 11.6427328 48.1451085, 11.6424415 48.145145, 11.6423669 48.1451834, 11.6422999 48.1452385, 11.642319 48.1454742, 11.6421818 48.1454829, 11.6420361 48.1448249, 11.6420186 48.144746, 11.6417442 48.1447277, 11.6412704 48.1446961, 11.6412391 48.1450676, 11.6410308 48.1449963, 11.640495 48.1449966, 11.6398271 48.1450801, 11.6397117 48.1445972, 11.6395793 48.1441451, 11.6395459 48.144047, 11.6400484 48.1439376, 11.6404751 48.1439445, 11.6414936 48.1440127))",,,,A part of Denninger Anger,,Zamilapark,,,,Denninger Anger,,,,,,,,,,park,Q145797,,,,"[36163501, 36163500, 4927465755, 4927440281, 36163518, 36163517, 4927440294, 1002673101, 4927440295, 1002673024, 1002673045, 1002672985, 1002673015, 993782513, 50749960, 993782511, 993782508, 96778499, 4927440300, 1002673009, 1002673037, 4926473388, 1002672970, 1002672995, 993782512, 96779560, 96779562, 96779720, 993740074, 4927441999, 1002672988, 588977196, 1002673100, 588977198, 96779982, 96779983, 1002673092, 1002673042, 643720205, 643720209, 643720212, 4927440310, 4927440309, 4927441758, 4927440312, 4927441964, 4927441802, 4927441800, 1002683427, 9418038578, 1002683421, 650119480, 4927441798, 4927441801, 4927441961, 4927441512, 4927441513, 4927441963, 650119416, 1002688834, 96779563, 96779564, 96779565, 96779566, 4927441806, 4927441803, 4927441804, 4927441805, 96779567, 96778500, 1677772540, 4927441511, 3880645451, 8138625477, 4985872328, 36163513, 4985872329, 1676700719, 8138627771, 1676700697, 1676700699, 1676700702, 1676700704, 1676700705, 1676700707, 1676700709, 1676700711, 416876662, 36163510, 4927465773, 36163509, 4927465699, 36163507, 36163506, 36163505, 1002683378, 36163504, 3124746380, 4510631515, 36163503, 36163502, 1002673064, 36163501]",,,,Area,9.00,32203,https://de.wikipedia.org/wiki/Zamilapark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,5185809,,"POLYGON ((11.6278521 48.1195695, 11.627346 48.1196794, 11.6284679 48.1221211, 11.6285443 48.1223739, 11.6287009 48.1229656, 11.6287527 48.1231219, 11.6282452 48.1232233, 11.6282337 48.1232256, 11.6280291 48.1232596, 11.6277995 48.1232993, 11.6270936 48.1234198, 11.6263702 48.1235454, 11.6256627 48.1236683, 11.6258734 48.124008, 11.6260155 48.1246885, 11.6261423 48.1250371, 11.6267176 48.1261678, 11.6272083 48.126015, 11.6274906 48.1263729, 11.627926 48.126232, 11.6281197 48.1261911, 11.6286086 48.1268171, 11.6298298 48.1265647, 11.629531 48.1255267, 11.6302013 48.1254603, 11.6301535 48.1253887, 11.6300254 48.1253484, 11.6299432 48.1252156, 11.6299194 48.1250889, 11.6299178 48.1249664, 11.630027 48.1248461, 11.6299914 48.1246989, 11.6299123 48.1243617, 11.6317911 48.1241279, 11.6319731 48.1248144, 11.6321285 48.1247277, 11.6321994 48.1245846, 11.6322209 48.1245327, 11.6322382 48.1244909, 11.6321635 48.1241768, 11.6321126 48.124177, 11.6319799 48.1237776, 11.6322276 48.1237411, 11.6320774 48.1231352, 11.6318787 48.1226602, 11.6317304 48.1227115, 11.6309198 48.1228338, 11.6294168 48.1230539, 11.6290407 48.122217, 11.6284723 48.1209509, 11.6278521 48.1195695))",,,,,,,,,,,,,,,,,,,,park,,,,,"[1218980912, 1218980933, 1985103920, 775510990, 775510952, 36163679, 1085964267, 775510993, 775511208, 1085964436, 1085964336, 2918771394, 36163680, 36163681, 1085963877, 36163682, 36163683, 36163684, 36163685, 506207930, 36163686, 36163667, 36163668, 36163669, 36163670, 1985103948, 1028224886, 1985103946, 1985103944, 1985103942, 1985103936, 540679824, 36163671, 1985103926, 611224936, 36163674, 1028225022, 2503504817, 1028225461, 540678757, 540678771, 540678801, 540678803, 1342116834, 36163676, 1342116831, 1342116832, 36163677, 1342116840, 1985103873, 1218980912]",,,,Area,9.00,32222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,10053878,,"POLYGON ((11.5570848 48.1697482, 11.5571351 48.1695022, 11.5568334 48.1694691, 11.5568125 48.1694678, 11.5568373 48.1693529, 11.5564739 48.1693216, 11.556258 48.1692504, 11.5559723 48.1691422, 11.5558945 48.1691328, 11.5559167 48.1689311, 11.5561011 48.1686284, 11.5554687 48.1683842, 11.5548317 48.1681445, 11.5540983 48.1676592, 11.553652 48.1672585, 11.5533345 48.1668349, 11.5531113 48.1664914, 11.5529654 48.1660907, 11.5528538 48.1655984, 11.552768 48.1647397, 11.5526646 48.1617158, 11.5515569 48.1617216, 11.5507485 48.1614965, 11.5507423 48.1621015, 11.5506776 48.1622554, 11.5498243 48.1630599, 11.5494437 48.1635012, 11.5485883 48.1644931, 11.5484181 48.1646905, 11.5482487 48.1648869, 11.5475168 48.1655771, 11.54687 48.1661871, 11.5468389 48.1662164, 11.5467959 48.166257, 11.5467545 48.1663079, 11.5464604 48.1666293, 11.5456443 48.1675181, 11.5454936 48.1676822, 11.5446704 48.168722, 11.5440351 48.1694953, 11.5438994 48.1696619, 11.540812 48.1687833, 11.5383573 48.1681391, 11.538383 48.1683152, 11.5384561 48.1685005, 11.5383427 48.1685248, 11.5383983 48.1695039, 11.53843 48.1695241, 11.5384402 48.169641, 11.5385865 48.169684, 11.5387028 48.1697328, 11.5387987 48.1698061, 11.5388614 48.1699014, 11.5389231 48.1703961, 11.5401042 48.1705297, 11.5417676 48.1707022, 11.5425422 48.1707825, 11.5428374 48.1709507, 11.5437705 48.1711795, 11.544074 48.1712975, 11.5446521 48.1717084, 11.5443974 48.171956, 11.5442983 48.1721452, 11.5443318 48.1721996, 11.5444081 48.1723239, 11.5442038 48.1727468, 11.5440991 48.173143, 11.5440991 48.1735895, 11.544474 48.1741984, 11.5448715 48.1746312, 11.545541 48.1749059, 11.5463307 48.1751349, 11.5469143 48.1754211, 11.5476651 48.1759248, 11.5477507 48.175974, 11.5478671 48.1760162, 11.548002 48.1760589, 11.5481179 48.1760643, 11.5482788 48.1760673, 11.5501168 48.1760462, 11.5529214 48.1760116, 11.5543591 48.1759963, 11.5551717 48.1759752, 11.5556579 48.175964, 11.5558728 48.175933, 11.5559775 48.1759454, 11.5567795 48.1759292, 11.5580192 48.1759101, 11.5580827 48.1758961, 11.558272 48.175781, 11.5584328 48.17565, 11.5588704 48.1752965, 11.5593677 48.1748844, 11.5594868 48.1747801, 11.5598509 48.174465, 11.5609628 48.173341, 11.5604307 48.1730055, 11.5605464 48.1715117, 11.5584093 48.1713229, 11.5586187 48.1703598, 11.5586405 48.1702597, 11.5576365 48.1701598, 11.5575506 48.1701427, 11.5573238 48.1701072, 11.5573047 48.1701034, 11.5573322 48.1699579, 11.5570546 48.1699347, 11.5570848 48.1697482))",,,,,,Olympiapark,,,,,,,,,,,,,,park,Q383296,"Category:Olympiapark, Munich",,,"[82614981, 82614982, 1429155468, 82614983, 9995937711, 9995937710, 82614984, 1429155465, 82614985, 1342452503, 204214601, 9953511668, 9953511667, 82614989, 82614990, 82614991, 82614992, 82614993, 82614994, 82614995, 82615000, 82615001, 82615002, 82615004, 1324739426, 82615005, 6048526785, 7417251812, 7417211272, 303131454, 6048526786, 10761035210, 10761035209, 500348306, 3280441785, 500348418, 10761035212, 500348798, 6048526632, 82615007, 82615008, 82615010, 2931229374, 3650457406, 3650457403, 3650457402, 3650457400, 3650457405, 82615013, 3650457399, 1632649923, 3650457404, 1632649890, 186157820, 1479183722, 5571466538, 186157821, 82615014, 82615015, 5571466720, 82615017, 4039024363, 199203250, 5571466726, 82615018, 4039024364, 82615019, 82615020, 82615021, 82615023, 82615024, 82615025, 82615026, 82615027, 2001202394, 2001202430, 2001202448, 2001202356, 82615028, 2001202501, 82615029, 82615030, 2001202573, 2001202607, 2001202560, 2001202338, 82615031, 82615032, 2001202443, 2001202561, 82615033, 82615034, 82615035, 2027640110, 82615036, 3400013255, 3170510438, 303123904, 303123901, 9995963724, 2160050032, 303123895, 303123894, 1429155472, 204214616, 5381903526, 303123893, 82614981]",,de:Olympiapark (München),,Area,9.00,4920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,10529376,,"POLYGON ((11.592719 48.177657, 11.5922246 48.1778724, 11.592589 48.1782466, 11.591928 48.1785292, 11.5920061 48.1786023, 11.5926722 48.1783241, 11.5935724 48.1792658, 11.5959209 48.1816904, 11.5963817 48.1821888, 11.5964347 48.1821668, 11.5965415 48.1821201, 11.5965185 48.1820958, 11.5967656 48.1819917, 11.596937 48.1821708, 11.5970874 48.1821087, 11.5965671 48.1815685, 11.5940991 48.1790882, 11.592719 48.177657))",,,,,,,,,Yahoo / YWMS,,,,,,,,,,,park,,,,,"[90753736, 90753738, 6063318472, 6063318471, 6063318470, 1611956665, 6063318473, 3712508605, 6063318468, 90753744, 3712508611, 3712508608, 3712508606, 3712508607, 90753748, 3712508601, 1332001302, 90753736]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,10676646,,"POLYGON ((11.5754304 48.1964546, 11.575534 48.1971537, 11.5755496 48.1980095, 11.5755093 48.1984029, 11.5755044 48.198915, 11.5755205 48.1992632, 11.5761967 48.1992931, 11.5762252 48.1989396, 11.5762514 48.1984284, 11.5762397 48.1981015, 11.5762102 48.1969936, 11.5761931 48.1964059, 11.5761039 48.1964099, 11.5757824 48.1964312, 11.5754304 48.1964546))",,,,,,,,,Yahoo / YWMS,,,,,,,,,,,park,,,,,"[94570693, 94570694, 94570695, 94570685, 94570690, 94570699, 94570700, 94570677, 94570675, 94570701, 94570703, 94570705, 339816779, 4642797026, 94570693]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,10888495,,"POLYGON ((11.6354567 48.0874118, 11.6350714 48.0866769, 11.63497 48.0864826, 11.6349111 48.0863433, 11.6349218 48.08626, 11.6350781 48.0860433, 11.635123 48.0859958, 11.6351779 48.0859584, 11.6352893 48.085919, 11.6365961 48.0856156, 11.6366726 48.0857478, 11.6367902 48.0859853, 11.6373508 48.0858614, 11.6373369 48.0858334, 11.6382138 48.0856389, 11.6385161 48.0855753, 11.63872 48.0855822, 11.6388412 48.0858065, 11.6387229 48.0859352, 11.6390008 48.0864879, 11.6388924 48.0865094, 11.6387003 48.0861963, 11.6385824 48.0861562, 11.6378971 48.085923, 11.637578 48.0858987, 11.637486 48.0859424, 11.6366979 48.0870052, 11.636709 48.0871173, 11.6368893 48.0875326, 11.6372042 48.0876403, 11.637542 48.0876796, 11.6376075 48.0877274, 11.6382375 48.0879317, 11.6381157 48.0881164, 11.6380176 48.0882051, 11.6378431 48.0882868, 11.6365689 48.0885731, 11.6364315 48.0883224, 11.6361428 48.0883813, 11.6359884 48.0884192, 11.6354567 48.0874118))",,,,,,Perlach Park,,,,,,,,,,,,,,park,,Category:Perlacher Park,,,"[2753544078, 96821105, 96821106, 2725910108, 96821107, 96821108, 2753544022, 2753544021, 96821109, 96821110, 287637052, 96821111, 287637053, 96821112, 1979864813, 1979864809, 2729292160, 2729292240, 2729292276, 2729785957, 277398415, 307423399, 2750540553, 1979864822, 277398413, 1979864826, 277398411, 96821115, 96821117, 96821118, 287637734, 309064807, 96821120, 96821121, 2753544122, 96821122, 96821123, 96821125, 96821126, 96821128, 2753544078]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
