element_type,osmid,amenity,capacity,fee,network,opening_hours,operator,payment:coins,payment:debit_cards,ref,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amperage,socket:type2,source,source:delivery_date,voltage,authentication:membership_card,description,manufacturer,motorcar,name,socket:schuko,operator:short,operator:wikidata,operator:wikipedia,website,fixme,authentication:nfc,authentication:none,access,capacity:car,socket:type2_combo,scooter,layer,level,note,covered,bicycle,service:bicycle:charging,service:bicycle:pump,socket:schuko:current,socket:type2:output,contact:phone,contact:website,socket:chademo,socket:chademo:output,socket:type2_combo:output,capacity:charging,description:en,truck,wheelchair,cars,trucks,authentication:app,parking:fee,check_date,status,maxstay,power,traffic_sign,brand,authentication:phone_call,authentication:short_message,surveillance:type,charging_station:output,name:de,name:en,object:city,object:country,object:housenumber,object:postcode,object:street,socket:type2:current,socket:type2:voltage,brand:wikidata,brand:wikipedia,short_name,maxstay:conditional,authentication:membership_card:types,payment:membership_card,ref:EU:EVSE,socket:type:output,cargo,payment:account_cards,payment:credit_cards,payment:electronic_purses,payment:notes,phone,vending,contact:email,note:en,motor_vehicle,charge,image,amenity:wikipedia,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:output,payment:maestro,ref:ocm
node,7736327458,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME052101;DESWME052102,POINT (11.5714996 48.1292011),,,,,,32,2,,,400,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7736327459,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME052001;DESWME052002,POINT (11.5714505 48.1292458),,,,,,32,2,,,400,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7736402985,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5776714 48.1298496),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7736402986,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5775641 48.1297637),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7786969846,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5741093 48.1588711),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7810770793,charging_station,2,yes,,24/7,Stadtwerke München,,,,POINT (11.6044794 48.0925798),,,,,,,,,,,yes,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7932318332,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME053801;DESWME053802,POINT (11.5799487 48.1576377),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7932318337,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME044601;DESWME044602,POINT (11.605892 48.1510766),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7932318338,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME044501;DESWME044502,POINT (11.6057847 48.1510174),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7932318344,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME044801;DESWME044802,POINT (11.6038735 48.1456383),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7932318345,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME044901;DESWME044902,POINT (11.6039818 48.1455799),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7938847727,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5684817 48.152456),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7939110880,charging_station,1,,,,qwello,,,,POINT (11.572255 48.1495985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 954595959,https://qwello.eu/de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,support@qwello.eu,,,,,,,,,
node,7939110881,charging_station,1,,,,qwello,,,,POINT (11.5723368 48.1497225),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 954595959,https://qwello.eu/de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,support@qwello.eu,,,,,,,,,
node,7939110882,charging_station,1,,,,qwello,,,,POINT (11.5722948 48.149657),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 954595959,https://qwello.eu/de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,support@qwello.eu,,,,,,,,,
node,7939110883,charging_station,1,,,,qwello,,,,POINT (11.5723749 48.1497781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 954595959,https://qwello.eu/de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,support@qwello.eu,,,,,,,,,
node,7970050894,charging_station,,yes,,,Stadtwerke München,,,,POINT (11.5730213 48.2052385),,,,,,,,,,,,,,,Stadtwerke München,,SWM,Q882871,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8108173961,charging_station,2,yes,,24/7,Stadtwerke München,,,,POINT (11.5223159 48.0935787),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+498923618080,,,,,,,,,,,
node,8149009813,charging_station,3,,,,qwello,,,,POINT (11.5732786 48.15379),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 954595959,https://qwello.eu/de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,support@qwello.eu,,,,,,,,,
node,8149139777,charging_station,2,yes,,24/7,Stadtwerke München,,,,POINT (11.5139188 48.0964845),München,DE,7,81379,Machtlfinger Straße,,2,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 A,400 V,,,,,,,,,,,,,,,,,,,,,,,,,
node,8149594894,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,Haager Straße 10,POINT (11.6083995 48.1265628),,,,,,,1,,,,SWM Tankkarte,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,yes,,,,1,,,,,,,,,,22 kW,+49 800 79688023,,1,50 kW,50 kW,,,,,,,,,2021-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8149599246,charging_station,,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWM059003,POINT (11.6172025 48.1155555),,,,,,,,,,,SWM Tankkarte,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,yes,,,,1,,,,,,,,,,,+49 800 79688023,,1,,,,,,,,,,,2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8152092004,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5864476 48.135177),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8152092005,charging_station,2,,,,Stadtwerke München,,,,POINT (11.586402 48.1351993),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8156230891,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME048701;DESWME048702,POINT (11.5070204 48.0962519),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,München,DE,15,81477,Drygalski-Allee,32 A,400 V,,,,,,,,,,,,,,,,,,,,,,,,,
node,8156230892,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME048601;DESWME048602,POINT (11.5069788 48.0962742),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,München,DE,15,81477,Drygalski-Allee,32 A,400 V,,,,,,,,,,,,,,,,,,,,,,,,,
node,8172025439,charging_station,2,,,,,,,,POINT (11.4435267 48.1426909),,,,,,,,,,,,,,,ladestation 2x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8172034582,charging_station,2,,,,,,,,POINT (11.4543553 48.1463953),,,,,,,,,,,,,,,ladestation 4x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8222656379,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME058201;DESWME058202,POINT (11.6758979 48.1285777),,,,,,32,,,,400,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8354265022,charging_station,2,yes,,24/7,Stadtwerke München,,,,POINT (11.6045007 48.0925136),,,,,,,,,,,yes,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8420974855,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME058101;DESWME058102,POINT (11.6403629 48.1039438),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8436109032,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME042901;DESWME042902,POINT (11.6884024 48.1336346),,,,,,32,,,,400,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8436109033,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME043001;DESWME043002,POINT (11.6885334 48.1336349),,,,,,32,,,,400,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8440748245,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM056201;DESWM056202,POINT (11.5295733 48.100134),,,,,,,2,,,,rfid,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,ladenetz.de RFID card or 'MVG more' App,,,,,,22kW,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fixme, ref",,,,,,,,
node,8440748246,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM056101;DESWM056102,POINT (11.5297087 48.1001177),,,,,,,20,,,,rfid,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,ladenetz.de RFID card or 'MVG more' App,,,,,,22kW,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fixme, ref",,,,,,,,
node,8446972742,charging_station,150,yes,,,Allego,,,,POINT (11.5914781 48.1769641),,,,,,,,,,,,,,,,,,Q75560554,,,,,,yes,,,,,,,no,,,,,,,,,,,,,,,,,,,2023-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8450648673,charging_station,2,,ladenetz.de,24/7,SWM Stadtwerke München,,,,POINT (11.5594095 48.1212985),,,,,,,2,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,22kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8450651252,charging_station,2,,ladenetz.de,24/7,SWM Stadtwerke München,,,,POINT (11.5593068 48.1213034),,,,,,,2,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,22kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8467830080,charging_station,2,yes,,24/7,MVG,,,,POINT (11.5611298 48.0863613),,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8522347020,charging_station,,yes,,,Stadtwerke München,,,,POINT (11.5729939 48.205157),,,,,,,,,,,,,,,Stadtwerke München,,SWM,Q882871,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8614741382,charging_station,,,,,,,,,POINT (11.6799632 48.1194034),,,,,,,,,,,,,,,Hypercharger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8618052843,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,,,POINT (11.5460085 48.1457829),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
node,8678467157,charging_station,2,yes,,,Stadtwerke München,,,,POINT (11.5009722 48.0944867),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8696650908,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4760391 48.1522092),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8700422930,charging_station,22,yes,,,Stadtwerke München,,,,POINT (11.5557378 48.2069233),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,38",,,,,,
node,8700965202,charging_station,1,,,,E.ON,,,,POINT (11.6090145 48.1229398),,,,,,,,,,,,,,,,,,Q270223,de:E.ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8765649535,charging_station,4,yes,ladenetz.de,24/7,Stadtwerke München,,,,POINT (11.5463316 48.1265235),,,,,,,,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8789452654,charging_station,2,,,,,,,,POINT (11.5818026 48.1228394),,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8795904808,charging_station,4,yes,,,Stadtwerke München,,,,POINT (11.5700812 48.120243),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8795904809,charging_station,2,yes,,,Stadtwerke München,,,DESWME045401;DESWME045402,POINT (11.5701382 48.1203195),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8796294112,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5989321 48.1275115),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8831742414,charging_station,,,,,,,,,POINT (11.436207 48.1764612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8831742415,charging_station,,,,,,,,,POINT (11.4361272 48.1764592),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8833385990,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWME022801;DESWME022802,POINT (11.6113291 48.0892108),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8848438840,charging_station,2,,,,Stadtwerke München,,,,POINT (11.6014617 48.1039205),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8849922543,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5641738 48.1926515),,,,,,,,,,,,,,,Stadtwerke München,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8901463916,charging_station,2,yes,,,Stadtwerke München,,,,POINT (11.6090201 48.141579),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
node,8911720469,charging_station,2,yes,,,C. Erbguth,,,,POINT (11.5496474 48.1851213),,,,,,,,http://m.intercharge.eu/qr?evseid=AT*HTB*E1001267,,,,,KEBA,,AC- Ladestation,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.olycharge.de/Bilder/IMG_2666.JPG,,,,,
node,9123103575,charging_station,,,,,OMV,,,8272,POINT (11.4715108 48.1648722),,,,,,,,,,,,,,,OMV EMobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9166943588,charging_station,22,yes,,,Stadtwerke München,,,,POINT (11.5884739 48.1795714),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,38",,,,,,
node,9173302725,charging_station,2,,,,Elli,,,,POINT (11.4649791 48.1817902),,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9209199816,charging_station,2,,,,Stadtwerke München,,,,POINT (11.6016342 48.1504153),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9223845464,charging_station,12,yes,,24/7,"Tesla, Inc.",,,,POINT (11.5323622 48.1844883),,DE,,,,,,,,,,,,,München - OEZ Supercharger,,,Q478214,"en:Tesla, Inc.",https://www.tesla.com/findus/location/supercharger/munchenoezsupercharger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tesla Supercharger,,,,,,,,,,,,,,Q17089620,en:Tesla Supercharger,Tesla,,,,,,,,,,,,,,,,,,en:Tesla Supercharger,12,250 kW,,
node,9366939935,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWME024701;DESWM024702,POINT (11.6292717 48.1650109),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9385743324,charging_station,2,,,,,,,,POINT (11.5222127 48.1611222),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9385743325,charging_station,2,,,,,,,,POINT (11.5222315 48.1610721),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9464247444,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4736868 48.1281915),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9464247445,charging_station,2,,,,Stadtwerke München,,,,POINT (11.473823 48.1281928),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9508320141,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4363604 48.1632885),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9519419980,charging_station,3,yes,,,,,,,POINT (11.5054965 48.0901271),,,,,,,1,,,,,,,,ALDI-Schnelllader,,,,,,,,,customers,,2,,,,,,,,,,22 kW,,,,,100 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9521173580,charging_station,1,,,,,,,,POINT (11.6015082 48.1043629),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9568341967,charging_station,2,,,,Stadtwerke München,,,,POINT (11.6467537 48.1574516),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9633240417,charging_station,2,,,,Stadtwerke München,,,,POINT (11.6182713 48.1643339),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9656321742,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM019901;DESWM019902,POINT (11.5260397 48.0771945),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9656321743,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM019801;DESWM019802,POINT (11.5260296 48.0772323),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9656810833,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM057801;DESWM057802,POINT (11.6051624 48.1305979),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9656810834,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM057701;DESWM057702,POINT (11.6051583 48.1307029),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9707904980,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME032301;DESWME032302,POINT (11.5794233 48.1516851),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9724257917,charging_station,2,yes,,24/7,Stadtwerke München,,,,POINT (11.4793664 48.0901433),,,,,,,2,local knowledge;http://carsharing.mvg-mobil.de/,,,,,,yes,,,SWM,Q882871,,,,,,yes,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,München,DE,19,81475,Appenzeller Straße,32 A,400 V,,,,,,,,,,,,,,,,,,,,,,,,,
