element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,name,source,wheelchair,geometry,type,description,operator,toilets:wheelchair,wikidata,barrier,phone,website,email,addr:housename,language,old_name,old_shop,opening_hours,training,name:en,capacity,wikipedia,contact:phone,contact:email,contact:fax,contact:website,school,school:de,fax,internet_access,internet_access:fee,office,official_name,check_date,isced:level,operator:type,postal_code,note,alt_name,payment:credit_cards,payment:debit_cards,religion,level,wikimedia_commons,addr:suburb,grades,short_name,denomination,name:de,name:ru,fee,building:levels,roof:levels,height,mobile,shop,wheelchair:description,nodes,start_date,contact:city,contact:housenumber,contact:postcode,contact:street,building,roof:shape,school:type,designation,roof:colour,building:colour,est_height,roof:height,roof:material,architect,building:architecture,heritage,heritage:operator,heritage:ref,image,int_name,isced,noname,protect_class,sport,leisure,layer,name:etymology:wikidata,loc_name,polling_station,school:language,is_in:city,is_in:country_code,school:DE,ref:AEFE,landuse,website2,subject,min_age,name:ja,disused:name,disused:note,ways,url
node,4210808143,München,DE,4,81735,Quiddestraße,school,Städtische Schulartunabhängige Orientierungsstufe,,,POINT (11.6488548 48.1097718),,,"Landeshauptstadt München, Referat für Bildung und Sport",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4210808144,München,DE,4,81735,Quiddestraße,school,Städtische Werner-von-Siemens-Realschule,,,POINT (11.6487154 48.1100727),,,"Landeshauptstadt München, Referat für Bildung und Sport",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4210808145,München,DE,4,81735,Quiddestraße,school,Städtisches Werner-von-Siemens-Gymnasium,,,POINT (11.6485223 48.1103306),,,"Landeshauptstadt München, Referat für Bildung und Sport",,Q1760782,,,,,,,,,,,,,de:Städtisches Werner-von-Siemens-Gymnasium,+49 89 23335000,sekretariat@wsg.musin.de,+49 89 23335007,http://wsg.rbs-lhm.de/index.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4528621923,München,,98,80335,Dachauer Straße,school,Sonderpädagogisches Förderzentrum München Mitte 1,,,POINT (11.5567761 48.1524249),,,Sonderpädagogisches Förderzentrum,,,,,https://sfz-muenchen-mitte1.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFZ München Mitte 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4623316402,München,DE,5,80638,Maria-Ward-Straße,school,Erzbischöfliches Maria-Ward-Gymnasium Nymphenburg,,,POINT (11.504421 48.1619668),,,,,,,+49 89 17900260,https://emwgym.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4646072989,,,7a,80797,Infanteriestraße,school,Studienkolleg München,,,POINT (11.5550924 48.1580605),,,,,,,+49 89 2020830,https://studienkolleg-münchen.de/,info@studienkolleg.mhn.de,,,,,Mo-Fr 08:00-16:00,,Study Collage Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4720844503,München,DE,105,81379,Baierbrunner Straße,school,Evangelische PflegeAkademie – Berufsfachschule für Altenpflege,,,POINT (11.5308211 48.0910626),,,Innere Mission München,,,,+49 89 322982 200,https://www.diakonie-muc-obb.de/,pflegeakademie@im-muenchen.de,,,,,,,,,,,,,,,,+49 89 322982 209,,,,,,,,,,,,,,,,,,,lutheran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4728224677,München,DE,42,81379,Hofmannstraße,school,Fachschule für Farb- und Lacktechnik,,,POINT (11.5275506 48.0981569),,,,,,,,https://www.fachschule-muenchen.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4839684288,,,,,,school,Mittelschule an der Zielstattstraße,,,POINT (11.5196475 48.1026842),,,,,,,,,,,,,,,,,,,+49 89 724487922,ms-zielstattstr-74@muenchen.de,+49 89 724487928,https://zielstatt.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4839684289,,,,,,school,Grundschule an der Zielstattstraße,,,POINT (11.5196419 48.1027584),,,,,,,,,,,,,,,,,,,+49 89 724487942,gs-zielstattstr-74@muenchen.de,+49 89 724487948,http://www.gsziel.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4853554625,,,,,,school,inlingua Berufsfachschule für Fremdsprachenberufe,,,POINT (11.56599 48.132786),,,,,,,+49 89 2311530,https://www.inlingua-muenchen.de/,,,,,,Mo-Th 08:00-20:00; Fr 08:00-17:00; Sa 09:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inlingua Berufsfachschule für Fremdsprachenberufe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4943998739,München,DE,8a,81373,Meindlstraße,school,Staatliche Dieter-Hildebrandt-Wirtschaftsschule München,,,POINT (11.5377611 48.1189998),,,,,,,+49 89 233-67600,http://www.ws-muenchen.de,ws-staatlich@muenchen.de,,,,,,,,,,,,,,,,+49 89 233-67620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5324257216,München,DE,51,80336,Schwanthalerstraße,school,Sabel,,yes,POINT (11.5577634 48.1372671),,,Stiftung SABEL Schulen,,,,+49 89 5398050,https://muenchen.sabel.com/,info@sabel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5592281647,München,DE,8,80331,Sonnenstraße,school,Deutsch Akademie,,,POINT (11.5644519 48.137645),,,DeutschAkademie Sprachschule & Weiterbildung GmbH,,,,+49 89 26018989,,muenchen@deutschakademie.de,,,,,Mo-Fr 08:00-12:00; Mo-Tu 15:00-17:00; Th 16:00-18:00,,,,,,,,,,,+49 89 26018668,,,educational_institution,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5785125053,München,,4,80933,Blodigstraße,school,Münchnervolkshochschule MVHS,,,POINT (11.5574064 48.2136058),,,,,,,+49 89 480066610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5898836785,,,,,,school,deutschakademie,,yes,POINT (11.5629777 48.1375695),,,,,,,,https://www.deutschakademie.de/muenchen/,,,,,,Mo-Th 09:00-19:00; Fr 09:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,курсы немецкого языка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6004258386,,,1,80687,Elsenheimerstraße,school,Arrow ECS Trainingszentrum,,,POINT (11.5189258 48.1411301),,,,,,,,https://edu.arrow.com/de/uber-uns/schulungsorte/,,,,,,,,Arrow ECS traing centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6449323699,,,,,,school,Hotelberufsfachschule Kermess,,,POINT (11.4614198 48.1366503),,,Kermess KG,,,,,https://www.kermess.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6593615159,München,,37,80333,Brienner Straße,school,Städtische Anita-Augspurg-Berufsoberschule für Sozialwesen,,,POINT (11.5625365 48.1461304),,,Stadt München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6770462115,München,,8,80335,Marsplatz,school,Städt. Berufsschule für Augenoptik,,,POINT (11.5473112 48.1470194),,,Landeshauptstadt München,,,,,https://www.bzao-muenchen.de/bs-augenoptik/,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6770462116,München,,8,80335,Marsplatz,school,Städt. Fachschule für Augenoptik,,,POINT (11.547153 48.1473379),,,Landeshauptstadt München,,,,,https://www.bzao-muenchen.de/fs-augenoptik/,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6780625504,München,,510,80933,Schleißheimer Straße,school,Städtische Nelson-Mandela-Berufsoberschule Wirtschaft,,,POINT (11.5631999 48.2139418),,,Landeshauptstadt München,,,,,http://bos-muenchen.de/wordpress/,,,,,,,,,809,,,,,,,,,,,,,,,public,,,,,,none,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7072570292,München,,29,80333,Luisenstraße,school,"Städtische Berufsschule für Lagerlogistik, Groß- und Außenhandel",,yes,POINT (11.5626912 48.1454462),,,Stadt München,,,,,https://bspedtour.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,none,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7690853876,München,,1,80335,Deroystraße,school,Städtische Berufsschule für Fertigungstechnik,,,POINT (11.5463622 48.1456575),,,Landeshauptstadt München,,,,+49 89 23335598,https://bs-fertigungstechnik.de/,bs-fertigungstechnik@muenchen.de,,,,,,,,,,,,,,,,+49 89 23335600,,,,,,,public,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7690853877,München,,2,80335,Pranckhstraße,school,Berufliches Schulzentrum Alois Senefelder,,,POINT (11.5474958 48.1456951),,,Landeshauptstadt München,,,,,https://senefelder.musin.de/,bsz-senefelder@muenchen.de,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7728141641,München,DE,32,81929,Musenbergstraße,school,Förderzentrum Förderschwerpunkt Hören,,,POINT (11.6462446 48.1707378),,,Bezirk Oberbayern,,,,+49 89 95 728 3002,https://www.fzhm.de/,sekretariat@fzhm.de,,,,,,,,,,,,,,,,+49 89 95 728 3000,,,,,,,public,,,,,,none,,,Bogenhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7858255311,München,DE,5,80638,Maria-Ward-Straße,school,Erzbischöfliche Maria-Ward-Realschule Nymphenburg,,,POINT (11.504427 48.1617104),,,,,,,+49 89 17900260,http://www.maria-ward-realschule.de/index.php?id=23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8117291546,München,DE,3,80992,Jenaer Straße,school,Grundschule an der Jenaer Straße,,,POINT (11.5174582 48.1800042),,,Landeshauptstadt München,,,,,https://gs-jenaer.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8117330265,München,DE,71,81671,Grafinger Straße,school,Grundschule an der Grafinger Straße,,yes,POINT (11.6169437 48.1255047),,,Landeshauptstadt München,,,,+49 89 40287976 0,https://grafini.musin.de/,gs-grafinger-str-71@muenchen.de,,,,,,,,,,,,,,,,+49 89 40287976 26,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8243526309,München,DE,265b,81825,Truderinger Straße,school,Private Pestalozzi Realschule München,,,POINT (11.6657596 48.1246184),,,Offenes Bildungshaus gGmbH,,,,+49 89 4522068 0,https://www.pp-rs.de/,info@pp-rs.de,,,,,,,,,,,,,,,,+49 89 4522068 8,,,,,,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8538650320,München,,4,81675,Flurstraße,school,Städtische Adalbert-Stifter-Realschule,Bing,,POINT (11.6055885 48.1338314),,,,,,,+49 89 12009970,http://www.asr.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8538650321,München,,4,81675,Flurstraße,school,Grundschule an der Flurstraße,Bing,,POINT (11.6053257 48.1335993),,,,,,,,http://www.flurschule.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603332257,,,,,,school,Hochschule Fresenius,,,POINT (11.6438951 48.1019406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603332258,,,,,,school,Ludwig Fresenius Schulen,,,POINT (11.6438951 48.1019571),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603332259,,,,,,school,Mentor Fortbildungen,,,POINT (11.6438864 48.1018309),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603332260,,,,,,school,Carl Remigius Medical School,,,POINT (11.6438871 48.101877),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8660031282,München,,63,81377,Heiglhofstraße,school,Montessori Schule München,,yes,POINT (11.4782499 48.10746),,,Stiftung Aktion Sonnenschein,,,,+49 89 72405-152,https://aktionsonnenschein.com/montessori-schule/,,,,,,,,,,,,,,,,,,,,,,,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8842614735,München,,11,81675,Kirchenstraße,school,Grundschule an der Kirchenstraße,,,POINT (11.5995985 48.1345616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulen an der Kirchenstraße,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9004518225,München,,4,81675,Ernst-Reuter-Straße,school,Ernst-Reuter Grundschule,,,POINT (11.6109884 48.1360069),,,,,,,+498945769820,https://www.gs-ernst-reuter.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9136041266,,,18,81671,Haager Straße,school,Städtische Berufsschule für Körperpflege,,,POINT (11.6094066 48.1256681),,Interimsnutzung,"Landeshauptstadt München, Referat für Bildung und Sport",,,,+49 89 159 25 684-0,https://bs-friseur.musin.de/,bs-koerperpflege@muenchen.de,,,,,,,,,,,,,,,,+49 89 159 25 684-33,,,,,,,public,,Vorübergehender Standort während umfangreicher Sanierungsarbeiten nach Wasserschaden in der Hirschbergstraße 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9175910890,,,,,,school,BildungsLokal Neuaubing-Westkreuz,,yes,POINT (11.4355123 48.1495031),,,,,,,+49 89 233 29255,https://stadt.muenchen.de/service/info/bildungslokal-neuaubing-westkreuz/10322251/,,,,,,"Mo,Th 13:00-17:00; Tu,Fr 09:00-13:00; We off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9196096446,,,,,,school,Schkola Nr.1,,,POINT (11.5026214 48.1085867),,,,,,,,https://www.schkola-1-muenchen.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9328316719,München,,23,81929,Stefan-George-Ring,school,Walner-Akademie für Rettungsmedizin,,,POINT (11.6492789 48.1417174),,,MKT Institut für Notfallmedizin- und Katastrophenschutzausbildung in Bayern gGmbH,,,,,https://walner-akademie.de/,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9422579452,,,9,,Helmpertstraße,school,Lukas Realschule,,,POINT (11.5015331 48.1403785),,,,,,,,https://lukas-schule.de/realschule/,sekretariat.rs@lukas-schule.de,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,christian,3,,,,,protestant,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9514084055,München,,1,80335,Deroystraße,school,Städtische Berufsschule für Metall-Design-Mechatronik,,,POINT (11.5464979 48.1460104),,,Landeshauptstadt München,,,,+49 89 23335598,https://mdm-deroy.musin.de,bs-mdm@muenchen.de,,,,,,,,,,,,,,,,+49 89 2335600,,,,,,,public,,,,,,,,,,10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9661350855,,,,,,school,Grillviertel,,,POINT (11.6053922 48.1246721),,,,,,,,https://grillviertel.de/,grillviertel@gmail.com,,,Der Saftladen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 176 61181504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9676973014,München,,7/Haus C,81379,Hofmannstraße,school,Berufsfachschule für Musicaldarsteller,,,POINT (11.5298282 48.1013205),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9678553047,,,6,,Peslmüllerstraße,school,Städtisches Bertolt-Brecht-Gymnasium,,yes,POINT (11.4472568 48.141502),,,,,Q2360033,,,http://www.bbg.musin.de,bertolt-brecht-gymnasium@muenchen.de,,,,,,,,,de:Städtisches Bertolt-Brecht-Gymnasium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9678553048,München,DE,8,81243,Peslmüllerstraße,school,Grund- und Mittelschule an der Peslmüllerstraße,,,POINT (11.4460277 48.1417998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9765002736,München,,16,80634,Volkartstr.,school,Coffe & Art - Die Ermutigungswerkstatt,,,POINT (11.5336432 48.1553558),,Meine Ermutigungswerkstatt für Frauen… ist ein offenes Atelier für Malerei. Du hast als Malanfängerin die Möglichkeit unter meiner Anleitung erste Erfahrungen mit der Acrylmalerei zu machen und darfst mutig und ohne Leistungsanspruch mit Deiner ureigene,,,,,+4916095562914,https://ermutigungswerkstatt.de/,,,,,,We 17:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9952352844,München,DE,1a,81371,Gotzinger Platz,school,Städtische Maria-Probst-Realschule,,no,POINT (11.5501001 48.1175149),,,,,,,,https://mpr.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9952352845,München,DE,1,81371,Gotzinger Platz,school,Grundschule am Gotzinger Platz,,,POINT (11.5507007 48.1175313),,,,,,,,https://gotzinger.edupage.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9952352846,München,DE,1,81371,Gotzinger Platz,school,Mittelschule am Gotzinger Platz 1,,,POINT (11.5507846 48.1175334),,,,,,,,https://ms-gotzing.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9954479743,München,,58,81241,Bäckerstraße,school,Städtische Anne-Frank-Realschule,,,POINT (11.4606772 48.138788),,,Stadt München,,Q17310305,,,http://www.afr.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10174359153,,,,,,school,Grundschule an der Sambergerstraße 14,,,POINT (11.507518 48.0802847),,,,,,,,https://samberger.musin.de/,,,,,,,,,,,,,,,primary,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10174359154,,,,,,school,Mittelschule an der Sambergerstraße,,,POINT (11.5082127 48.0802865),,,,,,,,https://hssam.musin.de/,,,,,,,,,,,,,,,secondary,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10215176275,München,DE,2,81541,Ichostraße,school,Mittelschule Ichostraße 2,,,POINT (11.5784955 48.1156674),,,,,,,,http://www.mittelschule-ichostrasse.de/,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10215176276,München,DE,2,81541,Ichostraße,school,Grundschule und Tagesstätte Ichostraße 2,,,POINT (11.5785143 48.1157086),,,,,,,,https://gs-icho.musin.de/,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10543784362,München,DE,3-5,81737,Bayerwaldstraße,school,Aton-Schule,,,POINT (11.6310273 48.092018),,,,,,,,https://www.aton-schule.de/,,,,,,,,,,,,,,,,,,,,,,,1;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10555476653,München,DE,1,80796,Bauerstraße,school,Nähclub München,,no,POINT (11.5747343 48.1585858),,,Ute Renzelmann,,,,,,,,,,,,,,,,,,,https://www.naehclub-muenchen.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sewing,Hohe Stufe am Eingang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10699471303,München,DE,14,80331,Kreuzstraße,school,Lehrinstitut Bauer,,,POINT (11.5677077 48.1353987),,,Lehrinstitut Bauer GmbH,,,,+49 89 267137,https://lehrinstitut.de/,kontakt@lehrinstitut.de,,,,,,,,,,,,,,,,+49 89 2603070,,,,,,0,private,,,,,,,,,,,,,,,,,,,+49 172 850 52 08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10731118505,,,0,80689,Silberdistelstraße,school,Schule der Phantasie - Naturatelier,,,POINT (11.4787876 48.1297222),,,Landeshauptstadt München Referat für Bildung und Sport,,,,,https://stadt.muenchen.de/service/info/schule-der-phantasie-kursangebote/10238561/n0/,,,,,,Mo 14:30-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10753858794,München,DE,68,81735,Albert-Schweitzer-Straße,school,Internationale Montessorischule München,,,POINT (11.6455767 48.107056),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campus Di Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10779152411,München,,11,80689,Blumenauer Straße,school,Grundschule Blumenau,,,POINT (11.4736616 48.1276093),,,,,,,,http://www.gsblumenau.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10842444691,München,DE,39,81379,Baierbrunner Straße,school,Johanniter Akademie Bayern - Campus München,,,POINT (11.5318395 48.0951502),,,Johanniter-Unfall-Hilfe e.V.,,,,+49 89 1241391-0,https://www.johanniter.de/bildungseinrichtungen/johanniter-akademie/johanniter-akademie-bayern/standorte-der-akademie-in-bayern/campus-muenchen/,ausbildung.muenchen@johanniter.de,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,Johanniter Akademie Bayern - Campus München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10925169740,München,,80,80689,Von-der-Pfordten-Straße,school,Grundschule Von-der-Pfordten-Straße (ehemals Camerloher Straße),,,POINT (11.4947945 48.134948),,,,,,,,https://pfordten.edupage.org/,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,9229747,,,,,,school,Grund- und Mittelschule am Winthirplatz 6,,,"POLYGON ((11.5261577 48.1534656, 11.525653 48.1534803, 11.5257042 48.1536827, 11.526158 48.1537621, 11.527058 48.1539532, 11.5272626 48.1539857, 11.5275322 48.1531489, 11.5267522 48.153028, 11.5263841 48.1530019, 11.5261545 48.1529953, 11.5261559 48.1531997, 11.5261577 48.1534656))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[69020158, 69020160, 69020161, 2642060125, 2642060130, 69020162, 69020164, 1554646292, 2642060084, 69020167, 2642060106, 69020158]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
