element_type,osmid,amenity,name,religion,wheelchair,geometry,denomination,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,contact:phone,contact:website,operator,website,note,addr:housename,service_times,wheelchair:description,source,contact:email,description,name:ru,opening_hours,place_of_worship,start_date,name:de,name:en,check_date,level,name:fa,email,phone,fax,construction,wikidata,wikipedia,addr:inclusion,alt_name,contact:facebook,contact:fax,toilets:wheelchair,name:ar,name:ku,colour,man_made,contact:email_1,protestant,tourism,historic,church,name:bs,name:pt,short_name,contact:mobile,addr:unit,books,shop,name:tr,inscription,material,subject:wikidata,subject:wikipedia,network,internet_access,opening_hours:covid19,height,contact:deezer,contact:instagram,contact:spotify,contact:youtube,nodes,building,building:architecture,deanery,diocese,heritage,heritage:operator,heritage:website,parish,ref:lda,seamark:landmark:category,seamark:landmark:conspicuity,seamark:landmark:function,seamark:type,building:levels,roof:colour,roof:material,roof:orientation,roof:shape,ref,architect,building:colour,building:material,loc_name:de,loc_name:lb,min_height,roof:height,loc_name,tower:type,image,building:min_level,architect:wikidata,architect:wikipedia,bldam:criteria,operator:type,ref:bldam,year_of_construction,lda:criteria,name:etymology,name:etymology:wikidata,building:roof:height,building:roof:orientation,fee,name:he,name:it,name:nl,name:pl,name:uk,name:zh,alt_name:es,name:es,name:fr,name:sv,wikimedia_commons,internet_access:fee,source:building:levels,contact:tumblr,building:use,old_name,organisation,lda:inscription_date,url,fixme,construction_year,operator:description,roof:levels,opening_date,nohousenumber,toilets,toilets:access,member_of,check_date:opening_hours,heritage:description,air_conditioning,ele,addr:place,name:vi,preservation,smoking,name:af,name:be,name:cs,name:eu,name:hu,name:ko,name:no,name:ro,name:sk,official_name,subdenomination,name:ja,addr:district,date,survey:date,protect_class,building:facade:material,building:part,old_name:1957-1994,lit,noname,name:sr-Latn,description:de,name:et,reconstruction_date,layer,location,landuse,name:signed,ways,type
node,2412265590,place_of_worship,International Zen Temple,buddhist,,POINT (13.4216124 52.5008249),,,,,,,,,,,https://www.international-zen-temple.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2439362666,place_of_worship,Stadtmission Gemeinde Frankfurter Allee,christian,,POINT (13.4723349 52.5134409),protestant,Berlin,DE,96,10247,Frankfurter Allee,Friedrichshain,,,Berliner Stadtmission,http://www.berliner-stadtmission.de/gem-ffa,,,,,,,,,,,,,,,,,,+49 30 2948292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2478866162,place_of_worship,Markaz Rasulallah e.V.,muslim,,POINT (13.1838279 52.5265817),shia,Berlin,DE,65,13581,Seeburger Straße,Wilhelmstadt,,,Islamische Gemeinschaft der schiitischen Gemeinden Deutschlands e.V. (IGS),,,,,,Geoportal Berlin / Hauskoordinaten;http://www.igs-deutschland.org/die-igs/moscheekarte,,,,,,,,,,,,jenali1@hotmail.de,,,,,,,,,,,مسجد مركز رسول الله,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2501779747,place_of_worship,Stadtmission Gemeinde Wedding,christian,,POINT (13.386745 52.5539109),protestant,Berlin,DE,45,13357,Stettiner Straße,Gesundbrunnen,,,Berliner Stadtmission,https://www.berliner-stadtmission.de/gem-wedding,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,+49 30 43779173,,,,,,Immanuel-Kapelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2529484537,place_of_worship,Indonesisches Weisheits- & Kulturzentrum,muslim,,POINT (13.3519377 52.5329001),sunni,Berlin,DE,1,10557,Feldzeugmeisterstraße,Moabit,,,,https://iwkz.de/,Indonesian,IWKZ e.V.,,,,,,,,,,,,,,,,,,,,,,Masjid Al-Falah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2625794374,place_of_worship,Paulus-Gemeinde Berlin-Pankow e.V.,christian,no,POINT (13.4068043 52.5653374),protestant,Berlin,DE,35,13187,Florastraße,Pankow,,,,http://www.paulusgemeinde-pankow.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2699488273,place_of_worship,Evangelisch Apostolische Johannes Gemeinde,christian,,POINT (13.3601004 52.5958406),protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2759261083,place_of_worship,Hamidiye Camii,muslim,yes,POINT (13.4273767 52.4860503),sunni,Berlin,DE,18,12047,Sonnenallee,,,,,,,,,,,,,,,,,,Hamidiye Mosque,,,,,,,,,,,,,,,,Mizgefta Hemîdiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2822957669,place_of_worship,Alevitischer Kulturverein Berlin e.V. Oniki Imam Yolu/Weg der Zwölf Imame,muslim,,POINT (13.4388682 52.4784894),shia,Berlin,DE,110,12043,Richardstraße,Neukölln,,,Islamische Gemeinschaft der schiitischen Gemeinden Deutschlands e.V. (IGS),http://www.oniki-imam-yolu.com/,,,,,Geoportal Berlin / Hauskoordinaten;http://www.igs-deutschland.org/die-igs/moscheekarte,,,,,,,,,,,,info@oniki-imam-yolu.com,+49 30 36463881,,,,,,,,,,مسجد طريقة الأئمة الاثني عشر (أليفيتشر كولترفيرين برلين أونيكي إمام يولو),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2848134843,place_of_worship,Islamisches Imam Hassan Werk e.V.,muslim,,POINT (13.4025532 52.4247877),shia,Berlin,DE,24,12107,Im Lesachtal,Mariendorf,,,Islamische Gemeinschaft der schiitischen Gemeinden Deutschlands e.V. (IGS),,,,,,Geoportal Berlin / Hauskoordinaten;http://www.igs-deutschland.org/die-igs/moscheekarte,,,,,,,,,,,,,,,,,,,,,,,مسجد عمل الإسلامي الإمام الحسن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2867830690,place_of_worship,,christian,,POINT (13.2090936 52.5604095),,Berlin,DE,4,13587,Chamissostraße,Hakenfelde,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2876493701,place_of_worship,Weidenkirche,christian,,POINT (13.159289 52.395433),lutheran,Berlin,,9,14109,Kremnitzufer,,,,,https://www.weidenkirche-berlin.de/standort.html,Mit Blätterdach. Nicht regenfest.,,,,Dakota 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3039050111,place_of_worship,Jagannatha Tempel Berlin,hindu,limited,POINT (13.4666789 52.5568446),hare_krishna,Berlin,DE,209,13088,Berliner Allee,Weißensee,,,ISKCON Berlin,http://www.tempelberlin.de/,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pages/Krishna-Tempel-Berlin-ISKCON-eV/136321179794326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3039050989,place_of_worship,Stadtmission Gemeinde Bizetstraße,christian,,POINT (13.4568597 52.5486002),protestant,Berlin,DE,75,13088,Bizetstraße,Weißensee,,,Berliner Stadtmission,https://www.berliner-stadtmission.de/gem-bizetstrasse,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3111741529,place_of_worship,Raum der Stille,multifaith,,POINT (13.3473819 52.4624829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3145126656,place_of_worship,Valide Sultan Camii,muslim,no,POINT (13.3368317 52.4716001),,,,,,,,,,Friedenauer Kulturverein zur Integration & Bildung e. V. in Berlin,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3167606461,place_of_worship,Serbisch-orthodoxe Christi-Auferstehungs-Kirche,christian,,POINT (13.4177462 52.4616075),serbian_orthodox,,,11,,Schwanheimer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3332061408,place_of_worship,Interkulturelles Zentrum für Dialog und Bildung e.V.,muslim,,POINT (13.3746465 52.5587606),sunni,Berlin,DE,32A,13359,Drontheimer Straße,Gesundbrunnen,+49 30 49500803,,,http://izdb-berlin.de/,,,sunrise-sunset,,Geoportal Berlin / Hauskoordinaten,,,,sunrise-sunset,,,,,,4,,,,,,,,,,,,,المركز الثقافي للحوار والتاهيل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3401492942,place_of_worship,Alt-Katholische Gemeinde Berlin,christian,,POINT (13.3265871 52.4788546),catholic,Berlin,DE,4,10715,Detmolder Straße,Wilmersdorf,,,,http://berlin.alt-katholisch.de/,Gemeindezentrum (parish hall),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3410334471,place_of_worship,Gereja Bethel Indonesia Jemaat Bethany,christian,no,POINT (13.4109071 52.5117204),baptist,,,,,,Mitte,,,,https://www.gbiberlin.org/,,,Su 11:00,,,,,,,,,,,,,,public.relations@gbiberlin.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411032742,place_of_worship,Evangelisch-Freikirchliche Gemeinde,christian,,POINT (13.405787 52.4095908),baptist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411055106,place_of_worship,Bethel-Gemeinde,christian,,POINT (13.3211132 52.4278755),baptist,,,,,,,,,,http://www.efg-bethel.de,,,Su 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411066489,place_of_worship,Evangelisch-Freikirchliche Gemeinde,christian,yes,POINT (13.3850013 52.435351),Brüder,,,,,,,,,,https://www.efg-freibergstrasse.de/,,,Su 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411082818,place_of_worship,Evangelisch-Freikirchliche Gemeinde,christian,,POINT (13.5656101 52.5455401),baptist,,,,,,,,,,http://www.efg-marzahn.de,,,Su 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411168898,place_of_worship,Evangelisch-Freikirchliche Gemeinde,christian,,POINT (13.5105961 52.4670315),baptist,,,,,,,,,,http://www.kirche-deulstrasse.de,,,Su 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411207173,place_of_worship,Friedenskirche,christian,yes,POINT (13.5098933 52.4667373),methodist,,,,,,,,,,http://www.friedenskirche.net,,,Su 09:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411265895,place_of_worship,Evangelisch-Freikirchliche Neues Leben Gemeinde,christian,no,POINT (13.52337 52.4633355),Brüder,,,,,,,,,,http://www.efg-neues-leben.de/,,,Su 10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411369680,place_of_worship,"Evangelisch-Freikirchliche Gemeinde ""Zoar""",christian,yes,POINT (13.4114087 52.5445845),baptist,Berlin,DE,9,10437,Cantianstraße,Prenzlauer Berg,,,,http://www.efg-zoar.de/,,,Su 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411476712,place_of_worship,Evangelisch-Freikirchliche Gemeinde,christian,,POINT (13.3510938 52.4941039),Brüder,,,,,,,,,,http://www.efg-hohenstaufenstr.de/,,,Su 10:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411527446,place_of_worship,Evangelisch-Freikirchliche Gemeinde Berlin-Spandau,christian,limited,POINT (13.2053108 52.54734),baptist,,,,,,,,http://www.baptisten-spandau.de/,,https://www.baptisten-spandau.de/,,,Su 10:00,,,j.brandes@baptisten-spandau.de,,,,,,,,,,,,,,,,,,,,,yes,,,,,d.luettgens@baptisten-spandau.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411616993,place_of_worship,Evangelisch-Freikirchliche Bethel-Gemeinde,christian,no,POINT (13.2874309 52.5872326),baptist,,,,,,,,,,http://www.kirche-im-haus.de,,,Su 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411706623,place_of_worship,Evangelisch-Freikirchliche Gemeinde,christian,no,POINT (13.3773848 52.551225),Brüder,Berlin,,10,13357,Buttmannstraße,,,,,http://www.bruedergemeinde-berlin.de/,,,Su 10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3411726933,place_of_worship,Evangelisch-Freikirchliche Gemeinde,christian,,POINT (13.3225114 52.4810184),Brüder,Berlin,DE,20a,10715,Hildegardstraße,Wilmersdorf,,http://www.efg-wilmersdorf.de/,,,,,Su 10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3448408580,place_of_worship,Greater Grace Evangelische Freikirche,christian,,POINT (13.3471464 52.4789102),protestant,,,,,,,,,Adrian Edler;Stephan Stein,http://ggberlin.org,,,,,,,,,,,,,,,,,greatergrace@freenet.de,,,,,,,,https://www.facebook.com/ggberlin,,,,,,,,frei-evangelisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3667655313,place_of_worship,Adventgemeinde Spandau,christian,,POINT (13.2071089 52.5276476),adventist,Berlin,,5,13597,Tiefwerderweg,Spandau,,http://www.adventgemeinde-spandau.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3737533306,place_of_worship,Bilal Moschee,muslim,,POINT (13.3772248 52.5594755),sunni,Berlin,DE,16,13359,Drontheimer Straße,Gesundbrunnen,,,Masjid-E-Bilal DMK e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3786111363,place_of_worship,Shaolin Tempel,buddhist,,POINT (13.3310637 52.4974645),,,,,,,,,,,http://www.shaolin-tempel.eu/shaolin/index.php/de/shaolin-tempel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3834064759,place_of_worship,Osman Gazi Camii,muslim,,POINT (13.2942714 52.5160494),sunni,Berlin,DE,27,14059,Nehringstraße,Charlottenburg,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3838822221,place_of_worship,Kreuzbergprojekt,christian,,POINT (13.4251285 52.4899073),evangelical,Berlin,DE,4,12047,Lenaustraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freie evangelische Gemeinde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4009581509,place_of_worship,Al-Iman-Moschee,muslim,yes,POINT (13.3828026 52.551925),,Berlin,DE,21,13357,Badstraße,Gesundbrunnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4033002786,place_of_worship,Stadtmission Gemeinde Friedrichsfelde Ost,christian,,POINT (13.5231746 52.5129872),protestant,Berlin,DE,1,10315,Seddiner Straße,Friedrichsfelde,,,Berliner Stadtmission,https://www.berliner-stadtmission.de/gem-friedrich-ost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4033039485,place_of_worship,Stadtmission Gemeinde Pankow,christian,yes,POINT (13.4123837 52.5606059),protestant,Berlin,,44,13189,Berliner Straße,,,,Berliner Stadtmission,https://www.berliner-stadtmission.de/gem-pankow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4033046356,place_of_worship,Stadtmission Gemeinde Wilmersdorf,christian,,POINT (13.2957393 52.4971471),protestant,Berlin,DE,46,10711,Joachim-Friedrich-Straße,,,,Berliner Stadtmission,https://www.berliner-stadtmission.de/gem-wilmersdorf,,,,,,,,,,,,,,,,,gemeinde-wilmersdorf@berliner-stadtmission.de,+49 30 30 34 54 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4033054438,place_of_worship,Junge Kirche Berlin - Lichtenberg,christian,,POINT (13.5029394 52.5265782),protestant,Berlin,,84,10365,Herzbergstraße,,,,Berliner Stadtmission,http://www.junge-kirche-berlin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4040784008,place_of_worship,Islamisches Kulturzentrum der Bosniaken in Berlin,muslim,,POINT (13.4183984 52.5008178),,,,,,,,,http://www.ikc-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islamski Kulturni Centar Bosnjaka u Berlinu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4061948098,place_of_worship,Haci Bayram Moschee e.V.,muslim,,POINT (13.3786406 52.5590748),,Berlin,DE,129,13359,Koloniestraße,Gesundbrunnen,,,,http://haci-bayram-moschee.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
