element_type,osmid,amenity,brand,brand:wikidata,brand:wikipedia,opening_hours,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,name,man_made,surveillance,operator,railway,access,parking,atm,wheelchair:description,capacity,fee,source,barrier,note,tourism,check_date,material,operator:wikidata,operator:wikipedia,postal_code,ref,name:signed,check_date:opening_hours,cuisine,diet:vegan,diet:vegetarian,takeaway,contact:website,office,addr:inclusion,description,survey:date,disused:shop,dispensing,phone,shop,website,internet_access,disused:amenity,outdoor_seating,smoking,addr:housename,craft,note:de,opening_hours:signed,url,toilets:wheelchair,contact:phone,ref:vatin,social_facility,contact:mobile,wikidata,wikipedia,leisure,source:addr,air_conditioning,indoor_seating,opening_hours:kitchen,toilets,drive_through,contact:email,contact:fax,healthcare,healthcare:speciality,historic,fixme,wikimedia_commons,start_date,operator:type,park_ride,short_name,building,height,layer,min_height,roof:colour,roof:height,roof:material,roof:shape,nodes,building:levels,brothel:saunaclub,email,roof:levels,building:material,building:colour,heritage,heritage:operator,lda:criteria,ref:lda,alt_name,architect,architect:wikidata,architect:wikipedia,building:architecture,name:en,name:fr,nohousenumber,old_name,image,heritage:website,branch,kids_area,internet_access:fee,building:min_level,construction_date,internet_access:operator,fax,sport,post_office:brand,post_office:brand:wikidata,post_office:type,compressed_air,fuel:GTL_diesel,fuel:HGV_diesel,fuel:biogas,fuel:cng,fuel:diesel,fuel:octane_100,fuel:octane_91,fuel:octane_95,building:cladding,automated,opening_hours:self_service,self_service,official_name,railway:ref,railway:signal_box,club,religion,cafe,service:bicycle:pump,service:bicycle:repair,service:bicycle:retail,research_institution,atm:operator,payment:bancomat,payment:coins,payment:girocard,payment:maestro,payment:mastercard,payment:notes,payment:visa,heritage:operator:short,mapillary,source:name,source:url,denomination,payment:credit_cards,payment:debit_cards,heritage:ref,year_of_construction,opening_hours:covid19,building:use,building:levels:underground,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:diagnostics,service:vehicle:oil_change,facebook,ele,asb,telecom,noaddress,internet_access:ssid,payment:cash,website2,disused:brand,disused:contact:website,service,contact:facebook,contact:instagram,contact:twitter,drink:club-mate,owner,pumping_station,onkz,opening_hours:url,climbing:boulder,indoor,political_party:abbreviation,political_party:name,government,ref:bufa,addr:place,access:covid19,delivery:covid19,drive_through:covid19,car_wash,fuel:adblue,fuel:e10,fuel:lpg,fuel:octane_102,fuel:octane_98,fuel:e85,name:de,repair,gambling,note:noaddress,source:geometry,source:noaddress,opening_hours:office,was:office,roof:orientation,culture,payment:dkv,payment:uta,mobile,fuel:charcoal,fuel:e5,fuel:heating_oil,fuel:wood,diet:halal,diet:kosher,payment:american_express,was:building,frequency,power,substation,voltage,microbrewery,product,building:roof,roof:direction,drink:beer,drink:liquor,drink:wine,studio,fascade:colour,second_hand,disused:name,service_times,origin,payment:cards,computer:parts,computer:repair,computer:sales,wholesale,construction,crematorium,protection_title,source:shape,subject:wikidata,subject:wikipedia,truck_wash,community_centre,name:ja,elevator,elevator:access,service:vehicle:body_repair,service:vehicle:painting,name_alt,int_name,member_of,delivery,substance,building:part,climbing:bolted,climbing:length,climbing:sport,outdoor,waterway,not:name,building:facade:material,max_level,min_level,socket,socket:schuko,toilets:access,payment:others,sausage,noname,source:toilets:wheelchair,heritage:since,roof,trade,type,ways,building:roof:shape,building:parts,loc_name,construction:office
way,23853300,,,,,,,"POLYGON ((13.4192233 52.5191282, 13.4187299 52.5190004, 13.4186081 52.5191782, 13.4185448 52.5192701, 13.4185106 52.5193193, 13.4183562 52.5192787, 13.4185867 52.5189414, 13.4186349 52.518871, 13.4192853 52.5190387, 13.4192233 52.5191282))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[3937026348, 3213715163, 3213715220, 3213715248, 3213715261, 3937026594, 3937026474, 3213715096, 3937026507, 3937026348]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23911150,,,,,,,"POLYGON ((13.4941558 52.634152, 13.4940224 52.6342174, 13.4943033 52.6344284, 13.4944357 52.6343635, 13.4943853 52.6343256, 13.4942216 52.6342014, 13.4941558 52.634152))",,,6,,Walter-Friedrich-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,grey,,tar_paper,flat,"[259173279, 259173282, 259173281, 259173280, 3080747241, 3080747242, 259173279]",1,,,,plaster,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23964649,,,,,,,"POLYGON ((13.606528 52.4087098, 13.6065264 52.4087048, 13.6064932 52.4086053, 13.6064911 52.4085992, 13.6067689 52.4085647, 13.6067679 52.4085617, 13.6068602 52.4085503, 13.6068612 52.4085534, 13.6074023 52.4084863, 13.6074392 52.4085967, 13.607066 52.408643, 13.6069239 52.4086606, 13.606528 52.4087098))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[6276112151, 6276111884, 6276112085, 6276112150, 6276112149, 6276112148, 6276112147, 6276112146, 6276112145, 6276112144, 6276111881, 6276111882, 6276112151]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23970899,,,,,,yes,"POLYGON ((13.4343988 52.5130416, 13.4347938 52.5129257, 13.4348611 52.512906, 13.4350112 52.5128619, 13.4350793 52.5128419, 13.4352918 52.5127796, 13.4354615 52.5127296, 13.4352122 52.5124034, 13.4349789 52.5121055, 13.4345556 52.5122293, 13.4339067 52.5124208, 13.4340067 52.512547, 13.434046 52.5125966, 13.4343988 52.5130416))",Berlin,DE,8,10243,Koppenstraße,Friedrichshain,UP! Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,46,,,,,,flat,"[259855106, 10593326389, 10593326392, 10593326390, 10593326382, 1285681744, 259855107, 1285681745, 259855108, 1285681655, 259855109, 9123971590, 9123971588, 259855106]",9,,,,,,,,,,,,,,,,,,Centrum Warenhaus 1979-1990;Galeria Kaufhof 1990-201,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23971473,,,,,,,"POLYGON ((13.4619481 52.4954554, 13.4617975 52.4953288, 13.4616656 52.4952096, 13.4614531 52.4953001, 13.4613849 52.4953291, 13.4612599 52.4953824, 13.4615424 52.4956282, 13.4619481 52.4954554))",Berlin,DE,1,12435,An den Treptowers,Alt-Treptow,Hochhaus Treptower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hochhaus Treptower,,,,,,,,,,,de:Treptowers,,,,,,,,,,,,,,,1998,,,,commercial,125,,,,,,flat,"[259860456, 1390695198, 259860457, 7255184944, 9309479803, 259860458, 259860459, 259860456]",32,,,,,,,,,,,Gerhard Spangenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23971894,,,,,,,"POLYGON ((13.5799654 52.4002192, 13.5801149 52.400078, 13.5810237 52.400436, 13.5808741 52.4005773, 13.5799654 52.4002192))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[3129550442, 3129550410, 3129550465, 3129550484, 3129550442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23971916,,,,,,,"POLYGON ((13.5795236 52.399671, 13.579717 52.3994887, 13.5798553 52.3995434, 13.5798604 52.3995475, 13.5798645 52.3995522, 13.5798676 52.3995574, 13.5798695 52.3995628, 13.5798701 52.3995683, 13.5798694 52.3995736, 13.5798678 52.3995787, 13.5798653 52.3995777, 13.5796944 52.3997394, 13.5795236 52.399671))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[3129550280, 3129550097, 3129550120, 3129550121, 3129550123, 3129550125, 3129550229, 3129550232, 3129550235, 3129550240, 3129550238, 3129550300, 3129550280]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23971924,,,,,,,"POLYGON ((13.5740177 52.3976743, 13.5739754 52.3975367, 13.574353 52.3974934, 13.5743752 52.3975656, 13.5743909 52.3976165, 13.5744162 52.3976136, 13.5744602 52.3977566, 13.5742711 52.3977783, 13.5742675 52.3977666, 13.5742587 52.3977676, 13.5742228 52.3976508, 13.5740177 52.3976743))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,gabled,"[259864709, 259864710, 259864711, 471292089, 1670940779, 1670940777, 259864712, 259864713, 1670940780, 1670940782, 259864714, 259864709]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23988598,,,,,,,"POLYGON ((13.6051794 52.4088398, 13.6058999 52.4087595, 13.6058975 52.4087515, 13.6058685 52.4086545, 13.6056666 52.408677, 13.605148 52.4087348, 13.6051794 52.4088398))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,gabled,"[260089934, 260089935, 6276111800, 260089936, 6276111801, 260089937, 260089934]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24027160,library,,,,Mo-Fr 12:00-19:00; Sa 11:00-16:00,yes,"POLYGON ((13.3198757 52.4873589, 13.3198884 52.4870496, 13.3198896 52.4870197, 13.3198906 52.4869952, 13.3199971 52.4869369, 13.3200149 52.4869484, 13.3200406 52.486965, 13.3201486 52.4870349, 13.3201509 52.4870363, 13.3201815 52.4870402, 13.3201767 52.487061, 13.3202033 52.4870632, 13.3201925 52.4873607, 13.3201009 52.4873595, 13.3201004 52.4873619, 13.320082 52.4873622, 13.3198993 52.4873586, 13.3198757 52.4873589))",Berlin,DE,2,10713,Brandenburgische Straße,Wilmersdorf,Dietrich-Bonhoeffer-Bibliothek,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/weiterbildung-und-kultur/bibliotheken/dietrichbonhoefferbibliothek-201474.php,,,WLAN frei für 30 Minuten,2022-12-10,,,,,,wlan,,,,,,,,,,+49 30 902915900;+49 30 902915900907,,,,Q55153027,,,,,,,,,,,,,,,,,public,,,commercial,,,,,,,,"[3857825381, 3857824627, 10139518224, 3857824585, 3857824504, 10139518223, 3857824542, 3857824615, 3857824616, 3857824619, 3857824641, 3857824643, 3857825387, 3857825385, 3857825391, 3857825390, 3857825384, 3857825381]",5,,,0,,,,,,,,,,,,,,,,,,,,yes,,,QSC AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24032543,,,,,,,"POLYGON ((13.4959397 52.634951, 13.4960004 52.6349149, 13.4959769 52.6349004, 13.495957 52.6348829, 13.4959679 52.6348763, 13.4958709 52.6348158, 13.4958221 52.6348445, 13.4958023 52.6348563, 13.4958982 52.6349156, 13.4958902 52.6349204, 13.4959397 52.634951))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,black,,tar_paper,flat,"[260632464, 260632465, 3112849842, 3087642638, 3087642637, 260632466, 3079610523, 260632467, 3087642639, 3087642640, 260632464]",1,,,,plaster,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24045417,,,,,,,"POLYGON ((13.3777045 52.5104497, 13.3776212 52.5104456, 13.3775978 52.5104283, 13.3775148 52.5103656, 13.3774575 52.5103223, 13.3774154 52.5102905, 13.3772979 52.5102016, 13.3774332 52.5101349, 13.3774577 52.5101228, 13.3776622 52.5102769, 13.3777255 52.5103246, 13.3777045 52.5104497))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[2289490663, 5327688692, 2268027670, 5731877745, 5327688673, 5327688674, 2268027590, 8888332772, 260768515, 5731877746, 260768514, 2289490663]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24049245,,,,,,,"POLYGON ((13.3253543 52.5620804, 13.3254041 52.5621576, 13.3255784 52.5621042, 13.325771 52.5620591, 13.3259107 52.5622806, 13.3260912 52.5622397, 13.3259326 52.5619855, 13.3259219 52.5619709, 13.3259011 52.5619601, 13.3258754 52.5619572, 13.3258512 52.5619631, 13.3256335 52.5620145, 13.3253543 52.5620804))",Berlin,DE,28,13405,Kurt-Schumacher-Damm,Reinickendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[260811992, 270784294, 270784290, 260811995, 260811996, 260811997, 260811998, 3763146501, 3763146500, 3763146499, 1120476020, 10863135215, 260811992]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24049246,,Bauhaus,Q672043,en:Bauhaus (company),Mo-Fr 07:00-20:00; Sa 08:00-20:00,yes,"POLYGON ((13.3271183 52.562359, 13.3271169 52.5623493, 13.3269739 52.5623569, 13.3269709 52.5623358, 13.3268945 52.5623399, 13.3268931 52.5623306, 13.3269013 52.5623302, 13.3268996 52.5623186, 13.326898 52.5623076, 13.3268905 52.562308, 13.3268898 52.5623036, 13.3268308 52.5623068, 13.3268314 52.5623108, 13.3268175 52.5623116, 13.3268161 52.5623017, 13.3268243 52.5623012, 13.3268234 52.562295, 13.3268172 52.5622521, 13.3268092 52.5622526, 13.3267649 52.5619487, 13.3266977 52.5619523, 13.3266845 52.5618618, 13.3267523 52.5618582, 13.3266859 52.5614022, 13.3271658 52.5613764, 13.3272021 52.5613744, 13.3274583 52.5613606, 13.3274585 52.5613624, 13.3275389 52.5613582, 13.3275464 52.5614102, 13.3274668 52.5614144, 13.3274945 52.5616087, 13.3275721 52.5616046, 13.3275791 52.5616542, 13.3276542 52.5616502, 13.327658 52.5616767, 13.3276687 52.5617523, 13.3279844 52.5617357, 13.3279802 52.5617063, 13.3280961 52.5617002, 13.3281003 52.5617299, 13.3284502 52.5617115, 13.3284895 52.5619879, 13.3283483 52.5619954, 13.3282699 52.5619995, 13.328303 52.562232, 13.3280064 52.5622476, 13.3280141 52.562302, 13.3278708 52.5623095, 13.3278722 52.5623192, 13.3271183 52.562359))",Berlin,DE,1-2,13405,Kapweg,Wedding,Bauhaus,,,,,,,,,,,,,,,,,,,,,,2021-05-06,,,,,,,,,,,,+49 30 36411110,doityourself,https://www.bauhaus.info/fachcentren/fachcentrum-berlin-wedding/fc/656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[6313307369, 6313307368, 6313307367, 6313307366, 6313307365, 6313307364, 6313307363, 3659165731, 6313307362, 6313307361, 6313307360, 6313307359, 6313307358, 6313307357, 6313307356, 6313307355, 6313306708, 6313307354, 6313307353, 6313307352, 6313307351, 6313307350, 6313307349, 6313307348, 6313306707, 6313306694, 6313307347, 6313307346, 6313307345, 6313307344, 6313307343, 6313307342, 6313307341, 6313307340, 6313307339, 3659165730, 6313307338, 6313307337, 6313307336, 6313307335, 6313307334, 10599910399, 10599910398, 10599910400, 10599910397, 6313307331, 6313307330, 6313307329, 6313307328, 6313307327, 6313307369]",,,Service.NL656@bauhaus-ag.de,,,,,,,,,,,,,,,,,,,,,,,,,+49 30 364111113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24051323,,,,,,,"POLYGON ((13.570533 52.5492131, 13.5704524 52.548814, 13.5708573 52.5487845, 13.5708684 52.5488383, 13.570987 52.5488299, 13.5710359 52.5490631, 13.5713151 52.5490432, 13.5713771 52.5490388, 13.571388 52.5490919, 13.571332 52.5490961, 13.571336 52.5491141, 13.570969 52.5491385, 13.5709716 52.5491547, 13.5710096 52.5491524, 13.5710262 52.549235, 13.5710056 52.5492372, 13.5710174 52.5493006, 13.5708713 52.5493086, 13.5708545 52.549223, 13.5707945 52.5492274, 13.5707901 52.5491957, 13.570533 52.5492131))",,,,,,,Sporthalle Schönagelstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[5196810999, 260871024, 4178374041, 5196810996, 5196810995, 5196810994, 4178374044, 4178374043, 4178374045, 5196810991, 5196810990, 5196810989, 5196810988, 5196810987, 5196810986, 5196810985, 5196810984, 5196810983, 5196810982, 5196810981, 5196810980, 5196810999]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24055628,,,,,"Mo-Th 08:00-18:00; Fr ""nach Vereinbarung""; PH off",,"POLYGON ((13.5741534 52.4118242, 13.5743457 52.4116919, 13.574285 52.411659, 13.5744289 52.41156, 13.5742772 52.4114779, 13.5741342 52.4115762, 13.5740786 52.4115462, 13.5738853 52.4116792, 13.5741534 52.4118242))",Berlin,DE,1a,12526,Gründerstraße,Grünau,Straubel KFZ-Technik GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 30 6768659,car_repair,https://www.straubel-kfz-technik.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[260938495, 1818086408, 1818086407, 260938496, 260938497, 260938498, 260938499, 260938500, 260938495]",,,info@straubel-kfz-technik.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24161230,,Total,Q154037,,Mo-Fr 04:30-23:00; Sa 07:00-22:00,,"POLYGON ((13.5126808 52.4538261, 13.5127331 52.4538574, 13.5131089 52.453624, 13.5130228 52.4535725, 13.5129732 52.4536033, 13.5129298 52.4535774, 13.5126038 52.4537799, 13.5126194 52.4537892, 13.5126808 52.4538261))",Berlin,DE,26-31,12439,Michael-Brückner-Straße,Niederschöneweide,Total,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[262354448, 2758433150, 261706145, 261706146, 2758433142, 483614826, 2758433144, 2758433146, 262354448]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hermes,Q1613532,post_partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24230227,fuel,Aral,Q565734,de:Aral,24/7,,"POLYGON ((13.5045123 52.4598502, 13.5043199 52.4599827, 13.5043713 52.4600104, 13.5042705 52.4600798, 13.5036978 52.4597709, 13.5038238 52.4596842, 13.5039673 52.4597616, 13.5039519 52.4597722, 13.5041586 52.4598837, 13.5042483 52.459822, 13.5041602 52.4597745, 13.5042532 52.4597105, 13.5045123 52.4598502))",Berlin,,20,12439,Schnellerstraße,,Aral,,,Deutsche BP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,1,,,,,,"[262352198, 262352199, 262352200, 262352201, 262352202, 262352203, 2420052760, 2420052761, 262352204, 472731424, 472731432, 262352205, 262352198]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24263789,,,,,,,"POLYGON ((13.4695958 52.5089115, 13.4699033 52.50878, 13.470306 52.5091558, 13.4699963 52.5092842, 13.4695958 52.5089115))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[3926287498, 3926287464, 3926287789, 3926287826, 3926287498]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
