element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,wheelchair,access,source,contact:website,name,addr:housename,amenity,note,opening_hours,check_date,height,min_height,tourism,capacity,nodes,building,building:levels,roof:levels,building:shape,leisure,postal_code,roof:colour,roof:shape,sport,website,wikidata,wikimedia_commons,wikipedia,operator,roof:material,short_name,wheelchair:description,community_centre,phone,contact:phone,heritage,heritage:operator,internet_access,internet_access:fee,lda:criteria,ref:isil,ref:lda,toilets:wheelchair,building:colour,addr:inclusion,contact:email,contact:fax,fee,name:en,name:nl,alt_name,building:material,brand,brand:wikidata,office,social_facility,social_facility:for,name:de,source:addr,start_date,government,alt_name:es,construction:tourism,name:fr,name:ru,old_name,community_centre:for,roof:height,year_of_construction,building:facade:material,email,image,opening_hours:signed,architect,architect:wikidata,operator:wikidata,operator:wikipedia,ref,building:use,building:name,theatre:genre,description,smoking,nohousenumber,check_date:opening_hours,noname,building:min_level,denomination,religion,healthcare,facebook,fax,max_age,min_age,museum,name:fa,operator:type,fixme,layer,source:height,disused:building,contact:facebook,disused:information,disused:name,disused:tourism,disused:amenity,disused:community_centre:for,instagram,changing_table,drinking_water,noaddress,unisex,wheelchair:step_height,building:architecture,castle_type,heritage:website,historic,roof:orientation,emergency,name:es,name:he,name:it,description:de,ways,type,official_name,not:historic,not:name,blind:description:de,name:prefix,townhall:type
way,37549850,"POLYGON ((13.4288029 52.4989044, 13.4288063 52.4989071, 13.4287887 52.4989141, 13.4287822 52.4989124, 13.4287718 52.4988994, 13.4286527 52.4989411, 13.4286439 52.4989374, 13.4285609 52.4988488, 13.4285633 52.4988415, 13.4290132 52.4986879, 13.4290165 52.4986814, 13.4290767 52.4986613, 13.4290715 52.4986549, 13.4290762 52.4986471, 13.4292062 52.4986028, 13.429219 52.4986074, 13.4292297 52.4986193, 13.4295874 52.4984983, 13.4295758 52.4984841, 13.429583 52.4984749, 13.4297027 52.4984336, 13.4297191 52.498439, 13.4298173 52.4985485, 13.4298125 52.4985576, 13.4297918 52.4985659, 13.4298183 52.4985925, 13.4298226 52.4985978, 13.4298212 52.4986032, 13.4298157 52.4986075, 13.4297204 52.4986426, 13.4297246 52.4986464, 13.4297017 52.4986533, 13.4296892 52.4986496, 13.4296707 52.4986284, 13.4292502 52.4987686, 13.4292694 52.4987904, 13.4292118 52.4988107, 13.4292058 52.4988086, 13.4291609 52.4987596, 13.4290896 52.4987828, 13.4291105 52.4988079, 13.4290915 52.4988135, 13.4290875 52.4988089, 13.4288029 52.4989044))",Berlin,DE,64,10999,Wiener Straße,Kreuzberg,,,Geoportal Berlin / Hausumringe,,Berufsfeuerwache Kreuzberg,,fire_station,,,,,,,,"[5352673618, 5352673617, 5352673616, 5352673615, 5352673614, 5352673613, 5352673612, 5352673611, 3155249504, 5352673610, 5352673609, 5352673608, 5352673607, 5352673606, 5352673605, 5352673604, 5352673603, 5352673602, 5352673601, 5352673600, 5352673599, 5352673598, 5352673597, 5352673596, 5352673595, 5352673594, 5352673593, 5352673592, 439826608, 5352673591, 5352673590, 5352673589, 5352673588, 5352673587, 5352673586, 5352673585, 5352673584, 5352673583, 5352673582, 5352673581, 5352673580, 5352673579, 5352673578, 5352673618]",civic,5,,,,,,,,,Q63249299,,,Berliner Feuerwehr,,,,,,+49 30 3871600105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q821517,de:Berliner Feuerwehr,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37556068,"POLYGON ((13.5210559 52.4892659, 13.5213389 52.4892329, 13.5213361 52.4892242, 13.5215294 52.4892017, 13.5215027 52.4891166, 13.5212732 52.4891433, 13.5212769 52.489155, 13.5210301 52.4891838, 13.5210559 52.4892659))",,,,,,,,,,,,,,,,,,,,,"[440026336, 4997838466, 4997838465, 440026339, 440026341, 3754523507, 3754523508, 440026344, 440026336]",civic,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37739189,"POLYGON ((13.4206956 52.5059841, 13.420821 52.5061548, 13.4208518 52.5061968, 13.420834 52.5062016, 13.4208382 52.5062074, 13.4208833 52.5062688, 13.4208977 52.5062874, 13.4209651 52.5063817, 13.4211387 52.5063358, 13.4211322 52.5063259, 13.4210686 52.506239, 13.4209854 52.506261, 13.4209313 52.5061854, 13.4209441 52.506182, 13.4208686 52.5060765, 13.4208584 52.5060792, 13.4207943 52.5059895, 13.4208311 52.5059797, 13.4208811 52.5059675, 13.4208597 52.5059382, 13.4208096 52.5058662, 13.4207617 52.5058795, 13.4206429 52.5059124, 13.4206956 52.5059841))",Berlin,DE,68,10179,Engeldamm,Mitte,no,,Geoportal Berlin / Hausumringe,,Omayra Kulturzentrum,,community_centre,,,,,,,,"[442649979, 3467328905, 3467328918, 3467328920, 442649671, 1211114342, 3467328929, 442649974, 442649977, 3467328933, 442649978, 442649976, 1211114644, 1211114446, 1211114051, 1211114132, 442649973, 3467328764, 1211114297, 442649972, 442649971, 3467328739, 442649670, 442649979]",civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37791501,"POLYGON ((13.3081305 52.4914801, 13.3081343 52.4914769, 13.3080788 52.4913352, 13.3080568 52.4913385, 13.3080577 52.4913402, 13.3080539 52.4913412, 13.3080212 52.4912618, 13.3080263 52.4912608, 13.3080278 52.4912628, 13.3082712 52.4912256, 13.3082704 52.4912237, 13.3082755 52.491223, 13.3082764 52.4912248, 13.3083734 52.49121, 13.3084161 52.4913141, 13.3083152 52.4913295, 13.3083049 52.4913043, 13.3082201 52.4913166, 13.3082751 52.4914567, 13.3082787 52.491457, 13.3082778 52.4914587, 13.30822 52.4914672, 13.3082148 52.4914789, 13.3082112 52.4914779, 13.3082121 52.4914766, 13.3081958 52.4914738, 13.3081944 52.4914709, 13.3081305 52.4914801))",,,,,,,,,,,Freie Volksbühne Berlin,,theatre,,,,,,,,"[5333241879, 5333241878, 5333241877, 5333241876, 5333241875, 5333241874, 5333241873, 5333241872, 5333241871, 5333241870, 5333241869, 5333241868, 5333241867, 5333241866, 5333241865, 5333241864, 5333241863, 5333241862, 5333241861, 5333241860, 5333241859, 5333241858, 5333241857, 5333241856, 5333241855, 5333241854, 5333241853, 5333241879]",civic,2,0,,,,,,,,Q1454048,,de:Freie Volksbühne Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siegfried-Nestriepke-Haus,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39006170,"POLYGON ((13.4895376 52.5144197, 13.4895384 52.5144257, 13.4894535 52.5144339, 13.4894409 52.514425, 13.4894197 52.5144266, 13.4894172 52.5144306, 13.4893943 52.5144329, 13.4893763 52.5144307, 13.4893662 52.5144281, 13.4893553 52.5144239, 13.4893526 52.5144193, 13.489277 52.5144271, 13.4892788 52.5144313, 13.4892464 52.5144342, 13.4892447 52.5144266, 13.488938 52.5144571, 13.4889287 52.5144558, 13.4889232 52.5144501, 13.4888961 52.5143545, 13.4889247 52.5143413, 13.4892145 52.5143112, 13.4892117 52.5142997, 13.4893448 52.5142858, 13.4893435 52.5142782, 13.4893665 52.5142759, 13.4893675 52.5142833, 13.4894063 52.514279, 13.4894039 52.5142695, 13.4894322 52.5142649, 13.4894715 52.514261, 13.4894966 52.5142601, 13.4894987 52.5142697, 13.489536 52.5142666, 13.4895351 52.5142584, 13.4895592 52.5142559, 13.4895624 52.5142641, 13.4896922 52.5142515, 13.489696 52.5142648, 13.4900205 52.5142327, 13.4900307 52.5142317, 13.4900571 52.5143265, 13.4900556 52.51433, 13.4900534 52.5143336, 13.4900503 52.514337, 13.4900462 52.5143402, 13.4900415 52.5143431, 13.4900362 52.5143454, 13.4900306 52.5143472, 13.4900249 52.5143484, 13.4897236 52.5143811, 13.4897246 52.5143875, 13.489699 52.5143907, 13.4896975 52.5143863, 13.4896129 52.5143943, 13.4896129 52.5143984, 13.4895908 52.5144129, 13.4895648 52.5144151, 13.4895608 52.5144123, 13.4895376 52.5144197))",Berlin,DE,1,10365,Roedeliusplatz,Lichtenberg,limited,,,https://www.berlin.de/gerichte/amtsgericht-lichtenberg/,Amtsgericht Lichtenberg,,courthouse,,Mo-Fr 09:00-13:00,,,,,,"[3888613737, 3888613747, 3888613962, 3888613746, 3888613749, 3888613755, 3888613960, 3888613756, 3888613753, 3888613744, 3888613736, 3888613751, 3888613957, 3888613964, 3888613748, 3888613985, 3888613983, 3888613982, 464699782, 3888613537, 3888613510, 3888613500, 3888613487, 3888613480, 3888613478, 3888613486, 3888613482, 3888613474, 3743128021, 3743128020, 3888613457, 3888613475, 3888613469, 3888613253, 3888613248, 3888613464, 3888613244, 3888613466, 10307941205, 3888613222, 3888613521, 3888613525, 3888613527, 3888613529, 3888613532, 3888613540, 3888613541, 3888613544, 3888613547, 3888613690, 3888613697, 3888613701, 3888613695, 3888613704, 3888613708, 3888613727, 3888613734, 3888613726, 3888613737]",civic,4,2,,,,,hipped,,,Q480850,,de:Amtsgericht Lichtenberg,,,,,,,+49 30 90191-0,,,,,,,,,,,,+49 30 90253-300,,Lichtenberg Magistrate's Court,,,,,,,,,,,1906,,,,,,,,,,,,,,Paul Thoemer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40313356,"POLYGON ((13.5261326 52.4819983, 13.5263037 52.4819237, 13.5262745 52.4818989, 13.5262467 52.4818752, 13.5267548 52.4816539, 13.5264898 52.4814283, 13.526374 52.4814787, 13.5263125 52.4814263, 13.5259362 52.4815903, 13.526047 52.4816846, 13.5258846 52.4817554, 13.5260282 52.4818776, 13.5260035 52.4818884, 13.5261326 52.4819983))",,,,,,,,,,,Theater Karlshorst,,,,,,,,,,"[486443564, 5471204174, 5471204172, 5471204173, 486443567, 486443572, 2693136929, 2693136928, 486443579, 486443585, 1815640478, 5471204176, 5471204175, 486443564]",civic,2,,,,,,flat,,,Q55520081,,,Howoge Wohnungsbaugesellschaft,,,,,,,4,lda,,,Baudenkmal,,09040093,,,,,,,,,,,,,,,,,,1949,,,,,,Haus der Offiziere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40444370,"POLYGON ((13.3709235 52.5174267, 13.370913 52.5173225, 13.3708098 52.5173264, 13.3708203 52.5174305, 13.3709235 52.5174267))",,,,,,,,,,,,,,,,,,,,,"[489754903, 489754906, 489754908, 489754913, 489754903]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40557474,"POLYGON ((13.5252535 52.5079008, 13.5252537 52.5078741, 13.5252541 52.5077683, 13.5251935 52.5077681, 13.5251934 52.5077844, 13.5250869 52.507784, 13.5250856 52.5079003, 13.5252535 52.5079008))",Berlin,DE,60,10315,Alt-Friedrichsfelde,Friedrichsfelde,,,,,,4,,,,,,,,,"[492283714, 4110035593, 492283719, 5058795303, 5058795304, 492283725, 492283731, 492283714]",civic,1,0,,,,gray,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40557478,"POLYGON ((13.5266834 52.5096372, 13.5266835 52.5095214, 13.5271331 52.5095219, 13.5271282 52.5096384, 13.5266834 52.5096372))",,,60,,Alt-Friedrichsfelde,,,,,,,,,,,,,,,,"[492283857, 492283860, 492283864, 492283868, 492283857]",civic,1,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40557479,"POLYGON ((13.5289353 52.5086858, 13.5289342 52.5089031, 13.5289341 52.5089822, 13.5288343 52.5089822, 13.527534 52.5089794, 13.5275309 52.5086799, 13.5288432 52.5086857, 13.5289353 52.5086858))",Berlin,DE,60,10315,Alt-Friedrichsfelde,Friedrichsfelde,,,,,Haus 18,17,,,,,,,,,"[277348024, 473143864, 473143867, 3041809834, 277348021, 277348022, 846346510, 277348024]",civic,2,,,,,gray,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41108893,"POLYGON ((13.4261809 52.5418763, 13.4261482 52.5418227, 13.4262014 52.5418079, 13.426235 52.5418612, 13.4261809 52.5418763))",,,,,,,,,,,,,,,,,,,,,"[501564545, 501564546, 501564547, 501564548, 501564545]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41137613,"POLYGON ((13.5863242 52.5424926, 13.586203 52.5424927, 13.5862031 52.542526, 13.5860416 52.5425261, 13.5860415 52.5424897, 13.5859196 52.5424897, 13.5859199 52.5426489, 13.5860411 52.5426488, 13.5860411 52.5426154, 13.586202 52.5426152, 13.5862021 52.5426491, 13.5863245 52.542649, 13.5863242 52.5424926))",,,,,,,,,,,,,,,,,,,,,"[502154723, 502154725, 502154727, 502154728, 502154730, 502154732, 502154734, 502154736, 502154739, 502154742, 502154744, 502154747, 502154723]",civic,3,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41239859,"POLYGON ((13.514079 52.4539595, 13.5140205 52.4539276, 13.5140008 52.4539411, 13.5139806 52.4539549, 13.513917 52.4539202, 13.5137878 52.454008, 13.5138259 52.4540292, 13.5137733 52.4540656, 13.513762 52.4540676, 13.5137648 52.4540737, 13.5137682 52.4540742, 13.5137723 52.4540726, 13.5138241 52.4541019, 13.5137978 52.4541187, 13.513912 52.454182, 13.5139216 52.4541762, 13.5139448 52.4541605, 13.5139982 52.4541246, 13.5139983 52.4541236, 13.5140023 52.454121, 13.513932 52.4540818, 13.5139243 52.4540774, 13.5140508 52.4539943, 13.5140381 52.4539872, 13.514079 52.4539595))",,,,,,,,,Geoportal Berlin / ALKIS Berlin - Gebäude,,,,,,,,,,,,"[8413099189, 8413099201, 3667195019, 8413099192, 503973693, 503973703, 503973701, 8413099193, 8413099194, 503973700, 8413099195, 8413099196, 8413099197, 8413099198, 503973698, 8413099199, 8413099180, 8413099191, 8413099178, 503973696, 8413099179, 503973695, 503973694, 8413099188, 8413099189]",civic,5,,,,,,,,,Q61767628,Category:Alte Feuerwache Niederschöneweide,,,,,,,,,4,lda,,,Baudenkmal,,09097749,,,,,,,,,,,,,,,,,,1908,,,,,,,,,,,,,,Karl Alfred Herrmann,,,,,,,,Feuerwache Michael-Brückner-Straße 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41239948,"POLYGON ((13.5139982 52.4541246, 13.51403 52.4541417, 13.5142003 52.4540262, 13.514079 52.4539595, 13.5140205 52.4539276, 13.5139935 52.4539121, 13.514156 52.4538021, 13.5141828 52.4538179, 13.514313 52.4538895, 13.5144773 52.4540633, 13.5140063 52.4542305, 13.5139468 52.4541971, 13.5139522 52.4541935, 13.5139216 52.4541762, 13.5139448 52.4541605, 13.5139982 52.4541246))",,,,,,,,,Geoportal Berlin / ALKIS Berlin - Gebäude,,,,,,,,,,,,"[8413099191, 8413099190, 503973787, 8413099189, 8413099201, 503973786, 503973785, 8413099183, 3598797064, 503973783, 1362773523, 3598797067, 8413099200, 8413099199, 8413099180, 8413099191]",civic,2,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chestnutt_Niess Architekten,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41368729,"POLYGON ((13.5096301 52.5146453, 13.5096351 52.5145985, 13.5093378 52.5145879, 13.5093328 52.5146345, 13.5096301 52.5146453))",,,,,,,,,,,Ausstellung,,,,,,,,museum,,"[506005836, 506005840, 506005846, 506005855, 506005836]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41404384,"POLYGON ((13.4265084 52.5421638, 13.4265488 52.5422048, 13.4266437 52.5421739, 13.4264839 52.5420071, 13.4263864 52.5420386, 13.4264247 52.5420823, 13.4263755 52.5421001, 13.4263657 52.5420962, 13.4263578 52.5421022, 13.4263654 52.5421059, 13.426352 52.5421364, 13.4263431 52.5421355, 13.4263409 52.5421424, 13.4263533 52.5421433, 13.4263787 52.5421703, 13.4263749 52.542177, 13.4263831 52.54218, 13.4263883 52.5421747, 13.4264471 52.5421862, 13.4265084 52.5421638))",,,,,Fröbelstraße,,,,,,,Haus 8,,,,,,,,,"[345616649, 345616650, 345616557, 345616558, 345612594, 345616560, 501564542, 5782268835, 5782268836, 4536055110, 501564541, 5782268837, 5782268923, 5782268926, 4536055108, 5782268925, 5782268924, 501564540, 501564539, 345616649]",civic,2,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehemalige Leichenhalle des Städtischen Hospitals und Siechenhauses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41418905,"POLYGON ((13.4472829 52.4717143, 13.4473463 52.4717572, 13.4474065 52.4717979, 13.4475011 52.471746, 13.447594 52.471695, 13.44747 52.4716113, 13.4472829 52.4717143))",Berlin,DE,12,12055,Kanner Straße,Neukölln,,,,,Familienzentrum Droryplatz,,community_centre,,,,,,,,"[506553276, 2820306561, 506553282, 8319508591, 506553281, 506553280, 506553276]",civic,3,,,,,,,,,,,,Arbeiterwohlfahrt Berlin Kreisverband Südost e.V.,,,,family_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41446613,"POLYGON ((13.4273072 52.5405609, 13.4273345 52.5405517, 13.4273506 52.5405692, 13.4273662 52.5405639, 13.427363 52.5405604, 13.4273865 52.5405524, 13.4273737 52.5405384, 13.4274252 52.5405208, 13.4273743 52.5404652, 13.4272842 52.5404959, 13.4273161 52.5405307, 13.4272882 52.5405402, 13.4273072 52.5405609))",,,,,,,,,,,,,,,,,,,,,"[506912671, 5782268820, 5782268819, 5782268818, 5782268817, 5782268816, 5782268821, 506912672, 506912673, 506912675, 5782268823, 5782268822, 506912671]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41469193,"POLYGON ((13.4381692 52.4707452, 13.4381712 52.4707389, 13.4381987 52.4706544, 13.4383731 52.4706752, 13.4383757 52.4706681, 13.4383692 52.4706673, 13.4383925 52.4705931, 13.4384184 52.4705961, 13.43845 52.4705022, 13.4386959 52.4705322, 13.4386658 52.4706226, 13.4386505 52.470621, 13.4386241 52.4706978, 13.4386393 52.4706997, 13.4386087 52.4707892, 13.4384481 52.4707706, 13.4384456 52.4707785, 13.4383724 52.4707697, 13.4381692 52.4707452))",,,,,,,,,,,,,,,,,,,,,"[507377134, 9969624991, 507377023, 4505147608, 4505147609, 507377145, 507377033, 507377046, 507377058, 507377078, 507377088, 507377100, 507377157, 507377169, 507377182, 4505147610, 4505147607, 4505212516, 507377134]",civic,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41521494,"POLYGON ((13.5084899 52.5018325, 13.5087659 52.5017829, 13.508762 52.5017749, 13.5089429 52.5017423, 13.5089047 52.5016637, 13.5086906 52.5017022, 13.5086953 52.5017118, 13.5084525 52.5017555, 13.5084899 52.5018325))",,,,,,,,,,,,,,,,,,,,,"[508440277, 5899935091, 5899935090, 508440282, 508440286, 5899935089, 5899935088, 508440290, 508440277]",civic,2,0,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41521532,"POLYGON ((13.5085176 52.5021694, 13.5091085 52.5020681, 13.5091542 52.5021668, 13.5088162 52.5022248, 13.5088207 52.5022345, 13.5087846 52.5022406, 13.5087801 52.502231, 13.5087386 52.5022381, 13.5087897 52.5023485, 13.5086486 52.5023727, 13.5085975 52.5022623, 13.5085633 52.5022682, 13.5085176 52.5021694))",,,,,,,,,,,,,,,,,,,,,"[508441137, 508441143, 508441150, 5899917450, 5899917451, 5899917452, 5899917453, 508441158, 508441163, 508441168, 508441174, 508441182, 508441137]",civic,2,0,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41593922,"POLYGON ((13.3860081 52.4621447, 13.3861345 52.4626115, 13.3864317 52.4625826, 13.386423 52.4625503, 13.3865952 52.462533, 13.3866276 52.462653, 13.3865226 52.4626635, 13.3864554 52.46267, 13.3861505 52.4626997, 13.3861552 52.4627233, 13.3861392 52.4627248, 13.3862159 52.4630339, 13.3861244 52.4630423, 13.3861358 52.4630883, 13.3860957 52.463092, 13.3860843 52.463046, 13.3858927 52.4630637, 13.3858282 52.4628036, 13.3859276 52.4627944, 13.3859167 52.4627506, 13.385852 52.4627566, 13.3858389 52.4627039, 13.3858356 52.4626909, 13.3858231 52.4626409, 13.3859043 52.4626334, 13.3857875 52.4621649, 13.3860081 52.4621447))",Berlin,DE,165,12099,Tempelhofer Damm,Tempelhof,yes,,Geoportal Berlin / Hauskoordinaten,,Rathaus Tempelhof,,townhall,,,,,,,,"[510647209, 412120080, 2301516669, 2301516641, 412120081, 412120083, 9547101598, 9547101600, 412120084, 2301516676, 2301516680, 412120085, 3167163912, 3167163916, 3167163917, 3167163913, 412120086, 2301516692, 2301516690, 2823085755, 2301516685, 5581097369, 5587090705, 412120087, 412120088, 510647206, 510647209]",civic,4,1,,,,,,,,Q29475540,,,,,,,,+49 30 902770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41613590,"POLYGON ((13.5022829 52.4987329, 13.5022748 52.4987158, 13.5021866 52.4987313, 13.5021065 52.4987454, 13.5022452 52.4990378, 13.5022156 52.499043, 13.5022832 52.4991856, 13.5023155 52.49918, 13.5024178 52.4993956, 13.5024518 52.4994671, 13.5024562 52.4994764, 13.5026213 52.4994474, 13.5024601 52.4991077, 13.5024777 52.4991046, 13.5024526 52.4990517, 13.5024356 52.4990547, 13.5023158 52.4988022, 13.5022829 52.4987329))",Berlin,,43,10319,Sewanstraße,,limited,,,,KULTschule Soziokulturelles Stadtteilzentrum Lichtenberg-Mitte,,community_centre,,,,,,,,"[5777480263, 5777480264, 635807672, 510916290, 5777479552, 5777480253, 5777480254, 5777480255, 510916936, 510916930, 510916292, 510916264, 5777480259, 5777480258, 5777480257, 5777480256, 510916269, 5777480263]",civic,3,0,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41614523,"POLYGON ((13.5052755 52.4949813, 13.5058438 52.4948773, 13.5059371 52.4950666, 13.5059643 52.4951267, 13.5053982 52.4952303, 13.5052755 52.4949813))",,,,,Dolgenseestraße,,yes,,,,,Sporthalle,,,,,,,,,"[510925970, 510925979, 3382707081, 510925987, 510925997, 510925970]",civic,2,0,,sports_centre,,,flat,multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41645960,"POLYGON ((13.5196832 52.4944127, 13.5189221 52.494205, 13.5188387 52.4943183, 13.5193754 52.4944648, 13.5195998 52.494526, 13.5196832 52.4944127))",,,,,,,,,,,,,,,,,,,,,"[511202033, 511202035, 511202038, 7314849137, 511202041, 511202033]",civic,3,0,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es sind wieder Polizisten stationiert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41645966,"POLYGON ((13.5187491 52.4942385, 13.5189683 52.4939307, 13.5188246 52.4938928, 13.5186054 52.4942006, 13.5187491 52.4942385))",,,,,,,,,,,,,,,,,,,,,"[511202255, 511202262, 511202268, 511202270, 511202255]",civic,1,0,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41866358,"POLYGON ((13.5267696 52.5091198, 13.5267716 52.5088034, 13.5268154 52.5088035, 13.5268178 52.50912, 13.5267696 52.5091198))",,,,,,,,,,,,,,,,,,,,,"[517755430, 517755444, 517755458, 517755465, 517755430]",civic,2,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42132293,"POLYGON ((13.4998102 52.4958743, 13.5002353 52.4957959, 13.5001315 52.4955872, 13.4997064 52.4956656, 13.4998102 52.4958743))",Berlin,DE,42,10319,Dolgenseestraße,Friedrichsfelde,yes,,,,Sporthalle,,,,,,,,,,"[523946097, 523946102, 523946103, 523946109, 523946097]",civic,2,0,,sports_centre,,,flat,multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2023-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
