element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,name,operator,website,wheelchair,check_date:opening_hours,community_centre,community_centre:for,contact:phone,contact:website,description,opening_hours,fax,health_facility:type,lgbtq,phone,provided_for:homosexual,check_date,opening_hours:signed,operator:type,club,sport,disused,short_name,wikidata,access,alt_name,contact:email,contact:email_1,contact:name,fee,identity,indoor,interaction,internet_access,internet_access:fee,mode_of_organisation:decision_making,mode_of_organisation:hierarchy_chef,mode_of_organisation:members,mode_of_organisation:ownership_structure,mode_of_organisation:purpose,mode_of_organisation:scale_of_activity,mode_of_organisation:self_managed,owner,payment:cash,payment:donations,production_input:knowledge:free_licence,production_input:knowledge:p2p_licence,production_input:knowledge:public_domain,production_input:money:crowdfunding,production_input:money:gift,production_input:natural_recources:democratic,production_input:natural_recources:fair,production_input:natural_recources:regional,production_input:natural_resources:sustainable,production_input:supply_chain:fair,production_input:work:ilo_standards,provides,smoking,smoking:outside,source,start_date,wheelchair:description,drink:coffee,second_hand,note,level,toilets:wheelchair,contact:twitter,leisure,contact:fax,email,barrier,culture,contact:facebook,image,name:de,name:en,addr:housename,gay:women,gay,lgbtq:men,wikipedia,office,fetish:bdsm,fetish:bears,fetish:leather,fetish:rubber,fetish:sneakers,fetish:uniform,max_age,min_age,network,contact:phone:booking,opening_hours:covid19,description:de,is_in:city,is_in:country,is_in:country_code,name:fr,name:ro,education,facebook,instagram,twitter,youtube,religion,name:ar,fixme,changing_table,toilets,denomination,addr:floor,description:target_group,contact:instagram,contact:telegram,room,wheelchair:description:de,noname,opening_hours:url,operator:wikidata,wikimedia_commons,craft,height,shop,wheelchair:ramp,description:en,service:bicycle:diy,service:bicycle:repair,operator:short,social_facility:for,currency:EUR,currency:others,language:de,name:etymology:wikidata,brand,brand:wikidata,function,name:pl,name:et,nodes,building,building:colour,roof:shape,building:levels,heritage,heritage:operator,lda:criteria,ref:lda,roof:levels,designation,postal_code,roof:colour,heritage:website,roof:height,building:part,official_name,amenity:old,name:old,building:use,building:levels:underground,queer,addr:inclusion,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,building:material,old_name,addr:unit,source:height,architect,heritage:description,protect_class,roof:material,landuse,building:name,building:number,military,addr:place,contact:mobile,contact:webcam,social_facility,protection_title,toilets:unisex,name:ja,proposed,loc_name,nohousenumber,addr:district,addr:state,addr:subdistrict,area,ways,type
node,1445349887,POINT (13.4621999 52.425368),Berlin,DE,1,12353,Bat-Yam-Platz,Gropiusstadt,community_centre,Gemeinschaftshaus Gropiusstadt,,,limited,,,,,,,Tu-Sa 10:00-21:00,+49 30 902 39 14 20,,,+49 30 902 39 14 13,,,,,,,,,Q108651018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,gemeinschaftshaus.gropiusstadt@bezirksamt-neukoelln.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1475313866,POINT (13.409384 52.5134703),Berlin,DE,3,10179,Fischerinsel,Mitte,community_centre,Kreativhaus Berlin,,https://www.kreativhaus-berlin.de/,yes,,cultural_centre,multigeneration,+49 30 2380913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1505584114,POINT (13.2770771 52.5841064),Berlin,DE,22-24,13507,Eisenhammerweg,Tegel,community_centre,Ruder-Riege Turnverein Waidmannslust,TV Waidmannslust e.V.,,no,,club_home,,+49 30 4334320,http://ruder-riege-tvw.de,,,,,,,,,,,sport,rowing,,,,,,Ruder-Riege.TVW@Hotmail.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1507901344,POINT (13.429655 52.4613814),Berlin,DE,,12347,Friedrichsbrunner Straße,,community_centre,COCAS e.V.,,,,,,,,,Cocas e.V. Berlin - Club für Behinderte und Nichtbehinderte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1647185508,POINT (13.4368178 52.4823741),Berlin,,7,12043,Schönstedtstraße,,community_centre,Altes Finanzamt,,https://altesfinanzamtcollective.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kleinkunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1650642850,POINT (13.3881073 52.5392346),Berlin,DE,16,13355,Jasmunder Straße,Gesundbrunnen,community_centre,Quartiersmanagement Brunnenviertel - Ackerstraße,,http://www.stm-ackerstrasse.de,,,,,,,,"Mo-Fr 08:30-20:00;Sa,Su,PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1654365784,POINT (13.2058211 52.538242),,,,,,,community_centre,Gemeindesaal Ev. Kirchengemeinde St. Nikolai,,,limited,,parish_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nach Rampe fragen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681600329,POINT (13.3057531 52.5260831),Berlin,DE,19,10589,Mierendorffplatz,Charlottenburg,community_centre,Nachbarschaftsladen Mierendorffplatz,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auf der Rückseite rollstuhlgerechter Eingang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1703460022,POINT (13.5024287 52.5720492),Berlin,DE,1b,13051,Ribnitzer Straße,Neu-Hohenschönhausen,community_centre,Nachbarschaftshaus im Ostseeviertel,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,http://de-de.facebook.com/pages/Nachbarschaftshaus-im-Ostseeviertel/120396648060184,http://i.imgur.com/F2UPil.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1745568158,POINT (13.4309683 52.470975),Berlin,DE,40,12053,Jonasstraße,Neukölln,community_centre,FAQ Laden,,https://faq-infoladen.org/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EG, ca 7cm Stufe am Eingang, mobile Eigenbau-Rampe verfügbar, Türschwellen teils angeschrägt, WC mit breiter Falttür und Haltegriffen",,,,,,,,,,,,,,FAQ Infoladen,FAQ Infoladen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1762943006,POINT (13.3936764 52.5057583),Berlin,DE,67,10969,Markgrafenstraße,Kreuzberg,community_centre,Gloria Event Center,Gloria Festsaal GmbH & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festsaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1791368627,POINT (13.4212269 52.4785137),Berlin,DE,1,12049,Schillerpromenade,Neukölln,community_centre,Rad und Tat,Ru T- Rad und Tat - Offene Initiative Lesbischer Frauen e.V.,,limited,,meeting_room,homosexual,+49 30 6214753,http://rut-berlin.de/,,"Tu,We,Fr 10:00-14:00; Th 15:00-19:00",,,,,,,,,,,,RuT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rampe, Hintereingang gut für E-Rolli, rollstuhlgerechte Toilette, barrierearm",,,,,yes,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1874472286,POINT (13.2771995 52.5840475),Berlin,DE,22,13507,Eisenhammerweg,Tegel,community_centre,Nordberliner Tauchverein,Nordberliner Tauchverein e.V.,,,,club_home,,,https://www.ntvev.de/,,,,,,,,,,,sport,scuba_diving,,,,,,info@ntvev.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1891361728,POINT (13.3072159 52.4732169),,,,,,,community_centre,InternetTreff Schlange,,https://www.internettreff-schlange.de/,limited,,,,,,,,,,,+49 30 89749180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rollstuhlgerechtes WC fehlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1915697585,POINT (13.3550034 52.4998069),Berlin,DE,106,10783,Bülowstraße,Schöneberg,community_centre,Mann-O-Meter e.V.,,https://www.mann-o-meter.de/,yes,,,homosexual,+49 30 2168008,,,Tu-Fr 17:00-22:00; Sa 16:00-20:00,+49 30 2157078,,primary,+49 30 2168008,,,,,,,,,Q1890555,,,info@mann-o-meter.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 30 2157078,info@mann-o-meter.de,,,,,,,,,yes,primary,de:Mann-O-Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1923424966,POINT (13.4250691 52.5289007),Berlin,,4,10405,Greifswalder Straße,,community_centre,Haus der Demokratie und Menschenrechte,Stiftung Haus der Demokratie und Menschenrechte,,limited,,cultural_centre,,+49 30 2043506,http://www.hausderdemokratie.de/,,Mo-Fr 12:00-15:00,,,,,,,,,,,,,Q1590740,,,kontakt@hausderdemokratie.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,+49 30 2041263,,,,,,,,,,,,de:Haus der Demokratie und Menschenrechte,ngo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1929519705,POINT (13.3754837 52.4374457),Berlin,DE,42/43,12107,Lankwitzer Straße,,community_centre,Quälgeist,Quälgeist Berlin e.V.,,,,events_venue,,+49 30 69519650,https://www.quaelgeist-berlin.de/,,,,,primary,,,,,,,,,,,,,info@quaelgeist.sm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bitte NICHT mit amenity=nightclub taggen! Danke!,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1979393516,POINT (13.4246389 52.4784535),Berlin,DE,48,12049,Hermannstraße,Neukölln,community_centre,H48,Verein zur Förderung nachbarschaftlicher Vernetzung e.V.,https://projektraum.h48.de/,yes,,,,,,,,,,,,,,,,,,,,,,H48-Projektraum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,H48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1984032061,POINT (13.5073396 52.4948934),,,,,,,community_centre,Jugendclub Betonoase,,,yes,,youth_centre,juvenile,,,,"""Je nach Programm""",,,,,,2023-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2058457544,POINT (13.4243514 52.5323202),Berlin,DE,8/I,10405,Immanuelkirchstraße,Prenzlauer Berg,community_centre,Kaffee Immanet,GFAJ e.V.,,yes,,cultural_centre,,+49 30 44024336,http://www.gfajev.de/,,Mo-Fr 08:00-21:00,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2125027803,POINT (13.3666534 52.5468526),Berlin,DE,1,13347,Prinz-Eugen-Straße,Wedding,community_centre,Quartiersmanagement Pankstraße,,http://www.pankstrasse-quartier.de/,yes,,,,+49 30 74746347,,,Mo-Fr 09:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rampe vorhanden, aber steil. WC's ebenerdig/bei Restgefaehigkeit erreichbar",,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2135948949,POINT (13.4311864 52.6014486),Berlin,DE,24,13127,Berliner Straße,Französisch Buchholz,community_centre,Amtshaus Buchholz,Bürgerhaus BüHa gGmbH,,,,community_hall,,,https://www.amtshaus-buchholz.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2285840288,POINT (13.3826265 52.5594987),Berlin,DE,76,13359,Soldiner Straße,Gesundbrunnen,community_centre,Panke-Haus,,https://www.panke-haus.de/,limited,,,family,,,Familienförderzentrum im Soldiner Kiez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hat eine Rampe durch die Aktion www.tausendundeinerampe.de - Einfach danach fragen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2301610385,POINT (13.3656044 52.551674),,,,,,,community_centre,Association des Jeunes Africains et Sympathisants en Allemagne e.V.,,,,,,migrant,,,,,,,,,,,,,,,,,,,A.J.A.S.A e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2302170223,POINT (13.3495626 52.5239299),Berlin,DE,24,10557,Kirchstraße,Moabit,community_centre,Polizeisportverein Delphin 1889,,,limited,,club_home,athlete,,http://psv-delphin.de,Vereinsheim Schwimmverein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2349327403,POINT (13.3944978 52.5194238),Berlin,DE,12,10117,Dorotheenstraße,Mitte,community_centre,Collegium Hungaricum Berlin,,,no,,cultural_centre,,,https://culture.hu/de/berlin,,,,,,,,,,,,,,CHB,Q20438765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"keine einzige Stufe, saubere rollstuhlegrechte Toilette",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2424240176,POINT (13.4075946 52.4929721),Berlin,DE,21,10961,Urbanstraße,Kreuzberg,community_centre,Nachbarschaftshaus Urbanstraße,,,yes,,community_hall,,+49 30 6904970,http://www.nachbarschaftshaus.de,,,,,,,,,,,,,,,,,,gekko@nachbarschaftshaus.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hat einen Aufzug und eine rollstuhlgerechte Toilette,,,Wir bieten einen Mittagstisch von Mo-Sa in der Zeit von 12:30 - 13:30 Uhr. Anmeldung muss spätestens einen Tag vorher erfolgen. Anmeldung: 030/690 497 18,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2453941446,POINT (13.4566784 52.5036993),Berlin,DE,14a,10245,Rudolfstraße,Friedrichshain,community_centre,"Kinderfreizeiteinrichtung ""Die Nische""",,https://www.berliner-stadtmission.de/nische,,2022-12-04,,child,,,,Tu-Fr 13:00-19:00; Sa 10:00-16:00,,,,+49 30 29666902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2466026757,POINT (13.4498748 52.5140118),Berlin,DE,9,10243,Kadiner Straße,Friedrichshain,community_centre,Phantalisa Mädchentreff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2477831959,POINT (13.4080249 52.5314112),Berlin,DE,92,10119,Fehrbelliner Straße,Prenzlauer Berg,community_centre,Stadtteilzentrum Prenzlauer Berg,Pfefferwerk Stadtkultur gGmbH,,,,village_hall,,,https://stz-prenzlauerberg.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2545211461,POINT (13.3527071 52.4919408),Berlin,,65,10781,Barbarossastraße,,community_centre,Nachbarschafts- und Familienzentrum Kiezoase,,https://www.kiezoase.de/,limited,,community_hall,,+49 30 21730202,https://www.kiezoase.de/,,"Mo-Th 10:00-13:00, 14:00-18:00 open ""Kiezcafé""; Fr 10:00-13:00 open ""Kiezcafé""; Mo-We 16:00-18:00 open ""Offene Familiennachmittage mit Waffeln im Kiezcafé""",,,,,,,,,,,,,,,,kiezoase@pfh-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hintereingang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2669875657,POINT (13.2993257 52.5095544),Berlin,DE,61-62,10627,Schillerstraße,Charlottenburg,community_centre,Kinder- und Familienzentrum Schillerstraße,,http://www.pfh-berlin.de/kinder-und-jugendhilfe/kitas/schillerstrasse,no,,community_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2683167189,POINT (13.3670511 52.5481641),Berlin,DE,8,13347,Schererstraße,Wedding,community_centre,Scherer 8 Infoladen,,,,,meeting_room,,,https://hausprojektsch8.noblogs.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2725091329,POINT (13.3171584 52.5230987),Berlin,DE,2,10553,Neues Ufer,Moabit,community_centre,SpVgg Tiergarten 58,SpVgg Tiergarten 58 e.V.,,,,club_home,,,http://www.spvgg-tiergarten.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2733888750,POINT (13.4421638 52.516288),,,,,,,community_centre,Alte Feuerwache Kulturhaus Friedrichshain,,,,,,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2742447826,POINT (13.334913 52.5274809),Berlin,DE,47,10551,Oldenburger Straße,Moabit,community_centre,DPSG Stamm St. Paulus,,http://www.dpsg-st-paulus.de,,,club_home,,,,,,,,,,,,,,scout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2746781111,POINT (13.3384643 52.4495046),Berlin,DE,81a,12167,Albrechtstraße,Steglitz,community_centre,Evangelische Markusgemeinde,Evangelische Markus-Kirchengemeinde Berlin-Steglitz,https://www.markus-gemeinde.de/,,,parish_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2752211174,POINT (13.392065 52.5560608),Berlin,DE,72,13359,Grüntaler Straße,Gesundbrunnen,community_centre,,Gourmello e.V.,,no,2023-04-18,youth_centre,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2820325612,POINT (13.4328767 52.4772767),Berlin,DE,18A,12053,Morusstraße,,community_centre,Haus der Begegnung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2820325661,POINT (13.4292067 52.4771862),Berlin,DE,26,12053,Falkstraße,Neukölln,community_centre,MaDonna Mädchentreff,,,,,youth_centre,girl,+49 30 6212043,http://www.madonnamaedchenpower.de/,,Mo-Fr 13:30-19:30; Sa 15:00-19:00,,,,,,,,,,,,,,,,madonnamaedchenpower@web.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 30 6212048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
