element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,contact:email,contact:phone,contact:website,name,operator,tourism,website,wheelchair,wheelchair:description,wikidata,geometry,cuisine,email,outdoor_seating,phone,smoking,opening_hours,addr:suburb,created_by,payment:credit_cards,blind:description:de,checkout,contact:fax,internet_access,opening_hours:breakfast,brand,brand:wikidata,diet:vegetarian,wheelchair:description:de,internet_access:fee,internet_access:operator,disused:amenity,fax,biergarten,toilets:wheelchair,description,old_name,indoor_seating,url,note,short_name,buffet,payment:coins,payment:contactless,payment:girocard,payment:notes,takeaway,diet:fish,diet:meat,website:menu,capacity,check_date,level,opening_hours:kitchen,delivery,was:name,contact:facebook,source,entrance,access:covid19,delivery:covid19,drive_through:covid19,opening_hours:covid19,takeaway:covid19,alt_name,check_date:opening_hours,diet:vegan,opening_hours:signed,organic,lunch,lunch:buffet,diet:organic,smoking:outside,award:michelin,brand:wikipedia,reservation:email,min_age,ref,start_date,lastcheck,parking,toilets:access,toilets:changing_table,toilets:fee,toilets:scheme,payment:cash,beer_garden,changing_table,changing_table:location,last_checked,delivery:partner,brewery,air_conditioning,contact:instagram,restaurant,disused:shop,payment:american_express,payment:mastercard,payment:visa,name:de,name:en,drive_in,drive_through,indoor,payment:cards,payment:cryptocurrencies,fixme,craft,bar,reservation,historic_name,payment:debit_cards,addr:state,designation,microbrewery,diet:halal,diet:kosher,contact:mobile,toilets,outdoor_seating:capacity,old_operator,old_website,yelp,access,source:capacity,check_date:diet:vegan,is_in,last_check,was:amenity,was:cuisine,was:operator,was:website,source:ref,operator:website,payment:electronic_purses,name:zh,diet:non-vegetarian,diet:nut_free,diet:pescetarian,branch,payment:maestro,name:--2022-10,internet_access:type,source:name,owner,addr:housename,drinks,diet:dairy_free,diet:gluten_free,diet:lactose_free,opening_hours:url,drink:whisky,drink:wine,internet_access:ssid,payment:visa_debit,payment:visa_electron,opening_days,name:--2016,name:2016-09-09--,stars,breakfast,drink,board_games,drink:club-mate,contact:url,addr:subdistrict,building,contact:wheelchair,payment:db_konzernausweis,operator:type,image,mobile,self_service,cocktails,layer,planned,currency:XBT,diet:chicken,diet:healthy,diet:lacto_vegetarian,diet:local,diet:mediterranean,diet:ovo_vegetarian,payment:lightning,payment:lightning_contactless,payment:onchain,survey:date,facebook,nodes,shop,building:levels,roof:levels,check_date:diet:vegetarian,note:opening_hours,roof:shape,source:roof:shape,opening_hours:restaurant,live_music,club,name:--2015-02,name:2015-06-13--2017,name:2018-01--2020-06,name:2020-07--,drink:coffee,castle_type,historic,wikipedia,stroller,roof:note,addr:place,official_name,ref:vatin,building:levels:underground,roof:material,loc_name,smoking:description:de,outdoor_seating:comfort,room,ways,type
node,266365017,,,,,,restaurant,,,,Plori,,,https://taverna-plori-stuttgart.eatbu.com,limited,,,POINT (9.132076 48.7844471),greek,ploritaverna@gmail.com,yes,+49 711 692869,,Mo 17:00-22:00;Tu-Sa 11:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266365346,Stuttgart,DE,2,70195,Alte Stuttgarter Straße,restaurant,,,,Goldener Adler,,,,no,,,POINT (9.1246968 48.77822),asian;vietnamese,,yes,+49 711 67417405,,"Tu-Fr 12:00-14:30,17:00-21:30;Sa 17:00-21:30;Su,PH 12:00-14:30,17:00-21:30;Mo off",Botnang,,,,,,,,,,yes,,,,,,,no,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266379809,Stuttgart,DE,1,70569,Teufelswiesen,restaurant,,,,Taverna bei Kosta,,,https://taverna-by-kosta.eatbu.com/,,,,POINT (9.1283876 48.7504747),,,,+4971123063362,,"Mo off; Tu-Fr 11:30-14:30,17:00-21:30; Sa,Su 11:30-21:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266381584,,,,,,restaurant,,,,Trattoria da Peppe,,,www.trattoria-dapeppe.de,limited,,,POINT (9.1324091 48.7772067),italian,,,+49 711 463789,,"Mo 18:30-22:00;Tu-Sa 12:00-14:00,18:30-22:00;Su,PH ""by appointment""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trattoria-dapeppe.de/karte/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266655961,Stuttgart,,383,70197,Rotenwaldstraße,restaurant,,,,Sapori del Sud,,,https://www.ristorante-saporidelsud.de,,,,POINT (9.1222915 48.7639663),italian;pizza,,,+4915162668818,,"Mo, Fr 11:30-14:30, 17:30-22:30; We, Th, Sa 17:30-22:30; Su 11:30-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266838808,Stuttgart,DE,151,70197,Reinsburgstraße,restaurant,,,,Ristorante Goldoni,,,http://www.goldoni-online.de,no,,,POINT (9.1509705 48.7685766),italian,info@goldoni-online.de,,+49 711 6599889,outside,We-Su 18:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,267094725,,,,,,restaurant,,,,Krone,,,,no,,,POINT (9.2783779 48.776025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,267504713,Stuttgart,DE,5,70173,Schillerplatz,restaurant,,,http://www.alte-kanzlei-stuttgart.de/,Alte Kanzlei,,,,limited,,,POINT (9.1787477 48.7774585),regional;german,,pedestrian,,,"Mo-Th 09:30-24:00, Fr 09:30-01:00, Sa 09:00-01:00, Su 09:00-23:00",,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,267920621,,,,,,restaurant,,,,Mönchbergkeller,,,,no,,,POINT (9.2582654 48.7765563),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,268090661,Stuttgart,DE,110,70192,Am Kräherwald,restaurant,,,,Restaurant & Tanzkaffee Melodie,,,,,,,POINT (9.1512895 48.7915005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,268592720,Stuttgart,DE,7,70173,Bolzstraße,restaurant,,,,Vapiano,,,https://www.vapiano.de/de/restaurants/stuttgart,yes,,,POINT (9.1774444 48.7799743),italian,stuttgart1@vapiano.de,,+49 711 2296706,,"Mo-Th 11:00-22:00; Fr, Sa 11:00-23:00; Su 12:00-21:00",,,,,,,,,Vapiano,Q506252,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,268844549,,,,,,restaurant,,,,La Piazza,,,,limited,,,POINT (9.1847706 48.7752661),italian,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,268844665,Stuttgart,DE,17,70173,Charlottenplatz,restaurant,,,,Amadeus,,,https://www.amadeus-stuttgart.de/,no,,,POINT (9.1819328 48.7758193),,,,+49 711 292678,,Mo-Fr 12:00-24:00;Sa 09:00-24:00;Su 10:00-24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.amadeus-stuttgart.de/speisen-getranke/,,,,Mo-Th 12:00-21:00; Fr 12:00-22:00; Sa 09:00-22:00; Su 12:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,269145083,Stuttgart,,82,70195,Alte Stuttgarter Straße,restaurant,,,,Dream Burger Point,,,https://dreamburgerpoint.com/,no,,,POINT (9.1295315 48.7775834),burger,,,+49 711 50091053,,Mo-Su 12:00-22:00,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,s' Häfele; V-Food Veggie & Vegan by Vera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,269165797,Stuttgart,DE,36,70327,Großglocknerstraße,restaurant,,,,Alte Kelter,,,http://www.altekelter.com,no,,,POINT (9.2540211 48.7808672),swabian;regional;german,,,+49 711 333733,,Tu-Sa 17:00-24:00; Su 11:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,269165942,Stuttgart,,25,70327,Großglocknerstraße,restaurant,hotel@adler-ut.de,,,Gasthof Adler,,,http://www.adler-ut.de/home.html,no,,,POINT (9.2536448 48.7806176),german,,,+49 711 32779480,,,,,,,,,,,,,,,,,,+49 711 327794880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,269216988,,,,,,restaurant,,,,Gaststätte Luginsland,,,,no,,,POINT (9.2607015 48.7924951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,269403801,Stuttgart,,1,70437,Hohlgraben Gewann,restaurant,,,,Ristorante Il Giardino im Grünen Daumen,,,,yes,,,POINT (9.1878296 48.8359627),italian,,yes,+49 711 27348736,,Mo-Su 11:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,269412258,Stuttgart,DE,6,70437,Sontheimer Straße,restaurant,,,,Schnitzel Post,,,,no,,,POINT (9.1853455 48.8322692),german,,,+49 711 841170,,,Zuffenhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Schnitzelhansi?ref=stream&filter=1,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,269414929,,,,,,restaurant,,,,Rotenberger Weingärtle,,,https://www.rotenberger-weingaertle.de/,,,,POINT (9.2711478 48.7831171),regional,info@rotenberger-weingaertle.de,,+49 711 334015,,We-Sa 12:00-22:00;Su 12:00-20:00;PH unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,269444376,,,,,,restaurant,,,,Jägerhaus,,,,no,,,POINT (9.2574961 48.7875942),regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,269689048,Stuttgart,DE,126,70437,Haldenrainstraße,restaurant,,,,Dionysos,,,http://www.dionysos-stuttgart.de/,no,,,POINT (9.1906913 48.8317608),greek,info@dionysos-stuttgart.de,,+49 711 841722,no,"Mo off; Tu-Su 11:30-14:30,17:30-24:00",Zuffenhausen,,,,,,,,,,,,,,,+49 711 1201474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,270060343,Stuttgart,DE,1,70180,Strohberg,restaurant,,,,Das Strohberg,,,,no,,,POINT (9.1719827 48.7654124),,,,,,Mo-Sa 09:00-22:00; Su 09:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Das-strohberg-108007671694411,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,270066245,,,,,,restaurant,,,https://www.burgerheart.com,Burgerheart,,,,,,,POINT (9.1744439 48.7728448),burger,,yes,,,"Mo-Th 11:30-22:00; Fr,Sa 11:30-22:30; Su 11:30-21:00",,,,,,,,,Burgerheart,Q110810807,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,271738290,Stuttgart,DE,30,70327,Kesselstraße,restaurant,,,,Stogi,,,http://www.stogi.de,no,,,POINT (9.2514388 48.7651794),greek,,,+49 711 423531,,"Mo 11:30-14:00; Tu-Fr 11:30-14:00,17:00-22:00; Sa-Su 11:30-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,no,no,"Mo 11:30-14:00; Tu-Fr 11:30-14:00,17:00-22:00; Sa,Su 11:30-22:00",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,273401322,Stuttgart,DE,31,70174,Fritz-Elsas-Straße,restaurant,,,,Fellini,,,https://www.fellini-stuttgart.de/,yes,,,POINT (9.168502 48.7768023),italian,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,274696157,Stuttgart,DE,15,70329,Heumadener Straße,restaurant,,,,Knausbira Stüble,,,https://www.knausbira-stueble.de/,no,,,POINT (9.2545753 48.7578672),regional;swabian,,yes,+49 711 428805,,"Mo off; Tu-Fr 11:30-14:00,18:00-23:00; Sa 17:00-23:00; Su off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.knausbira-stueble.de/speisekarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,274697288,Stuttgart,DE,110,70329,Heumadener Straße,restaurant,,,,Waldheim Hedelfingen,,,,yes,,,POINT (9.2447417 48.7561923),,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,274697503,Stuttgart,DE,2,70329,Heumadener Straße,restaurant,,,,"Weinstube im ""Alten Haus""",,,http://www.im-alten-haus.de,,,,POINT (9.2548273 48.7584862),swabian;regional,,yes,+49 711 428887,,Mo-Fr 11:30-24:00; Sa off; Su off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,274962476,Stuttgart,,10,70372,Fritz-Walter-Weg,restaurant,,,,Polizeisportverein Stuttgart,,,https://www.psv-gaststaette-stuttgart.de,no,,,POINT (9.234476 48.7918413),greek,,,+49711568922,,"Mo-Fr 11:00-14:30, 17:00-23:00; Sa-Su 11:00-18:00",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,275029359,,,,,,restaurant,,,,Sultan Saray,,,http://sultan-saray.de/news.html?c5rw=1,no,,,POINT (9.171395 48.7639708),turkish,,,+49 711 3417703,,Mo-Fr 11:00-24:00; Sa-Su 12:00-24:00; PH 12:00-24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 11:00-14:00,17:00-24:00; Sa-Su 12:00-23:00; PH 12:00-23:00",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,276156703,Stuttgart,DE,4,70174,Breitscheidstraße,restaurant,,,,Roberts,Spanau OHG,,https://roberts-stuttgart.de,limited,"Erdgeschoß 1 Stufe am Haupteingang > 5 cm, Barrierefreier Zugang über Terasse und ebenerdigen Nebeneingang, Personal ist behilflich, Behindertentoilette im Untergeschoß über Aufzug, Euro-Schlüssel erforderlich, im Restaurant erhältlich",,POINT (9.1682824 48.7794954),italian,,,+49 711 2539444,,Täglich von 11 bis 23 Uhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,276371087,Stuttgart,DE,50,70178,Rotebühlstraße,restaurant,,+49 711 621441,,Trollinger,,,https://www.trollinger-stuttgart.de/,no,,,POINT (9.1663908 48.773023),,,yes,,,Mo-Sa 10:00-24:00; Su 10:00-22:00,,,,,,,,,,,yes,,,,,,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Weinstube Trollinger,2023-02-27,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,277049227,,,,,,restaurant,,,,Thai Thaani,,,http://www.thai-thaani.de,no,,,POINT (9.2049412 48.7946022),thai,,,+49 711 2845670,,"Mo-Fr 12:00-14:30,18:00-23:00;Sa 18:00-23:00;Su 12:00-23:00;PH 12:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,277419690,,,,,,restaurant,,,,El Seco - Comida Ecuatoriana,,,www.el-seco.de,yes,,,POINT (9.1673213 48.7791594),latin_american,info@el-seco.de,,+49-711-12167339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,278077393,Stuttgart,DE,3,70173,Lautenschlagerstraße,restaurant,,,,Bulgogi Queen,,,https://bulgogi-queen-korean-bbq-restaurant.business.site,,,,POINT (9.1800451 48.7828928),barbeque;korean,,,+4971186060656,,Mo-Su 11:30-23:00,Mitte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,278608776,,,,,,restaurant,,,,Sautter,,,https://www.hotel-sautter.de/,no,,,POINT (9.1621371 48.7769763),regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,279889620,,,,,,restaurant,,,,Stiftsstuben,,,,yes,,,POINT (9.2156448 48.7387663),,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
