element_type,osmid,created_by,geometry,amenity,name,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,website,barrier,wikidata,source,access,note,operator,url,level,email,phone,opening_hours,contact:email,contact:fax,contact:phone,nodes,building,building:levels,roof:levels,roof:shape,school,school:DE,fax,area,denomination,religion,wikipedia,roof:material,type,addr:suburb,old_name,alt_name,description,leisure,toilets:wheelchair,roof:colour,disused:shop,was:name,start_date,school:de,school_type,fixme,name:de,name:fr,ref:AEFE,contact:website,historic,image,building:name,isced:level,official_name,building:parts,short_name,designation,source:geometry,grades,layer,loc_name,ways
way,124383923,,"POLYGON ((9.0859475 48.8169321, 9.0859769 48.8170143, 9.0858521 48.8171545, 9.0860625 48.8171915, 9.0861286 48.8171126, 9.0862143 48.8171416, 9.0862436 48.8171206, 9.0862653 48.8170898, 9.0863122 48.8171045, 9.0863391 48.8170642, 9.0863464 48.8170256, 9.0863366 48.8169692, 9.0863097 48.8169224, 9.0862559 48.8168805, 9.0861751 48.8168499, 9.0860748 48.8168386, 9.086074 48.8169004, 9.0860334 48.8169021, 9.0859903 48.8169129, 9.0859475 48.8169321))",school,Maria-Montessori-Schule Hausen,,Stuttgart,DE,9,70499,Beim Fasanengarten,https://mmgh.de/,,,,,,,,,montessori@stuttgart.de,+49 711 21657-130,,,,,"[1384719393, 1384719405, 1384719436, 1384719443, 1384719427, 1384719433, 1384719430, 2175739557, 1384719420, 1384719417, 1384719411, 1384719399, 1384719388, 1384719382, 1384719356, 1384719352, 2175739540, 2175739549, 2175739551, 1384719393]",yes,,,,,,+49 711 21657-140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125821464,,"POLYGON ((9.2700382 48.7636654, 9.269923 48.763554, 9.2704362 48.7633235, 9.2705441 48.7634278, 9.2704181 48.7634844, 9.2705287 48.7635913, 9.270351 48.7636711, 9.2702477 48.7635713, 9.2700382 48.7636654))",school,Grundschule Obertürkheim,,Stuttgart,DE,18,70329,Uhlbacher Straße,,,,,,,,,,,,,,,,"[1396486829, 1396486808, 1396486737, 1396486775, 1396486788, 1396486823, 1396486842, 1396486821, 1396486829]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129002583,,"POLYGON ((9.11186 48.8145761, 9.111973 48.8146121, 9.1120101 48.8146505, 9.1123547 48.814749, 9.112348 48.8148447, 9.1121772 48.8150772, 9.1121371 48.8150644, 9.1121282 48.8150759, 9.1121134 48.815094, 9.1116345 48.8149503, 9.1116947 48.8148136, 9.11186 48.8145761))",school,Seelach Schule,no,,,,,,,,,,,,,,,,,,,,,"[1424160682, 1424160684, 1424160695, 1424160721, 1424160731, 1424160768, 1424160764, 1424160766, 1424160770, 1424160740, 1424160725, 1424160682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132220827,,"POLYGON ((9.2261923 48.8434045, 9.2264099 48.8434793, 9.2264278 48.8434567, 9.2268698 48.8436086, 9.2268882 48.8436149, 9.2268206 48.8437001, 9.226804 48.8436944, 9.2265566 48.8436094, 9.2265359 48.8436356, 9.2261218 48.8434934, 9.2261923 48.8434045))",school,,,,,,,,,,,,,,,,,,,,,,,"[1454981605, 1454981616, 1454981814, 3223566405, 1454981723, 1454981594, 3223566404, 1454981681, 1454981668, 1454981614, 1454981605]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135706141,,"POLYGON ((9.1636074 48.7858601, 9.1635925 48.7858122, 9.1635882 48.7858127, 9.1635858 48.7858052, 9.1635957 48.7858039, 9.1635963 48.7858061, 9.1636125 48.7858039, 9.1635988 48.7857602, 9.1635967 48.7857605, 9.1635943 48.7857529, 9.163598 48.7857524, 9.1635843 48.7857083, 9.1635768 48.7857093, 9.1635756 48.7857052, 9.1635674 48.7857063, 9.1635677 48.7857075, 9.1635574 48.7857089, 9.1635555 48.7857027, 9.1635583 48.7857023, 9.1635435 48.7856551, 9.1635406 48.7856554, 9.1635379 48.7856466, 9.1635473 48.7856453, 9.163548 48.7856477, 9.1636262 48.7856372, 9.1636251 48.7856338, 9.1636348 48.7856325, 9.1636358 48.7856357, 9.1637169 48.7856247, 9.1637159 48.7856214, 9.1637263 48.78562, 9.1637272 48.785623, 9.1638054 48.7856124, 9.1638044 48.7856092, 9.1638184 48.7856073, 9.1638204 48.7856139, 9.1638184 48.7856142, 9.1638605 48.7857491, 9.1638635 48.7857486, 9.1638652 48.7857541, 9.163854 48.7857556, 9.1638534 48.7857538, 9.1637103 48.7857731, 9.163719 48.7858003, 9.1637307 48.7858004, 9.1637409 48.785805, 9.163746 48.7858101, 9.1637482 48.7858183, 9.1637468 48.7858252, 9.1637401 48.7858321, 9.1637302 48.7858368, 9.1637321 48.785843, 9.163735 48.7858426, 9.1637372 48.7858495, 9.1636045 48.7858675, 9.1636025 48.7858608, 9.1636074 48.7858601))",school,Hölderlin-Gymnasium Außenstelle,,Stuttgart,DE,49,70174,Herdweg,,,,,,,,,,,,,,,,"[1490017207, 9251324040, 9251324039, 9251324037, 9251324038, 9251324041, 9251324042, 9251324034, 9251324033, 9251324032, 9251324035, 9251324036, 9251324031, 9251324030, 9251324029, 9251324026, 9251324025, 9251324027, 9251324028, 9251324024, 9251324023, 9251324021, 9251324022, 1490017192, 9251324020, 9251324014, 9251324013, 9251324019, 9251324018, 9251324016, 9251324015, 9251324017, 9251324052, 9251324051, 9251324049, 9251324050, 1490017184, 1490017202, 9251324054, 9251324053, 9251324055, 9251324056, 1490017182, 9251324048, 9251324011, 9251324009, 9251324007, 9251324008, 9251324010, 9251324012, 9251324047, 1490017211, 9251324045, 9251324046, 9251324044, 9251324043, 1490017207]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136038457,,"POLYGON ((9.1697158 48.7759738, 9.1696745 48.7760171, 9.1695213 48.7761259, 9.1692249 48.7763503, 9.168792 48.7767124, 9.1683195 48.7764693, 9.1681293 48.7763708, 9.1680617 48.7763359, 9.1683399 48.7761018, 9.1684417 48.7760168, 9.1684699 48.7759913, 9.1685335 48.7759744, 9.169069 48.7755674, 9.1691688 48.7756342, 9.1693904 48.7757508, 9.1696154 48.7758826, 9.1697158 48.7759738))",school,Max-Eyth-Schule,yes,Stuttgart,DE,29,70174,Fritz-Elsas-Straße,http://www.mes-stuttgart.de/,,Q65038375,,,,,,,,,,,,,"[1492901712, 1492901714, 1621899401, 1621899430, 1253191746, 1253191766, 8907655794, 1253191738, 1492901715, 8907655792, 1492901713, 277469873, 1492901710, 1253191678, 1253191811, 1492901711, 1492901712]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137154214,,"POLYGON ((9.1617172 48.7850227, 9.1617094 48.7850627, 9.1617623 48.7850677, 9.161824 48.7850734, 9.1618286 48.7850471, 9.1618787 48.7850517, 9.1619124 48.7849057, 9.1616421 48.7848795, 9.1616164 48.785001, 9.1616212 48.785015, 9.1617172 48.7850227))",school,Hölderlin-Gymnasium,,Stuttgart,DE,28,70174,Hölderlinstraße,http://www.hoegy.net/,,Q15115384,Bing,,,,,,,,,,,,"[1504441369, 1504441370, 1504441380, 1504441374, 1504441360, 1504441362, 1504441355, 1504441348, 1504441357, 1504441359, 1504441369]",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,140187012,,"POLYGON ((9.2394026 48.8156427, 9.2390675 48.8155769, 9.2382466 48.8154236, 9.2370116 48.815053, 9.2368076 48.814946, 9.2366421 48.8146463, 9.2363946 48.8143293, 9.2367454 48.814256, 9.2372709 48.8141982, 9.2379344 48.8141915, 9.2379341 48.8142155, 9.2379437 48.8142159, 9.2384118 48.8142363, 9.2384248 48.814187, 9.238516 48.8141874, 9.2385508 48.8140922, 9.2386756 48.814134, 9.2388322 48.8139709, 9.2393427 48.8142023, 9.2401088 48.8146021, 9.2401372 48.8146401, 9.2401316 48.8146966, 9.239678 48.8152188, 9.2394026 48.8156427))",school,Sommerrainschule,,Stuttgart,,11,70374,Edelweißweg,https://www.sommerrain-schule.de/,,,,,,Landeshauptstadt Stuttgart,,,,,,,,,"[1535953738, 2373956632, 1535953647, 1535953461, 2373956620, 1535953422, 265593989, 2373956608, 265593988, 265593987, 9881095636, 9881095640, 2373956607, 9881095639, 9881095638, 265593985, 9881095637, 265593984, 1535953388, 1535953414, 2373956610, 2373956615, 2373956627, 1535953738]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141619891,,"POLYGON ((9.2259251 48.8335908, 9.2257006 48.8337202, 9.2258028 48.8337956, 9.2257687 48.8338156, 9.2258235 48.833856, 9.2257711 48.8338868, 9.226144 48.8341687, 9.2262826 48.8340893, 9.2261278 48.8339723, 9.2262995 48.8338739, 9.2259251 48.8335908))",school,Grundschule Hofen,limited,Stuttgart,DE,15,70378,Walchenseestraße,,,,,,,,,,,,,,,,"[1550169045, 1550169060, 1550169076, 1550169079, 1550169081, 1550169084, 1550169112, 1550169097, 1550169087, 1550169082, 1550169045]",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,143096949,,"POLYGON ((9.2213305 48.819986, 9.2223139 48.8199672, 9.2222984 48.8196728, 9.221442 48.8190446, 9.2210109 48.8192027, 9.2206483 48.8193356, 9.2210097 48.819724, 9.2211906 48.8196529, 9.2213131 48.8198118, 9.2213305 48.819986))",school,Elise von König-Schule,,Stuttgart,,7,70376,Nagoldstraße,,,,,,,,,,,,,,,,"[1565941145, 1565941081, 1565940595, 1565940217, 9411368605, 1565940339, 3458661156, 3458661153, 3458661157, 1565941145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise von König‐Gemeinschaftsschule,,,,,,,,
way,144318527,,"POLYGON ((9.2142276 48.8100555, 9.2140087 48.8102016, 9.2139337 48.8102518, 9.214067 48.8103384, 9.2140838 48.8103271, 9.214104 48.8103402, 9.2140872 48.8103515, 9.214207 48.8104293, 9.2142239 48.8104181, 9.2142449 48.8104317, 9.2142281 48.810443, 9.2143616 48.8105297, 9.2144367 48.8104796, 9.2146195 48.8103576, 9.214634 48.8103479, 9.2146104 48.810331, 9.2146269 48.8103211, 9.2146334 48.8103258, 9.2146498 48.8103159, 9.2146662 48.810306, 9.2146597 48.8103013, 9.2146763 48.8102913, 9.2147504 48.8103451, 9.2147905 48.8103209, 9.2148406 48.8102907, 9.2143932 48.8099687, 9.2143227 48.8099179, 9.2142606 48.8098733, 9.2142333 48.8098536, 9.2142057 48.8098484, 9.2141773 48.8098531, 9.2141531 48.8098689, 9.2142661 48.809952, 9.2142627 48.809954, 9.2142516 48.809946, 9.2142452 48.809943, 9.2142376 48.8099418, 9.2142299 48.8099426, 9.2142232 48.8099454, 9.2142186 48.8099496, 9.2142168 48.8099546, 9.2142181 48.8099597, 9.2142222 48.809964, 9.2142796 48.8100054, 9.2143036 48.8100227, 9.21433 48.8100421, 9.2143137 48.810052, 9.2143042 48.8100451, 9.2142878 48.8100551, 9.2142712 48.8100651, 9.2142806 48.8100719, 9.2142642 48.8100818, 9.2142276 48.8100555))",school,Elektro Technologie Zentrum,,Stuttgart,,12,70376,Krefelder Straße,https://www.etz-stuttgart.de/,,Q109651145,,,,,,,,,,,,,"[1578639218, 8116690202, 1578639229, 8104343181, 8104343180, 8104343179, 8104343178, 8104343183, 8104343182, 8104343184, 8104343185, 1578639257, 8116690201, 1578639243, 1578639239, 1578639237, 8116690140, 8116690137, 7727220300, 8116690138, 8116690139, 1578639236, 1578639242, 7727220299, 1578639235, 8116690208, 8104343173, 1578639202, 1578639199, 1578639198, 1578639200, 8116690206, 8116690205, 1578639211, 8116690194, 8116690191, 8116690193, 1578639212, 1578639208, 1578639207, 1578639209, 8116690192, 1578639213, 8116690214, 8116690207, 1578639217, 8116690141, 8116690131, 7727220301, 8116690132, 8116690142, 1578639220, 1578639218]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vertical,etz,,,,,,
way,144667328,,"POLYGON ((9.2052812 48.7225721, 9.2060379 48.7225318, 9.2061339 48.7224598, 9.2061371 48.7223377, 9.2060801 48.7223358, 9.2060815 48.7222813, 9.2061066 48.7222678, 9.2062131 48.7222631, 9.2065227 48.7222441, 9.2070588 48.7222093, 9.2069092 48.7228311, 9.2069163 48.7228508, 9.2069605 48.7228593, 9.2069847 48.722864, 9.2069542 48.7230806, 9.2069252 48.7231207, 9.2061219 48.7231534, 9.2056026 48.7231757, 9.2055546 48.7228172, 9.2052957 48.7228208, 9.2052812 48.7225721))",school,Grundschule Birkach,,,,,,,,,,,,,,,,,,,,,,"[1581898048, 1581898046, 6270119618, 1581898043, 1581898041, 1581898027, 1581898025, 3851330737, 3851330736, 1581898022, 1581898049, 1581898051, 1581898052, 1581898054, 1581898055, 6270119624, 6270119625, 1581898066, 6270119620, 6270119619, 1581898048]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145317487,,"POLYGON ((9.2525182 48.7550349, 9.2522159 48.7551744, 9.2521079 48.7550591, 9.2518404 48.7548802, 9.2515679 48.7546777, 9.2514184 48.7545448, 9.2512563 48.7544155, 9.2511674 48.7543439, 9.2510374 48.7541878, 9.2510121 48.7541458, 9.2508898 48.7539657, 9.2507032 48.7536786, 9.2506059 48.7534993, 9.2505376 48.7533881, 9.2527493 48.753225, 9.2530641 48.7538705, 9.2528513 48.7539001, 9.2530573 48.7541211, 9.2533474 48.7540757, 9.2535397 48.7545769, 9.2535432 48.7546009, 9.2535674 48.7546274, 9.2536014 48.7546742, 9.2536041 48.7547025, 9.2535907 48.7547307, 9.2535432 48.7547529, 9.2534378 48.7547555, 9.2532645 48.7547811, 9.2531917 48.7548127, 9.253093 48.7548427, 9.2529714 48.7548689, 9.2528438 48.7548964, 9.2526099 48.7550216, 9.2525182 48.7550349))",school,Steinenbergschule,,,,,,,,,,,,,,,,,,,,,,"[670635926, 1587434351, 418723007, 254875640, 301981414, 442618371, 302696812, 1022518240, 271790841, 1154956429, 271790840, 7504125633, 271790839, 1154956479, 1154956460, 1587430855, 1587430859, 1587430853, 1587430843, 1587433610, 1587433612, 1587430837, 1587430858, 1587430848, 1587430845, 1587430856, 1587430849, 1587430857, 1587432256, 1587430854, 7335085699, 1587430851, 1587430850, 670635926]",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,146862803,,"POLYGON ((9.1925013 48.8423048, 9.1922251 48.8418845, 9.1932767 48.8415893, 9.1933389 48.841667, 9.1935185 48.8419252, 9.1935412 48.8419621, 9.1934302 48.8419998, 9.1934737 48.842066, 9.1925223 48.8423368, 9.1925013 48.8423048))",school,Grundschule Zazenhausen,limited,,,,,,http://www.grundschule-zazenhausen.de/,,,,,,,,,,,,,,,"[1600940808, 1600940804, 1600940825, 1600940818, 1600940802, 1600940822, 1600940803, 1600940801, 1600940805, 1600940808]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,147639664,,"POLYGON ((9.206047 48.8374651, 9.207232 48.8371364, 9.2081654 48.8380438, 9.2089861 48.8385946, 9.209646 48.8387323, 9.2100107 48.8387314, 9.211148 48.8387287, 9.2118776 48.8388347, 9.212591 48.8391419, 9.2130953 48.8397474, 9.2131235 48.8403732, 9.2130014 48.8407395, 9.2110407 48.8403952, 9.2109223 48.840212, 9.2106156 48.840291, 9.2104635 48.8400439, 9.2105806 48.8400139, 9.2105016 48.839878, 9.2107176 48.8397969, 9.2106114 48.8396114, 9.2101572 48.8397274, 9.2099778 48.8394229, 9.2094176 48.8395645, 9.209168 48.8395351, 9.209117 48.839457, 9.2092056 48.8394326, 9.2090661 48.8392084, 9.2085677 48.8393374, 9.2082475 48.8388824, 9.2079687 48.8387041, 9.2075623 48.8388029, 9.2070939 48.8382708, 9.2067223 48.8381603, 9.2063254 48.8378778, 9.206047 48.8374651))",school,Bertha-von-Suttner-Gemeinschaftsschule,,Stuttgart,,40,70437,Adalbert-Stifter-Straße,https://www.bvs-gms.de/,,,,,,,,,,,,,,,"[1608509806, 1608509850, 1608510205, 1608520061, 1608509778, 1608520065, 1608509834, 1608509919, 1608509846, 1608509845, 1608509831, 1608509796, 1608510133, 1608510156, 3886088422, 4382536831, 4382536829, 1608509903, 3886088430, 3886088423, 1608510118, 3886088424, 1608510072, 2489571858, 2489571856, 2489571863, 1608509999, 1608510044, 1608510048, 1608510088, 1608510146, 1608509828, 1608510140, 1608509810, 1608509806]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148115151,,"POLYGON ((9.2334319 48.8437454, 9.2337488 48.8433303, 9.2341518 48.8434903, 9.2342211 48.8435996, 9.2341585 48.843994, 9.2334319 48.8437454))",school,Grundschule Mühlhausen,,Stuttgart,,131,70378,Aldinger Straße,,,,,,,,,,,,,,,,"[1612168136, 1612168118, 1612168121, 1612168128, 1612168161, 1612168136]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153190595,,"POLYGON ((9.1934917 48.8323572, 9.1925436 48.8321948, 9.1926687 48.8318937, 9.1929374 48.8310564, 9.1929842 48.8309665, 9.1935099 48.8309889, 9.1943024 48.8309723, 9.1943211 48.8313578, 9.1941858 48.8318807, 9.193681 48.8318233, 9.1934917 48.8323572))",school,Ferdinand-Porsche-Gymnasium,no,Stuttgart,,136,70437,Haldenrainstraße,https://ferdinand-porsche-gymnasium.de/,,,,,,,,,,,,,,,"[1659049384, 4440971051, 668804982, 245979984, 245979983, 245979982, 4145069228, 1659049407, 1659049409, 1659049399, 1659049384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153191979,,"POLYGON ((9.1943391 48.831652, 9.1945773 48.8310632, 9.1943876 48.8310328, 9.1943939 48.8309816, 9.1945434 48.8305213, 9.1948058 48.8305503, 9.1951757 48.8305786, 9.1952887 48.8305586, 9.1955232 48.8305692, 9.1958996 48.8307113, 9.1959431 48.8309211, 9.1963931 48.8310669, 9.1957816 48.8319144, 9.1953578 48.8317626, 9.1943391 48.831652))",school,Uhland-Schule,yes,,,,,,,,,,,,,,,,,,,,,"[1659065538, 1659065550, 4145069229, 245979981, 4145069219, 1659065548, 1659065546, 4145069224, 4145069225, 1659065544, 1659065562, 1659065528, 1659065561, 1659065510, 1659065538]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153191985,,"POLYGON ((9.1947547 48.8305052, 9.1951648 48.8305407, 9.1952761 48.8305317, 9.1955614 48.8305384, 9.1956979 48.830593, 9.1960128 48.830688, 9.1968658 48.830688, 9.1968945 48.8301973, 9.1966834 48.829791, 9.1949177 48.8296919, 9.19468 48.8303116, 9.1946412 48.8304925, 9.1947547 48.8305052))",school,Rilke-Realschule,no,Stuttgart,,60,70437,Tapachstraße,https://rilke-realschule.de/,,,,,,,,,,,,,,,"[1659065519, 4145069222, 4145069220, 4145069221, 1659065508, 1659065527, 1659065558, 1659065556, 1659065511, 245979979, 245979980, 1659065509, 1659065519]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,158614015,,"POLYGON ((9.1515945 48.7858226, 9.1512571 48.7852961, 9.1527268 48.7853302, 9.1529012 48.7861252, 9.1523661 48.786284, 9.152147 48.7857155, 9.1515945 48.7858226))",school,Schule Im sonnigen Winkel,,Stuttgart,DE,17,70193,Im Sonnigen Winkel,http://grundschule-im-sonnigen-winkel.de/,,,,,,,,,,,,,,,"[1707772815, 4009023679, 4009023671, 4009023659, 1707772822, 1707772814, 1707772815]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,172516143,,"POLYGON ((9.1681675 48.8318178, 9.1681606 48.8316952, 9.1682354 48.8316933, 9.1682367 48.8317169, 9.1684229 48.8317123, 9.168429 48.8318189, 9.1683323 48.8318213, 9.1683345 48.8318616, 9.168228 48.8318642, 9.1682253 48.8318164, 9.1681675 48.8318178))",school,Albert-Schweitzer-Schule,,Stuttgart,DE,13A,70435,Lothringer Straße,,,,,,,,,,,,,,,,"[1834133770, 1834133730, 1834133789, 1834133713, 1834133784, 1834133790, 1834133750, 1834133747, 1834133753, 1834133785, 1834133770]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Außenstelle Schule für Erziehungshilfe,,,,,
way,189823718,,"POLYGON ((9.1585875 48.8156117, 9.1586885 48.8155651, 9.1587045 48.81558, 9.1587676 48.8155521, 9.1587524 48.8155351, 9.1592078 48.8153257, 9.1591922 48.81531, 9.1592478 48.815285, 9.159148 48.8151896, 9.1589211 48.8152942, 9.158583 48.8154511, 9.1585477 48.8154161, 9.1584736 48.8155047, 9.1585783 48.8156033, 9.1585875 48.8156117))",school,,,Stuttgart,DE,85,70469,Leobener Straße,,,,,,,,,,,,,,,,"[2004307354, 4538233451, 4538233449, 4538233448, 4538233450, 4538233453, 4538233452, 2004307347, 4538233436, 4538233434, 4538233435, 4538233438, 4538233437, 4538233432, 2004307354]",yes,,,,,,,,,,,,,Feuerbach,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,
way,194888858,,"POLYGON ((9.2138738 48.8166392, 9.2143474 48.8166401, 9.2143434 48.8168218, 9.2151321 48.8172989, 9.2152471 48.8172989, 9.2155451 48.8172967, 9.2155765 48.8172851, 9.2159146 48.8174256, 9.2163541 48.8169958, 9.2167237 48.8166447, 9.2163216 48.8163796, 9.2152438 48.8156868, 9.2138738 48.8166392))",school,Carl-Benz-Schule,,Stuttgart,,8,70376,Weckherlinstraße,,,,,,,,,,,,,,,,"[2054037661, 2054037662, 2054037665, 5729784332, 2054037670, 5729784331, 2054037668, 5729784329, 3712874824, 2054037660, 3712874761, 2054037659, 2054037661]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,209490668,,"POLYGON ((9.2303771 48.8099197, 9.2304308 48.8099297, 9.2304443 48.8098932, 9.2304834 48.8098951, 9.2305159 48.809818, 9.2305836 48.8096574, 9.231433 48.809707, 9.2321315 48.8098418, 9.2321917 48.810306, 9.2324147 48.8108578, 9.2323398 48.8108838, 9.232139 48.8108547, 9.2320924 48.8108409, 9.2320244 48.8108298, 9.2319871 48.8109058, 9.2301478 48.810505, 9.2301521 48.8104694, 9.2302726 48.8104771, 9.2302826 48.8104499, 9.2302926 48.8104226, 9.2301618 48.810397, 9.2301885 48.8100963, 9.2302921 48.8101194, 9.2303771 48.8099197))",school,Wilhelm-Maybach-Schule,,Stuttgart,DE,44,70374,Gnesener Straße,,,Q89489747,,,,,,,,,,,,,"[2196986691, 4364564590, 4364564284, 4364564285, 3677271215, 1586336696, 1586336695, 1586336697, 4364564615, 2196986695, 4364564625, 1541613560, 4364564624, 4364564623, 4364564626, 2375265442, 4364564619, 4364564621, 4364564618, 4364564617, 2196986694, 4364564598, 4364564600, 2196986691]",,,,,,,,,,,,,,Bad Cannstatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,212106903,,"POLYGON ((9.1208906 48.8175359, 9.1209387 48.8168748, 9.121769 48.8166436, 9.1232802 48.8166693, 9.1232551 48.817569, 9.1227058 48.8175874, 9.1220562 48.8175837, 9.1208906 48.8175359))",school,Reisachschule,,Stuttgart,,14,70499,Maierwaldstraße,http://www.reisach.s.schule-bw.de/,,,bing,,,,,,,,,,,,"[2219981094, 2219981090, 2219981081, 2219981087, 2219981098, 2219981103, 2219981101, 2219981094]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,224655574,,"POLYGON ((9.1665452 48.7769676, 9.1661761 48.7774725, 9.1663939 48.7775396, 9.1673821 48.7778461, 9.1677485 48.7773464, 9.1669484 48.777093, 9.1665452 48.7769676))",school,Schloss-Realschule für Mädchen,,Stuttgart,,53c,70176,Schloßstraße,http://www.schloss-realschule-fuer-maedchen.de/,,Q15554201,,,,,,,,,,,,,"[2334551036, 2334551052, 2334551059, 2334551063, 2334551047, 2334551043, 2334551036]",,,,,,,,,,,de:Schloss-Realschule für Mädchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228830407,,"POLYGON ((9.2411712 48.8020552, 9.2425023 48.8024307, 9.2430635 48.8025534, 9.2436012 48.8026419, 9.2440803 48.8027191, 9.2441382 48.802749, 9.244191 48.8028037, 9.2442272 48.8029154, 9.2442948 48.8029822, 9.244081 48.8031896, 9.2440181 48.8033073, 9.2440008 48.8034084, 9.2428264 48.8033272, 9.2422426 48.8032858, 9.2412875 48.8031963, 9.241252 48.803269, 9.2404146 48.8032197, 9.2406032 48.8029126, 9.24092 48.8023388, 9.2410463 48.8021027, 9.2410766 48.8020739, 9.241114 48.8020569, 9.2411712 48.8020552))",school,Elly-Heuss-Knapp Gymnasium,,Stuttgart,,35,70374,Remstalstraße,https://www.s-elly.de/,,Q89491135,,,,,,,,,,,,,"[2374935983, 2374935989, 2374935991, 2374935993, 2374935995, 2374935997, 2374935999, 2374936003, 2374936005, 2374936009, 2374936021, 2374936027, 2374936025, 2374936019, 2374936013, 2374936017, 2374936015, 2374936001, 2374935987, 2374935986, 2374935985, 2374935984, 2374935983]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,241847003,,"POLYGON ((9.1845115 48.7994009, 9.183576 48.7986737, 9.1836011 48.7986597, 9.1838099 48.7985431, 9.184237 48.7988751, 9.1842771 48.7989063, 9.1843583 48.7989694, 9.1844149 48.7989378, 9.184802 48.7992387, 9.1845115 48.7994009))",school,Alexander-Fleming-Schule,yes,Stuttgart,DE,1,70191,Hedwig-Dohm-Straße,,,,,,,,,,,,,,,,"[2494262132, 2494262127, 8821203471, 1779594441, 8821203456, 8821188816, 3664850701, 1791732038, 2494262130, 2494262132]",yes,6,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
way,252929625,,"POLYGON ((9.1607329 48.7654318, 9.1606801 48.7654857, 9.1606571 48.7655092, 9.1610015 48.7656557, 9.1610247 48.7656311, 9.1610793 48.7655773, 9.1611014 48.7655537, 9.160757 48.7654072, 9.1607329 48.7654318))",school,Schickhardt Gemeinschaftsschule,no,Stuttgart,DE,30,70199,Schickhardtstraße,,,,,,,,,,,,,,,,"[362428015, 362428326, 362425867, 362425868, 1209565479, 1209565829, 362425865, 362425866, 362428015]",school,2,1,hipped,,,,,,,,roof_tiles,,,Schickhardschule,,,,,,,,,,,,,,,,,,,,Schickhardt Gemeinschaftsschule,,,,,,,,
way,252929627,,"POLYGON ((9.1602799 48.7654148, 9.1605011 48.7655087, 9.1605645 48.7654438, 9.16057 48.7654461, 9.1605749 48.7654413, 9.1606275 48.7653872, 9.1606722 48.7653416, 9.1606648 48.7653384, 9.1607873 48.7652131, 9.1605679 48.76512, 9.1605589 48.7651291, 9.1605285 48.7651603, 9.1602799 48.7654148))",school,Schickhardt-Gymnasium,no,Stuttgart,DE,26,70199,Schickhardtstraße,http://www.schickhardt.org/,,Q21040623,,,,,,,,,,,,,"[362426224, 362426226, 8927688795, 8927688794, 362428324, 362428322, 8927688796, 8927688797, 362426218, 362426221, 2589402383, 2589402385, 362426224]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
