element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,cuisine,diet:kosher,name,phone,website,wheelchair,geometry,microbrewery,addr:country,addr:suburb,contact:email,contact:phone,contact:website,opening_hours,source,source:date,wheelchair:description,operator,smoking,toilets:wheelchair,email,fax,indoor_seating,outdoor_seating,website:menu,diet:vegan,diet:vegetarian,check_date:opening_hours,opening_hours:signed,old_name,diet:non-vegetarian,payment:cash,payment:ec,biergarten,contact:fax,gay,level,opening_hours:kitchen,payment:american_express,payment:girocard,payment:visa,reservation,toilets,toilets:access,takeaway,delivery,description,name:ko,capacity,fixme,name:de,old_name:it,removed:cuisine,strapline,internet_access,man_made,contact:mobile,check_date,payment:mastercard,alt_name,cafe,cuisine:crossover,note,contact:facebook,kids_area,rooms,tourism,smoking:outside,check_date:diet:vegetarian,payment:credit_cards,payment:debit_cards,diet:halal,dog,payment:cards,service:electricity,drink:club-mate,delivery:covid19,opening_hours:covid19,takeaway:covid19,bar,drive_through:covid19,brand,brand:wikidata,short_name,name:zh,access,brand:wikipedia,addr:housename,loc_name,payment:cheque,payment:cryptocurrencies,payment:electronic_purses,payment:wire_transfer,start_date,branch,brand:contact:facebook,brand:contact:website,brand:start_date,brand:strapline,breakfast,cocktails,drive_through,happy_hours,happy_hours:note,happy_hours:url,menu:url,opening_hours:note,opening_hours:url,website:reservation,contact:instagram,operator:type,mobile,air_conditioning,url,name:en,entrance,payment:coins,payment:maestro,cuisine:de,addr:floor,survey:date,building,diet:meat,internet,operator:wikidata,stars,payment:diners_club,payment:discover_card,payment:jcb,diet:lacto_vegetarian,check_date:currency:XBT,currency:XBT,diet:dairy_free,diet:lactose_free,payment:lightning,payment:lightning_contactless,payment:onchain,access:covid19,food,internet_access:fee,restaurant,drink:coffee,wikidata,diet:gluten_free,diet:pescetarian,kitchen_hours,source:note,changing_table,sustenance,payment:account_cards,internet_access:operator,opening_hours:breakfast,payment:v_pay,surveillance,brewery,diet:raw,payment:notes,payment:visa_debit,payment:visa_electron,shop,delivery:partner,payment:apple_pay,payment:google_pay,self_service,name:ja,wheelchair:description:en,ele,contact:foursquare,contact:pinterest,contact:tripadvisor,contact:twitter,contact:yelp,contact:youtube,diet:ayurvedic,layer,disused:name:en,description:access,description:access:en,ref:vatin,currency:EUR,currency:USD,diet:mediterranean,diet:nut_free,payment:contactless,description:en,operator:alt_name,name:ar,organic,note:de,lunch,contact:whatsapp,dinner,outdoor_seating:capacity,nodes,building:levels,roof:levels,roof:shape,diet:healthy,wheelchair:description:de,building:part,indoor,room,breakfast:brunch,weather_protection
node,290823696,Frankfurt am Main,35,60316,Heidestraße,restaurant,thai,,Krapao Thai Bistro,,,no,POINT (8.6993248 50.1236398),,DE,,,,,"PH,Sa,Su 12:00-22:00; Mo,Tu,Th,Fr 11:45-15:00,17:00-22:00; We off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,290864677,Frankfurt am Main,17,60598,Schwarzsteinkautweg,restaurant,regional,,Zur Buchscheer,+49 69 63 51 21,https://www.buchscheer.de,no,POINT (8.6720358 50.0845886),yes,DE,,,,,We-Fr 16:00-23:00; Sa-Su 12:00-23:00; Mo-Tu off,,,,,outside,,info@buchscheer.de,,,yes,,,,,,,,,,,,,,,,,,recommended,,,,,Apfelweinwirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292045695,,,,,restaurant,,,Comai,,,no,POINT (8.7122025 50.1113133),,,,,,,"Mo-Fr 11:30-22:00; Sa,Su 12:00-22:30",,,,,,,,,,,,,,,,Quantum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292046702,,,,,restaurant,,,Soul Kitchen,,http://sk.strousberg.de/,limited,POINT (8.7237687 50.1143939),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292047061,,,,,restaurant,,,Bar Alimentari,,,limited,POINT (8.7228712 50.1145674),,,,,,,,,,,,,,,,,,,,,2023-05-29,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292047525,Frankfurt am Main,198,60314,Hanauer Landstraße,restaurant,italian,,Das Leben ist schön,+49 69 43057870,https://www.daslebenistschoen.de/,limited,POINT (8.7236282 50.1151819),,DE,,,,,Mo-Sa 11:30-23:00; Su 12:00-22:00,,,,,,,info@daslebenistschoen.de,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292198843,,,,,restaurant,german,,Immer Satt,,http://www.immer-satt-frankfurt.de/,no,POINT (8.6461296 50.1171978),,,,,,,Mo-Fr 11:00-23:00; Sa 12:00-23:00,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292373304,Frankfurt am Main,6,60311,Domplatz,restaurant,regional,,Paulaner,+49 69 20976890,https://www.paulaner-am-dom.de/,no,POINT (8.6860874 50.1108398),,,,,,,Mo-Su 11:00-24:00,,,,,outside,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,아주 좋아 특히 저녁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292379093,,,,,restaurant,,,Souper!,,,no,POINT (8.6788832 50.1115289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292379406,,,,,restaurant,,,Paninoteca,,,limited,POINT (8.6796531 50.1124331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292406502,Frankfurt am Main,453,60435,Eckenheimer Landstraße,restaurant,chinese,,Ni Hao Kaiser China Bistro,,http://www.chinabistro-kaiser.de/,,POINT (8.6818189 50.1478885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292406503,,,,,restaurant,cajun,,King Creole - Kastanienhof,,,no,POINT (8.680884 50.1494607),,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292406505,Frankfurt am Main,2,60435,Hügelstraße,restaurant,italian,,La Favola,+49 69 5483828,https://www.lafavola-frankfurt.de/,no,POINT (8.6798739 50.1494519),,DE,,,,,"Mo-Fr 11:30-15:00,18:00-23:00;Sa 18:00-23:00",,,,,,,info@lafavola-frankfurt.de,+49 69 545495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292694135,,,,,restaurant,italian,,Pizzeria Cimino,,,no,POINT (8.670761 50.1385707),,,,,,,Mo-Fr 11:00-22:00; Su 17:00-22:00; PH 15:00+,,,,,,,,,yes,no,,no,yes,2022-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292848706,,,,,restaurant,asian,,Der Goldene Wok,+49 69 38778935,http://www.dergoldenewok.de,no,POINT (8.5624834 50.0990003),,,,,,,"Mo,We-Fr 11:30-15:00, Mo-Fr 17:00-23:00, Sa,Su 11:00-23:00; Tu off",http://www.dergoldenewok.de/,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,296584913,Frankfurt am Main,16,65929,Antoniterstraße,restaurant,international,,Wunderbar,+49 69 318783,http://www.cafewunderbar.de,no,POINT (8.544877 50.1001594),,,,,,,"10:00+; Dec 24,Dec 25,Dec 31-Jan 1 off",,,,Ralf und Siegfried Otto,,no,mail@cafewunderbar.de,+49 69 3088623,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,"Täglich durchgehend warme Küche, Samstags ab 10:00 Buffet, Sonntags ab 10:00 Brunch, Mo-Fr Mittagsmenü",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,298336787,,,,,restaurant,,,Der Löwe-Das Lokal,,,no,POINT (8.4943455 50.0945314),,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,301332530,Frankfurt am Main,25,60316,Günthersburgallee,restaurant,italian,,Essenza,,https://essenzafrankfurt.eatbu.com,no,POINT (8.6945369 50.1249001),,DE,,,,,We-Mo 17:00-24:00; Tu off,,,,,,,,,,,,,,,,Mi Casa Tu Casa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,301333205,Frankfurt am Main,43,60487,Franz-Rücker-Allee,restaurant,regional,,Wie bei Omi,+49 69 80 88 00 00,https://wie-bei-omi.de/kontakt/,no,POINT (8.6460816 50.1305687),,,,,,,"Mo-Fr 12:00-15:00,17:00-22:00; Sa,Su 17:00-22:00",,,,,,,INFO@WIE-BEI-OMI.DE,,,,,,,,,Sapori del Sud,,,,,,,,,,,,,,,yes,yes,,,,"opening hours and delivery times different for https://wie-bei-omi.de/ and https://www.wie-bei-omi-das-leben-ist-schoen.de/contact , which website is correct?",Wie bei Omi,Sapori del Sud,italian;german,Das Leben ist schön,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,302803335,Frankfurt am Main,130,60318,Eckenheimer Landstraße,restaurant,italian,,Papanova,+49 69 90559341,https://www.papanova-frankfurt.de/,no,POINT (8.6853662 50.1276004),,,,,,,We-Su 12:00-24:00,,,,,outside,,,,yes,yes,https://www.papanova-frankfurt.de/speisekarte,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,304002576,Frankfurt am Main,2,60388,Marktstraße,restaurant,thai,,Rüan Mhai,+49 6109 504691,http://www.ruean-mhai.com/,no,POINT (8.7492707 50.1548071),,DE,,,,,"Tu-Fr 11:30-14:30,18:00-23:00; Sa,Su 12:00-22:00",http://www.ruean-mhai.com/,2015-02-09,,Busaba Meden,,no,thai@ruean-mhai.com,+49 6109 504691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,304199984,Frankfurt am Main,86,60318,Eckenheimer Landstraße,restaurant,italian,,Siettimo Cielo,+49 69 59673808,http://www.siettimo-cielo.de,no,POINT (8.6863957 50.1250359),,,,,,,"Mo off; Tu-Su 11:30-14:30,18:00-23:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,305591770,Frankfurt am Main,39,60316,Egenolffstraße,restaurant,international,,Carte blanche,,http://www.carteblanche-ffm.de,no,POINT (8.692286 50.1261548),,,,restaurant@carteblanche-ffm.de,+49 69 27245883,,We-Su 18:30-24:00,,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,310013239,Frankfurt am Main,55,60318,Nibelungenallee,restaurant,,,Nibelungen-Schänke,,,no,POINT (8.684628 50.1313001),,,,,,,"Mo-Fr 11:00-14:00,17:00-01:00, Sa 17:00-02:00, Su,PH 11:00-01:00",,,2 hohe Stufen direkt am Eingang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,310664573,Frankfurt am Main,32,65933,Zum Linnegraben,restaurant,italian;pizza;mediterranean,,Pizzeria L'Aurora,+49 69 37560971,,,POINT (8.5968179 50.1024127),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,311760839,,,,,restaurant,,,Eschenheimer Turm,,,no,POINT (8.6796717 50.116889),,,,,,,"Su-Th 12:00-01:00, Fr,Sa 12:00-03:00",,,,,,no,,,yes,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,313178496,Frankfurt am Main,,60433,Ginsterweg,restaurant,,,Zur Kastanie,+49 69 90548067,http://www.zur-kastanie.com/,yes,POINT (8.6777274 50.1611276),,,,,,,"Tu-Sa 17:00-23:00; Su,PH 12:00-22:00; Mo off",http://www.zur-kastanie.com/,,,André Barisic de los Santos,,,info@zur-kastanie.com,,,,,,,2022-07-22,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,+49 177 9169295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,313295585,Frankfurt am Main,2,60318,Nordendstraße,restaurant,persian,,Schandis,+49 69 557337,https://www.schandis.de/,no,POINT (8.6914987 50.1293168),,,,,,,Mo-Th 17:00-22:00; Fr 17:00-22:30; Sa 12:00-22:30; Su 12:00-21:00,,,,,,,info@schandis.de,,yes,yes,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,2023-03-12,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,315864572,Frankfurt am Main,21,60329,Moselstraße,restaurant,,no,Gaststätte Moseleck,,,no,POINT (8.6676024 50.1071445),,DE,,,,,Mo-Su 06:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,316234964,Frankfurt am Main,172,60431,Ginnheimer Landstraße,restaurant,italian,,Pizzeria Jonny Frankfurt,+4969534289,https://pizzeria-jonny-ffm.de,,POINT (8.6480086 50.141438),,,,,,,Di-Su 11:00-15:00; 17:00-23:00,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,316268294,Frankfurt am Main,1,60596,Holbeinstraße,restaurant,international,,Holbein's,+49 69 66056666,https://www.meyer-frankfurt.de/,yes,POINT (8.6737686 50.1029502),,DE,,,,,Tu-Su 10:00-24:00,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holbein’s Restaurant im Städel,yes,international;asian;yapanese;french;german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,316294225,Frankfurt am Main,2,60431,Am Mühlgarten,restaurant,italian,,Pizza 6611,+4969 95 11 76 6,http://www.pizza6611.com,no,POINT (8.6513025 50.1454071),,,,,,,"Mo-Su 12:00-13:00,17:00-21:00",,,,,,,pizza6611@t-online.de,,,,,,,,,Clubhaus TSV Ginnheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,317005845,,,,,restaurant,indian,,Curry & Tandoori House,,,,POINT (8.6883866 50.1302734),,,,,+49 69 98191566,https://curry-tandoori-house.de/,"Su-Fr 11:00-14:30,17:30-23:00; Sa 17:30-23:00",,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,317082875,,,,,restaurant,pizza,,Calmacaos,,,yes,POINT (8.6705699 50.1087601),,,,,,,,,,,,,,,,,,,,,,,Cocos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,317191920,,,,,restaurant,italian,,Ristorante Bologna,,,limited,POINT (8.6707382 50.1371632),,,,,,,"Tu-Su 11:30-14:00,17:30-22:30",,,,,,,,,,,,no,yes,2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,318675666,,,,,restaurant,,,Zur kleinen Grotte,,,no,POINT (8.6674926 50.145548),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,319976724,,,,,restaurant,,,Pino,,,,POINT (8.6742131 50.1149979),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,320865784,,,,,restaurant,steak_house,,Maredo,,,,POINT (8.6781496 50.1137243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,321321460,Frankfurt am Main,168a,60431,Hügelstraße,restaurant,italian,,al Poeta,+49 69 95102626,https://www.al-poeta.de/,limited,POINT (8.6614143 50.1472981),,,,,,,Tu-Su 15:00-22:30,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weinbistrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,322118506,Frankfurt am Main,343,60435,Eckenheimer Landstraße,restaurant,thai,,Sawasdee Bangkok,+49 1522 9310966,https://restaurant-sawasdee-bangkok.eatbu.com/,yes,POINT (8.6831653 50.1423689),,,,,,,"Mo-Fr 11:30-14:30,17:00-22:00; Sa-Su 12:00-22:00",,,,,,no,sawasdeebangkok1@gmail.com,,,yes,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,322806293,,,,,restaurant,pizza,,Pizzeria Fortunato,,,,POINT (8.6806059 50.1414806),,,,,,,"Mo-Fr 12:00-14:30; We off; Sa,Su 16:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
