element_type,osmid,geometry,amenity,brothel:eros_center,name,ref,toilets:wheelchair,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,level,addr:country,phone,shop,website,wheelchair,fixme,source,contact:email,contact:phone,contact:website,office,short_name,wikidata,wikipedia,building,building:levels,building:use,man_made,description,historic,power,nodes,alt_name,height,layer,note,smoking,start_date,addr:housename,building:cladding,building:facade:material,building:levels:underground,roof:shape,wikimedia_commons,building:roof,tourism,nohousenumber,brand,brand:wikidata,brand:wikipedia,email,fax,internet_access,rooms,old_name,building:part,operator,official_name,roof:levels,building:colour,roof:colour,building:material,operator:wikidata,operator:wikipedia,telecom,brothel:saunaclub,name:shs,wheelchair:description,opening_hours:signed,area,noname,emergency,toilets,compressed_air,fuel:cng,fuel:diesel,fuel:e10,fuel:lpg,fuel:octane_95,fuel:octane_98,source:geometry,automated,self_service,year_of_construction,architect,heritage,heritage:operator,internet_access:fee,name:he,seamark:landmark:conspicuity,seamark:landmark:name,seamark:type,disused:amenity,disused:name,outdoor_seating,healthcare,second_hand,roof:orientation,generator:method,generator:output:hot_water,generator:source,architect:wikidata,building:architecture,building:min_level,noaddress,check_date,disused:shop,source:outline,craft,type,ways,addr:suburb,defibrillator:location
way,48067603,"POLYGON ((8.7337674 50.1168311, 8.7337259 50.1168138, 8.733679 50.1168619, 8.7335235 50.1170166, 8.7335431 50.1170244, 8.7335843 50.1170418, 8.733725 50.1170991, 8.73387 50.1169527, 8.7337962 50.1169221, 8.7338522 50.1168661, 8.7338147 50.1168507, 8.7337674 50.1168311))",,,,,,Frankfurt am Main,11,60314,Schielestraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[1799780439, 5508508770, 5508508769, 611065583, 3641222628, 3641222629, 611065582, 5508508759, 611065585, 5508508758, 1799780451, 1799780439]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48067624,"POLYGON ((8.7364114 50.1185071, 8.7361076 50.118813, 8.7363474 50.1189114, 8.7366505 50.1186054, 8.7364114 50.1185071))",,,Interoute Germany,,,Frankfurt am Main,26,60314,Weismüllerstraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[611065645, 611065644, 611065643, 611065646, 611065645]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48067630,"POLYGON ((8.7401482 50.1193476, 8.74025 50.119246, 8.7404914 50.1193453, 8.7403842 50.1194539, 8.7402268 50.1193895, 8.7402372 50.1193795, 8.7401606 50.1193478, 8.7401569 50.1193515, 8.7401482 50.1193476))",,,,,,Frankfurt am Main,45,60314,Schielestraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[611065692, 611065682, 10255638869, 611065700, 10255638865, 10255638864, 10255638863, 10255638862, 611065692]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48068954,"POLYGON ((8.7349283 50.116637, 8.7352957 50.1167875, 8.7362047 50.1158729, 8.735838 50.1157214, 8.7358306 50.1157288, 8.7355934 50.1159658, 8.7349283 50.116637))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[611081314, 611081317, 611081331, 611081334, 1904290509, 1904290510, 611081314]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48454652,"POLYGON ((8.7656162 50.1324552, 8.7656349 50.1324439, 8.7656403 50.1324367, 8.7656409 50.1324291, 8.7656379 50.1324211, 8.7656326 50.1324147, 8.7656249 50.1324102, 8.7656163 50.1324071, 8.7656071 50.1324062, 8.765596 50.1324065, 8.7655874 50.1324074, 8.7655671 50.1324174, 8.7653192 50.1322281, 8.7651849 50.1323004, 8.7653667 50.1324398, 8.7655138 50.1325546, 8.7654884 50.1325684, 8.7655122 50.1325868, 8.7655385 50.132572, 8.765713 50.1327675, 8.7657231 50.1327777, 8.7657294 50.1327692, 8.7657365 50.1327622, 8.7657442 50.1327567, 8.7657526 50.1327515, 8.765762 50.132747, 8.7657735 50.1327431, 8.7657861 50.1327401, 8.7658004 50.1327385, 8.7658185 50.1327381, 8.7658322 50.1327392, 8.7658475 50.1327414, 8.7658597 50.1327456, 8.7658828 50.1327598, 8.7658908 50.1327661, 8.7659082 50.1327589, 8.7656816 50.132506, 8.7656162 50.1324552))",,,,,,Frankfurt am Main,551,60386,Hanauer Landstraße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[5434741292, 10229663823, 10229663822, 10229663821, 10229663820, 5434741287, 10229663824, 5434741288, 5434741289, 10229663819, 5434741290, 5434741291, 615589853, 615589854, 10229663790, 10229663793, 10229663792, 10229663791, 615589856, 10229663854, 615589891, 2413496293, 10229663861, 10229663860, 10229663859, 10229663858, 10229663857, 10229663856, 10229663855, 10229663862, 615589890, 615589888, 10229663863, 2413496292, 615589909, 2413496295, 615589883, 5434741292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48466503,"POLYGON ((8.7594313 50.1309616, 8.7593619 50.1310658, 8.7589727 50.1309607, 8.7590333 50.1308621, 8.7594313 50.1309616))",,,,,,Frankfurt am Main,31,60386,Cassellastraße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[615846310, 615846337, 615846312, 615846314, 615846310]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48476914,"POLYGON ((8.7575493 50.129305, 8.7573072 50.1296183, 8.7572663 50.1296058, 8.7571994 50.1296905, 8.757241 50.1297033, 8.7572394 50.1297054, 8.7572352 50.1297041, 8.757199 50.1297498, 8.7572877 50.1297782, 8.7572897 50.1297758, 8.7574525 50.1298285, 8.7574973 50.129843, 8.7574942 50.1298464, 8.7575786 50.1298733, 8.757675 50.1297514, 8.7576537 50.1297446, 8.7579084 50.1294202, 8.7575493 50.129305))",,,Maler-Einkauf Süd-West eG - Niederlassung Frankfurt,,,Frankfurt am Main,501,60386,Hanauer Landstraße,,,,+49 69 405700 0,,https://www.meg.de/standorte/frankfurt.html,,,Website,,,,,,,,commercial,3,,,,,,"[615966453, 10229664042, 10229664037, 10229664041, 10229664039, 10229664038, 10229664040, 615966416, 10229664045, 10229664046, 10229664031, 10229664044, 10229664043, 615966452, 10229664047, 10229664048, 615966451, 615966453]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48515644,"POLYGON ((8.7380923 50.1228898, 8.7387036 50.1222746, 8.7388332 50.1223274, 8.7387141 50.1224466, 8.7387164 50.1224475, 8.7386784 50.1224851, 8.7386951 50.1224921, 8.7386862 50.1225008, 8.7387993 50.1225477, 8.7383636 50.1229849, 8.7383029 50.1229622, 8.7383 50.1229652, 8.7380923 50.1228898))",,,360° BBQ - Der Grillshop,,,Frankfurt am Main,427,60314,Hanauer Landstraße,"Oct-Feb: Tu-Sa 10:00-18:00; Oct-Feb: Mo off; Mar-Sep: Mo-Fr 10:00-19:00; Mar-Sep: Sa 10:00-18:00; Su,PH off",,DE,+49 69 8700 9720,kitchen,https://www.360bbq.de/,,,,,,,,,,,commercial,,,,,,,"[616368204, 616368193, 616368191, 1898003615, 10254079234, 616368203, 10254079235, 10254079236, 616368200, 616368202, 10254079232, 10254079233, 616368204]",,,,,,,,,,,,,,,,,,,,,,,,,360° BBQ GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48515646,"POLYGON ((8.7382333 50.122591, 8.7382774 50.1226091, 8.7382803 50.1226063, 8.7382391 50.1225891, 8.7382495 50.1225781, 8.7382601 50.1225654, 8.7382735 50.1225464, 8.7382817 50.1225316, 8.7382886 50.1225191, 8.7382942 50.1225035, 8.7382987 50.1224911, 8.7383025 50.1224752, 8.7383046 50.1224591, 8.7383054 50.1224437, 8.7383052 50.1224322, 8.7383037 50.1224202, 8.7383012 50.1224043, 8.738296 50.1223855, 8.7383782 50.1223738, 8.7383727 50.1223578, 8.7383658 50.1223434, 8.7383571 50.1223277, 8.7383485 50.1223143, 8.7383386 50.1222997, 8.7383307 50.1222896, 8.7383201 50.122278, 8.7383074 50.122264, 8.7382931 50.1222508, 8.7382828 50.1222421, 8.7382681 50.1222305, 8.738248 50.1222157, 8.7382294 50.1222035, 8.738207 50.1221909, 8.7381798 50.1221768, 8.7381609 50.1221685, 8.7382994 50.1220285, 8.7382939 50.1220264, 8.7382903 50.12203, 8.738234 50.1220092, 8.7382082 50.1220013, 8.738181 50.1219932, 8.7381532 50.1219856, 8.7381219 50.1219782, 8.7380859 50.121971, 8.7380531 50.1219659, 8.73802 50.121961, 8.737986 50.1219575, 8.7379532 50.1219552, 8.7379256 50.1219534, 8.7378953 50.121953, 8.7378692 50.1219528, 8.7378452 50.1219534, 8.7378207 50.1219543, 8.737789 50.1219561, 8.7377585 50.121959, 8.7377337 50.1219617, 8.7377122 50.1219646, 8.7376884 50.1219683, 8.7376559 50.1219743, 8.737628 50.1219799, 8.7375984 50.121987, 8.7375758 50.1219932, 8.7375376 50.1220047, 8.7375033 50.1220162, 8.7374787 50.1220255, 8.7374492 50.122038, 8.7374257 50.1220486, 8.7374041 50.1220592, 8.7373787 50.1220727, 8.7373639 50.1220811, 8.7373461 50.1220914, 8.7373236 50.1221066, 8.7373088 50.1221168, 8.7372913 50.1221304, 8.7372756 50.1221431, 8.7372718 50.1221417, 8.7372352 50.1221784, 8.737208 50.1221672, 8.7372049 50.1221698, 8.7373773 50.1222406, 8.7371967 50.1224209, 8.7378338 50.1226829, 8.7377981 50.122719, 8.7379849 50.1227951, 8.7380538 50.1227725, 8.7382333 50.122591))",,,,,,Frankfurt am Main,425,60314,Hanauer Landstraße,,,DE,,,,,,,,,,,,,,commercial,1,,,,,,"[616368207, 10253859453, 10253859452, 1898003627, 10253859451, 10253859450, 10253859449, 10253859448, 616368211, 10253859446, 10253859445, 10253859447, 10253859444, 10253859443, 616368210, 10253859442, 10253859441, 616368209, 616368208, 1898003595, 10253859454, 10253859455, 616368197, 1898003593, 10253859456, 10253859457, 616368196, 1898003592, 10253859458, 10253859459, 616368195, 10253859460, 10253859461, 1898003591, 616368187, 616368194, 10253859462, 616368198, 10253859416, 10253859417, 10253859418, 616368186, 10253859419, 616368185, 10253859420, 1898003585, 10253859421, 616368183, 10253859422, 1898003583, 1898003584, 10253859423, 10253859424, 10253859425, 1898003586, 616368182, 10253859426, 10253859427, 10253859428, 1898003587, 616368181, 10253859429, 10253859430, 1898003588, 10253859431, 10253859432, 616368180, 10253859433, 1898003589, 10253859434, 10253859435, 616368178, 10253859436, 10253859437, 1898003590, 10253859438, 616368177, 10253859439, 10253859440, 616368176, 616368205, 1898003629, 1898003630, 1898003632, 616368206, 616368207]",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48921223,"POLYGON ((8.665257 50.1091513, 8.6653352 50.1090932, 8.665484 50.1091755, 8.6654626 50.1091921, 8.6655178 50.1092213, 8.6655153 50.1092311, 8.6654758 50.109273, 8.6653944 50.1092277, 8.6654193 50.109209, 8.6653909 50.1091933, 8.6653657 50.1092118, 8.665257 50.1091513))",brothel,yes,,M42,,Frankfurt am Main,42,60329,Moselstraße,,,DE,,,,limited,,,,,,,,,,commercial,,,,,,,"[1696767298, 1696767273, 1696767294, 1850262917, 9844622358, 1850262921, 1850262927, 1850262923, 1850262920, 1850262914, 1696767319, 1696767298]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,50014868,"POLYGON ((8.6588525 50.1882219, 8.6590366 50.1882233, 8.6590393 50.188074, 8.6590811 50.1880743, 8.6590847 50.1878789, 8.6589448 50.1878778, 8.6589468 50.1877657, 8.6590384 50.1877664, 8.6590447 50.1874254, 8.6588519 50.1874239, 8.6588474 50.1876698, 8.6587481 50.187669, 8.6587411 50.1880486, 8.6588557 50.1880494, 8.6588525 50.1882219))",,,,,,Frankfurt am Main,174,60437,Ben-Gurion-Ring,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[635293947, 635293950, 635293952, 635293953, 635293956, 635293968, 1252863051, 1252864266, 635293926, 635293928, 635293958, 635293959, 1252861251, 635293967, 635293947]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,50321576,"POLYGON ((8.7642605 50.1340084, 8.7644438 50.134095, 8.7640932 50.1343997, 8.7639099 50.1343131, 8.763933 50.1342929, 8.7642126 50.13405, 8.7642605 50.1340084))",,,,,,Frankfurt am Main,10,60386,Bebraer Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[639296275, 639296322, 639296272, 639296276, 10230673870, 10230673871, 639296275]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,50563543,"POLYGON ((8.663848 50.1103805, 8.6637718 50.1103505, 8.6636308 50.1104987, 8.6638672 50.1105919, 8.6638698 50.1105891, 8.6639011 50.110556, 8.6639898 50.1104621, 8.664008 50.1104434, 8.663848 50.1103805))",,,,,,Frankfurt am Main,51,60329,Mainzer Landstraße,,,DE,,,,,,,,,,,,,,commercial,8,,,,,,"[620856516, 643483248, 620856517, 620856518, 9844836369, 9844836372, 9844836373, 620856519, 620856516]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51776594,"POLYGON ((8.7557862 50.1305915, 8.7556131 50.1307864, 8.7568282 50.1312222, 8.7569825 50.1310252, 8.7561087 50.1307093, 8.7557862 50.1305915))",,,,,,Frankfurt am Main,30-32,60386,Cassellastraße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[660713941, 660713943, 660713946, 660713945, 10231841357, 660713941]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,52119175,"POLYGON ((8.6598936 50.1114933, 8.6598717 50.1115288, 8.659862 50.1115331, 8.6598556 50.1115376, 8.6598505 50.1115433, 8.6598453 50.1115503, 8.6598421 50.1115563, 8.6598403 50.1115632, 8.6598414 50.1115702, 8.6598436 50.1115743, 8.6598213 50.1116104, 8.6599931 50.1116541, 8.6600037 50.111637, 8.6602215 50.1116923, 8.6602833 50.1115924, 8.6598936 50.1114933))",,,,,,Frankfurt am Main,30,60325,Bettinastraße,,,DE,,,,,,,,,,,,,,commercial,4,,,,,,"[664168498, 9868891184, 9868891178, 9868891179, 9868891180, 9244451253, 9868891181, 9868891182, 9868891183, 9868891185, 664168499, 3800773137, 3800773135, 664168606, 664168605, 664168498]",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53183202,"POLYGON ((8.7465438 50.1281421, 8.7471804 50.1283678, 8.7471826 50.1283653, 8.7471858 50.1283664, 8.7471527 50.1284046, 8.7470465 50.1285283, 8.7470441 50.1285271, 8.7464069 50.1283019, 8.7464618 50.1282371, 8.7465438 50.1281421))",,,Zoeller Transport GmbH - Spezialtransporte,,,Frankfurt am Main,20-22,60386,Orber Straße,,,,,,https://www.zoeller-transport.de/,,,,,,,,,,,commercial,,,,,,,"[672953979, 672953975, 10234449214, 10234449215, 672953981, 10234449212, 672953995, 672953993, 672953977, 672953979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53207847,"POLYGON ((8.7410743 50.130597, 8.7417374 50.1315052, 8.7418495 50.1314716, 8.7419007 50.131541, 8.7429053 50.1312426, 8.742857 50.1311753, 8.7429402 50.13115, 8.7428974 50.1310861, 8.7429706 50.1310641, 8.742762 50.130776, 8.7428631 50.1307462, 8.7428518 50.1307317, 8.7428348 50.130709, 8.7428318 50.1307052, 8.742904 50.1306834, 8.7428601 50.1306228, 8.7428766 50.1306178, 8.7429242 50.1306814, 8.7429412 50.1307041, 8.7430393 50.1307119, 8.7430441 50.1306846, 8.7430385 50.1306769, 8.7430218 50.1306541, 8.7429719 50.1305859, 8.7430347 50.1305665, 8.7429921 50.1305089, 8.7429536 50.13052, 8.7428229 50.13034, 8.7428124 50.1303431, 8.742771 50.1302839, 8.742643 50.1303225, 8.7425404 50.1301808, 8.7425223 50.1301862, 8.7425118 50.1301715, 8.7424779 50.1301818, 8.7424694 50.13017, 8.7424279 50.130183, 8.7424694 50.1302407, 8.7424349 50.1302509, 8.7424299 50.1302439, 8.7424255 50.1302452, 8.7424306 50.1302522, 8.7424055 50.1302595, 8.7424004 50.1302529, 8.7423961 50.1302542, 8.7424012 50.1302608, 8.7422727 50.1302986, 8.742268 50.1302923, 8.7422633 50.1302938, 8.742268 50.1303002, 8.7422439 50.1303075, 8.7422394 50.1303013, 8.742235 50.1303027, 8.7422394 50.1303089, 8.7421771 50.130328, 8.7421722 50.1303214, 8.7421699 50.1303221, 8.7421469 50.1302901, 8.7420939 50.1303066, 8.7421246 50.1303473, 8.7420868 50.1303586, 8.742073 50.1303394, 8.7419716 50.1303741, 8.7419652 50.130366, 8.7415258 50.1305029, 8.7414962 50.1304624, 8.7414451 50.1304781, 8.7414499 50.130485, 8.7410743 50.130597))",,,,,,Frankfurt am Main,101,60386,Wächtersbacher Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[673422298, 673422321, 673422322, 673422320, 673422326, 673422327, 673422325, 673422329, 673422328, 673422324, 673422323, 10234504426, 10234504425, 10234504470, 10234504471, 673422309, 10234504468, 10234504424, 10234504467, 10234504465, 10234504466, 10234504371, 10234504370, 10234504469, 673422307, 10234504461, 10234504462, 10234504464, 10234504463, 673422306, 673422305, 673422308, 10234504447, 10234504448, 10234504450, 10234504449, 10234504451, 10234504452, 10234504438, 10234504431, 10234504432, 10234504437, 10234504436, 10234504433, 10234504434, 10234504435, 10234504446, 10234504439, 10234504440, 10234504445, 10234504444, 10234504441, 10234504442, 10234504443, 10234504460, 10234504453, 10234504454, 10234504455, 10234504456, 10234504457, 10234504458, 10234504459, 673422300, 673422297, 673422296, 673422304, 673422301, 673422303, 673422298]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53207849,"POLYGON ((8.7410445 50.1296064, 8.7408844 50.1296546, 8.7408818 50.1296519, 8.740855 50.1296607, 8.7408288 50.1296266, 8.7406137 50.1296903, 8.7406709 50.1297698, 8.7406204 50.129785, 8.7406 50.1297567, 8.7405622 50.1297681, 8.7405505 50.1297518, 8.7404504 50.1297811, 8.7404971 50.1298456, 8.7405075 50.1298425, 8.7405255 50.1298371, 8.740928 50.1303948, 8.7408908 50.1304062, 8.7410341 50.1306045, 8.7410716 50.1305933, 8.7410743 50.130597, 8.7414499 50.130485, 8.7414451 50.1304781, 8.7413018 50.1302793, 8.7413266 50.1302717, 8.7413174 50.1302594, 8.7413429 50.1302515, 8.7412817 50.1301677, 8.7413407 50.1301497, 8.7413251 50.1301268, 8.7415378 50.1300634, 8.7415842 50.1300474, 8.7415735 50.1300332, 8.7415841 50.1300302, 8.7415832 50.130029, 8.741683 50.1299998, 8.7415729 50.1298488, 8.7415166 50.1298664, 8.7414774 50.129812, 8.7414358 50.1298249, 8.7412924 50.1296271, 8.7412403 50.1296429, 8.7412048 50.1295949, 8.7411661 50.1296064, 8.7410445 50.1296064))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[673422291, 10234504403, 10234504401, 10234504402, 10234504404, 673422287, 673422289, 10234504399, 10234504398, 10234504397, 10234504396, 10234504395, 10234504394, 10234504390, 673422288, 10234504408, 10234504407, 10234504406, 10234504405, 673422298, 673422303, 673422301, 10234504419, 10234504417, 10234504418, 10234504420, 673422294, 10234504415, 10234504416, 10234504413, 10234504414, 10234504423, 10234504421, 10234504422, 673422295, 10234504410, 10234504409, 10234504412, 10234504411, 673422290, 673422293, 673422292, 10234504400, 673422291]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53207851,"POLYGON ((8.7432286 50.1302975, 8.7432838 50.130158, 8.7437673 50.1302371, 8.7436552 50.1305204, 8.7436691 50.1305228, 8.7436583 50.1305493, 8.7436448 50.1305469, 8.7436281 50.1305889, 8.743642 50.1305915, 8.74363 50.1306175, 8.7436177 50.1306153, 8.7435687 50.1307391, 8.743303 50.1307112, 8.743304 50.1307079, 8.7433186 50.1306502, 8.743363 50.1304746, 8.7434007 50.130325, 8.7432286 50.1302975))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[673422314, 673422317, 673422315, 10234504383, 10234504376, 10234504377, 10234504382, 10234504381, 10234504378, 10234504379, 10234504380, 673422318, 10234504384, 673422316, 10234504372, 10234504373, 673422319, 673422314]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53207852,"POLYGON ((8.7431513 50.1306918, 8.7431232 50.1308014, 8.7433185 50.1308223, 8.7434868 50.1308397, 8.7435274 50.1308446, 8.7435687 50.1307391, 8.743303 50.1307112, 8.743304 50.1307079, 8.7431513 50.1306918))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[673422332, 1831310985, 1831310989, 1831310991, 1831310995, 673422318, 10234504384, 673422316, 673422332]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53217233,"POLYGON ((8.7434201 50.1291173, 8.7435714 50.1288609, 8.7435672 50.1288599, 8.7436058 50.1287944, 8.7436105 50.1287955, 8.7436096 50.1287971, 8.7437992 50.1288431, 8.7437999 50.1288418, 8.7438038 50.1288427, 8.7437648 50.1289088, 8.7437302 50.1289004, 8.7435792 50.1291564, 8.7435508 50.1291495, 8.743545 50.1291594, 8.7434426 50.1291345, 8.7434486 50.1291242, 8.7434201 50.1291173))",,,Wackers Kaffee Rösterei GmbH,,,Frankfurt am Main,14,60386,Salzschlirfer Straße,,,DE,,,https://wackers-kaffee.com/cafes#Roesterei,,,,,,,,,,,commercial,,,,,,,"[673567274, 10234449055, 10234449054, 673567253, 10234449056, 10234449057, 10234449059, 10234449058, 673567290, 673567292, 673567289, 673567276, 10234449053, 10234449050, 10234449051, 10234449052, 673567274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53217241,"POLYGON ((8.7440198 50.1296016, 8.7438542 50.1300199, 8.7440569 50.130053, 8.7442222 50.1296346, 8.7440198 50.1296016))",,,Pneumo Drucklufttechnik GmbH,,,Frankfurt am Main,11,60386,Sontraer Straße,,,DE,,,https://pneumo.de/,,,,,,,,,,,commercial,,,,,,,"[673567376, 673567433, 673567431, 673567392, 673567376]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55298399,"POLYGON ((8.5971052 50.1364051, 8.5969712 50.1364384, 8.5970788 50.136616, 8.5973306 50.1365533, 8.5982653 50.1363204, 8.5981577 50.136143, 8.5974713 50.1363139, 8.5971052 50.1364051))",,,Gebäude 6,,,Frankfurt am Main,7,60488,Guerickestraße,,,,,,,,,,,,,,,,,commercial,5,,,,,,"[10187248072, 10187248080, 10187248081, 10187248086, 10187248082, 10187248083, 10187248071, 10187248072]",,,,,isolated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55984156,"POLYGON ((8.6989897 50.1200353, 8.6992412 50.120246, 8.6994569 50.1201396, 8.6992416 50.1199592, 8.6991757 50.1199917, 8.6991398 50.1199617, 8.6989897 50.1200353))",,,,,,Frankfurt am Main,66,60316,Sandweg,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[702751854, 702751862, 702751866, 702751861, 702751864, 702751860, 702751854]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,58711048,"POLYGON ((8.7559118 50.1266261, 8.7558641 50.126675, 8.7558703 50.1266775, 8.7558042 50.1267453, 8.7561641 50.1268895, 8.7562779 50.1267728, 8.7559118 50.1266261))",,,,,,Frankfurt am Main,7,60386,Ernst-Heinkel-Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[727545573, 10229424123, 10229424124, 727545572, 727545575, 727545574, 727545573]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,58711049,"POLYGON ((8.7554843 50.1270999, 8.7555852 50.127136, 8.7556046 50.1271137, 8.7558056 50.1271855, 8.7559448 50.1270253, 8.7557443 50.1269537, 8.755771 50.126923, 8.7556695 50.1268868, 8.7554843 50.1270999))",,,,,,Frankfurt am Main,5,60386,Ernst-Heinkel-Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[727545563, 727545568, 727545556, 727545566, 727545570, 727545559, 727545571, 727545561, 727545563]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,60598364,"POLYGON ((8.6669021 50.1096102, 8.6670369 50.1096719, 8.6670911 50.1096248, 8.6670934 50.1096225, 8.6670767 50.109601, 8.6670644 50.109595, 8.6670859 50.109577, 8.666988 50.1095311, 8.6669759 50.1095427, 8.6669666 50.1095511, 8.6669021 50.1096102))",brothel,yes,Love Haus,E44,no,Frankfurt am Main,44,60329,Elbestraße,,,DE,,,,no,,,,,,,,,,commercial,,,,,,,"[1696767361, 1696767373, 757415340, 1850416210, 1850416205, 757415760, 1696767357, 1696767342, 1696767344, 1696767351, 1696767361]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,62905950,"POLYGON ((8.6514563 50.0883644, 8.6514927 50.0883511, 8.6514378 50.088289, 8.6514013 50.0883023, 8.6514563 50.0883644))",,,,,,,,,,,,,,kiosk,,,,,,,,,,,,commercial,1,,,,,,"[782829991, 782829948, 782830054, 782830033, 782829991]",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
