element_type,osmid,amenity,denomination,name,religion,wheelchair,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,wikidata,toilets:wheelchair,addr:country,email,fax,phone,service_times,website,wikipedia,alt_name,entrance,name:en,operator,short_name,description,source,note,url,name:bs,building,contact:facebook,name:ru,tourism,level,nodes,alt_name:en,building:levels,building:material,historic,name:fr,name:zh,seamark:landmark:category,seamark:landmark:conspicuity,seamark:landmark:function,seamark:type,wikimedia_commons,architect,architect:wikidata,building:architecture,layer,start_date,name:ko,heritage,heritage:operator,old_name,contact:website,source:addr,wheelchair:description,image,opening_hours,diocese,roof:shape,architect:wikipedia,addr:housename,year_of_construction,building:colour,building:part,roof:colour,roof:levels,building:use,heritage:ref,heritage:website,contact:email,long_name,height,source:height,roof:height,ways,type,addr:street:en,alt_name:ur,name:ur
node,3053294033,place_of_worship,,Höchst Camii,muslim,,POINT (8.5480325 50.1003841),,,,,,,,,,,,http://www.atib-hoechst.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3709836214,place_of_worship,baptist,Biserica Baptista Providenta Frankfurt,christian,,POINT (8.5926886 50.0975398),,,,,,,,,,,,http://www.providenta.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3723374962,place_of_worship,,Sultan-Moschee,muslim,,POINT (8.551391 50.1029256),Frankfurt am Main,,65929,,,,,,,,,,,,,,DITIB - Türkisch Islamische Gemeinde zu Höchst e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4005437510,place_of_worship,catholic,Edith Stein Zentrum,christian,,POINT (8.6351921 50.1792252),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4339094392,place_of_worship,,Masjid Indonesia Frankfurt,muslim,,POINT (8.7023344 50.1034003),,,,,,,,,,,,http://masjid-indonesia.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4609248250,place_of_worship,,Anssar Moschee - Afghanisches Kulturzentrum Maihan e.V.,muslim,,POINT (8.7435659 50.1316784),,95,,Wächtersbacher Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4986221019,place_of_worship,evangelical,Eritreische Gemeinde des ganzen Evangeliums,christian,,POINT (8.7425037 50.1444883),,,,,,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5163575714,place_of_worship,,Löwe von Juda,christian,,POINT (8.6627097 50.1015426),,,,,,,,,,,,https://www.loewevonjuda.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5163577521,place_of_worship,,Islamische Informations- und Serviceleistungen e.V. (IIS),muslim,,POINT (8.6564028 50.1087384),Frankfurt am Main,8,60327,Hohenstaufenstraße,,,DE,,,+49 69 74386825,,https://www.iisev.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5174600295,place_of_worship,,Hassan Moschee - Marrokkanischer Kulturverein e.V.,muslim,,POINT (8.5290622 50.1009003),Frankfurt am Main,25,65929,Silostraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5174668148,place_of_worship,,Mevlana Moschee,muslim,,POINT (8.6482754 50.0886638),Frankfurt am Main,2,60528,Kelsterbacher Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5174676094,place_of_worship,,Pak Dar-ul-Islam - Bangladesch islamisches Zentrum,muslim,,POINT (8.6664354 50.1067773),Frankfurt am Main,55,60329,Münchener Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5174679475,place_of_worship,,Moschee Omar Bin Al-Khattab,muslim,,POINT (8.6667029 50.1068448),Frankfurt am Main,51,60329,Münchener Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5174702142,place_of_worship,muslim,Hamidiye Moschee,muslim,,POINT (8.690846 50.1097955),Frankfurt am Main,3,60311,Hinter der Schönen Aussicht,,,,,+49 69 66968377,+49 69 290024,,,,,,,,,,,,,,,https://www.facebook.com/pages/Hamidiye-Cami/142539215819900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5174859922,place_of_worship,,Gamaat Bismi Allah e. V.,muslim,,POINT (8.7448742 50.1301049),Frankfurt am Main,5,60386,Sontraer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5174867221,place_of_worship,,Al Quds - Bismillah e.V.,muslim,,POINT (8.7381296 50.1336792),Frankfurt am Main,3,60388,Mergenthalerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5174876687,place_of_worship,,Eyüp Sultan Camii,muslim,,POINT (8.7676389 50.1234411),Frankfurt am Main,25,60386,Mittelseestraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5174923392,place_of_worship,,As-Salam-Moschee e.V.,muslim,,POINT (8.6196927 50.163525),Frankfurt am Main,6 C03,60439,Thomas-Mann-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5174931425,place_of_worship,,TUN-Moschee Frankfurt e.V.,muslim,,POINT (8.637262 50.1642635),Frankfurt am Main,22,60439,Oberschelder Weg,,,,info@tun-ev.de,,069-668 81 16 68,,https://www.tun-ev.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5295707621,place_of_worship,orthodox,Serbisch-Orthodoxe Gemeinde,christian,,POINT (8.6212252 50.098795),Frankfurt am Main,,60326,Sondershausenstraße,,,,,,+49 69 36700666,,,,,,,,,,,,,,,,Сербская Православная Церковь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5351909621,place_of_worship,,Tibethaus Deutschland,buddhist,,POINT (8.6510329 50.1151717),Frankfurt am Main,4,60325,Georg-Voigt-Straße,,,,info@tibethaus.com,+49 69.7191 3596,+49 69 7191 3595,Mo-Tu 09:00-12:00; Th-Fr 09:00-12:00,https://www.tibethaus.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5936254991,place_of_worship,,Kirche am Campus (ESG),christian,,POINT (8.6511692 50.1188743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5938710659,place_of_worship,conservative,Budge-Stiftung,jewish,yes,POINT (8.7366922 50.1493259),,,,,,,,info@budge-stiftung.de,+49 69 477164,+49 69 478710,,https://budge-stiftung.de/religioeses-leben.html#gottesdienste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6265745677,place_of_worship,,Evangelische Hoffnungsgemeinde,christian,,POINT (8.6598638 50.1008527),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7165017521,place_of_worship,,Pax&People - Kirche im Europaviertel,christian,yes,POINT (8.6329785 50.1088356),Frankfurt am Main,6-8,60486,Pariser Straße,,,,,,,,https://pax-und-people.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7348773400,place_of_worship,romanian_orthodox,Parohia Ortodoxă Română „Sf. Apostol Bartolomeu“,christian,,POINT (8.631714 50.1132254),,,,,,,,,,,,,,,,Romanian Orthodox Parish „St. Bartholomew the Apostle“,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8493525542,place_of_worship,,Kirchengemeinde Hanmaum,christian,,POINT (8.5843027 50.1280791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8908166120,place_of_worship,nondenominational,Urban Lights Church Frankfurt,christian,limited,POINT (8.6274648 50.1287463),,,,,,,,,,,Su 11:00,https://urbanlights.church/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9142509785,place_of_worship,,,muslim,,POINT (8.5887069 50.0518159),,,,,,,,,,,,,,,,,,,,,,,,prayer room,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9288408912,place_of_worship,,Jamia Masjid Chausia,muslim,,POINT (8.7406691 50.1348468),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9293721421,place_of_worship,roman_catholic,Jesuitenkapelle,christian,,POINT (8.7128811 50.0981815),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9977007454,place_of_worship,tibetan,Buddhismus Zentrum Frankfurt am Main der Karma Kagyü Linie,buddhist,,POINT (8.7081643 50.125963),Frankfurt am Main,17,60385,Saalburgstraße,,,,,,+49 (69) 4691001,Mo 19:00,https://www.diamantweg-buddhismus.de/frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10230525610,place_of_worship,seventh_day_adventist,Adventgemeinde Unterliederbach,christian,,POINT (8.5356753 50.1107434),,,,,,,,,,,,https://adventgemeinde-unterliederbach.adventist.eu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10708338389,place_of_worship,,"Katholische Kirchengemeinde St. Jakobus, ERLEBNIS KIRCHE St. Johannes",,,POINT (8.6087912 50.0816062),,76a,,Am Wiesenhof,,,,,,069 678086576,,https://stjakobus-ffm.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,11018815,place_of_worship,roman_catholic,Kaiserdom St. Bartholomäus,christian,yes,"POLYGON ((8.685208 50.1107815, 8.6852971 50.1107904, 8.6852892 50.110826, 8.6852741 50.1108251, 8.6852717 50.1108349, 8.6852869 50.1108358, 8.6852747 50.1108818, 8.6852616 50.1108801, 8.6852581 50.1108889, 8.6852724 50.1108909, 8.685241 50.1109496, 8.6852489 50.1109582, 8.6852673 50.1109502, 8.685442 50.1109673, 8.6854595 50.1109801, 8.6854688 50.1109754, 8.6854541 50.1109635, 8.6854664 50.1109103, 8.6854924 50.1109126, 8.6854956 50.1109011, 8.6854695 50.1108992, 8.6854792 50.1108565, 8.6855052 50.1108587, 8.6855076 50.1108468, 8.6854818 50.1108449, 8.685493 50.1107961, 8.6855751 50.1108024, 8.6855737 50.1108104, 8.6855801 50.1108158, 8.6856174 50.1108191, 8.6856206 50.1108214, 8.6856357 50.1108225, 8.6856406 50.110821, 8.6856751 50.1108238, 8.6856827 50.1108195, 8.6856845 50.1108121, 8.6857327 50.1108162, 8.685738 50.1108218, 8.6857452 50.1108175, 8.6857998 50.1108217, 8.6858163 50.1108125, 8.6858243 50.1107838, 8.6858157 50.1107657, 8.6858629 50.110743, 8.6858822 50.1107504, 8.6858892 50.1107424, 8.6858698 50.1107349, 8.6858771 50.1106956, 8.6858996 50.1106918, 8.6858965 50.1106839, 8.685876 50.1106876, 8.6858373 50.1106525, 8.6858507 50.1106449, 8.6858562 50.1106122, 8.6858468 50.1106019, 8.6855392 50.1105767, 8.6855438 50.1105471, 8.6855694 50.1105491, 8.6855721 50.1105378, 8.6855469 50.110536, 8.685555 50.1104943, 8.68558 50.1104965, 8.6855825 50.1104841, 8.6855579 50.1104822, 8.6855618 50.1104617, 8.6855677 50.1104321, 8.6855826 50.1104333, 8.685595 50.110427, 8.6855972 50.1104133, 8.6855863 50.1104036, 8.6855957 50.110398, 8.6855878 50.1103918, 8.6855722 50.1103993, 8.685391 50.1103813, 8.6853779 50.1103675, 8.6853666 50.110374, 8.6853772 50.1103827, 8.6853722 50.1104003, 8.6853033 50.1103954, 8.6853053 50.1103854, 8.6852941 50.1103847, 8.6852925 50.1103946, 8.6852883 50.1103943, 8.6852881 50.1103957, 8.6852762 50.110395, 8.6852752 50.1104029, 8.6852874 50.1104034, 8.6852807 50.1104364, 8.6852682 50.1104356, 8.6852671 50.1104437, 8.6852788 50.1104446, 8.6852785 50.110448, 8.6852829 50.1104482, 8.6852736 50.1104959, 8.6852686 50.1104957, 8.6852673 50.1105027, 8.6852035 50.1104976, 8.6852051 50.1104906, 8.6851956 50.11049, 8.6851939 50.1104968, 8.6851319 50.1104913, 8.6851225 50.1104964, 8.6851173 50.1105302, 8.6850833 50.1105273, 8.6850793 50.1105481, 8.6850768 50.110559, 8.6850754 50.1105639, 8.685044 50.1105612, 8.6850409 50.1105777, 8.684881 50.1105647, 8.6848847 50.1105481, 8.6848324 50.1105441, 8.6848262 50.1105774, 8.6848523 50.1105796, 8.6848311 50.1106823, 8.684806 50.1106806, 8.6847993 50.1107129, 8.684843 50.1107159, 8.6848237 50.1107193, 8.6848212 50.1107316, 8.6848317 50.1107366, 8.6848482 50.1107377, 8.6848471 50.1107446, 8.6848294 50.1107432, 8.6848278 50.1107519, 8.6848451 50.110753, 8.684838 50.110794, 8.6848174 50.1107925, 8.6848171 50.110796, 8.6848364 50.1107976, 8.6848364 50.1107992, 8.6848374 50.1108004, 8.6848383 50.1108012, 8.6848394 50.1108017, 8.6848414 50.1108021, 8.68484 50.1108126, 8.6848491 50.110813, 8.6848505 50.1108025, 8.6849091 50.1108076, 8.6849068 50.1108183, 8.6849172 50.1108189, 8.6849199 50.1108092, 8.68495 50.1108113, 8.6849848 50.110814, 8.6849886 50.1107929, 8.6849921 50.1107776, 8.6850024 50.1107786, 8.6850056 50.1107684, 8.6850814 50.1107767, 8.6850841 50.1107679, 8.685208 50.1107815))",Frankfurt am Main,1,60311,Domplatz,Q57341,,,,,,,https://www.dom-frankfurt.de/dom/,de:Kaiserdom St. Bartholomäus,Frankfurter Dom,,Imperial Cathedral of Saint Bartholomew,,,,WSV,,,,cathedral,,Кафедральный собор,attraction,,"[98156872, 1912699598, 9494082354, 9494082352, 9494082353, 9494082355, 9494082351, 9494082349, 9494082350, 9493797507, 1840766383, 1840767055, 1840767052, 1840767056, 1840767058, 1840767057, 98156873, 1840767050, 1840767051, 1840767049, 1840767048, 1840767046, 1840767047, 1840767045, 1840767043, 98156874, 1912699599, 1912699601, 1912699603, 9493807763, 9493807761, 9493807760, 9493807762, 1912699604, 1912699602, 1912699600, 9493807758, 9493807757, 9493807759, 1840766374, 1840766372, 1840766371, 98156875, 1840766369, 1840766368, 1840766366, 1840766365, 1840766362, 1840766361, 1840766364, 1840766357, 1840766356, 1840766355, 1840766354, 98156862, 1840766351, 1912699594, 1912699595, 1912699593, 1912699591, 1912699587, 1912699589, 1912699576, 1912699574, 2848876384, 1840766345, 98156864, 1840766342, 1840766339, 1840766337, 1840766335, 1840766334, 1840766336, 98156866, 1840766331, 1840766332, 1840766333, 9493807756, 9493807754, 9493807753, 9493807752, 9493807750, 9493807751, 861227190, 9493807755, 1912699570, 1912699571, 1912699573, 1912699572, 1840766343, 9493807748, 9493807749, 1840766344, 9493807743, 9493807742, 98156867, 9493807740, 9493807738, 9493807739, 9493807741, 9493807744, 861135269, 9493807746, 9493807745, 4957006354, 3227910875, 9493807747, 861236776, 861227191, 861236781, 861236775, 98156869, 1840766352, 1840766353, 1840766359, 1840766358, 98156871, 1912699596, 9493807729, 9493807730, 9493807731, 9493807735, 9493807734, 9493807732, 4957089449, 9493807736, 9493807737, 9493807723, 9493807722, 9493807718, 9493807717, 9493797515, 9494082345, 9493797516, 9493807719, 9493807720, 9493807721, 1840766373, 9493807727, 9493807725, 9493807724, 9493807726, 1853554680, 1840766375, 6938590164, 9493807728, 9493797514, 1851761140, 1840766370, 4957006356, 98156872]",Frankfurt Cathedral,2,stone,yes,Cathédrale Imperiale St. Barthelémy,法蘭克福主教座堂,tower,conspicuous,church,landmark,Category:Kaiserdom St. Bartholomäus (Frankfurt am Main),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27621329,place_of_worship,protestant,Peterskirche,christian,,"POLYGON ((8.683738 50.11729, 8.6837484 50.1172445, 8.6837368 50.1172341, 8.6837464 50.1172294, 8.6837551 50.1172359, 8.6838488 50.1172453, 8.6838596 50.1172391, 8.6838691 50.1172456, 8.6838482 50.1172577, 8.6838778 50.1172602, 8.6838874 50.1172533, 8.6838958 50.1172587, 8.6838844 50.117267, 8.6838933 50.1172747, 8.6839081 50.1172728, 8.6839104 50.1172807, 8.6838984 50.1172825, 8.6838976 50.1172937, 8.6839985 50.1173035, 8.6839783 50.1173894, 8.6839442 50.1173858, 8.6839267 50.117462, 8.683949 50.1174638, 8.6839458 50.1174764, 8.6839232 50.1174746, 8.6839078 50.1175423, 8.6839303 50.1175441, 8.683928 50.1175566, 8.6839043 50.1175545, 8.6838876 50.1176275, 8.6839098 50.1176298, 8.6839073 50.1176404, 8.6838858 50.1176384, 8.6838846 50.1176433, 8.6838782 50.1176426, 8.683875 50.1176581, 8.6838639 50.1176574, 8.6838611 50.1176637, 8.6838567 50.1176685, 8.6838504 50.1176731, 8.683842 50.1176767, 8.6838336 50.1176785, 8.6838252 50.1176788, 8.6838183 50.1176783, 8.6838144 50.1176894, 8.6837938 50.1176867, 8.6837921 50.1176917, 8.6837854 50.1176911, 8.6837816 50.1177053, 8.6837603 50.1177031, 8.6837586 50.117709, 8.6837876 50.1177121, 8.6837776 50.1177497, 8.6836025 50.1177317, 8.683612 50.1176951, 8.6836363 50.1176968, 8.6836379 50.1176901, 8.6836163 50.1176884, 8.6836197 50.117674, 8.6836126 50.1176734, 8.6836136 50.1176689, 8.6835869 50.1176665, 8.6835893 50.1176553, 8.6836165 50.1176578, 8.6836265 50.1176134, 8.683596 50.1176104, 8.6835984 50.1175989, 8.6836292 50.1176017, 8.6836447 50.1175304, 8.683615 50.1175278, 8.6836176 50.1175161, 8.6836483 50.1175186, 8.6836638 50.1174493, 8.683634 50.117447, 8.6836367 50.1174336, 8.6836658 50.1174358, 8.6836815 50.1173656, 8.6836519 50.1173634, 8.6836548 50.1173511, 8.6836841 50.1173539, 8.6836886 50.1173339, 8.6836641 50.1173237, 8.6836742 50.1173129, 8.6837 50.117323, 8.6837218 50.1173119, 8.683727 50.1172889, 8.683738 50.11729))",Frankfurt am Main,33,60313,Bleichstraße,Q1247627,,,,,,,,de:Peterskirche (Frankfurt am Main),,,,,,,,,,,yes,,,,,"[303331329, 9476991608, 9476991607, 9476991606, 303331331, 303331333, 9476991605, 9476991604, 1842073844, 9476991603, 9476991602, 9476991601, 1842073845, 9476991600, 9476991598, 9476991597, 9476991599, 7178043523, 7178043522, 765748478, 1842073855, 1842073857, 1842073858, 1842073860, 1842073859, 1842073865, 1842073866, 1842073869, 1842073868, 1842073874, 1842073875, 1842073877, 1842073876, 9476991596, 9476991595, 765748521, 303331337, 9476991588, 9476991589, 9476991590, 9476991591, 9476991592, 9476991593, 9476991594, 1842073881, 765748507, 765748497, 303331339, 303331341, 1842073883, 1842073887, 1842073888, 1842073890, 1842073889, 1842073884, 1842073885, 303331343, 9476991609, 9476991610, 9476991611, 9476991612, 1842073882, 1842073878, 1842073879, 1842073873, 1842073872, 1842073870, 1842073871, 1842073864, 1842073862, 1842073861, 303331345, 303331349, 1842073856, 765748490, 765748502, 1842073854, 1842073853, 1842073850, 1842073852, 1842073849, 1842073848, 765748516, 1842073847, 1842073846, 765748469, 303331329]",,,,,,,,,,,,Hans Grisebach;August Dinklage,Q98559;Q761380,neo-gothic,1,1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27769415,place_of_worship,protestant,Nikolaikirche,christian,limited,"POLYGON ((8.6821659 50.1100318, 8.6822178 50.1098811, 8.6824562 50.1099223, 8.6824501 50.1099388, 8.6824633 50.1099412, 8.6824599 50.1099489, 8.6824859 50.1099526, 8.6824894 50.1099452, 8.6825006 50.1099471, 8.682497 50.1099544, 8.6825232 50.1099587, 8.68253 50.109954, 8.6825395 50.1099584, 8.6825326 50.1099632, 8.6825491 50.1099811, 8.6825595 50.1099795, 8.6825625 50.1099861, 8.6825502 50.1099878, 8.6825448 50.1100058, 8.6825561 50.1100117, 8.6825478 50.1100177, 8.6825389 50.1100135, 8.6825128 50.1100211, 8.6824529 50.1100115, 8.6824352 50.1100599, 8.6824309 50.1100691, 8.6821659 50.1100318))",,,,,Q436054,,,,,,,,de:Alte Nikolaikirche,,,,,,,WSV,,,,church,,Церковь святого Николая,attraction,,"[304922029, 304922030, 304922031, 304922032, 9484910126, 9484910125, 1840766314, 1840766311, 1840766312, 1840766316, 304922033, 1840766315, 1840766317, 1840766318, 304922210, 1840766320, 1840766322, 1840766321, 1840766323, 1840766324, 304922034, 1840766325, 304922036, 1852921431, 1852921432, 1840766328, 304922029]",,,,,,聖尼古拉教堂,tower,conspicuous,church,landmark,,,,gothic,,1264,니콜라이 교회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28338612,place_of_worship,protestant,Andreaskirche,christian,,"POLYGON ((8.6702785 50.1509819, 8.6702666 50.1509969, 8.6701926 50.1509728, 8.6702913 50.1508482, 8.670317 50.1508565, 8.6703316 50.150838, 8.6703305 50.1508299, 8.6703389 50.1508199, 8.6703552 50.1508252, 8.670352 50.1508293, 8.6703866 50.1508406, 8.6703896 50.1508368, 8.6704108 50.1508437, 8.6703989 50.1508588, 8.6703948 50.1508575, 8.6703814 50.1508744, 8.6704246 50.1508885, 8.670421 50.1508931, 8.6704485 50.1509021, 8.6704525 50.1508971, 8.6704633 50.1509007, 8.6704596 50.1509054, 8.6704833 50.1509132, 8.6704875 50.1509079, 8.670501 50.1509123, 8.670497 50.1509173, 8.6705239 50.1509261, 8.6705282 50.1509206, 8.6705393 50.1509242, 8.6705351 50.1509294, 8.6705579 50.1509369, 8.6705624 50.1509313, 8.670574 50.1509351, 8.6705697 50.1509405, 8.6705962 50.1509491, 8.6706007 50.1509435, 8.6706382 50.1509557, 8.670634 50.1509609, 8.6707039 50.1509836, 8.6706966 50.1509929, 8.6706883 50.1509902, 8.6706805 50.1510002, 8.6706885 50.1510028, 8.6706831 50.1510096, 8.6706753 50.151007, 8.67067 50.1510138, 8.6706781 50.1510164, 8.6706751 50.1510202, 8.6706672 50.1510176, 8.6706593 50.1510276, 8.6706675 50.1510302, 8.6706638 50.1510349, 8.6706558 50.1510323, 8.6706512 50.151038, 8.67066 50.1510409, 8.6706551 50.1510471, 8.6706465 50.1510443, 8.6706409 50.1510514, 8.6706499 50.1510544, 8.6706404 50.1510663, 8.6706318 50.1510635, 8.670614 50.151086, 8.6705511 50.1510655, 8.6705388 50.1510811, 8.6704847 50.1510636, 8.6704951 50.1510505, 8.670439 50.1510323, 8.6704418 50.1510287, 8.670417 50.1510206, 8.6704138 50.1510246, 8.6704007 50.1510204, 8.6704036 50.1510167, 8.6703776 50.1510082, 8.6703744 50.1510123, 8.6703626 50.1510085, 8.6703656 50.1510047, 8.6703422 50.1509971, 8.6703388 50.1510013, 8.6703285 50.150998, 8.6703316 50.1509941, 8.6703018 50.1509844, 8.6702986 50.1509885, 8.6702785 50.1509819))",Frankfurt am Main,2,60433,Kirchhainer Straße,Q15728218,,,,,,,,,,,,,,,,,,,yes,,,,,"[311223268, 311223273, 311223279, 311223280, 9477314036, 9477314035, 9477314034, 9477314033, 9477314032, 9477314031, 9477314030, 9477314028, 9477314027, 9477314029, 311223277, 311223275, 9477314041, 9477314042, 9477313984, 9477313970, 9477313969, 9477313983, 9477313982, 9477313972, 9477313971, 9477313981, 9477313980, 9477313974, 9477313973, 9477313979, 9477313978, 9477313976, 9477313975, 9477313977, 9477314040, 9477314038, 9477314037, 9477314039, 311223274, 9477314025, 9477314026, 9477314015, 9477314013, 9477314014, 9477314016, 9477314017, 9477314011, 9477314012, 9477314018, 9477314019, 9477314009, 9477314010, 9477314020, 9477314021, 9477314007, 9477314008, 9477314022, 9477314023, 9477314006, 9477314005, 9477314024, 311223270, 9477314003, 9477313999, 9477314000, 9477314002, 9477314001, 9477314004, 9477313991, 9477313989, 9477313990, 9477313992, 9477313993, 9477313987, 9477313988, 9477313994, 9477313995, 9477313985, 9477313986, 9477313996, 9477313998, 9477313997, 311223268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
