element_type,osmid,barrier,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,contact:email,contact:fax,contact:phone,contact:website,isced:level,name,operator,operator:type,ref,wheelchair,alt_name,wikidata,addr:country,preschool,school:type,description,email,office,opening_hours,phone,website,grades,after_school,min_age,note,isced,nodes,name:etymology:wikidata,toilets:wheelchair,wikipedia,start_date,landuse,area,fence,name:en,religion,loc_name,short_name,wikipedia:de,addr:housename,building,building:levels,roof:levels,ref:AEFE,old_name,construction,wheelchair:description,alt,roof:shape,capacity,fee,image,name:fr,name:de,name:etymology,ways,type
way,145977280,,"POLYGON ((8.6429798 50.1039607, 8.6418827 50.1035177, 8.6418191 50.103596, 8.6416866 50.1037422, 8.6416213 50.1038142, 8.6415712 50.103869, 8.6420934 50.1040352, 8.6418918 50.1045099, 8.6424722 50.1045713, 8.6428729 50.1040817, 8.642961 50.1039851, 8.6429798 50.1039607))",Frankfurt am Main,25,60326,Hufnagelstraße,school,poststelle.guenderrodeschule@stadt-frankfurt.de,+49 69 21239092,+49 69 21233086,http://guenderrode.frankfurt.schule.hessen.de/,1,Günderrodeschule,Stadt Frankfurt am Main,public,3121,,,,,,,,,,,,,,,,,,"[1592877366, 1004185538, 1592877352, 1593527418, 1004185462, 1592877353, 1592877377, 1592877390, 1592877392, 1592877383, 1592877368, 1592877366]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,146395317,,"POLYGON ((8.6375385 50.1058267, 8.6388478 50.1058949, 8.6388697 50.1056588, 8.6384243 50.1053661, 8.6384433 50.1052844, 8.6376977 50.1052127, 8.6375385 50.1058267))",Frankfurt am Main,47,60326,Idsteiner Straße,school,poststelle.hellerhofschule@stadt-frankfurt.de,+49 69 212 35211,+49 69 21235301,https://hellerhofschule.de/,1,Hellerhofschule,Stadt Frankfurt am Main,public,3160,,,,DE,,,,,,,,,,,,,,"[1596680590, 1596680632, 1596680540, 9531052971, 1596680465, 1596680454, 1596680590]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149539963,,"POLYGON ((8.7005536 50.1259629, 8.700563 50.1259576, 8.7005781 50.125954, 8.7005929 50.1259529, 8.7006079 50.1259542, 8.7012846 50.1263727, 8.7012989 50.1263865, 8.701303 50.1263946, 8.701308 50.1264077, 8.701308 50.1264213, 8.7013022 50.1264332, 8.7012938 50.1264441, 8.7007393 50.1269278, 8.6998959 50.1265246, 8.7005417 50.1259723, 8.7005536 50.1259629))",Frankfurt am Main,59,60389,Burgstraße,school,poststelle.comeniusschule@stadt-frankfurt.de,+49 69 21236612,+49 69 21233484,http://www.comeniusschule-frankfurt.de/,1,Comeniusschule,,public,3173,no,,,DE,,,,,,,,,,,,,,"[1625069743, 9822690027, 9822690026, 9822690025, 1625069750, 1625069801, 9822690021, 9822690022, 9822690023, 9822690024, 1625069821, 1625069842, 1625070015, 1625069861, 1625069753, 1625069743]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149540115,,"POLYGON ((8.6974119 50.1291138, 8.6974144 50.128814, 8.6974147 50.1287851, 8.6974164 50.1286141, 8.6974164 50.128563, 8.6974169 50.1285218, 8.6971363 50.1284723, 8.6969972 50.1284482, 8.6966398 50.1283855, 8.6965404 50.128368, 8.6965084 50.128444, 8.6964922 50.1284826, 8.6963901 50.1287242, 8.6963537 50.1288095, 8.6962839 50.1289748, 8.6973235 50.1291572, 8.6973417 50.1291583, 8.6973571 50.1291574, 8.6973729 50.1291536, 8.6973866 50.1291474, 8.697398 50.1291398, 8.6974052 50.129132, 8.6974096 50.1291252, 8.6974119 50.1291138))",Frankfurt am Main,38,60389,Rohrbachstraße,school,poststelle.hans-boeckler-schule@stadt-frankfurt.de,+49 69 21240530,+49 69 21234447,https://www.hans-boeckler-schule.eu/,3B,Hans-Böckler-Schule,Stadt Frankfurt am Main,public,6263,,,,DE,,,,,,,,,,,,,,"[1625070576, 9823151258, 1037750007, 9823151253, 1037748892, 1625070441, 1037748879, 9823151251, 1037749608, 313288215, 1037750097, 1037749970, 1037748714, 1037749133, 1625070559, 1625070577, 9823151268, 9823151267, 9823151266, 9823151265, 9823151264, 9823151263, 9823151262, 1625070576]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150667787,,"POLYGON ((8.7084999 50.1190187, 8.707937 50.119441, 8.7079036 50.1194245, 8.7074042 50.1191762, 8.7073015 50.119264, 8.707166 50.1193777, 8.7071415 50.1193985, 8.7070586 50.119358, 8.7067197 50.1191903, 8.70671 50.1191782, 8.7067063 50.1191668, 8.7067086 50.1191552, 8.7067153 50.1191429, 8.7069192 50.1189741, 8.7072341 50.1187075, 8.7074708 50.1185106, 8.7074858 50.1185032, 8.7075042 50.1184984, 8.707526 50.1184969, 8.7075425 50.1184984, 8.7075602 50.1185023, 8.7081693 50.1188369, 8.7084999 50.1190187))",Frankfurt am Main,57-59,60385,Habsburgerallee,school,verwaltung@helmholtzschule-frankfurt.de,+49 69 212 32974,+49 69 212 35284,https://www.helmholtzschule-frankfurt.de/,2A;3A,Helmholtzschule,Stadt Frankfurt am Main,public,5108,no,,Q1603256,,,,,,,,,,,,,,,"[1635578091, 1635578177, 10181070348, 1635578115, 1045038648, 1045038596, 1635578147, 6015193523, 1635578119, 10181070374, 10181070375, 10181070376, 10181070377, 6015193527, 6015193541, 1635578046, 10181070381, 10181070380, 10181070379, 10181070378, 10181070382, 6015193534, 1635578091]",,,de:Helmholtzschule,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151086816,,"POLYGON ((8.6996828 50.1104098, 8.6986868 50.1100832, 8.6985468 50.1100376, 8.6984502 50.1101626, 8.6981592 50.1100674, 8.6980179 50.1100223, 8.6980099 50.1100322, 8.6979324 50.1101285, 8.6977991 50.1102771, 8.6977719 50.110344, 8.6977354 50.1104335, 8.6980479 50.1104869, 8.6985073 50.1105952, 8.698575 50.110611, 8.6989594 50.1107021, 8.6988918 50.1107463, 8.6990256 50.1108033, 8.6994837 50.1105029, 8.6995227 50.1105157, 8.6996828 50.1104098))",Frankfurt am Main,5,60314,Paul-Arnsberg-Platz,school,info@bethmannschule.de,+49 69 21230730,+49 69 21233065,www.bethmannschule.de/,3B,Bethmannschule,,public,6262,,,Q84600064,,,,,,,,,,,,,,,"[1639143573, 9237980055, 1639143506, 1639143515, 1639143501, 1639143499, 9841467343, 9841467357, 1639143541, 1639143549, 1639143595, 9237980054, 1639143638, 1639143642, 1639143658, 1639143666, 1639143675, 1639143618, 1639143627, 1639143573]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151086926,,"POLYGON ((8.6989136 50.1115454, 8.6980606 50.1113736, 8.6979355 50.1116265, 8.6978109 50.111609, 8.697577 50.1115773, 8.6975669 50.1115755, 8.6975601 50.1115985, 8.6975308 50.1116975, 8.6975169 50.1117445, 8.6974891 50.1118383, 8.6974562 50.1119496, 8.6974474 50.1119791, 8.6974466 50.1119796, 8.6974374 50.1120152, 8.6973079 50.1124506, 8.6975433 50.11248, 8.6974763 50.1127153, 8.6977767 50.112756, 8.6977449 50.1128531, 8.6977178 50.1129362, 8.6976993 50.1129931, 8.6976704 50.1130816, 8.6976676 50.1130903, 8.6984251 50.1130093, 8.6985009 50.1127624, 8.6985976 50.1124471, 8.6988115 50.1117502, 8.6989136 50.1115454))",Frankfurt am Main,35,60314,Ostendstraße,school,poststelle.uhlandschule@stadt-frankfurt.de,+49 69 21231652,+49 69 21233530,http://www.uhlandschule-frankfurt.com/,1,Uhlandschule,Stadt Frankfurt am Main,public,3174,,,,,,,,,,,,,,,,,,"[1639295000, 1639294967, 1639295019, 9817951247, 9817951250, 1639295010, 9817951227, 9817951230, 9817951232, 9817951233, 9817930197, 9817930196, 9817930195, 9817930194, 1639295085, 1639295104, 989096658, 989096781, 989097063, 9817951313, 9817951319, 9817951324, 989096809, 1639295122, 9817951412, 9817951415, 9817951532, 1639295000]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151266078,,"POLYGON ((8.712508 50.1197481, 8.7122249 50.1196073, 8.7122048 50.1195993, 8.712186 50.1195946, 8.7121619 50.119592, 8.7121398 50.1195944, 8.7121196 50.1195978, 8.7121039 50.119603, 8.7113038 50.1202016, 8.7112955 50.1202146, 8.7112925 50.120223, 8.7112932 50.1202335, 8.7112959 50.1202442, 8.7113029 50.1202554, 8.7113133 50.1202653, 8.7113331 50.1202767, 8.711585 50.1204025, 8.7117296 50.1202821, 8.7117754 50.1202446, 8.7118159 50.1202544, 8.712008 50.1203012, 8.7123979 50.1204937, 8.7127641 50.1201985, 8.7123788 50.1200067, 8.712352 50.1199819, 8.7122948 50.119929, 8.7123275 50.1199013, 8.712508 50.1197481))",Frankfurt am Main,1-3,60385,Luxemburgerallee,school,poststelle.brueder-grimm-schule@stadt-frankfurt.de,+49 69 21235164,+49 69 21235277,https://www.brueder-grimm-schule-ffm.de/,2A,Brüder-Grimm-Schule,,public,5002,no,,,,,,,,,,,,,,,,,"[1640848731, 10183999241, 10183999236, 10183999237, 10183999238, 10183999239, 10183999240, 1640848728, 1640848733, 10183999249, 10183999244, 10183999245, 10183999246, 10183999247, 10183999248, 10183999250, 9956898033, 10183972415, 10183999251, 10183999217, 10183999243, 1640848736, 1640848734, 10183999242, 10183999233, 1640848732, 10183999235, 1640848731]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151266079,,"POLYGON ((8.7120492 50.1181853, 8.711745 50.1184386, 8.711546 50.1183315, 8.7110586 50.1186892, 8.7117703 50.1190867, 8.7117914 50.1190941, 8.7118132 50.1190986, 8.711837 50.1190974, 8.7118571 50.1190935, 8.7118702 50.1190896, 8.7118859 50.1190807, 8.7126546 50.1185078, 8.7125329 50.1184398, 8.7123187 50.1183211, 8.7120492 50.1181853))",Frankfurt am Main,24,60385,Luxemburgerallee,school,poststelle.dahlmannschule@stadt-frankfurt.de,+49 69 21231190,+49 69 21235278,http://www.dahlmannschule-frankfurt.de/,1,Dahlmannschule,Stadt Frankfurt am Main,public,3135,,,,DE,,,,,,,,,,,,,,"[3797175364, 1640848691, 1640848687, 1640848713, 1640848726, 10181223868, 9231269905, 10181223867, 10181223866, 10181223865, 9231269906, 3797175387, 3797175384, 3797175379, 3797175364]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151631711,,"POLYGON ((8.706363 50.1236451, 8.7063237 50.1236178, 8.7060208 50.1234064, 8.705976 50.1233788, 8.7058696 50.1233134, 8.7056803 50.1234288, 8.7056121 50.1234694, 8.7054937 50.1235421, 8.7053772 50.1236125, 8.7052997 50.1236597, 8.7052456 50.1236928, 8.7051499 50.1237513, 8.7050614 50.1238055, 8.7052093 50.1238979, 8.705083 50.1239791, 8.7049839 50.1240434, 8.7051143 50.1241226, 8.7052399 50.1240419, 8.7053416 50.1239768, 8.7055367 50.1241177, 8.7055698 50.1240998, 8.7056765 50.1240388, 8.7056944 50.1240285, 8.7057572 50.1239929, 8.7059746 50.1238668, 8.706091 50.1238013, 8.706363 50.1236451))",Frankfurt am Main,44,60385,Arnsburger Straße,school,poststelle.stauffenbergschule@stadt-frankfurt.de,+49 69 21240518,+49 69 21248340,https://www.stauffenbergschule-frankfurt.de/,3B,Stauffenbergschule,Stadt Frankfurt am Main,public,6264,limited,,,DE,,,,,,,,,,,,,,"[1644661467, 1644661451, 1644661339, 9818701722, 1644661292, 9818701729, 1644661378, 1644661421, 1073441647, 1073441686, 9818701727, 9818701725, 1644661525, 1644661572, 1239648999, 1239649012, 1239649009, 1239649013, 1644661597, 1644661669, 1272403666, 1272404379, 9818701673, 9818701666, 9818701665, 9818701661, 1644661467]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,152071330,,"POLYGON ((8.7119494 50.1278012, 8.712985 50.1278255, 8.713113 50.1278275, 8.7131074 50.1272926, 8.7117227 50.1272603, 8.7117078 50.1275216, 8.7117066 50.1275588, 8.7119673 50.1275649, 8.7119494 50.1278012))",Frankfurt am Main,24,60385,Andreaestraße,school,poststelle.wilhelm-merton-schule@stadt-frankfurt.de,+49 69 21246809,+49 69 21246810,https://www.wilhelm-merton-schule.de/,3B,Wilhelm-Merton-Schule,Stadt Frankfurt am Main,public,6363,yes,,,DE,,,,,,,,,,,,,,"[1649028879, 10006541563, 1649028894, 1649028227, 1649028174, 10006541561, 1649028507, 1649028526, 1649028879]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,152072042,,"POLYGON ((8.7120218 50.1277498, 8.71218 50.1277533, 8.7121803 50.1277475, 8.712321 50.1277506, 8.7123206 50.1277564, 8.7123425 50.1277569, 8.7123426 50.1277545, 8.7124751 50.1277574, 8.712475 50.1277598, 8.7124908 50.1277602, 8.7124911 50.1277547, 8.7126303 50.1277578, 8.71263 50.1277633, 8.7127872 50.1277668, 8.7127879 50.1277545, 8.7127807 50.1277544, 8.7127836 50.1276999, 8.712791 50.1277001, 8.7127935 50.1276542, 8.7127864 50.127654, 8.7127893 50.1276001, 8.7127966 50.1276003, 8.7127971 50.1275905, 8.7126377 50.1275869, 8.7126371 50.1275969, 8.7126421 50.127597, 8.7126416 50.1276075, 8.7126255 50.1276071, 8.7126302 50.12752, 8.7126862 50.1275212, 8.7126936 50.1273854, 8.7121576 50.1273734, 8.7121503 50.127509, 8.7122068 50.1275102, 8.7122021 50.1275974, 8.7121877 50.1275971, 8.7121883 50.1275867, 8.7121921 50.1275868, 8.7121926 50.1275772, 8.7120326 50.1275736, 8.7120319 50.1275855, 8.7120385 50.1275857, 8.7120358 50.1276351, 8.7120287 50.1276349, 8.7120261 50.1276833, 8.7120327 50.1276834, 8.7120299 50.1277354, 8.7120226 50.1277353, 8.7120218 50.1277498))",Frankfurt am Main,24,60385,Andreaestraße,school,,,,,,Wilhelm-Merton-Schule,,,,yes,,,DE,,,,,,,,,,,,,,"[1649028807, 10186846489, 10186846488, 10186846487, 10186846490, 10186846491, 10186846486, 10186846485, 10186846492, 10186846493, 10186846484, 10186846483, 10186846494, 1649028816, 10186846482, 10186846475, 10186846476, 10186846481, 10186846480, 10186846477, 10186846478, 10186846479, 1649028517, 10186846510, 10186846509, 10186846507, 10186846508, 1649028514, 1649028380, 1649028385, 1649028264, 1649028256, 1649028370, 1649028373, 10186846506, 10186846503, 10186846504, 10186846505, 1649028485, 1649028474, 10186846499, 10186846497, 10186846498, 10186846500, 10186846501, 10186846496, 10186846495, 10186846502, 1649028807]",,,,,,,,,,,,,,school,3,1,,,,,,hipped,,,,,,,,
way,152072682,,"POLYGON ((8.7116301 50.1279011, 8.7114732 50.1285539, 8.7115148 50.1285625, 8.7117045 50.1286043, 8.7120703 50.1286853, 8.7121837 50.1284318, 8.7121904 50.1284331, 8.7124901 50.1284902, 8.7125053 50.1284035, 8.7125008 50.1283617, 8.7126308 50.1280932, 8.712636 50.1280853, 8.7126715 50.1280924, 8.7127148 50.1280036, 8.7127545 50.1279286, 8.7122541 50.1279166, 8.7118342 50.1279058, 8.7118104 50.1279051, 8.711686 50.1279034, 8.7116529 50.1279019, 8.7116301 50.1279011))",Frankfurt am Main,268,60385,Berger Straße,school,poststelle.kirchnerschule@stadt-frankfurt.de,+49 69 21237603,+49 69 21235293,https://www.kirchnerschule-frankfurt.de/,1,Kirchnerschule,Stadt Frankfurt am Main,public,3161,no,,,DE,,,,,,,,,,,,,,"[1649028966, 1649029545, 1649029584, 4036400220, 1649029601, 10186798551, 1785633047, 1649029399, 1649029461, 4048982729, 4048982727, 10186798548, 4048982726, 1278424816, 1649028980, 4048982717, 4048982716, 4048982715, 4048982714, 4048982713, 1649028966]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154751110,,"POLYGON ((8.6237889 50.1135321, 8.6256162 50.1134279, 8.6256876 50.1134143, 8.6257379 50.1132484, 8.6257077 50.1127953, 8.624321 50.1129131, 8.624351 50.113188, 8.6237514 50.113203, 8.6238292 50.1134277, 8.6237889 50.1135321))",Frankfurt am Main,11,60486,Leonardo-da-Vinci-Allee,school,poststelle.viktoria-luise-schule@stadt-frankfurt.de,+49 69 21277317,+49 69 21277306,https://viktoria-luise-schule.de/,1,Viktoria-Luise-Schule,Stadt Frankfurt am Main,public,,,,,,,,,,,,,,,,,,,"[1672432263, 3052204773, 1672432229, 10006020830, 1672432021, 1672432053, 1672432174, 1672432202, 10006020829, 1672432263]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,155152208,,"POLYGON ((8.6120736 50.1282721, 8.6113899 50.1279165, 8.6104875 50.1286296, 8.6106207 50.1286988, 8.6104387 50.1288427, 8.6109893 50.129129, 8.6120736 50.1282721))",Frankfurt am Main,29,60489,Niddagaustraße,school,poststelle.michael-ende-schule@stadt-frankfurt.de,+49 69 21244371,+49 69 21244197,http://www.michael-ende-schule.net/,2A,Michael-Ende-Schule,Stadt Frankfurt,public,4288,,,,,,,,,,,,,,,,,,"[1675774960, 1675774955, 1675774974, 1675774980, 1675774992, 1675775103, 1675774960]",,,,,,,,,,,,,,,,,,Arndtschule,,,,,,,,,,,,
way,155463240,,"POLYGON ((8.6103699 50.0983521, 8.6084826 50.0981703, 8.6082211 50.098989, 8.6101801 50.0990128, 8.6103699 50.0983521))",Frankfurt am Main,18a,65933,Kiefernstraße,school,poststelle.berthold-otto-schule@stadt-frankfurt.de,+49 69 21242626,+49 69 21233901,https://berthold-otto.frankfurt.schule.hessen.de/,1,Berthold-Otto-Schule,,public,3129,no,,,,,elementary,,,,,,,,,,,,"[1678572031, 60474471, 60474473, 60474476, 1678572031]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156176806,,"POLYGON ((8.5957235 50.1290903, 8.5944213 50.1294199, 8.5948221 50.1300674, 8.5962734 50.1297998, 8.5962572 50.1297634, 8.5959627 50.1294904, 8.5957235 50.1290903))",Frankfurt am Main,134-142,60489,Eschborner Landstraße,school,office@m-school.de,+49 69 968640520,+49 69 96864050,https://www.m-school.de/,2A,Metropolitan School Frankfurt,Metropolitan School Frankfurt gGmbH,private,4382,yes,,Q1750289,,,,,,,,,,,,,,,"[1684587723, 1684587724, 1684587727, 2647637378, 1031556300, 1031553456, 1684587723]",,yes,de:Metropolitan School Frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156230367,,"POLYGON ((8.5488023 50.1082344, 8.5494026 50.10869, 8.5497443 50.1083052, 8.550021 50.1081514, 8.5502098 50.1080691, 8.549869 50.1073773, 8.5497521 50.1074334, 8.549664 50.1075044, 8.5493167 50.1077916, 8.5488023 50.1082344))",Frankfurt am Main,1,65929,Gerlachstraße,school,poststelle@robert-blum-schule.frankfurt.schulverwaltung.hessen.de,+49 69 21245618,+49 69 21245558,http://robert-blum.frankfurt.schule.hessen.de/,1,Robert-Blum-Schule,Stadt Frankfurt am Main,public,3106,,,,,,,,,,,,,,,,,,"[1684978609, 1684978743, 1684978622, 677528179, 677528191, 1684978396, 1684978369, 677528155, 677528147, 1684978609]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156816097,,"POLYGON ((8.684763 50.119855, 8.6845358 50.1198546, 8.6845432 50.1195583, 8.6847662 50.1195625, 8.6847664 50.1195927, 8.6847626 50.1198439, 8.684763 50.119855))",Frankfurt am Main,20a,60318,Eschenheimer Anlage,school,Alois-Eckert-Schule@jj-ev.de,+49 69 59790150,+49 69 5962716,https://alois-eckert-schule.jj-ev.de/,1;2A,Alois-Eckert-Schule,,private,4771,,,,,,special,,,,,,,,,,,,"[1690488115, 1690488114, 1690488110, 1690488111, 9809066986, 9809066985, 1690488115]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156816099,,"POLYGON ((8.6919169 50.1163839, 8.6916715 50.1165119, 8.6919465 50.1167335, 8.6919981 50.1167745, 8.691647 50.1169648, 8.691582 50.1169121, 8.690988 50.1172059, 8.6906343 50.1169156, 8.6904239 50.1167429, 8.6916365 50.1161524, 8.6919169 50.1163839))",Frankfurt am Main,32,60313,Seilerstraße,school,poststelle.julius-leber-schule@stadt-frankfurt.de,+49 69 21250519,+49 69 21234408,http://www.julius-leber-schule.de/,3B,Julius-Leber-Schule,Stadt Frankfurt am Main,public,6261,,,,DE,,,,,,,,,,,,,,"[1690488109, 30800909, 1652652238, 30800910, 30800911, 304981302, 30800912, 5003771165, 304981303, 1690488108, 1690488109]",,,,,,,,,,,JLS,,,,,,,,,,,,,,,,,,,
way,158020313,,"POLYGON ((8.6078426 50.0917926, 8.6083814 50.0917837, 8.6083888 50.0918811, 8.6084673 50.0918793, 8.6084691 50.0919586, 8.6087516 50.0919539, 8.608759 50.0922383, 8.608411 50.0922416, 8.6084112 50.0923394, 8.6078326 50.0923479, 8.6078426 50.0917926))",Frankfurt am Main,25,65933,Linkstraße,school,griechische-schule-frankfurt@t-online.de,+49 69 38010242,+49 69 38010241,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/griechische-schule,1-3,Griechische Schule,,private,,,,,DE,,,,,,,,,1-12,,,,,"[1157874751, 1702575982, 1702575998, 1702575995, 1702576006, 1702576005, 9487824815, 1702576033, 9487824816, 1702576036, 1157874751]",,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,
way,158183565,,"POLYGON ((8.6055244 50.0909575, 8.6055046 50.0912503, 8.6055016 50.0913766, 8.6056303 50.0913779, 8.605629 50.0913918, 8.6058024 50.0913949, 8.6058016 50.091413, 8.6057984 50.0914806, 8.6063517 50.0914921, 8.6063595 50.0913371, 8.6061567 50.0913329, 8.6061816 50.0908407, 8.6057084 50.0908309, 8.6057018 50.0909612, 8.6055244 50.0909575))",Frankfurt am Main,3-5,65933,Jungmannstraße,school,poststelle@boehleschule.frankfurt.schulverwaltung.hessen.de,+49 69 21242709,+49 69 21242670,http://boehle.frankfurt.schule.hessen.de/,1,Boehleschule,,public,3167,no,,,,,,,,,,,,,,,,,"[1704134105, 1159624508, 1159624148, 1159623896, 1159625368, 1159625640, 1159625527, 1704134116, 1704134117, 1704134108, 1704134107, 1704134103, 1704134101, 1704134106, 1704134105]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,158186374,,"POLYGON ((8.5984448 50.0910914, 8.5991145 50.0912067, 8.5988217 50.0918763, 8.5984622 50.0918, 8.5986478 50.0913741, 8.5983521 50.0913183, 8.5984448 50.0910914))",,,,,school,frankfurt-griesheim@ludwig-fresenius.de,,+49 69 3803340,https://www.ludwig-fresenius.de/schulstandorte/frankfurt-main/,3B,PTA-Lehranstalt Frankfurt,,private,,,,,,,,,,,,,,,,,,,"[1704161357, 1704161360, 1704161406, 1704161401, 1704161372, 1704161369, 1704161357]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,160177649,,"POLYGON ((8.5271871 50.1092154, 8.5267016 50.1095515, 8.5261644 50.1098246, 8.5263872 50.1100146, 8.527064 50.1097113, 8.5272928 50.1098978, 8.527878 50.1095687, 8.5282188 50.1093237, 8.5279867 50.109196, 8.5276549 50.1094546, 8.5271871 50.1092154))",Frankfurt am Main,8,65929,Schmalkaldener Straße,school,poststelle.karl-von-ibell-schule@stadt-frankfurt.de,+49 69 21245165,+49 69 21245164,https://karl-von-ibell-schule.de/,1,Karl-von-Ibell-Schule,Stadt Frankfurt am Main,public,3116,,,,,,,,,,,,,,,,,,"[1202150627, 2152308597, 1722435360, 2152308677, 256118358, 256118360, 256118361, 9986200888, 9986200887, 1202148279, 1202150627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,161700712,,"POLYGON ((8.57845 50.1033652, 8.578215 50.1036929, 8.578777 50.103878, 8.5783146 50.104481, 8.5767979 50.1043913, 8.5767908 50.1041919, 8.5769452 50.1039791, 8.5772029 50.1035977, 8.5769755 50.1035243, 8.5771356 50.1033201, 8.5768124 50.1032307, 8.5771038 50.1029883, 8.5771753 50.1029621, 8.5772596 50.1029818, 8.57845 50.1033652))",Frankfurt am Main,3,65934,Werner-Bockelmann-Straße,school,poststelle.panoramaschule@stadt-frankfurt.de,+49 69 21271049,+49 69 21271008,http://www.panoramaschule-frankfurt.de/,1;2A,Panoramaschule,Stadt Frankfurt am Main,public,4388,yes,,,,,,,,,,,,,,,,,"[1736605393, 1736605430, 1736605432, 1736605591, 1736605530, 3979840184, 2820023581, 2820023580, 1141134488, 1141134638, 9994444875, 1736605381, 1736605375, 1736605378, 1736605393]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,163266375,,"POLYGON ((8.5661689 50.1012024, 8.566747 50.1014503, 8.5659394 50.1022109, 8.5657907 50.1022392, 8.5655981 50.1017374, 8.5661689 50.1012024))",Frankfurt am Main,2,65934,Oeserstraße,school,poststelle.niddaschule@stadt-frankfurt.de,,+49 69 21245557,https://niddaschule-frankfurt.de/,1,Niddaschule,Stadt Frankfurt am Main,public,3103,,,,,,,,,,,,,,,,,,"[1831815156, 304847603, 304847605, 1750012492, 1750012431, 1831815156]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,164703339,,"POLYGON ((8.6273445 50.179651, 8.6251344 50.1790122, 8.6252622 50.178821, 8.6254528 50.1785358, 8.6255821 50.1785757, 8.6257959 50.1782761, 8.6274581 50.178747, 8.6276668 50.1788093, 8.6277421 50.1789781, 8.6275891 50.1791441, 8.6273214 50.1795235, 8.6274318 50.1795555, 8.6273445 50.179651))",Frankfurt am Main,2,60438,Friedrich-Dessauer-Straße,school,poststelle.gymnasium-riedberg@stadt-frankfurt.de,+49 69 21244755,+49 69 21244001,https://www.gymnasium-riedberg.de/,2A;3A,Gymnasium Riedberg,Stadt Frankfurt am Main,public,4387,yes,,,,,,,,,,,,,,,,,"[1763189277, 1763189273, 9698455247, 2431372301, 2431372305, 1763189279, 1763189275, 2431372307, 1793107160, 1793107164, 1793107187, 2431372313, 1763189277]",,,,,,,,,,,GRB,,,,,,,,,,,,,,,,,,,
way,166457152,,"POLYGON ((8.6503311 50.0892527, 8.6510297 50.0893257, 8.6510934 50.0891098, 8.6512171 50.0891133, 8.6512589 50.0891133, 8.6512666 50.0889244, 8.6515365 50.088815, 8.6513462 50.088615, 8.651191 50.0885791, 8.6504053 50.0885835, 8.6503689 50.0888854, 8.6503311 50.0892527))",Frankfurt am Main,60-62,60528,Niederräder Landstraße,school,info@frauenhofschule.de,+49 69 21232711,+49 69 21233059,https://www.frauenhofschule.de/,1,Frauenhofschule,Stadt Frankfurt am Main,public,3170,no,,,,,,,,,,,,,,,,,"[1779056820, 1779056823, 1779056815, 1779056817, 1779056818, 1779056811, 1779056810, 1779056809, 1352818481, 1352818491, 1352818734, 1779056820]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
