element_type,osmid,geometry,amenity,wheelchair,brand,brand:wikidata,brand:wikipedia,check_date,name,operator,ref,website,fee,source,layer,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,shop,note,check_date:opening_hours,opening_hours,addr:suburb,level,survey:date,nodes,building,building:levels,roof:levels,roof:shape,unimainz:buildingId,phone,short_name,wikidata,wikimedia_commons,wikipedia,opening_hours:signed,toilets,smoking,building:material,height,branch,roof:colour,email,alt_name,company,office,leisure,not:brand:wikidata,description,official_name,source:geometry,healthcare,healthcare:speciality,opening_hours:covid19,toilets:wheelchair,cuisine,takeaway,contact:phone,contact:website,url,nohousenumber,gambling,building:colour,craft,source:position,note:de,start_date,addr:housename,second_hand,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:inspection,noaddress,outdoor_seating,diet:vegan,diet:vegetarian,roof:material,source_date,atm,source:date,social_facility:for,trade,delivery,drive_through,fax,disused:amenity,cafe,fuel:diesel,fuel:octane_95,fuel:octane_98,contact:fax,fixme,housename,seasonal,commercial,location,construction,opening_date,roof:type,ways,type
way,235295206,"POLYGON ((8.170901 49.9833636, 8.1709379 49.9832704, 8.1706604 49.983225, 8.1706235 49.9833182, 8.170901 49.9833636))",fuel,,Total,Q154037,fr:Total (entreprise),,Total,,,,,bing,,Mainz,DE,26,55126,Flugplatzstraße,,,,Mo-Fr 06:00-22:00; Sa 07:00-22:00; Su 08:00-22:00,,,,"[2433765826, 2433765818, 2433765811, 2433765824, 2433765826]",commercial,,,,,+49 6131 40805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235363922,"POLYGON ((8.1726885 49.9850597, 8.1725956 49.9850942, 8.1725425 49.9850351, 8.1726355 49.9850006, 8.1726885 49.9850597))",,,,,,,,,,,,bing,,,,,,,,,,,,,,"[2434312216, 2434312225, 2434312210, 2434312203, 2434312216]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236011580,"POLYGON ((8.2374841 49.9691116, 8.2375176 49.9689813, 8.2375303 49.9689321, 8.2376793 49.9689479, 8.2376332 49.9691275, 8.2374841 49.9691116))",,,,,,,,,,,,,,,,,,,,,,,,,,"[2440860515, 10196503541, 1414757108, 1414757107, 1414757117, 2440860515]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236704652,"POLYGON ((8.2680871 49.9982796, 8.2681169 49.9982779, 8.2681466 49.9982762, 8.2682915 49.9983608, 8.2684055 49.9984361, 8.2683208 49.9984962, 8.2683079 49.9985053, 8.2682868 49.9984923, 8.2682591 49.9985162, 8.2682001 49.9984821, 8.2681513 49.998521, 8.2680491 49.9984759, 8.2680385 49.9984712, 8.2679179 49.9984048, 8.2680025 49.9983422, 8.2680871 49.9982796))",,,,,,,Ärztehaus am Schillerplatz,,,,,,,,,,,,,,,,,,,"[3923717885, 7128500581, 7128500580, 5370637534, 2446964048, 2446964064, 2446964068, 2446964058, 2446964070, 2446964056, 2446964074, 2446964053, 2446964052, 1425402311, 7128500582, 3923717885]",commercial,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236704656,"POLYGON ((8.2684716 49.9987569, 8.2685714 49.9988349, 8.2680971 49.9990855, 8.2679947 49.9990055, 8.2680022 49.9990015, 8.2682017 49.9988961, 8.2681781 49.9988776, 8.2681828 49.9988751, 8.2682033 49.9988642, 8.2682239 49.9988534, 8.2682308 49.9988497, 8.2682571 49.9988703, 8.2684122 49.9987883, 8.2684716 49.9987569))",,,,,,,,,,,,,,Mainz,,1a,55116,Große Langgasse,,,,,,,,"[2446964153, 2446964169, 2446964186, 2446964181, 8405071096, 8405071093, 8405071088, 8405071085, 8405071086, 8405071082, 8405071087, 8405071092, 8405071089, 2446964153]",commercial,6,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236704683,"POLYGON ((8.2689999 49.9984934, 8.2688839 49.9984166, 8.2688366 49.9983852, 8.2689126 49.9983442, 8.2689932 49.9983008, 8.2691643 49.9983512, 8.2691745 49.9983841, 8.2689999 49.9984934))",,,,,,,,,,,,,,,,3,,Große Langgasse,,,,,,,,"[2446964062, 2446964045, 2446964035, 2446964027, 2446964014, 2446964029, 2446964033, 2446964062]",commercial,4,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237132569,"POLYGON ((8.2408306 50.0157439, 8.2408171 50.0157254, 8.2409062 50.0157038, 8.2413696 50.0155433, 8.2414449 50.015628, 8.2409849 50.0157896, 8.2408792 50.0158124, 8.2408306 50.0157439))",,,,,,,,,,,,,,,,,,,,,,,,,,"[5153312881, 5153312880, 10036261897, 2450771602, 2450771607, 10036261896, 2450771610, 5153312881]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238580908,"POLYGON ((8.2525043 50.0195602, 8.2525834 50.0195115, 8.2526217 50.0195371, 8.2528485 50.0193973, 8.252811 50.0193722, 8.2528954 50.0193202, 8.2524595 50.0190281, 8.2523805 50.0190768, 8.2523423 50.0190512, 8.2521089 50.0191951, 8.2521433 50.0192181, 8.2520654 50.0192661, 8.2525043 50.0195602))",,,,,,,,,Gebäude B31,,,,,,,,,,,,,,,,,"[2464017087, 2464017085, 2464017086, 2464017083, 2464017082, 2464017080, 2464017072, 2464017074, 2464017073, 2464017075, 2464017076, 2464017077, 2464017087]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238580910,"POLYGON ((8.2522269 50.0185102, 8.2518647 50.0182642, 8.2516878 50.0183717, 8.25205 50.0186178, 8.2522269 50.0185102))",,,,,,,,,Gebäude B22,,,,,,,,,,,,,,,,,"[2464017045, 2464017022, 2464017030, 2464017052, 2464017045]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238580911,"POLYGON ((8.2522511 50.0187125, 8.2524791 50.0188773, 8.2527686 50.0187028, 8.2526011 50.0184998, 8.2522511 50.0187125))",,,,,,,,,Gebäude B23,,,,,,,,,,,,,,,,,"[2464017056, 2464017065, 2464017054, 2464017041, 2464017056]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gebäude B23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238580912,"POLYGON ((8.2507323 50.0187456, 8.2508531 50.0186726, 8.2505178 50.0184435, 8.250397 50.0185166, 8.2507323 50.0187456))",,,,,,,,,Gebäude B16,,,,,,,,,,,,,,,,,"[2464017059, 2464017053, 2464017039, 2464017047, 2464017059]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238580915,"POLYGON ((8.2508833 50.0188487, 8.2510892 50.0189893, 8.2511542 50.01895, 8.2510647 50.0188889, 8.2512289 50.0187896, 8.2511125 50.0187101, 8.2510978 50.018719, 8.2508833 50.0188487))",,,,,,,,,Gebäude B28,,,,,,,,,,,,,,,,,"[2464017063, 2464017070, 2464017069, 2464017067, 2464017061, 2464017055, 2464017057, 2464017063]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238580916,"POLYGON ((8.25205 50.0186178, 8.2522186 50.0187323, 8.2522511 50.0187125, 8.2526011 50.0184998, 8.2525042 50.018434, 8.2522986 50.0185589, 8.2522269 50.0185102, 8.25205 50.0186178))",,,,,,,,,Gebäude B21,,,,,,,,,,,,,,,,,"[2464017052, 2464017058, 2464017056, 2464017041, 2464017032, 2464017050, 2464017045, 2464017052]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gebäude B21,,,,,,,,
way,238725592,"POLYGON ((8.2586271 50.0131932, 8.2581994 50.0128997, 8.2580986 50.0129631, 8.2581105 50.0129784, 8.2579979 50.0130388, 8.2580557 50.0130772, 8.2580265 50.0130915, 8.2580806 50.0131327, 8.2581125 50.0131165, 8.2583586 50.0132962, 8.2583914 50.0133211, 8.2586271 50.0131932))",,,,,,,,,,,,,,,,,,,,,,,,,,"[2465251780, 2465251732, 2465251742, 2465251744, 2465251752, 2465251760, 2465251767, 2465251773, 2465251769, 2465251793, 2465251802, 2465251780]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,240363923,"POLYGON ((8.2442999 49.9823618, 8.2442491 49.9824509, 8.2443115 49.9824656, 8.2443623 49.9823765, 8.244352 49.9823741, 8.2442999 49.9823618))",,,,,,,,,,,,,,,,,,,,,,,,,,"[2481078661, 2481078686, 2481078689, 9861185382, 9861185386, 2481078661]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,240363948,"POLYGON ((8.242645 49.982261, 8.242563 49.982239, 8.2425091 49.9823218, 8.2423834 49.9822879, 8.2423109 49.9823992, 8.2422958 49.9824225, 8.2423962 49.9824495, 8.2423649 49.9824975, 8.2425118 49.9825371, 8.2425897 49.9824176, 8.2426698 49.9824392, 8.2427201 49.9823621, 8.2427648 49.9822933, 8.242645 49.982261))",,yes,Jacques’ Wein-Depot,Q1678150,de:Jacques’ Wein-Depot,,Jacques’ Wein-Depot,,,,,,,,,,,,wine,,,Tu-Fr 14:00-19:00; Sa 10:00-15:00,,,,"[2481078621, 2481078614, 2481078654, 2481078635, 2551516967, 2481078680, 2481078685, 2481078696, 2481078702, 2481078677, 2481078681, 2481078664, 2481078639, 2481078621]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248989195,"POLYGON ((8.2296384 50.0213089, 8.2296406 50.0212517, 8.2296417 50.0212219, 8.2296447 50.0211418, 8.2296466 50.0210894, 8.2297986 50.0210918, 8.229893 50.0210932, 8.2299221 50.0210937, 8.2299203 50.0211403, 8.2300915 50.0211429, 8.2300955 50.0210383, 8.2302763 50.0210411, 8.230266 50.0213186, 8.2296384 50.0213089))",,yes,PENNY,Q284688,en:Penny (supermarket),,PENNY,,,,,,,Mainz,,78,55120,Hauptstraße,supermarket,,,Mo-Sa 07:30-22:00,,,,"[2556930321, 2556930304, 2556930298, 2556930274, 2556930260, 2556930262, 2556930264, 2556930265, 2556930273, 2556930276, 2556930236, 2556930237, 2556930324, 2556930321]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,259448684,"POLYGON ((8.2645913 50.0061639, 8.2643488 50.0062819, 8.2645162 50.0064292, 8.2647514 50.0063224, 8.2646731 50.0062438, 8.2645913 50.0061639))",,,,,,,,,,,,,,,,39,,Hindenburgplatz,,,,,,,,"[2455634041, 2648584393, 2648584409, 2648584427, 2455634053, 2455634041]",commercial,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,265665221,"POLYGON ((8.2165087 49.997124, 8.2166944 49.9971263, 8.2166983 49.9969941, 8.2165835 49.9969927, 8.2165819 49.9970449, 8.2165111 49.997044, 8.2165087 49.997124))",,,,,,,Mainzer Kübeldienst Christ OHG,,,,,,,Mainz,DE,5,55124,Am Hemel,,,,,,,,"[2712944309, 2712944310, 2712944283, 2712944282, 2712944292, 2712944291, 2712944309]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,270243766,"POLYGON ((8.1750751 49.9855348, 8.1750798 49.9855341, 8.1750993 49.9855315, 8.1751205 49.9855663, 8.1751418 49.9856011, 8.1751682 49.9855935, 8.1754559 49.9855117, 8.1755241 49.9854932, 8.1754973 49.9854565, 8.1754379 49.9853744, 8.1753829 49.985391, 8.1752228 49.9854404, 8.1750585 49.9854608, 8.1750751 49.9855348))",,yes,Rewe Getränkemarkt,Q57519344,,,Rewe Getränkemarkt,,,https://www.rewe.de/,,,,Mainz,DE,36,55126,Poststraße,beverages,,,Mo-Sa 08:00-21:00,,,,"[2752855547, 8865677962, 3402733264, 8871874329, 3402733265, 8375154348, 8375154349, 2752855553, 4116732274, 2752855556, 3402733269, 3402733263, 2752855544, 2752855547]",commercial,,,,,+49 6131 1448254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,297003483,"POLYGON ((8.2525583 50.0196538, 8.2525024 50.0196154, 8.2524401 50.019653, 8.2519394 50.0193094, 8.2517406 50.019429, 8.2524446 50.0199121, 8.2524998 50.0198794, 8.2525587 50.0199218, 8.2528728 50.0197279, 8.2528108 50.0196854, 8.2527071 50.0197507, 8.2525583 50.0196538))",,,,,,,,,Gebäude B39,,,,,,,,,,,,,,,,,"[2464017091, 2464017089, 2464017090, 2464017078, 2464017084, 2464017095, 3008416927, 3008418233, 3008418234, 3008418235, 3008418236, 2464017091]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,297003484,"POLYGON ((8.252859 50.019637, 8.2528349 50.0196208, 8.2528844 50.0195903, 8.2527837 50.0195227, 8.2527601 50.0195372, 8.2527291 50.0195164, 8.2525955 50.0195986, 8.2527514 50.0197032, 8.252859 50.019637))",,,,,,,Gebäude B37,,,,,,,,,,,,,,,,,,,"[3008416929, 4678721916, 4678721917, 4678721918, 4678721919, 3008416930, 3008416931, 3008416932, 3008416929]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,297003485,"POLYGON ((8.2527052 50.0199622, 8.2526306 50.0199063, 8.2527685 50.0198304, 8.2528431 50.0198864, 8.2527052 50.0199622))",,,,,,,,,Gebäude B40,,,,,,,,,,,,,,,,,"[3008418237, 3008418238, 3008418239, 3008418240, 3008418237]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,297003486,"POLYGON ((8.252366 50.0182904, 8.2522488 50.0183594, 8.2521465 50.0182877, 8.2522637 50.0182187, 8.252366 50.0182904))",,,,,,,,,Gebäude B41,,,,,,,,,,,,,,,,,"[3008418241, 3008418242, 3008418243, 3008418244, 3008418241]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302681667,"POLYGON ((8.2658078 50.0037706, 8.2659944 50.0036941, 8.2661495 50.0036305, 8.26609 50.0035693, 8.2660351 50.0035128, 8.2659735 50.0034493, 8.2656265 50.0035819, 8.2658078 50.0037706))",,,,,,,,,,,,,,,,,,,,,,,,,,"[3069293860, 5433531985, 4012742497, 4012745659, 4012745658, 925828334, 925828335, 3069293860]",commercial,1,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316391330,"POLYGON ((8.1893045 49.9716307, 8.1892749 49.9716167, 8.1892457 49.9716122, 8.1892106 49.9716109, 8.1891996 49.9715853, 8.1891761 49.9715903, 8.1891812 49.9716001, 8.1891547 49.9716048, 8.1891247 49.9716044, 8.1890959 49.9715919, 8.1890709 49.9715684, 8.1890217 49.9714959, 8.1890007 49.9714571, 8.1897714 49.9713, 8.1898288 49.9714108, 8.1898842 49.9715385, 8.1896985 49.9715741, 8.1896692 49.9715155, 8.1896071 49.9715274, 8.1895748 49.9714579, 8.1893196 49.9715107, 8.1893102 49.9714975, 8.1892792 49.9715028, 8.1892522 49.9715074, 8.1893045 49.9716307))",,,,,,,Medienhaus Mainz,,,,,,,,,,,Marc-Chagall-Straße,,,,,,,,"[3224983797, 3224983798, 9016271603, 3224983799, 9016271604, 9016271605, 3224983800, 3224983801, 9016271606, 3224983802, 9016271600, 3224983803, 3224983804, 3224983805, 3224983806, 3224983807, 3224983808, 3224983809, 3224983810, 3224983811, 9016271601, 9016271602, 9016271607, 3224983812, 3224983797]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316391331,"POLYGON ((8.1894769 49.9718288, 8.1895379 49.9719225, 8.1895675 49.9719322, 8.1896036 49.9719272, 8.1896353 49.9720493, 8.1895622 49.9720599, 8.1894245 49.97209, 8.1893603 49.9719885, 8.1893873 49.9719814, 8.1893172 49.9718706, 8.1894769 49.9718288))",,,,,,,,,,,,,,Mainz,,49,55127,Marc-Chagall-Straße,,,,,,,,"[3224983813, 9016271609, 3224983814, 3224983815, 3224983816, 9016271608, 3224983817, 3224983818, 3224983819, 3224983820, 3224983813]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,321385422,"POLYGON ((8.1806116 49.9849121, 8.1806481 49.9848206, 8.1808328 49.984849, 8.1808001 49.9849412, 8.1806116 49.9849121))",,,,,,,KFZ-Sachverständiger Ing.-Büro Dornhöfer,,,https://www.dornhoefer.com/,,,,Mainz,DE,43a,55126,Kurmainzstraße,,,,,,,,"[3281273553, 3281273554, 3281273555, 3281273556, 3281273553]",commercial,1,0,,,+496131371722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330563233,"POLYGON ((8.2632552 50.0012306, 8.2632298 50.0012039, 8.2630798 50.0010428, 8.2634438 50.0009028, 8.2635865 50.0010561, 8.263594 50.0010642, 8.263627 50.0010997, 8.263649 50.0010913, 8.2637111 50.0010675, 8.2638017 50.0010326, 8.2633459 50.0005436, 8.2630812 50.0006455, 8.2630067 50.0006737, 8.2629556 50.0006931, 8.2628396 50.0007381, 8.2626567 50.0008103, 8.2631124 50.001287, 8.2632552 50.0012306))",,yes,,,,,,,,,,,,,,,,,,,,,,,,"[263676349, 2450645183, 263676350, 263676351, 2450645170, 2450645174, 263676352, 2450645176, 2450645192, 263676353, 263676354, 343803488, 2450645071, 471566091, 9478421838, 263676355, 263676356, 263676349]",commercial,4,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,339552766,"POLYGON ((8.2673953 50.0015012, 8.2673534 50.0014011, 8.267465 50.001378, 8.2674553 50.001175, 8.2676333 50.0011698, 8.2676374 50.0014335, 8.2673953 50.0015012))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1146148321, 1146148471, 3467715507, 3467715508, 3467715509, 1146148361, 1146148321]",commercial,4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,339552767,"POLYGON ((8.2674553 50.001175, 8.2674537 50.0011352, 8.2674129 50.0011331, 8.2674319 50.0010301, 8.2676094 50.001031, 8.2676314 50.0010447, 8.2676315 50.0010544, 8.2676326 50.0011214, 8.2676333 50.0011698, 8.2674553 50.001175))",,,,,,,,,,,,,,,,,,,,,,,,,,"[3467715508, 3467715510, 3467715511, 1146148297, 1146148551, 3467715504, 9665378695, 9665378692, 3467715509, 3467715508]",commercial,4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,339552768,"POLYGON ((8.2674129 50.0011331, 8.2669977 50.0010996, 8.2670215 50.000998, 8.2674319 50.0010301, 8.2674129 50.0011331))",,,,,,,,,,,,,,,,25,,Steingasse,,,,,,,,"[3467715511, 3467715512, 1146148317, 1146148297, 3467715511]",commercial,4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,339552769,"POLYGON ((8.2669977 50.0010996, 8.2669149 50.0010881, 8.266949 50.0009884, 8.2670215 50.000998, 8.2669977 50.0010996))",,,,,,,,,,,,,,,,23,,Steingasse,,,,,,,,"[3467715512, 3467715513, 3467715514, 1146148317, 3467715512]",commercial,4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,339552770,"POLYGON ((8.266949 50.0009884, 8.2668169 50.0009698, 8.2667786 50.0010819, 8.2669106 50.0011006, 8.2669149 50.0010881, 8.266949 50.0009884))",,,,,,,,,,,,,,,,21,,Steingasse,,,,,,,,"[3467715514, 2450879898, 3467715515, 3467715516, 3467715513, 3467715514]",commercial,4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,339552771,"POLYGON ((8.2668169 50.0009698, 8.2667786 50.0010819, 8.2667583 50.0011446, 8.2667909 50.0011509, 8.2668121 50.0012095, 8.2667486 50.0012273, 8.266716 50.0012043, 8.2666786 50.001153, 8.2666753 50.0011247, 8.2667144 50.0010107, 8.2666613 50.0010039, 8.266686 50.0009529, 8.2667108 50.0009555, 8.2668169 50.0009698))",,,,,,,,,,,,,,,,19,,Steingasse,,,,,,,,"[2450879898, 3467715515, 3467715517, 3467715518, 3467715519, 3467715520, 3467715521, 3467715522, 3467715523, 3467715524, 1632036581, 1146148330, 2450879897, 2450879898]",commercial,4,1,many,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,372448584,"POLYGON ((8.2555306 50.0061434, 8.2555608 50.0061165, 8.255517 50.0060962, 8.2554869 50.0061231, 8.2555306 50.0061434))",,yes,,,,,Neustadt-Pavillon,Stadt Mainz,,,,,,Mainz,DE,54a,55118,Kaiser-Wilhelm-Ring,kiosk,,,,,,,"[3760055439, 3760055440, 3760055441, 3760055442, 3760055439]",commercial,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,no,,,,,,,,,,,,2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379941802,"POLYGON ((8.2366578 49.997422, 8.2367416 49.9972669, 8.2364908 49.9972126, 8.2364312 49.9973264, 8.2365363 49.9973492, 8.2365152 49.9973896, 8.2366578 49.997422))",,,,,,,,,,,,,,Mainz,,15,55122,Ricarda-Huch-Straße,,,,,,,,"[3832832113, 3832832114, 3832832115, 3832832116, 3832832117, 3832832118, 3832832113]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,381758363,"POLYGON ((8.2000026 50.0059894, 8.2002397 50.0060894, 8.2003382 50.0059928, 8.200181 50.0059265, 8.2002008 50.0059071, 8.200121 50.0058734, 8.2000026 50.0059894))",,,,,,,Karl-Geib-Haus,,,,,,,,,,,,,,,,,,,"[3849274609, 3849274613, 3849274610, 3849274608, 3849274607, 3849274606, 3849274609]",commercial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,392726725,"POLYGON ((8.2638795 50.0136262, 8.263859 50.0136442, 8.2639108 50.0136864, 8.2637745 50.0137612, 8.2637589 50.0137496, 8.2636443 50.0138134, 8.2635131 50.0138865, 8.263534 50.013902, 8.2634218 50.0139645, 8.2631343 50.0137514, 8.2632537 50.0136849, 8.2634218 50.0138095, 8.2636628 50.0136753, 8.2634802 50.0135399, 8.263611 50.013467, 8.2637464 50.0135674, 8.263777 50.0135503, 8.2638795 50.0136262))",,,,,,,DOCK1MAINZ,,,,,,,Mainz,DE,,55118,Taunusstraße,,,,,,,,"[5462423131, 5426732551, 5065919911, 5065919919, 5065919913, 4946904527, 5065919914, 5065919909, 3959148039, 3959148040, 4948808209, 4948808208, 4948808207, 4948808206, 4948808205, 3959148045, 5462423130, 5462423131]",commercial,5,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,416450256,"POLYGON ((8.2433094 49.9810277, 8.2431272 49.9809902, 8.243104 49.9810368, 8.2431279 49.9810417, 8.2430981 49.9811015, 8.2431719 49.9811167, 8.2431556 49.9811495, 8.2430909 49.9811362, 8.2430163 49.981286, 8.2430994 49.9813031, 8.2432432 49.9813327, 8.2432839 49.9812509, 8.24318 49.9812295, 8.2432131 49.9811631, 8.2432283 49.9811325, 8.2433445 49.9811564, 8.2433648 49.9811156, 8.2433988 49.9810473, 8.2433601 49.9810394, 8.243367 49.9810254, 8.2433412 49.9810201, 8.2433158 49.9810149, 8.2433094 49.9810277))",,yes,,,,,,,,,,,,Mainz,DE,7,55128,Wilhelmsstraße,,,,,Bretzenheim,,,"[4171915960, 4171915956, 4171915961, 4171915963, 4171915965, 4171915966, 4171915969, 4171915968, 4171915974, 10232719885, 4171915975, 4171915973, 4171915972, 4171915971, 4171915967, 4171915970, 10232719888, 4171915964, 4171915962, 4171915959, 4171915958, 4171915957, 4171915960]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,419162922,"POLYGON ((8.2833183 49.9758599, 8.2833936 49.9756481, 8.2834066 49.9752965, 8.282866 49.975281, 8.282846 49.9755322, 8.282818 49.9758461, 8.2832716 49.9758586, 8.2833183 49.9758599))",,,,,,,PRIME Selfstorage,PRIME Selfstorage GmbH,,,,,,Mainz,,128,55130,Heiligkreuzweg,storage_rental,,,,,,,"[4192933247, 5085801705, 4192933248, 4192933249, 4194602544, 4381972702, 4192933252, 4192933247]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,435191214,"POLYGON ((8.2838461 49.9952422, 8.2838936 49.9952014, 8.283971 49.9952386, 8.2839235 49.9952794, 8.2838461 49.9952422))",fast_food,,,,,,Mole to go,,,,,,,,,,,,,,,,,,,"[4331300985, 4331300986, 4331300987, 4331300988, 4331300985]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,german,only,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,,,,,,,,,,summer,,,,,,,
