element_type,osmid,geometry,layer,wheelchair,access,amenity,fee,maxheight,name,parking,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note,operator,survey:date,nodes,building,building:levels,opening_hours,shop,toilets,building:material,height,roof:levels,roof:material,roof:shape,start_date,wikidata,wikimedia_commons,wikipedia,addr:suburb,brand,brand:wikidata,brand:wikipedia,source,website,roof:colour,toilets:wheelchair,alt_name,cuisine,diet:vegan,diet:vegetarian,email,indoor_seating,opening_hours:covid19,outdoor_seating,phone,building:colour,roof:orientation,source:maxheight,addr:housename,building:min_level,check_date:opening_hours,max_level,min_level,landuse,not:brand:wikidata,payment:cash,payment:credit_cards,payment:maestro,payment:mastercard,payment:visa,disused:shop,source:geometry,branch,disused,short_name,check_date,dispensing,fax,self_service,url,club,description,sport,payment:apple_pay,payment:debit_cards,payment:google_pay,wheelchair:description,source_date,roof:height,access:covid19,delivery:covid19,takeaway:covid19,smoking,old_name,wholesale,fixme,indoor,level,note:editor,fuel:lpg,nohousenumber,delivery,takeaway,company,office,ref:vatin,service:bicycle:bicycle,service:bicycle:ebike,service:bicycle:parts,service:bicycle:pump,service:bicycle:repair,service:bicycle:retail,service:bicycle:sales,service:bicycle:second_hand,service:bicycle:service,service:bicycle:tools,stroller,ways,type,building:use
way,405287106,"POLYGON ((8.1748188 49.9864369, 8.1749361 49.9865016, 8.1749657 49.9864813, 8.1749791 49.9864714, 8.1750144 49.9864419, 8.1748791 49.9863843, 8.1748507 49.9864081, 8.1748375 49.98642, 8.1748188 49.9864369))",,,,,,,,,Mainz,DE,55,55126,Poststraße,,,,"[4074947567, 4074947568, 7242525701, 8375187491, 4074947566, 4074947563, 8375187492, 8872343837, 4074947567]",retail,2,,,,,,1,,half-hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,424752189,"POLYGON ((8.1768829 49.9956288, 8.176882 49.9955977, 8.1768109 49.9955977, 8.1767364 49.9956446, 8.1767372 49.9957345, 8.1767849 49.9957661, 8.1768085 49.9957662, 8.1768825 49.9957658, 8.1768829 49.9956288))",,,,,,,,,Mainz,DE,53,55126,Sertoriusring,,,,"[4241330754, 4241330753, 4241330752, 2248092974, 4241330755, 4241330757, 4241330758, 4241330756, 4241330754]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,460821394,"POLYGON ((8.2531706 49.9880883, 8.2530848 49.9880058, 8.2531618 49.987981, 8.2532146 49.9880252, 8.2532572 49.9880041, 8.2532947 49.9880356, 8.2531706 49.9880883))",,,,,,,,,Mainz,DE,2a,55128,Am Wildgraben,,,,"[2561420606, 4564223931, 2561420588, 2561420604, 2561420595, 2561420599, 2561420606]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,463687946,"POLYGON ((8.2578954 50.0014189, 8.2580633 50.0012292, 8.2580183 50.0012127, 8.2580526 50.001174, 8.2580993 50.0011911, 8.2581823 50.0012214, 8.2580805 50.0013365, 8.2580982 50.001343, 8.2579978 50.0014563, 8.2579572 50.0014415, 8.2578954 50.0014189))",2,yes,,,,,SA Electronics,,Mainz,,,55116,Bahnhofplatz,,,,"[246650680, 3478327531, 8449343020, 4587347442, 3926400220, 4589343376, 4589343373, 1506447285, 3926400258, 4163026887, 246650680]",retail,,Mo-Sa 08:00-20:00; Su 10:00-18:00,mobile_phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-02,,,,,,,,,,,,,,,,,,,,,room,2,square,,,,,,,,,,,,,,,,,,,,,
way,472704752,"POLYGON ((8.2225987 50.0274247, 8.2225239 50.027329, 8.2224865 50.0272743, 8.2221898 50.0273681, 8.2219998 50.0274285, 8.2221139 50.0275766, 8.2225987 50.0274247))",,,,,,,AutoCenter Heinz,,Mainz,DE,3,55120,Am Mombacher Kreisel,,,,"[4669049120, 5329250667, 4669049119, 5329250668, 716306807, 5329250672, 4669049120]",retail,,,car,,,,,,,,,,,,Kia,Q35349,en:Kia,,https://www.autocenter-mainz.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479122766,"POLYGON ((8.26022 49.9485147, 8.2602689 49.9483895, 8.2603926 49.9484095, 8.2603841 49.94843, 8.2603502 49.9485195, 8.2603437 49.9485347, 8.26022 49.9485147))",,yes,,,,,,,Mainz,DE,2,55129,Barcelona-Allee,,,,"[4722687922, 4722687921, 4722687920, 4722687913, 4722687918, 4722687919, 4722687922]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,502429794,"POLYGON ((8.2655144 49.9229207, 8.2653891 49.9228363, 8.2656222 49.9226929, 8.2657475 49.9227773, 8.2657822 49.9228018, 8.2658041 49.9228505, 8.2657716 49.9228962, 8.2657007 49.9229408, 8.265595 49.9228711, 8.2655144 49.9229207))",,,,,,,Automobile Kieber,,Mainz,,2,55129,Am Kesseltal,,Automobile Kieber,,"[915417548, 4929093958, 4929093957, 4929093956, 6193754357, 6193754358, 6193754356, 6193754355, 6193754354, 915417548]",retail,,,car_repair,,,,,,,,,,,,Mazda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,503408782,"POLYGON ((8.2880684 49.9824118, 8.2881575 49.9821817, 8.2884836 49.9822339, 8.2883944 49.982464, 8.2880684 49.9824118))",,,,,,,,,,,,,,,,,"[4937254442, 4937254441, 4937254440, 4937254439, 4937254442]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
way,549563935,"POLYGON ((8.2156246 49.9985414, 8.2156875 49.9982808, 8.2158973 49.9983018, 8.2158345 49.9985624, 8.2158068 49.9985596, 8.2156246 49.9985414))",,,,,,,REWE,,Mainz,DE,24,55124,An der Ochsenwiese,,REWE,,"[1156289173, 1156289304, 1156289201, 1156289184, 1156289315, 1156289173]",retail,,Mo-Sa 08:00-22:00,supermarket,,,,,,,,,,,,REWE,Q16968817,de:Rewe (Markt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,549706906,"POLYGON ((8.1621552 49.9814257, 8.162571 49.9814895, 8.1626535 49.9812673, 8.1622377 49.9812035, 8.1621552 49.9814257))",,,,,,,,,,,,,,,,,"[5310001589, 5310001588, 5310001587, 5310001586, 5310001589]",retail,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,551834886,"POLYGON ((8.282131 49.9955624, 8.2821947 49.9954939, 8.2823657 49.9955597, 8.282302 49.9956281, 8.282131 49.9955624))",,limited,,ice_cream,,,N'Eis am Rhein,,Mainz,,24,55116,Dagobertstraße,,,,"[5328890579, 5328890580, 5328890581, 5328890582, 5328890579]",retail,1.3,Mo-Su 12:00-18:00,,,,,0,,,,,,,,,,,,https://www.n-eis.de/,black,,,,,,,,,no,,#925c5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,
way,556736646,"POLYGON ((8.2676031 49.991503, 8.2675803 49.9914612, 8.2675708 49.9914391, 8.2677032 49.9914108, 8.2677352 49.9914725, 8.267721 49.9914763, 8.2676031 49.991503))",,,,,,,,,,,,,,,,,"[5370177943, 5370177947, 5370177944, 5370177945, 5370177946, 5370177955, 5370177943]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,610206346,"POLYGON ((8.275914 49.9869494, 8.2758433 49.9869396, 8.2758533 49.9869096, 8.2757206 49.9868913, 8.2756715 49.987038, 8.2757622 49.9870506, 8.2757505 49.9870856, 8.2758633 49.9871011, 8.275914 49.9869494))",,,,,,,,,Mainz,DE,42,55131,Ebersheimer Weg,,,,"[1294321987, 5779146035, 5779146036, 5779146037, 5779146038, 5779146039, 5779146040, 1294322038, 1294321987]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,613243443,"POLYGON ((8.2734792 49.9795262, 8.2734732 49.9794893, 8.273431 49.979491, 8.2734254 49.9793467, 8.2736008 49.9793367, 8.2736296 49.9795162, 8.2734792 49.9795262))",,,,,,,,,,,,,,,,,"[5803035180, 5803035184, 5803035185, 5803035181, 5803035182, 5803035183, 5803035180]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,614438813,"POLYGON ((8.2597817 49.9929072, 8.2598502 49.9928443, 8.2597871 49.9928126, 8.2597162 49.9928765, 8.2597817 49.9929072))",,,,,,,,,,,,,,,,,"[5812119635, 5812119636, 5812119637, 5812119638, 5812119635]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
way,616049241,"POLYGON ((8.2897839 49.9881814, 8.2898258 49.9882238, 8.2898763 49.9882751, 8.2899315 49.9882526, 8.289934 49.9882516, 8.2899363 49.9882507, 8.2899743 49.9882352, 8.2899837 49.9882313, 8.2898913 49.9881376, 8.2898824 49.9881413, 8.2897839 49.9881814))",,,,,,,,,,,,,,,,,"[5824788588, 6817032562, 5824788587, 9848741538, 9848741480, 9848741542, 9848741465, 5824788586, 5824788585, 6817032551, 5824788588]",retail,1,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
way,643361871,"POLYGON ((8.2573 49.9479514, 8.2568532 49.9478779, 8.2564206 49.9478068, 8.2560575 49.9487213, 8.2565066 49.9487951, 8.2565823 49.9486045, 8.2570127 49.9486752, 8.2573 49.9479514))",,,,,,,Möbel Boss,,Mainz,DE,10,55129,Barcelona-Allee,,,,"[6054641428, 9271779631, 6054641427, 6054641431, 6054641430, 6054641426, 6054641429, 6054641428]",retail,,Mo-Fr 10:00-19:00; Sa 10:00-18:00,furniture,,,,,,,,,,,,Möbel Boss,Q99624217,,,https://moebel-boss.de/moebelhaeuser/mainz,,,,,,,mainz@moebel-boss.de,,,,+49 6131 30487 0,,,,,,,,,,,,,,,,,,,,,,,+49 6131 30487 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,652382589,"POLYGON ((8.2828662 49.9741233, 8.2830064 49.9738393, 8.2831276 49.9736032, 8.2832268 49.9735708, 8.2838509 49.9737134, 8.2836167 49.9741953, 8.2835761 49.9742731, 8.2830243 49.974158, 8.2828662 49.9741233))",,,,,,,Bauhaus,,Mainz,,127,,Alte Mainzer Straße,,,,"[6116178018, 7216215330, 6116178019, 8601874999, 6116178020, 7216215320, 6116178021, 7216215326, 6116178018]",retail,1,Mo-Sa 07:00-20:00,doityourself,,,,,,flat,,,,,,Bauhaus,Q672043,en:Bauhaus (company),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drive In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679684172,"POLYGON ((8.2939842 49.9820229, 8.2937277 49.9818521, 8.2938117 49.9817974, 8.2938779 49.9817612, 8.2941361 49.981935, 8.2939842 49.9820229))",,,,,,,ic-automation GmbH,,,,2a,,Alexander-Diehl-Straße,,,,"[6364438482, 6364438483, 1433401527, 6364438484, 6364439685, 6364438482]",retail,3,,,,,,1,,quadruple_saltbox,,,,,,,,,,https://ic-automation.de/,,,,,,,info@ic-automation.de,,,,+49 6131 62718 0,,,,,,,,,,,,,,,,,,,,,,,+49 6131 62718 10,,,,,,,,,,,,,,,,,,,,,,,,,,engineering,company,,,,,,,,,,,,,,,
way,689644634,"POLYGON ((8.2274493 49.969133, 8.2275403 49.9691962, 8.2275811 49.9691719, 8.2274258 49.9690642, 8.2273851 49.9690885, 8.2274493 49.969133))",,,,,,,,,,,,,,,,,"[6469817147, 6469817143, 6469817142, 6469817141, 6469817146, 6469817147]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,696214149,"POLYGON ((8.1991931 49.9592835, 8.1991365 49.9593571, 8.1992194 49.9593834, 8.1992974 49.9594083, 8.1993761 49.9594333, 8.1994559 49.9594587, 8.1995276 49.9594816, 8.1996046 49.9593814, 8.199533 49.9593586, 8.1994531 49.9593332, 8.1993745 49.9593081, 8.199354 49.9593348, 8.199276 49.9593099, 8.1991931 49.9592835))",,,,,,,,,,,,,,,,,"[2177753665, 5982876088, 5982876087, 5982876093, 5982876092, 5982876090, 2177753678, 2177753673, 5982876089, 5982876091, 2177753667, 2177753670, 5982876086, 2177753665]",retail,1,,,,,,,,flat,,,,,,,,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,715323416,"POLYGON ((8.25969 50.0013361, 8.2596857 50.0013417, 8.2596844 50.0013479, 8.2596862 50.001354, 8.2596909 50.0013594, 8.2596981 50.0013636, 8.259707 50.0013662, 8.2597172 50.0013668, 8.2597271 50.0013651, 8.2597356 50.0013614, 8.2597417 50.0013561, 8.2597447 50.0013498, 8.2597442 50.0013432, 8.2597404 50.0013371, 8.2597335 50.0013321, 8.2597245 50.001329, 8.259715 50.0013279, 8.2597054 50.0013288, 8.2596968 50.0013317, 8.25969 50.0013361))",,yes,,,,,Ditsch,,,,,,,,Brezelbäckerei Ditsch GmbH,,"[6723005967, 6723005968, 6723005969, 6723005970, 6723005971, 6723005972, 6723005935, 6723005936, 6723005937, 6723005938, 6723005962, 6723005963, 6723005964, 6723005965, 6723005966, 6723005939, 6723005940, 6723005941, 6723005942, 6723005967]",retail,1,"Mo-Fr 04:00-22:00; PH,Sa,Su 05:00-22:00",bakery,,,,,,flat,,,,,,Ditsch,Q911573,de:Brezelbäckerei Ditsch,,"https://www.ditsch.de/de/shops/standorte/?Format=14,15,16",,,Brezelbäckerei Ditsch,,,,info@ditsch.de,no,,no,,,,,,,,,,,,,,yes,yes,yes,,,,,,2023-05-06,,,,,,,,,,,,,,,,,,,,,,,,,yes,,only,,,DE811278767,,,,,,,,,,,,,,
way,715323417,"POLYGON ((8.2596394 50.0012346, 8.2596355 50.0012402, 8.2596346 50.0012463, 8.2596366 50.0012523, 8.2596415 50.0012576, 8.2596487 50.0012616, 8.2596575 50.0012639, 8.2596678 50.0012643, 8.2596777 50.0012625, 8.259686 50.0012586, 8.2596917 50.0012531, 8.2596943 50.0012467, 8.2596933 50.0012401, 8.2596889 50.0012341, 8.2596816 50.0012294, 8.259673 50.0012268, 8.2596636 50.001226, 8.2596542 50.0012271, 8.2596459 50.0012301, 8.2596394 50.0012346))",,yes,,,,,Ditsch,,,,,,,,Brezelbäckerei Ditsch GmbH,,"[6723005956, 6723005957, 6723005958, 6723005959, 6723005960, 6723005961, 6723005943, 6723005944, 6723005945, 6723005946, 6723005952, 6723005953, 6723005954, 6723005955, 6723005947, 6723005948, 6723005949, 6723005950, 6723005951, 6723005956]",retail,1,"Mo-Fr 05:00-19:00; Sa 07:00-18:00; PH,Su off",bakery,,,,,,flat,,,,,,Ditsch,Q911573,de:Brezelbäckerei Ditsch,,"https://www.ditsch.de/de/shops/standorte/?Format=14,15,16",,,Brezelbäckerei Ditsch,,,,info@ditsch.de,no,,no,,,,,,,,,,,,,,yes,yes,yes,,,,,,2023-05-06,,,,,,,,,,,,,,,,,,,,,,,,,yes,,only,,,DE811278767,,,,,,,,,,,,,,
way,722952629,"POLYGON ((8.3333388 49.9564537, 8.3334196 49.9564806, 8.3335785 49.9563027, 8.3335657 49.9562984, 8.3334434 49.9563281, 8.3333388 49.9564537))",,,,,,,,,,,,,,,,,"[6781138306, 6781138305, 6781138304, 6781138303, 6781138302, 6781138306]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,722952634,"POLYGON ((8.3329616 49.9556409, 8.3330521 49.9556706, 8.332983 49.9557535, 8.3328717 49.9557863, 8.3328576 49.9557828, 8.3329616 49.9556409))",,,,,,,,,,,,,,,,,"[6781138336, 6781138335, 6781138334, 6781138290, 6781138333, 6781138336]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730794538,"POLYGON ((8.1731841 49.9831345, 8.173017 49.9831081, 8.1730718 49.9829648, 8.1732389 49.9829912, 8.1731841 49.9831345))",,,,,,,,,,,,,,,,,"[6844799853, 6844799854, 6844799855, 6844799856, 6844799853]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,736943817,"POLYGON ((8.2885877 49.9776243, 8.2887181 49.9774687, 8.2884898 49.9773896, 8.2884351 49.9774549, 8.2885358 49.9774898, 8.2884601 49.9775801, 8.2885877 49.9776243))",,,,,,,,,Mainz,,108,55130,Heiligkreuzweg,,,,"[6899532216, 6899532215, 6899532214, 6899532213, 6899532212, 6899532211, 6899532216]",retail,1,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,895805605,"POLYGON ((8.2504147 49.9784253, 8.2504864 49.9783338, 8.2505646 49.9783592, 8.2504929 49.9784507, 8.2504147 49.9784253))",,,,,,,Stützpunkt 46,,Mainz,,,55128,Sprinterpfad,,,,"[8326883604, 8326883603, 8326883602, 8326883601, 8326883604]",retail,1,,,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,929612491,"POLYGON ((8.2573962 49.9486751, 8.2576703 49.948003, 8.2579051 49.9480427, 8.2581181 49.9480787, 8.2578438 49.9487507, 8.2573962 49.9486751))",,yes,,,,,B.O.C.,,Mainz,,8,55129,Barcelona-Allee,,,2021-09-04,"[8621206349, 8621206350, 9271779632, 8621206351, 8621206352, 8621206349]",retail,1,Mo-Sa 10:00-18:00,bicycle,,,,,,,,,,,,B.O.C.,Q107103852,,,https://www.boc24.de/fahrrad-mainz-boc-filiale/,,,BOC,,,,mainz@b-o-c.com,,,,+49 6131 6372000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43/606/02392,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,,,
way,960182995,"POLYGON ((8.2781947 50.0008408, 8.278244 50.0008608, 8.278299 50.0008048, 8.2782497 50.0007848, 8.2781947 50.0008408))",,,,,,,,,,,,,,,,,"[8883803688, 8883803689, 8883803690, 8883803691, 8883803688]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
way,960182996,"POLYGON ((8.2775563 50.0015094, 8.277599 50.001527, 8.2776291 50.0014968, 8.2776177 50.0014921, 8.2776448 50.0014649, 8.2776135 50.001452, 8.2775563 50.0015094))",,,,,,,,,,,,,,,,,"[8883803692, 8883803693, 8883803694, 8883803695, 8883803696, 8883803697, 8883803692]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
way,970902853,"POLYGON ((8.260462 49.947053, 8.2604846 49.9469593, 8.2605613 49.9469669, 8.2605387 49.9470606, 8.260462 49.947053))",,,,,,,,,Mainz,,1,55129,Barcelona-Allee,,,,"[8985779126, 8985779127, 8985779129, 8985779128, 8985779126]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1010802065,"POLYGON ((8.269704 49.9805326, 8.269727 49.9804538, 8.2698624 49.9804702, 8.2698488 49.9805164, 8.2699316 49.9805264, 8.2699755 49.9805317, 8.269973 49.9805406, 8.2700551 49.9805505, 8.2702194 49.9805705, 8.270307 49.9805811, 8.2702971 49.9806148, 8.2700711 49.9805873, 8.270074 49.9805769, 8.2699112 49.9805581, 8.269704 49.9805326))",,,,,,,,,,,,,,,,,"[9325570894, 9325570895, 9325570896, 9325570897, 9325570907, 9325570902, 9325570901, 9325570906, 9325570905, 9325570898, 9325570899, 9325570900, 9325570891, 9325570893, 9325570894]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1074202900,"POLYGON ((8.2534291 49.9978344, 8.2534476 49.9978672, 8.2533 49.9978621, 8.2532622 49.9977022, 8.253388 49.9976945, 8.2533888 49.9978345, 8.2534291 49.9978344))",,,,,,,,,,,,,,,,,"[9853227594, 9853227595, 7328873414, 9853227596, 9853227597, 541402151, 9853227594]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,15737516,"POLYGON ((8.2621909 50.0120053, 8.2621614 50.0120215, 8.2621907 50.0120436, 8.2622226 50.0120676, 8.2622465 50.0120545, 8.2628675 50.0125215, 8.2628762 50.0125168, 8.2629447 50.0125682, 8.2630997 50.0124831, 8.2630312 50.0124317, 8.2630444 50.0124244, 8.2626246 50.0121087, 8.2626379 50.0121013, 8.2625638 50.0120456, 8.2625512 50.0120525, 8.2624242 50.0119569, 8.2623629 50.0119108, 8.2621909 50.0120053))",,yes,,,,,,,Mainz,DE,3-5,55118,Am Zollhafen,,,,"[[[269079805, 263681460, 2446483489, 2444912225, 2444912224, 2446483488, 2443169368, 2025569122, 263681459, 269079804, 269079805], [2025569116, 2025569114, 2448228887, 2025569121, 2025569122, 2443169368, 2443169367, 2025569116], [269079804, 269079802, 269079803, 269079805, 269079804]]]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[24317806, 236265065, 236265061]",multipolygon,
relation,15815290,"POLYGON ((8.2863005 49.9733251, 8.2858639 49.9734688, 8.2856609 49.9735368, 8.2853964 49.9736254, 8.2848808 49.9737981, 8.2845103 49.9739222, 8.2846631 49.9741166, 8.2847412 49.9740904, 8.2848427 49.9742196, 8.2848648 49.9742476, 8.2852588 49.9742587, 8.2854492 49.97419, 8.2856139 49.9741306, 8.2856341 49.9741587, 8.2859632 49.9740594, 8.2862819 49.9739636, 8.2867958 49.9737903, 8.2869539 49.973737, 8.2869894 49.9737733, 8.2877859 49.9735198, 8.2877988 49.9735157, 8.2881504 49.9734041, 8.288141 49.9733856, 8.2878076 49.9729464, 8.2876994 49.9729795, 8.2876608 49.9730295, 8.2873661 49.9728924, 8.2874051 49.9728542, 8.2874202 49.9728394, 8.2873521 49.9728059, 8.2873385 49.9727992, 8.2870893 49.9728846, 8.2871324 49.9729259, 8.2866779 49.9730796, 8.2867141 49.9731282, 8.2862625 49.9732763, 8.2863005 49.9733251))",,yes,,,,,Bauhaus,,Mainz,DE,9,55130,Max-Hufschmidt-Straße,,,,"[[[10606153587, 10606153590, 2470985866, 2470985864, 9070136753, 1675869914, 7517128903, 2470985880, 1675869942, 9070136754, 1675869964, 1675869960, 4698911607, 4698900832, 4698900831, 1675869903, 4698911602, 4698900833, 7852349900, 1675869880, 4698900835], [4698900835, 4698900834, 4698900836, 4698900837, 4698900839, 4698900838, 1675869862, 8623005617, 2470985853, 7852349889, 2470985854, 2470985857, 2470985856, 2470985855, 1675869878, 10606153589, 10606153587]]]",retail,1,Mo-Sa 07:00-20:00,doityourself,,,6,,,flat,,,,,,Bauhaus,Q672043,en:Bauhaus (company),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[155164522, 1169126614]",multipolygon,retail
