element_type,osmid,addr:postcode,amenity,cuisine,name,opening_hours,phone,website,geometry,addr:city,addr:country,addr:housenumber,addr:street,brand,brand:wikidata,brand:wikipedia,diet:vegan,diet:vegetarian,email,indoor_seating,operator,outdoor_seating,smoking,takeaway,wheelchair,fax,url,contact:email,contact:fax,contact:phone,toilets:wheelchair,access:covid19,description:covid19,drive_through:covid19,opening_hours:covid19,takeaway:covid19,check_date:opening_hours,opening_hours:signed,description,wheelchair:description,source,created_by,delivery:covid19,reservation,note,survey:date,check_date,payment:credit_cards,payment:maestro,payment:mastercard,payment:visa,delivery,diet:dairy_free,diet:egg_free,diet:lactose_free,diet:pescetarian,level,tourism,alt_name,diet:gluten_free,changing_table,website:menu,short_name,internet_access,air_conditioning,payment:debit_cards,name:de,phone:mobile,survey_date,toilets,internet_access:fee,payment:cash,opening_days,opening_season,designation,check_date:diet:vegetarian,contact:website,addr:suburb,old_name,diet:halal,check_date:website,disused:website,note:website,addr:housename,capacity,contact:facebook,shop,opening_hours:kitchen,name:en,contact:instagram,name:ja,name:ko,changing_table:location,kids_area,start_date,cash_withdrawal:foreign_cards,payment:contactless,payment:cryptocurrencies,payment:electronic_purses,toilets:access,contact:mobile,diet:meat,fast_food,lunch,lunch:menu:choices,lunch:menu:course:drink,lunch:menu:course:main,lunch:menu:course:soup,lunch:menu:delivery,lunch:menu:price,lunch:menu:takeaway,lunch:saladbar,self_service,bar,nodes,building,building:levels,indoor,room,layer,note:editor,building:colour,building:material,building:use,roof:shape
node,6772135085,,restaurant,,Rebenhof Braunwarth,,,http://www.weingut-rebenhof-mainz.de,POINT (8.2799022 49.9600164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6782041405,55128,restaurant,,Zentralmensa,Mo-Fr 11:30-14:20,,http://www.studentenwerk-mainz.de/mensa.html,POINT (8.2340441 49.9918107),Mainz,,15,Staudingerweg,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,,,Mensa Theke 1 Barrierefrei.,,,,,,,,no,,,,,,,,,,,,,,,,wlan,,no,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6837688299,55116,restaurant,,Wilma Wunder im Café am Ballplatz,Mo-Sa 09:00-23:00; Su 09:00-22:00,+49 6131 2191949,https://cafe-am-ballplatz.wilma-wunder.de/,POINT (8.2695518 49.9976173),Mainz,,2,Ballplatz,,,,yes,yes,,yes,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,2023-04-09,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6875764564,,restaurant,ethiopian,Addis Abebaye,"Su-Th 16:00-22:00;Fr-Sa,PH 16:00-23:30",,,POINT (8.2606703 50.0007595),,,,,,,,,,,,,,,,,,,info@addisabebaye.de,+49 6131 2401999,+49 6131 2401998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.addisabebaye.de/,,,,,,,,,https://www.facebook.com/AddisAbebayeRestaurant/,,,,,,,,,,,,,,,+49 157 33099974,,,,,,,,,,,,,,,,,,,,,,,,
node,7081876552,55116,restaurant,,Oro Negro,Mo-Su 10:30-24:00,+49 6131 1434416,http://oronegro.de/,POINT (8.2678316 49.9985024),Mainz,DE,10,Schillerplatz,,,,,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,2023-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strictly customers,,,,,,,,,,,,,,,,,,,,,,,,,
node,7208308371,55131,restaurant,pizza,Pizzeria Sole,"Mo,We-Fr 11:00-22:30; PH,Su 16:00-22:30",+49 6131 69 68 999,http://sole-mainz.de/,POINT (8.2665576 49.9896687),Mainz,,20,Pariser Straße,,,,yes,yes,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7229995888,55122,restaurant,,KHG Mensa,Mo-Fr 11:30-13:30; PH off,+49 6131 322109,http://www.khg-mainz.de/einrichtungen/khg-mensa/,POINT (8.2465 49.9973936),Mainz,,20,Saarstraße,,,,,yes,,,,yes,,no,,,,,,,,,,,,,,,,,,,,no,,,,,,,,no,,,,,,,,,,http://www.khg-mainz.de/aktuell/speiseplan-mensa-bistro/,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,cafeteria,yes,2,no,yes,yes,no,5,no,yes,only,,,,,,,,,,,,
node,7449025766,,restaurant,,Le BonBon,,+49 6131 6060623,http://www.lebonbon-mainz.de,POINT (8.2670996 49.9991822),Mainz,,2,Spritzengasse,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,https://www.lebonbon-mainz.de/pdf/lebonbon-karte-221122.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7470562877,,restaurant,japanese,Niko Niko Tei,"Tu-Sa 12:00-15:00,17:30-23:00; Su 13:00-22:00",+49 6131 2112888,https://www.nikonikotei.de/,POINT (8.2679402 49.9970791),,,,,,,,yes,yes,info@nikonikotei.de,,,,,,no,,,,,,,,,,,,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7489973505,,restaurant,italian,Incontro Ristorante Enoteca,,+49 6131 238221,http://www.ristorante-incontro.de/,POINT (8.2740388 49.9972287),,,57,Augustinerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ristorante Espresso Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7566963594,55118,restaurant,hawaiian,Nanami Poké,Mo-Sa 12:00-20:00,+49 6131 249 56 44,https://www.nanami-poke.de/,POINT (8.2614709 50.0083466),Mainz,,49,Kurfürstenstraße,,,,,,,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7752528485,,restaurant,,Hof Ehrenfels,,,https://www.hof-ehrenfels.de/,POINT (8.2741865 49.9978992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7792566909,,restaurant,mexican,Chidoba,"PH,Mo-Su 10:30-22:00",+49 6131 6352368,https://www.chidoba.com/,POINT (8.2644132 50.0003884),,,,,,,,yes,yes,,yes,,yes,,yes,yes,,,,,,,,,,,,,,,,local knowledge,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7796094701,55116,restaurant,grill,Roberts Pita & Grill,,+49 6131 2777377,http://www.roberts-grill.de/,POINT (8.2699735 49.9995019),Mainz,,,Fuststraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8124903027,55116,restaurant,italian,Pane e Vino,,+49 6131 8893314,,POINT (8.2764536 49.9949028),Mainz,DE,14a,Holzhofstraße,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8175900679,,restaurant,,Goldisch,Tu-Sa 12:00-22:00+,,,POINT (8.2759753 49.9993313),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,früher war hier: Hintz und Kuntz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8928163817,,restaurant,sushi,Yuki,"PH,Mo-Su 11:30-22:30",,,POINT (8.2792162 49.9962772),,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,2021-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8948932840,,restaurant,asian;japanese;sushi,雪yuki sushi & grill,,,,POINT (8.2793134 49.9961934),,,4,Rheinstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8989429136,55130,restaurant,italian,Olive,Mo 17:00-23:00; Tu-Su 12:00-23:00,+49 6131 2774777,https://www.pizzeriaolive.de/,POINT (8.2941376 49.9762768),Mainz,DE,9B,Jakob-Anstatt-Straße,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8990880104,,restaurant,greek,To Tzaki,"Mo-Fr 11:30-14:30, 17:30-21:00; Su 11:30-21:00",+49 6131 2138142,https://www.to-tzaki.de/,POINT (8.278717 49.9570222),,,31,Grauelstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9032705165,,restaurant,german,Gaststätte Bei Helga,,+49 6131 382804,https://bei-helga.wixsite.com/vorlage,POINT (8.2550314 50.0033852),,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9230463867,,restaurant,,Speisegaststätte TSG Stuben,Tu-Sa 17:00-22:00,,,POINT (8.2414098 49.9795128),,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9247517151,55128,restaurant,burger;sandwich;fish_and_chips;bowls;salate;regional;nachhaltig;vegetarisch,Green Deli,"Mo-Fr 09:00-23:00; Sa, Su 09:00-20:00",0160 317 162 0,https://greendeli-mainz.de/,POINT (8.2377344 49.9741665),Mainz,,114-116,Hans-Böckler Straße,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9259259203,,restaurant,,Kleine Pause Mainz feat. Postgarten,Th-Sa 16:00-23:00,,,POINT (8.2570174 50.0015367),,,11-15,Mombacher Straße,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9286615879,55116,restaurant,,Bellpepper,,+49 6131 731 1537,https://www.bellpepper.de,POINT (8.2818161 49.9962507),Mainz,DE,6,Templerstraße,,,,,,mainz.regency@hyatt.com,,,yes,outside,,yes,,,,,,,,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9532122637,,restaurant,,Neda,Mo-Su 11:00-23:00,+49 6131 4907390,,POINT (8.2782324 49.9820498),,,37a,Hechtsheimer Str.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9538550879,55130,restaurant,pizza,Pizza Punto It,"Tu-Sa 11:30-15:00, 17:00-22:30",,,POINT (8.2816289 49.9809723),Mainz,,1l,Annemarie-Renger-Straße,,,,,yes,,yes,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
node,9634976881,55128,restaurant,,Avanti,"Mo, We-Fr 11:00-14:00, 17:00-22:30; Sa 16:00-22:30; Su 12:00-22:30",,avanti-mainz.de,POINT (8.2397336 49.9808566),Mainz,,2,Gänsmarkt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9703813217,,restaurant,asian,Osakii,"Mo-Su 11:30-15:00, 17:30-22:30",,,POINT (8.2888536 49.9757362),,,,,,,,,,,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9811118717,,restaurant,kebab;pizza,City Express,"Th,Su,Mo 10:00-00:30, Fr,Sa 10:00-04:00",+49 6131 6060823,,POINT (8.2776978 49.9949416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9884494486,,restaurant,,Pop-Up Bergschön im Bachhof,We-Su 17:00-22:00,+49 6131 2105540,bachhof.de,POINT (8.2809419 49.9641351),,,5,Bachstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9906371037,,restaurant,,Il Padrino,,,,POINT (8.268802 49.9684604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10189119313,55116,restaurant,arab,Madina,,,https://madina-restaurant.eatbu.com/,POINT (8.2649956 50.0022504),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10608501847,,restaurant,,Restaurant Toscana,Mo-Sa 10:00-19:00,,,POINT (8.2541767 49.9484275),,,12,Barcelona-Allee,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10677122056,55129,restaurant,german,Weinstube Parlament,We-Sa 17:00 - 22:00,+49 6131 4976775,http://weinstube-parlament.de/,POINT (8.2807095 49.959876),Mainz,,2,Morschstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10743541024,,restaurant,,Bergschön Grill,,,,POINT (8.1953005 49.9543587),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10824713605,55116,restaurant,,Pausenkultur,Mo-Sa 09:30-18:00; Su 14:00-18:00,,http://www.pausenkult.de,POINT (8.2702546 49.9999661),,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10886617447,55118,restaurant,,goldmarie,"Mo-Tu,Th-Su 12:00-20:00",,https://www.goldmariemainz.de/,POINT (8.2616545 50.0133421),Mainz,,9,Clarissa-Kupferberg-Platz,,,,,,,,,yes,outside,,limited,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10923703828,,restaurant,italian,La Stignora Piadina,,,,POINT (8.2735709 49.9979155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24092422,55122,restaurant,italian,Da Arnaldo,"Mo-Sa 11:30-14:00,17:30-23:00,Su 11:30-14:00",+49 6131 320526,https://www.trattoria-da-arnaldo-mainz.de/,"POLYGON ((8.2483923 50.00492, 8.2485032 50.0049924, 8.2484195 50.0050453, 8.2485299 50.0051174, 8.2487587 50.0049727, 8.248863 50.0049066, 8.2487676 50.0048444, 8.248708 50.0048054, 8.2486417 50.0047622, 8.2483923 50.00492))",Mainz,DE,56,Wallstraße,,,,no,yes,info@trattoria-da-arnaldo-mainz.de,yes,,yes,,,yes,,,,,,,,,,off,,,,,,,,,,,,,,,,,,,,,,,,Trattoria Da Arnaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1462353991, 1462353996, 1462353999, 261227876, 1462365800, 261227879, 1462365794, 1462365791, 261227881, 1462353991]",retail,1,,,,,,,,
way,26679162,55130,restaurant,german,Hofgut Laubenheimer Höhe,"Mo-Fr 16:00-22:00,Sa-Su 11:00-22:00",+49 6131 62260,https://hofgut-laubenheimer-hoehe.de/,"POLYGON ((8.3021958 49.962236, 8.3021308 49.9621345, 8.3021063 49.9620964, 8.3021692 49.9620797, 8.3020811 49.9619423, 8.3019675 49.9617652, 8.3020699 49.9617376, 8.302168 49.961712, 8.3023722 49.9620304, 8.3023296 49.9620417, 8.3024167 49.9621774, 8.3021958 49.962236))",Mainz,DE,1-3,Auf der Laubenheimer Höhe,,,,,,,,Anja + Christian Barth,,,,limited,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[292600183, 1315038569, 1274113830, 1274113835, 1315038576, 292600184, 1315038577, 292600186, 1274111877, 1274111873, 292600190, 292600183]",yes,,,,,,,,,
way,41461526,55130,restaurant,,Vereinsheim SVW Weisenau,,,,"POLYGON ((8.2947292 49.9761634, 8.2944547 49.9760643, 8.2944417 49.9760793, 8.2942094 49.9759955, 8.2941354 49.9760802, 8.2946422 49.9762631, 8.2947292 49.9761634))",Mainz,DE,18,Friedrich-Ebert-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[507144114, 6448532816, 6448532815, 507144117, 507144118, 507144119, 507144114]",yes,,,,,,,,,
way,43200293,55122,restaurant,pizza,La Oliva Mainz,"Mo, We-Sa 11:30-15:00, 17:00-22:00; Su 13:00-21:00",+49 6131 384363,https://www.laolivamainz.de/,"POLYGON ((8.2467658 49.9981092, 8.2468487 49.9981194, 8.2468172 49.9982256, 8.2467343 49.9982154, 8.2467658 49.9981092))",Mainz,DE,2,Am Gonsenheimer Spieß,,,,yes,yes,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[541411349, 541411350, 541411352, 541411348, 541411349]",yes,1,,,,,,,,
way,47661058,55130,restaurant,greek,Kreta,"Mo-Su 11:30-14:30,17:00-23:00; Tu off",,https://www.kreta-mainz.de,"POLYGON ((8.2946446 49.9820329, 8.2948189 49.9820847, 8.2948934 49.981986, 8.2949028 49.9819685, 8.2946253 49.9818772, 8.2945607 49.9819519, 8.2946769 49.9819934, 8.2946446 49.9820329))",Mainz,DE,5,Bettelpfad,,,,,,,,,yes,outside,,yes,,,,,+49 6131 831870,no,,,,,,,,,Barrierefreier Zugang über die Terrasse.,eigene Recherche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[606376559, 606376606, 606376607, 606376597, 606376561, 606376562, 606376563, 606376559]",yes,,,,,,,,,
way,57895704,55131,restaurant,,Restaurant Graça,Tu-Fr 16:00-23:00; Sa-Su 12:00-23:00,+49 6131 88 64 78 5,http://www.restaurant-graca.de,"POLYGON ((8.265098 49.9876069, 8.2652018 49.9875703, 8.2651105 49.9874632, 8.2651268 49.9874575, 8.2650479 49.9873648, 8.2649266 49.9874075, 8.2649123 49.9873906, 8.264714 49.9874604, 8.2648462 49.9876158, 8.2650458 49.9875456, 8.265098 49.9876069))",Mainz,,15,Schillstraße,,,,,,info@restaurant-graca.de,,,,,,limited,,,,,,no,,,,,,2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[718489342, 718489360, 2872327626, 2872327625, 718489404, 2872327623, 2872327622, 718489366, 718489370, 718489399, 718489342]",yes,,,,,,,,,
way,59544377,,restaurant,german,Karthauserie,Th-Fr 17:00-24:00; Sa-Su 15:00-24:00,+49 6131 5849016,http://www.diekarthauserie.de,"POLYGON ((8.2816452 49.9531148, 8.2819451 49.9531011, 8.2819146 49.9528253, 8.2816147 49.9528391, 8.2816452 49.9531148))",,,,,,,,,,,,Christine Spindler-Meier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[738542950, 738542933, 738542929, 738542918, 738542950]",yes,,,,,,,,,
way,66346067,55129,restaurant,italian;pizza,Trattoria Taormina-Express da Giovanni,"Mo-Fr 11:00-14:30,17:30-21:15; Sa,PH 17:30-21:15",+49 6131 211457,https://taorminaexpress.com,"POLYGON ((8.2569426 49.9628952, 8.2568753 49.9626203, 8.2571154 49.962596, 8.2571828 49.9628708, 8.2569426 49.9628952))",Mainz,DE,25,Carl-Zeiss-Straße,,,,only,yes,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,Taormina Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[804069623, 804069564, 804069629, 804069548, 804069623]",yes,,,,,,,,,
way,68792150,55129,restaurant,italian,Bei Bruno,"Mo-Fr 11:30-14:30,17:30-22:00,Sa 17:30-22:00",+49 6131 5842304,https://www.bei-bruno.de/,"POLYGON ((8.2548089 49.9627194, 8.2548643 49.9626109, 8.2550773 49.962656, 8.2550218 49.9627644, 8.2548089 49.9627194))",Mainz,DE,54,Dekan-Laist-Straße,,,,,,info@bei-bruno.de,,,,,,,,,,,,,,,,,,,,,,,,,,früher war hier: Pizzeria Pizzico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[826577563, 826577639, 826577368, 826577448, 826577563]",yes,,,,,,,,,
way,145815633,55131,restaurant,german,Café Vivo,"We-Fr 11:30-21:30; Sa, Su 10:00-19:00",+49 6131 6178818,https://cafe-vivo.de/,"POLYGON ((8.2909591 49.9859345, 8.2912789 49.9857307, 8.2911601 49.9856536, 8.2908403 49.9858575, 8.2909591 49.9859345))",Mainz,DE,40,Göttelmannstraße,,,,,,info@cafe-vivo.de,,,yes,,,yes,,,,,,yes,,,,,,,,,,,,,,,2020-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1591495226, 1591495224, 1591495223, 1591495225, 1591495226]",commercial,2,,,,,,,,
way,148824801,55116,restaurant,german;regional,Gasthaus Willems,"Tu-Su 17:00-22:00+, Sa 12:00-15:00",+49 6131 2109170,http://gasthaus-willems.de/,"POLYGON ((8.2775164 49.9957067, 8.2775854 49.9956903, 8.2775362 49.9956332, 8.2775086 49.9956013, 8.2774838 49.9955809, 8.2774286 49.995605, 8.2774494 49.9956254, 8.2774557 49.9956228, 8.2775164 49.9957067))",Mainz,DE,29,Kapuzinerstraße,,,,yes,yes,willkommen@gasthaus-willems.de,,,yes,outside,no,limited,,,,,,no,,,,,,,,,Der Gastraum im EG ist ebenerdig aber Zugang und Räumlichkeiten sind sehr eng.,eigene Recherche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1618916926, 1618916918, 1618916883, 1618916838, 1618916788, 1618916841, 1618916878, 1618916875, 1618916926]",yes,,,,,,,,,
way,166755384,55120,restaurant,pizza;italian,Pizzeria Venezia,,+49 6131 681880,,"POLYGON ((8.2239652 50.0134401, 8.2239477 50.0134862, 8.2242514 50.013534, 8.2242903 50.0134315, 8.2240742 50.0133975, 8.2240891 50.0133582, 8.223903 50.0133289, 8.2238668 50.0134246, 8.2239652 50.0134401))",Mainz,,2a,Auf der Langen Lein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1781981438, 1781981442, 1781981444, 1781981436, 1781981434, 1781981433, 1781981432, 1781981435, 1781981438]",yes,,,,,,,,,
way,192647266,55131,restaurant,german,Café Restaurant am Rosengarten,Tu-Su 11:30-20:00,,,"POLYGON ((8.2831695 49.98897, 8.2829965 49.9889404, 8.2830412 49.9888323, 8.2831125 49.9888445, 8.2830931 49.9888913, 8.2831949 49.9889087, 8.2831695 49.98897))",Mainz,DE,21,Am Stiftswingert,,,,,,,,,,,,no,,,,+49 6131 81850,+49 6131 81850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cafe-am-rosengarten-mainz.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2031924415, 2031924409, 2031924374, 2031924380, 2031924392, 2031924398, 2031924415]",commercial,,,,,,,,,
