element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,contact:phone,cuisine,level,name,old_name,opening_hours,operator,outdoor_seating,smoking,strapline,toilets,geometry,contact:email,contact:fax,contact:website,diet:vegetarian,indoor_seating,stars,tenant,wheelchair,wikidata,opening_hours:kitchen,wheelchair:description,alt_name,brewery,brand,brand:wikidata,brand:wikipedia,lastcheck,phone,website,diet:vegan,email,delivery,payment:cash,payment:credit_cards,payment:debit_cards,start_date,takeaway,toilets:wheelchair,website:menu,contact:facebook,contact:instagram,diet:halal,organic,short_name,description,fixme,microbrewery,name:etymology:wikidata,opening_hours:covid19,brewery:wikidata,brewery:schwarzbier,brewery:weizen,payment:girocard,payment:mastercard,payment:visa,reservation,check_date:opening_hours,addr:floor,contact:tripadvisor,internet_access,surveillance,opening_hours:signed,capacity,source,culture,addr:suburb,highchair,payment:maestro,payment:v_pay,air_conditioning,payment:edenred_ticket,payment:vpay,note,name:fr,vacant,diet:lacto_vegetarian,surveillance:type,payment:girocard_contactless,payment:mastercard_contactless,payment:visa_electron,addr:neighbourhood,payment:sodexo,terrace,dispensing,name:ja,opening_hours:note,pub,check_date,delivery:partner,ref:vatin,contact:whatsapp,mobile_phone:repair,disused:amenity,disused:opening_hours:signed,disused:outdoor_seating,disused:wheelchair,building,internet_access:fee,bar,contact:takeaway,delivery:description,payment:ep_geldkarte,description:covid19,toilets:access,description:delivery,fax,wheelchair:step_height,description:payment,operator:wikidata,payment:account_cards,reusable_packaging:accept,reusable_packaging:network,reusable_packaging:offer,safety:hand_sanitizer:covid19,safety:mask:covid19,takeaway:covid19,university,drink:cola,drink:soft_drink,url,contact:mobile,note:de,ice_cream,barrier,height,leaf_cycle,leaf_type,tourism,payment:mensa_card,internet_access:captive_portal,internet_access:password,internet_access:ssid,drink:beer,drink:coffee,drink:lemonade,drink:liquor,drink:milk,drink:soda,drink:tea,drink:wine,indoor,nodes,building:part,roof:orientation,roof:shape,building:colour,building:levels,historic,roof:levels,wikimedia_commons,wikipedia,payment:jcb,image,payment:alipay,payment:american_express,payment:apple_pay,payment:diners_club,payment:discover_card,payment:google_pay,payment:unionpay,payment:visa_contactless,atm,addr:housename,location
node,5084765569,Saarbrücken,DE,1,66111,Dudweilerstraße,restaurant,+49 681 3799066,sushi;noodle,,Ōsaka,,"Mo,We-Sa 12:00-15:00,18:00-23:00; Su 18:00-23:00; Tu off",Thi Ngoc Yen Chan-Ngo,,,Sushi und Nudeln,,POINT (6.9949646 49.2350187),info@sushi-saarbruecken.de,,https://www.sushi-saarbruecken.de/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Ab dem 02.06.2021 haben wir wieder für euch geöffnet. Reservieren könnt ihr per Telefon.,,,,,,,,,,,,,,,,,,70,,,,,,,,,,The opening hours on their website (used here) don't match the ones on the spot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wichtig: Ihr braucht einen negativen Corona-Test (nicht älter als 24 Stunden) oder ihr seid vollständig geimpft (Impfausweis!) oder ihr seid genesen (PCR-Test als Nachweis!).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5120820383,Saarbrücken,,18,66111,Berliner Promenade,restaurant,+49 681 93872888,,,Fresh Asian Kitchen,,"Tu-Fr 11:30-15:00,17:30-23:00; Sa 12:00-23:00; Su 15:00-22:30; Mo off",,yes,outside,,,POINT (6.9931977 49.234452),,,https://fak-food.com/,yes,yes,,,yes,,,,F.A.K,,,,,,,,,,,,,,2019-01-15,yes,,,https://www.facebook.com/freshasiankitchen/,,,,,,,,,,,,,,,,,,0-1,,,,,,,,St. Johann,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5120820384,Saarbrücken,,19,66111,Berliner Promenade,restaurant,,turkish,,Casablanca,,"Mo-Th 12:00-04:00; Fr,Sa 12:00-05:00; PH,Su 13:00-04:00",,yes,,,yes,POINT (6.9931159 49.2344188),,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,yes,,,https://www.facebook.com/pages/Casablanca-D%C3%B6ner/150499971659491,,,,,,,,,,,,,,,,,,0,,,,,,,,St. Johann,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5541214133,,,16,,Gerberstraße,restaurant,,japanese,0,DÜC,l'atelier – Indochine Cuisine de Rue;Que Tal;Mendocino,"Tu-Sa 11:30-14:30,18:00-22:30; PH,Mo,Su off",,yes,,,,POINT (6.9968639 49.2339314),,,,,,,,limited,,,,,,,,,,,,,,,,,,2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5541304953,,,,,,restaurant,+49 681 7619413,thai,0,Noi's Thai Imbiss,Al Bacio,"Mo-Fr 11:30-14:30,17:30-22:00; Sa 17:00-22:00; PH,Su 15:00-22:00",Benjapol Suntornvibul,yes,outside,,yes,POINT (6.9983419 49.2373608),noisthaiug@yahoo.de,,https://www.thai-imbiss-noi.de,yes,,,,limited,,,1 Stufe,,,,,,,,,yes,,yes,,,,,yes,,,https://www.facebook.com/noisthaiimbiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5556984151,Saarbrücken,,41,66117,Hohenzollernstraße,restaurant,,mexican,0,El Sombrero,,Tu-Th 16:00-23:00; Fr-Sa 16:00-24:00; Su 11:30-23:00; Mo closed,Angelo Damascato,yes,,Autentico Restaurante Mexico,,POINT (6.9847001 49.234823),,,,,yes,,,limited,,,,,Karlsberg,,,,,+49 681 5846962,http://www.el-sombrero.de/,,info@el-sombrero.de,yes,,,,,yes,,,,,,,,,,,,,Q520174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ab 20€ Bestellwert kann geliefert werden. Die Liefergebiete sind 66111, 66113, 66115, 66117 und 66119. (Weitere Liefergebiete ab 30€.)",+49 681 5898044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5573454421,,,10,,Fritz-Dobisch-Straße,restaurant,,,,Timeout,,"Mo-Fr 11:30-13:30; Sa,Su,PH off",Gastroserv Catering,,,,,POINT (6.9869831 49.2393233),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mittagstisch von 11:30 bis 13:30 Uhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5573455294,,,,,,restaurant,+49 681 42023,pizza;italian,,Da Filipp,,"Mo, Tu, Th-Su 11:30-14:30, 18:00-23:00; We off",Fam. Siena,,,,,POINT (6.9855378 49.2402481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://de-de.facebook.com/PizzeriaDaFilipp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5589561202,Saarbrücken,,33,66111,Trierer Straße,restaurant,+49 681 76188338,asian;sushi,,Asia Restaurant Ming,,"Tu-Sa 11:30-15:00,17:30-23:30; Su, PH 11:30-23:30",,no,,,,POINT (6.986614 49.240985),asia-ming@online.de,+49 681 76188339,https://www.asia-ming.de,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,AsiaRestaurantMing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5599295726,Saarbrücken,,22,66125,Fischbachstraße,restaurant,,pizza;italian,,"Calabria ""Da Tarzan"" Heimservice",,,,no,,,,POINT (7.0362203 49.2845823),,,,,,,,,,,,,,,,,,+49 6897 728466,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5652619238,,,,,,restaurant,+49 6893 9878900,greek,0,Restaurant Athos,Kastro,"Tu-Su 11:30-14:30,17:30-23:00; PH,Mo closed",,,,,,POINT (7.065371 49.1988615),,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5657565353,Saarbrücken,,9,66117,Neumarkt,restaurant,+49 681 92747902,,0,Flammerie Alt-Saarbrücken,Bistro Katja;Regency Pub,"Apr-Sep: Tu-Sa 11:30-14:00,17:00-23:00; Apr-Sep: PH,Su 11:30-22:00; Oct-Mar: Tu-Sa 17:00-22:00; Oct-Mar: PH,Su 12:00-21:00; Mo off",Hans-Peter Brächer,yes,,,,POINT (6.9901049 49.2329947),,,http://www.flammerie-alt-saarbruecken.de/,yes,yes,,,limited,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5891943793,Saarbrücken,,14,66111,Kaiserstraße,restaurant,,,0,masons,,"PH,Mo-Su 17:00-23:00",,,,taste the world.,,POINT (6.9946425 49.2368953),,,https://masons-restaurant.de/saarbruecken,,,,,yes,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Masons-taste-the-world-saarbr%C3%BCcken-256220008227985/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5908839577,Saarbrücken,DE,D4 1,66123,Campus,restaurant,,canteen,1,Mensa,,"Mo-Th 11:30-14:30, Fr 11:30-14:15",Studierendenwerk Saarland,no,,,,POINT (7.043088 49.2575403),,,http://www.studentenwerk-saarland.de/de/Verpflegung/Mensa-Saarbrucken/,yes,yes,,,yes,,,,,,,,,,,,yes,,no,,no,no,,,,https://mensaar.de/#/menu/sb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mask may be taken off while seated.,,,,,Mensa-Karte,Q64956491,yes,yes,Relevo,yes,yes,yes,yes,cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5977120675,,,,,,restaurant,+49 681 50065225,,0,Saar Chef,yOla Pizza,,,,,,,POINT (6.9848535 49.2317016),,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5988472054,Saarbrücken,DE,49,66115,Breite Straße,restaurant,+49 681 9590987,pizza;pasta;kebab;escalope;salad;friture;chicken;curry,0,Milano,,"Mo-Fr 11:00-23:00; Sa,Su,PH 12:00-23:00",,,,,,POINT (6.9707674 49.2397779),,+49 681 8954180,https://www.milano-kebab.de/,,,,,false,,,,,,,,,,,,,,Mo-Fr 11:00-22:45; Sa 17:00-22:45; Su 12:00-22:45; PH off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,Die Öffnungs- und Lieferzeiten auf der Speisekarte unterscheiden sich von denen auf der Internetseite/Leferando. Es wurden die aus dem Internet übernommen.,,,,,,,,,,,,,,,,,,+49 172 9326773,,,,,,,,,https://www.lieferando.de/speisekarte/milano-pizza-kebab-und-grill,"Der Mindestbestellwert ist 8€, die Lieferkosten sind 1,50€.",,,,,,,,,,,,,,,,,Coca-Cola;Coca-Cola light,Fanta;Mezzo-Mix;Sprite,http://www.milanopizzakebabmersintantuni-saarbruecken.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5988472055,Saarbrücken,DE,47,66115,Breite Straße,restaurant,+49 681 68620792,syrian,0,Arabisches Haus,,Mo-Su 11:00-20:00,Wael Dich Abas Abarschi,,,Syrische Spezialitäten,,POINT (6.9708782 49.2397448),hmoda199718@gmail.com,,,,,,,no,,,2 große Stufen,,,,,,,,,,,,,,,,,,,,,,,,Syrische Spezialitäten,Do they close at 20 o'clock at 21 o'clock?,,,,,,,,,,,2021-09-05,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,https://molschd.de/arabisches-haus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5988472056,,,,,,restaurant,,arab,0,Restaurant Damastor,City Restaurant,10:00-23:00,,no,,Arabische Gerichte,,POINT (6.9705932 49.239458),,,,,,,,limited,,,1 Stufe,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 178 1326275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6028639436,Saarbrücken,,7-9,66111,St. Johanner Markt,restaurant,,mexican,,Sausalitos,,"Mo-Fr 15:00+; PH,Sa,Su 12:00+",,pedestrian_zone,,,,POINT (6.9953417 49.2330112),,,https://www.sausalitos.de/nc/mein-sausalitos/saarbruecken/,,yes,,,,,,,,,Sausalitos,Q2227783,de:Sausalitos,,,,,,,,,,,,,,https://www.facebook.com/sausalitos.saarbruecken/,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6045392220,,,,,,restaurant,,,0,Avocado Especial,,Mo-Su 11:30-20:00,Mexican Way Restaurant GmbH,yes,,,,POINT (6.9958743 49.232358),info@avocado-especial.de,,http://avocado-especial.de,,,,,limited,,,,,,,,,,,,,,,,,,2018-05,,,,https://www.facebook.com/avocadoespecial/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6059523464,,,,,,restaurant,,mexican,0,Café Especial,,"Mo-Sa 11:30-23:00; Su, PH 12:00-23:00",,yes,,,,POINT (6.9959059 49.2321251),,,,yes,,,,no,,,,,,,,,,+49 681 3906619,http://www.cafe-especial.de,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6105056580,,,,,,restaurant,,,0,Jasmin Palace,,,,,,Orientalische & westliche Küche,,POINT (6.9774396 49.2401033),,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6106590077,,,,,,restaurant,,,,Casino der Saarbrücker Zeitung,,,,no,,,,POINT (6.9882269 49.2349538),,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6124583760,Saarbrücken,,1,66111,Rathausplatz,restaurant,,international,,Ratskeller,,"Su-Th 17:00-01:00; Fr,Sa 17:00-02:00",Enchilada Franchise GmbH,yes,,,,POINT (6.9969649 49.234755),,,,yes,yes,,,yes,,,,,,,,,,+49 681 9101708,https://www.ratskeller-saarbruecken.de/,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ratskeller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laut Betreiber: Wirtshauskonzept für eine breite Zielgruppe mit regionalerund zeitgemäßer Küche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6143994310,Saarbrücken,DE,28,66111,Bleichstraße,restaurant,+49 681 31416,,0,Fruits de Mer,,"Mo, Th, Fr 12:00-14:00, 18:30-22:00; Tu 12:00-14:00; Sa 12:00-15:00, 18:30-22:00; Su 12:00-18:00; We, PH off",Vivian Ghironzi,,,,,POINT (6.9991253 49.2329799),,,https://www.fruits-de-mer.online/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6311194911,,,,,,restaurant,,regional,,Forsthaus Neuhaus,,,,,,,,POINT (6.9817911 49.2903234),,,,,,,,,,,,,,,,,,,https://forsthausneuhaus.de/restaurant/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6313119717,,,,,,restaurant,+49 681 68600402,,0,Restaurant Salloura,Kanari Fischrestaurant;Restaurant Albaraka,,,no,,,,POINT (6.969227 49.2401943),,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,disused? Sieht ziemlich so aus 2023-02-26,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6326732476,Saarbrücken,DE,1,66115,Malstatter Markt,restaurant,+49 681 8591680,italian;pasta;pizza,,Damas Grill Pizza Benvenuti,Pizza Per Tutti,"Mo-Su 11:30-14:30, 17:30-23:30",,yes,,,,POINT (6.9746406 49.2390324),,,,,,,,,,,,,,,,,,,,,,"Mo-Su 11:30-14:30, 17:30-23:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6422100406,,,,,,restaurant,+49 681 68642466,,0,Hilde & Heinz,,"Tu-Fr 12:00-14:30,17:00+; Sa 12:00-24:00; Su 12:00-23:00",,,,Wirtshaus | Trinkkultur,,POINT (6.9989791 49.2317124),,,https://hildeundheinz.de,yes,,,,no,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/hildeundheinzsb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6434817718,,,,,,restaurant,,italian,,Pizzeria da Pietro,,,,,,,,POINT (7.0713174 49.19118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6469319265,Saarbrücken,,10,66125,Herrensohrer Weg,restaurant,,local,,TuS Clubheim,,,Anna Maria Hess,,,,,POINT (7.025023 49.2739515),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6476622057,Saarbrücken,DE,68,66111,Preußenstraße,restaurant,,,0,Hotel Restaurant Bruchwiese,,"Mo-Fr 06:30-10:00,12:00-14:30,18:00-22:00; Sa 07:30-10:00,18:00-22:00; Su 07:30-10:00,12:00-14:30",,,,,,POINT (7.0128192 49.2330757),,,,,,,,limited,,,1 Stufe an der Tür; Außenbereich barrierefrei,,,,,,,+49 681 960210,https://www.hotelbruchwiese.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hedge,1.2,deciduous,broadleaved,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6483209204,Saarbrücken,,79,66117,Hohenzollernstraße,restaurant,+49 178 3382820,,,Die konkrete Utopie,,"Tu-Fr 12:00-15:00; PH,Mo,Sa,Su off || ""Abends stets wechselnde Veranstaltungen, Themenabende & Livemusik""",,no,,,,POINT (6.9772698 49.2347167),diekonkreteutopie@yahoo.de,,http://www.diekonkreteutopie.de,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6487023950,Saarbrücken,,6,66111,Seilerstraße,restaurant,,,,Ausbildungsrestaurant EinMAHLig SOS Kinderdorf Saarbrücken e.V.,,"Mo-Th 08:30-15:30; Fr 08:30-15:00; Sa,Su,PH off",,no,,,,POINT (7.0007318 49.2351331),,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6584620677,,,,,,restaurant,,,0,Mensa Campus Alt-Saarbrücken,,Mo-Fr 08:00-14:45,Studierendenwerk Saarland,,,,,POINT (6.9727701 49.2354125),,,,,,,,yes,,,,,,,,,,,,,,,,no,no,,,yes,https://mensaar.de/#/menu/htwcas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q64956491,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6742637085,Saarbrücken,DE,1A,66121,Breslauer Straße,restaurant,+49 68194769736,asian;chinese,0,New Phoenix,,"Mo-Sa 11:00-20:00; PH,Su closed",,,,China Restaurant,,POINT (7.0355721 49.229125),,,http://www.newphoenix.de/,,,,,no,,,2 Stufen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,MagentaWLAN-SHNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6991217168,,,,,,restaurant,,italian,0,di Castello,Restaurant Blini,"Mo-Fr,Su 11:00-14:30,17:30-22:00; Sa 17:30-22:00",,,,,yes,POINT (6.9877274 49.2312721),,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6993138169,,,,,,restaurant,,,0,Mangal Mezze & Grill,,,,pedestrian_zone,,,,POINT (6.9907788 49.2369023),,,https://www.mangal-saarbruecken.de/,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/mangalmezzegrill,https://www.instagram.com/mangalmezzegrill/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7021128793,Saarbrücken,,82,66119,Lerchesflurweg,restaurant,+49 681 68604080,german,0,Brüsseler Stuben,,Mo-Sa 10:30-24:00; Su 17:00-23:00,,yes,outside,,,POINT (6.985879 49.2239987),,,,,,,,limited,,"Mo-Fr 12:00-14:30, 18:00-22:00; Sa 12:00+",,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Br%C3%BCsseler-Stuben-234988703521881/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7080307742,,,,,,restaurant,,burger,0,Memory,Fair Play,"Mo-Th,Su 12:00-22:00; Fr-Sa 12:00-23:00",,,,The Taste Of Modern Burger,,POINT (6.9931984 49.2351379),,,https://saarbruecken.memory-burger.de/,,,,,yes,,,3 Stufen nach dem Eingang vorne; Seiteneingang barrierefrei,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/memory_burger/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7222905284,,,,,,restaurant,,,0,Rosenbar,,"Mo-We 11:30-19:00; Th 11:30-22:00; Fr-Sa 11:30-24:00; PH,Su closed",,,,Wine & Lunch,,POINT (6.9954605 49.2355074),,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tu-We 11:30-19:00; Th 11:30-22:00; Fr-Sa 11:30-01:00; PH,Su closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
