element_type,osmid,geometry,historic,name,wheelchair,source,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,check_date,description,image,tourism,website,access,indoor,start_date,amenity,nodes,architect,building,building:levels,check_date:opening_hours,construction:start_date,contact:email,contact:phone,contact:website,heritage,name:sk,opening_hours,ref:isil,roof:shape,short_name,wikidata,wikipedia,source:addr,building:colour,nohousenumber,roof:colour,source:geometry,building:architecture,elevator,last_renovation,height,phone,toilets:wheelchair,leisure,sport,source:outline,addr:suburb,operator,roof:levels,building:material,community_centre,operator:type,name:etymology:wikidata,opening_hours:signed,owner,heritage:description,heritage:operator,roof:material,building:part,alt_name,community_centre:for,denomination,religion,old_name,ref,height:note,roof:height,roof:orientation,contact:facebook,contact:instagram,3dr:height1,3dr:length2,3dr:type,building:facade:material,drinking_water,fee,female,male,toilets:disposal,unisex,capacity,opening_hours:covid19,payment:cards,payment:cash,shower,toilets,email,polling_station,disused:building,loc_name,source:height,addr:housename,museum,architect:wikidata,retreat,retreat:for,retreat:operator,note,noaddress,social_facility,social_facility:for,temporary,ways,type,disused:amenity,club,contact:fax,official_name
way,224089408,"POLYGON ((8.3831614 49.0009948, 8.383141 49.0007952, 8.3831086 49.0004783, 8.3838991 49.0004435, 8.3839243 49.0006896, 8.383949 49.0006885, 8.383961 49.0008058, 8.3839363 49.0008068, 8.3839519 49.00096, 8.3837437 49.0009691, 8.3831614 49.0009948))",,ZKM | Medienmuseum,yes,,Karlsruhe,DE,,76135,Lorenzstraße,2023-06-10,,,museum,,,,1915,,"[2329237938, 1614904547, 2329237932, 2329237931, 1615805460, 1615805459, 1615805471, 1269046131, 2329237934, 2329237936, 2329237938]",Philipp Jakob Manz,civic,4.5,,,,+49 721 81001200,http://zkm.de/zkm,yes,,"We-Fr 10:00-18:00; Sa,Su 11:00-18:00",,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de;Bing 2013",,,,26.0,,,,,,,Zentrum für Kunst und Medien,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,laser measurement triangulation,,media,,,,,,,,,,,,,,,
way,224089409,"POLYGON ((8.3841014 49.0024224, 8.3841444 49.0028423, 8.384169 49.0028412, 8.3841812 49.0029603, 8.3841565 49.0029614, 8.3841571 49.0029673, 8.3839806 49.0029751, 8.38398 49.0029691, 8.3835528 49.0029879, 8.3835534 49.0029939, 8.3833743 49.0030018, 8.3833737 49.0029958, 8.3833659 49.0029961, 8.3833109 49.0024572, 8.3838935 49.0024315, 8.3841014 49.0024224))",,ZKM | Museum für Neue Kunst,yes,,Karlsruhe,DE,9,76135,Lorenzstraße,2023-06-11,,,museum,,,,1915,,"[1615805734, 656382772, 1227440287, 21618888, 1269046065, 1269046091, 1269046118, 1269046136, 1269046089, 1269046114, 21618887, 1615805788, 1269046105, 2329237968, 2329237965, 1615805734]",Philipp Jakob Manz,civic,4.5,,,,,http://zkm.de/museen/museum-fuer-neue-kunst,yes,,"We-Fr 10:00-18:00; Sa,Su 11:00-18:00",,,MNK,Q1495745,de:Museum für Neue Kunst (Karlsruhe),,,,,"Maps4BW, LGL, www.lgl-bw.de;Bing 2013",,,,26.0,+49 721 81000,,,,,,Zentrum für Kunst und Medien,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,art,,,,,,,,,,,,,,,
way,224089410,"POLYGON ((8.3839519 49.00096, 8.3839653 49.0010909, 8.3839673 49.0011106, 8.3839689 49.0011262, 8.3839698 49.0011351, 8.3839719 49.0011551, 8.3839765 49.0012001, 8.3839775 49.0012101, 8.3839792 49.001227, 8.3840039 49.0012259, 8.384016 49.0013435, 8.3839913 49.0013446, 8.3840186 49.0016119, 8.3833589 49.0016409, 8.383228 49.0016467, 8.38318 49.0011773, 8.3831614 49.0009948, 8.3837437 49.0009691, 8.3839519 49.00096))",,ZKM_Foyer,yes,,Karlsruhe,DE,19,76135,Lorenzstraße,2023-06-10,,,,,,,1915,arts_centre,"[2329237934, 258529568, 8015986763, 8015986775, 8015986786, 1614904751, 1269046109, 2939007886, 1269046119, 1227417961, 1615805526, 1269046132, 2329237947, 2329246210, 2329237949, 2329237942, 2329237938, 2329237936, 2329237934]",Philipp Jakob Manz,civic,4.5,,,,,http://zkm.de/,yes,,,,,ZKM,,,,,,,"Maps4BW, LGL, www.lgl-bw.de;Bing 2013",,,,26.0,,,,,,,Zentrum für Kunst und Medien,,,,,,,,,,,,Foyer,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Q1326321,yes,child,Notinsel,,,,,,,,,,,
way,240014094,"POLYGON ((8.3720758 49.0521216, 8.3720855 49.0520189, 8.3721289 49.0520207, 8.3721448 49.0518529, 8.3722825 49.0518585, 8.372257 49.0521289, 8.3720758 49.0521216))",,DRK-Heim,,,Karlsruhe,DE,10,76149,Bachenweg,,,,,,,,,,"[1455345547, 1455345532, 1455345535, 1455345476, 1455345478, 2477811732, 1455345547]",,civic,1,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,241087987,"POLYGON ((8.4016139 49.0017011, 8.4016221 49.0017994, 8.4016107 49.001834, 8.4015911 49.0018578, 8.4015983 49.0018613, 8.4015865 49.0020008, 8.4015805 49.0020713, 8.4015571 49.0020771, 8.4015448 49.0021884, 8.401537 49.0022587, 8.4014111 49.0022649, 8.4013272 49.002269, 8.4013123 49.0022192, 8.4012635 49.0022256, 8.4006226 49.0020608, 8.4005371 49.0018497, 8.4004812 49.0017148, 8.4006243 49.0017132, 8.4006308 49.0016808, 8.4006375 49.0016716, 8.4006465 49.001659, 8.4006639 49.0016444, 8.4006837 49.0016313, 8.4007208 49.0016161, 8.4007779 49.0015985, 8.4008384 49.0015814, 8.4009127 49.0015638, 8.400946 49.0015584, 8.4009864 49.0015518, 8.4010642 49.0015464, 8.4011376 49.0015434, 8.401213 49.0015433, 8.4012615 49.0015466, 8.4012941 49.0015487, 8.401366 49.0015573, 8.4014296 49.0015693, 8.4014825 49.0015784, 8.4015255 49.0015925, 8.4015626 49.0016126, 8.401592 49.0016375, 8.4016073 49.0016694, 8.4016139 49.0017011))",,Schwarzwaldhalle,,,Karlsruhe,DE,5,76137,Festplatz,,,,,,,,1953-08,exhibition_hall,"[154917648, 154917554, 3491843814, 154916183, 7682347572, 154915963, 7682347573, 7682347574, 7682347505, 154917490, 2487776628, 154915650, 7682347575, 154917737, 154916415, 154915452, 7669856574, 154915390, 154915820, 3491843796, 154917307, 7682347506, 154916417, 154917779, 7682347507, 154916230, 154917561, 7682318264, 7682347508, 154916960, 154915741, 3491830785, 7682318263, 3491830786, 154916994, 154916390, 154915902, 154916955, 154915748, 154917053, 3491830792, 154917648]",Erich Schelling,civic,,,,,,http://www.messe-karlsruhe.de,4,,,,,,Q45844800,,"Maps4BW, LGL, www.lgl-bw.de",,,,"Maps4BW, LGL, www.lgl-bw.de",bauhaus,,,,,,,,,,Karlsruher Messe- und Kongress-GmbH,,,,,,,,Kulturdenkmal von besonderer Bedeutung,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,250840722,"POLYGON ((8.4450061 49.0260922, 8.4450692 49.0262536, 8.4453973 49.0261985, 8.445627 49.0261599, 8.4455639 49.0259983, 8.4455502 49.0259632, 8.4455342 49.0259223, 8.4455327 49.0259186, 8.4451564 49.0259818, 8.4451387 49.0259848, 8.4451322 49.0259682, 8.4451288 49.0259688, 8.4451352 49.0259853, 8.4451186 49.0259881, 8.4451039 49.0259906, 8.4450974 49.0259741, 8.445094 49.0259747, 8.4451004 49.0259912, 8.4450809 49.0259945, 8.4450141 49.0260057, 8.4450365 49.0260632, 8.4450409 49.0260744, 8.4450453 49.0260856, 8.4450331 49.0260877, 8.4450061 49.0260922))",,Sport 21,,,Karlsruhe,DE,4,76131,Am Fächerbad,,Multifunktionshallen,,,,,,2003,,"[5570545775, 2571975172, 5762343226, 388455967, 5062670937, 4329623120, 5062670932, 388455968, 5062670930, 5420069058, 5420069057, 5420069050, 5420069055, 5062670926, 5420069062, 5420069049, 5420069051, 5420069063, 5062670927, 2571975173, 5570545771, 5840543326, 2571975174, 5840543325, 5570545775]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,sports_centre,badminton,,Hagsfeld,SSC Karlsruhe e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,289726070,"POLYGON ((8.4464267 49.0246979, 8.4465387 49.0249829, 8.4465491 49.0249812, 8.4466035 49.024972, 8.4466393 49.0249659, 8.4466736 49.0250529, 8.4469126 49.0250124, 8.4467916 49.0247049, 8.4467663 49.0246405, 8.4465177 49.0246825, 8.4464267 49.0246979))",,Rudi Seiter Turnzentrum,,,Karlsruhe,DE,9,76131,Am Fächerbad,,,,,,,,2007,,"[2932722535, 2932722538, 6020075229, 4591283188, 2932722537, 2932722540, 2932722539, 2932722533, 5984112728, 6020454268, 2932722535]",,civic,,,,,,http://krkarlsruhe.de,,,,,,,,,Stadt Karlsruhe City Map,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,sports_centre,gymnastics,"Maps4BW (LGL-BW, www.lgl-bw.de)",Hagsfeld,Kunstturn Region Karlsruhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323268257,"POLYGON ((8.3309743 49.0135267, 8.3309412 49.0134953, 8.3309036 49.0135124, 8.3308478 49.0134595, 8.3308862 49.013442, 8.3308445 49.0134025, 8.3309436 49.0133575, 8.3310742 49.0134814, 8.3310411 49.0134964, 8.3310212 49.0135054, 8.3309743 49.0135267))",,,,Maps4BW,Karlsruhe,DE,22,76189,Südbeckenstraße,,,,,,,,,,"[3300623279, 3300623275, 3300623278, 3300623272, 3300623271, 3300623269, 3300623268, 3300623274, 3300623276, 3300623277, 3300623279]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,333261424,"POLYGON ((8.474689 49.0137119, 8.4746494 49.0136708, 8.4746429 49.013664, 8.4745813 49.0136895, 8.4745553 49.0136626, 8.474291 49.0137721, 8.474317 49.0137991, 8.4743064 49.0138034, 8.4743526 49.0138513, 8.4743913 49.0138353, 8.4743964 49.0138406, 8.4744312 49.0138262, 8.4744261 49.0138209, 8.474689 49.0137119))",,,,,Karlsruhe,DE,25,76227,Am Heegwald,,,,,,,,2007-06,,"[6299222611, 4368702569, 4368702567, 4368702575, 4368702568, 3403883019, 6299222617, 6299222616, 3403883030, 6299222615, 6299222614, 6299222613, 6299222612, 6299222611]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",Durlach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,333452270,"POLYGON ((8.4303006 49.0146188, 8.4303068 49.0146093, 8.4303033 49.0146084, 8.4303164 49.0145882, 8.4303199 49.0145892, 8.4303284 49.0145761, 8.4303614 49.0145853, 8.4303336 49.014628, 8.4303006 49.0146188))",,,,,,,,,,,,,,,,,2005,,"[7796499375, 7796499374, 7796499373, 7796499372, 7796499371, 3405622269, 3405622270, 3405622271, 7796499375]",,civic,1,,,,,,,,,,flat,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336882862,"POLYGON ((8.4797944 49.0047364, 8.4797499 49.0051826, 8.4798294 49.005186, 8.4798739 49.0047398, 8.4797944 49.0047364))",,,,,,,,,,,,,,,,,2011,,"[8017161809, 248579146, 248579147, 248579149, 8017161809]",,civic,1,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de;Bing 2013",,,,,,,,,,,Stadt Karlsruhe - Bäderbetriebe,,,,public,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,338886205,"POLYGON ((8.4607154 49.0280065, 8.4605883 49.0277742, 8.4605114 49.0277923, 8.4605236 49.0278145, 8.4605371 49.0278394, 8.4605159 49.0278444, 8.4605451 49.0278978, 8.4603667 49.0279398, 8.4603763 49.0279572, 8.4603866 49.027976, 8.4603778 49.0279781, 8.460358 49.0279827, 8.4603325 49.0279887, 8.4603847 49.0280842, 8.4603901 49.0280829, 8.4606313 49.0280262, 8.460655 49.0280207, 8.4607154 49.0280065))",,Gemeindezentrum Laurentiusgemeinde,,LA-KA,Karlsruhe,DE,15,76139,Schäferstraße,,,,,,,,2007,community_centre,"[4394429582, 1301673194, 1301673230, 4756008897, 1301673242, 1301673165, 1301673118, 1301673233, 4756009162, 4587556252, 1301673187, 4394429581, 1301673201, 1301673140, 4756009151, 4756008903, 1301673130, 4394429582]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,Hagsfeld,,,,parish_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340013883,"POLYGON ((8.4746498 49.0054892, 8.4750945 49.0053881, 8.475097 49.0053927, 8.4752458 49.0053589, 8.4751889 49.0052513, 8.4750401 49.0052851, 8.4750622 49.0053269, 8.474825 49.0053808, 8.4748171 49.0053658, 8.4748431 49.0053599, 8.4748207 49.0053176, 8.4745872 49.0053707, 8.4746498 49.0054892))",,,,,,,,,,,,,,,,,~2012,,"[3472161403, 7554304608, 7554304609, 3472161404, 3472161405, 3472161406, 3472161407, 3472161408, 7554304610, 7554304611, 3472161409, 3472161410, 3472161403]",,civic,,,,,,,,,,,flat,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340013884,"POLYGON ((8.4746114 49.0053292, 8.4749389 49.0052547, 8.4748061 49.0050035, 8.4744786 49.005078, 8.4746114 49.0053292))",,,,,,,,,,,,,,,,,,,"[3472161411, 3472161412, 3472161413, 3472161414, 3472161411]",,civic,,,,,,,,,,,gabled,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,342687359,"POLYGON ((8.3680254 49.0222601, 8.3679262 49.0221697, 8.3683085 49.0219894, 8.3684077 49.0220798, 8.3680254 49.0222601))",,,,,,,,,,,,,,,private,,,,"[3496523757, 3496523756, 3496523754, 3496523755, 3496523757]",,civic,,,,,,,,,,,,,,,,,yes,,,,,,,,,pitch,equestrian,,,Reitinstitut von Neindorff-Stiftung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,357008197,"POLYGON ((8.3063289 49.030924, 8.3061678 49.0309269, 8.3061048 49.030928, 8.3059389 49.0309309, 8.3059337 49.0308022, 8.3061877 49.0307977, 8.3061893 49.0308373, 8.3063253 49.0308349, 8.3063268 49.0308733, 8.3063289 49.030924))",,,,,,,,,,,,,,,,,,,"[3624028523, 1059509208, 3624079191, 1059509294, 1059509298, 1059509283, 1059509211, 1059509311, 1059509250, 3624028523]",,civic,2,,,,,,,,,,half-hipped,,,,,,,#C66382,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377655159,"POLYGON ((8.43908 49.0249737, 8.439037 49.0249809, 8.4389412 49.0249969, 8.4389214 49.0250002, 8.4389016 49.0250036, 8.4388327 49.0250151, 8.438851 49.0250622, 8.4388559 49.0250746, 8.4388732 49.0251191, 8.4391206 49.0250776, 8.4390984 49.0250208, 8.43908 49.0249737))",,,,,,,,,,,,,,,,,1985-09,,"[1272840972, 3810390053, 5961891336, 5961891333, 5961891337, 1272840960, 5961891332, 5922983260, 1272840989, 1272840928, 5961891331, 1272840972]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,Karlsruher Sportverein Rintheim-Waldstadt e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380408785,"POLYGON ((8.4459437 49.0254616, 8.4459384 49.0254482, 8.4459332 49.0254348, 8.4459091 49.0253741, 8.4459795 49.0253621, 8.4460598 49.0253485, 8.4461402 49.0253348, 8.4461642 49.0253956, 8.4461747 49.0254223, 8.4459437 49.0254616))",,,,,,,,,,,,,,,,,2022,,"[3837477553, 10253728697, 9251186852, 5984112724, 4973725734, 4973725733, 5984112725, 3837437342, 5984112726, 3837477553]",,civic,,,,,,,,,,,,,,,,,,,Maxar 2022,,,,4,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,381755243,"POLYGON ((8.4446545 49.0256573, 8.4446184 49.0256435, 8.4441303 49.0254569, 8.4440878 49.0254406, 8.4437825 49.0253239, 8.4436629 49.0252782, 8.4437162 49.0252182, 8.4437307 49.0252018, 8.4437484 49.0251819, 8.4437573 49.0251719, 8.4438075 49.0251153, 8.4439707 49.0249314, 8.4443962 49.0250937, 8.4443753 49.0251173, 8.4444173 49.0251334, 8.4442669 49.0253029, 8.4446752 49.0254564, 8.4446978 49.0255135, 8.4446649 49.0255191, 8.4447154 49.025647, 8.4446545 49.0256573))",,,yes,Bing,,,,,,,,,,,,,2016-10-01,,"[3849221262, 8094239425, 8224950816, 6689797272, 7391742756, 3849221210, 8094239421, 8094239423, 5661452380, 8094239419, 8094186771, 3849220647, 3849221165, 3849221176, 3837437291, 388456263, 3849221244, 3849221248, 3849221249, 388456253, 3849221262]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fächerbad Karlsruhe GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heights estimated,,,,,,,,,,
way,381755249,"POLYGON ((8.4462385 49.0253881, 8.446397 49.0253611, 8.4463951 49.0253563, 8.4463156 49.0251553, 8.4461571 49.0251822, 8.4462365 49.0253833, 8.4462385 49.0253881))",,,,,,,,,,,,,,,,,2022,,"[3849221221, 9655562479, 10253728699, 9655562478, 3849221209, 10253728698, 3849221221]",,civic,,,,,,,,,,,,,,,,,,,Maxar 2022,,,,4,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,389088733,"POLYGON ((8.392468 49.0422156, 8.39257 49.042224, 8.3925657 49.0422462, 8.3924638 49.0422379, 8.392468 49.0422156))",,,,,,,,,,,,,,,,,,,"[9074180425, 9074180426, 9074180427, 9074180428, 9074180425]",,civic,1,,,,,,,,,,,,,,,,,,Bing 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,389088734,"POLYGON ((8.392468 49.0422156, 8.3924815 49.042145, 8.3921931 49.0421213, 8.3921615 49.0422865, 8.3924499 49.0423102, 8.3924638 49.0422379, 8.392468 49.0422156))",,,,,,,,,,,,,,,,,,,"[1456028754, 1456028726, 1456028710, 1456028798, 1456028807, 1456028784, 1456028754]",,civic,1,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,Deutsches Rotes Kreuz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398201889,"POLYGON ((8.431281 48.9878022, 8.4312665 48.9879345, 8.4314926 48.9879452, 8.4315071 48.9878129, 8.431281 48.9878022))",,,,,,,,,,,,,,,private,,~2015,,"[4009662651, 4009662652, 4009662653, 4009662654, 4009662651]",GJL Freie Architekten BDA,civic,1,,,,,,,,,,,,,,,,yes,,Bing 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,410057954,"POLYGON ((8.5119791 48.954409, 8.5120221 48.9543851, 8.5121591 48.954309, 8.5123441 48.9544525, 8.5123071 48.954473, 8.5123259 48.9544876, 8.5122668 48.9545205, 8.5122814 48.9545319, 8.5121992 48.9545776, 8.512163 48.9545525, 8.5121334 48.9545517, 8.512076 48.9545072, 8.5120933 48.9544976, 8.5119791 48.954409))",,Freiwillige Feuerwehr Stupferich,,,Karlsruhe,,18,76228,Kleinsteinbacher Straße,,,,,,,,,fire_station,"[648292706, 648292679, 4931010185, 4119228617, 4933219976, 4933219977, 4933219978, 4933219979, 648292699, 4931041323, 4931041321, 4931041322, 4931041324, 648292706]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,426896428,"POLYGON ((8.4408165 49.0263097, 8.4408141 49.0263036, 8.4407738 49.0263104, 8.4407647 49.0262872, 8.4407343 49.0262923, 8.4407129 49.0262377, 8.4407325 49.0262344, 8.4407204 49.0262034, 8.4406621 49.0262133, 8.4406514 49.0261862, 8.4406408 49.0261591, 8.4405392 49.0259003, 8.4405286 49.0258732, 8.4405179 49.0258461, 8.4410061 49.0257637, 8.441255 49.0257216, 8.4412656 49.0257487, 8.4412763 49.0257759, 8.4412999 49.0258359, 8.4413337 49.0258302, 8.4413612 49.0259001, 8.4413274 49.0259059, 8.4413712 49.0260173, 8.4414051 49.0260116, 8.4414331 49.026083, 8.4413993 49.0260887, 8.4413068 49.0261044, 8.441319 49.0261353, 8.4414114 49.0261197, 8.44144 49.0261925, 8.4414469 49.02621, 8.4415654 49.0261899, 8.4415683 49.0261894, 8.4415767 49.026188, 8.4415921 49.026194, 8.4415987 49.0262109, 8.4415752 49.0262149, 8.4415961 49.0262681, 8.4416176 49.0263229, 8.4414732 49.0263473, 8.4414458 49.0263519, 8.4414183 49.0263566, 8.4412477 49.0263854, 8.4412209 49.0263899, 8.4411965 49.026394, 8.4411919 49.0263823, 8.4411406 49.0263599, 8.4411349 49.0263455, 8.4411087 49.0263499, 8.4410606 49.0263312, 8.4410471 49.0262969, 8.4410773 49.0262698, 8.4410734 49.0262598, 8.4410521 49.0262634, 8.4408375 49.0262996, 8.4408399 49.0263057, 8.4408409 49.0263102, 8.4408378 49.0263144, 8.4408318 49.0263167, 8.4408249 49.0263166, 8.4408191 49.0263139, 8.4408165 49.0263097))",,SSC-Zentrum,,,,,,,,,,,,http://www.ssc-karlsruhe.de/,,,1980-06-26,,"[4403309830, 4403309827, 1272840966, 1272841054, 1272841077, 1272841001, 7417919039, 7417919038, 1272840992, 7417919037, 7417919045, 7417919042, 7417919027, 1272840983, 7417919047, 1272840947, 7417919026, 7417919041, 1272841005, 1272840993, 1272840948, 1272840968, 1272840976, 1272840951, 1272840995, 7417919046, 1272841083, 4403309810, 4403309807, 8224950821, 1272840943, 7277980455, 8224950823, 1272840996, 4403309816, 4403309819, 4403309820, 7277980453, 1272841039, 9106192480, 4261529624, 5062670935, 5062670936, 4403309836, 1272840950, 6206106802, 1272841063, 1272840958, 1272840937, 4403309831, 1272840979, 4403309825, 1272840936, 7417919050, 4403309826, 4403309828, 4403309829, 4403309832, 4403309835, 4403309834, 4403309833, 4403309830]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSC Karlsruhe e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,442658671,"POLYGON ((8.4414114 49.0261197, 8.4415572 49.026095, 8.4416113 49.0260859, 8.4418059 49.0260531, 8.4418305 49.0260489, 8.4417598 49.025869, 8.4414865 49.0259151, 8.441517 49.0259927, 8.4414051 49.0260116, 8.4414331 49.026083, 8.4413993 49.0260887, 8.4413068 49.0261044, 8.441319 49.0261353, 8.4414114 49.0261197))",,,,,,,,,,,,,,,,,2017-09-30,,"[4403309807, 7277980456, 4403309806, 8224950820, 4403309805, 4403309802, 4403309803, 4403309804, 1272840951, 1272840995, 7417919046, 1272841083, 4403309810, 4403309807]",,civic,2,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,8,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,444942434,"POLYGON ((8.3458282 49.0001319, 8.3453772 49.0003428, 8.3453311 49.0005057, 8.345091 49.0004765, 8.3450288 49.0004689, 8.3450399 49.0004297, 8.3449081 49.0003083, 8.3451916 49.0001757, 8.345132 49.0001209, 8.3453858 49.0000023, 8.3454453 49.0000571, 8.3456251 48.999973, 8.3456 48.99995, 8.3456799 48.9998968, 8.3456699 48.9998903, 8.3456937 48.9998745, 8.3457038 48.999881, 8.3457227 48.9998684, 8.3456973 48.999852, 8.3457381 48.9998248, 8.3457635 48.9998413, 8.3458167 48.9998059, 8.3458309 48.9997964, 8.3458757 48.9998254, 8.3458869 48.9998206, 8.3458998 48.9998185, 8.3459129 48.9998194, 8.3459248 48.9998233, 8.3459332 48.999829, 8.3459853 48.9998046, 8.3458928 48.9997194, 8.3461336 48.9996068, 8.3465342 48.9999756, 8.3463554 49.0000592, 8.346289 49.0000902, 8.3463514 49.0001289, 8.3461976 49.0002354, 8.3459855 49.0001034, 8.3458881 49.0001708, 8.3458282 49.0001319))",,Pfitzenmeier Premium Resort,,,Karlsruhe,,15,76189,Rudolf-Freytag-Straße,,,,,,,,2017-07-15,,"[7091927652, 4423993593, 4423991500, 7091927650, 4423991499, 4423999193, 4423991498, 4423999890, 4423901694, 4423999591, 4423999192, 4423999290, 4423999889, 7091927661, 7091927659, 7091927658, 7091927660, 4423999092, 7091927663, 7091927662, 4423993592, 7091927649, 4423996192, 4423999191, 7091927656, 7091927654, 7091927653, 7091927655, 7091927657, 4423991497, 4423991496, 4423991495, 4423901693, 10219453122, 4423993594, 4423999291, 4423999195, 4423999194, 7091927651, 7091927652]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,fitness_centre,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,449547006,"POLYGON ((8.3994076 49.0465099, 8.3994761 49.0464688, 8.3995129 49.0464953, 8.3995012 49.0465023, 8.3995425 49.0465319, 8.3995561 49.0465237, 8.3996294 49.0465763, 8.3995591 49.0466185, 8.3994076 49.0465099))",,,,,,,,,,,,,,,,,,,"[4464928995, 4464928996, 7925805477, 7925805476, 7925805475, 7925805474, 4464928997, 4464928998, 4464928995]",,civic,1,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
