element_type,osmid,geometry,amenity,denomination,name,religion,addr:city,addr:housenumber,addr:postcode,addr:street,contact:email,contact:phone,official_name,website,addr:country,wheelchair,level,source,toilets:wheelchair,addr:suburb,description:covid19,opening_hours:covid19,operator,phone,service_times,short_name,contact:website,start_date,check_date,description:de,historic,image,building,wheelchair:description,description,email,operator:type,place_of_worship,access,nodes,architect,heritage,heritage:operator,ref:lda,wikidata,alt_name,building:levels,construction:start_date,roof:shape,source:geometry,wikipedia,fax,opening_hours,patron_saint,wheelchair:description:de,wikimedia_commons,building:architecture,contact:fax,heritage:description,tomb,building:material,roof:levels,roof:material,fixme,source:addr,architect:wikidata,architect:wikipedia,old_name,building:colour,roof:colour,source_ref:url,url,denomination:de,addr:source,height,disused:amenity,source:outline,old_operator,old_owner,owner,building:part,loc_name,indoor,name:de,ref,room,ways,type
way,114599544,"POLYGON ((8.363471 49.0050812, 8.3634846 49.0050846, 8.3634811 49.0050908, 8.3634837 49.0050977, 8.3634899 49.0051019, 8.3635008 49.0051039, 8.3635111 49.0051009, 8.3635177 49.0050929, 8.3635991 49.0051132, 8.3635803 49.0051457, 8.3639197 49.0052305, 8.3639387 49.0051977, 8.3640025 49.0052137, 8.3643097 49.0052904, 8.3643506 49.0052199, 8.3644106 49.0052302, 8.3644763 49.0052311, 8.3645346 49.005224, 8.364591 49.0052113, 8.3646332 49.0051919, 8.3646815 49.005162, 8.3647157 49.0051286, 8.3647217 49.0051308, 8.3647418 49.0050956, 8.3647331 49.0050908, 8.3647445 49.0050595, 8.3647452 49.0050301, 8.3647385 49.0050006, 8.3647278 49.0049724, 8.3647103 49.0049434, 8.3646815 49.0049166, 8.3646466 49.0048941, 8.3646037 49.0048757, 8.3645597 49.0048599, 8.3645732 49.0048366, 8.3644654 49.0048097, 8.364318 49.0047729, 8.3643289 49.0047536, 8.3643527 49.0047111, 8.3643 49.0046979, 8.3642929 49.0047103, 8.3640223 49.0046427, 8.3640019 49.0046779, 8.3639683 49.0046695, 8.3639411 49.0046627, 8.3639619 49.0046269, 8.3638268 49.0045932, 8.3638063 49.0046285, 8.363776 49.0046209, 8.3637468 49.0046136, 8.3637677 49.0045775, 8.3637156 49.0045644, 8.3636556 49.0046677, 8.3637067 49.0046805, 8.3637301 49.0046402, 8.3637592 49.0046474, 8.3637925 49.0046557, 8.3637689 49.0046964, 8.3639032 49.00473, 8.3639272 49.0046887, 8.363952 49.0046949, 8.3639868 49.0047036, 8.3639508 49.0047656, 8.3640149 49.0047816, 8.3639665 49.0048649, 8.3639022 49.0048488, 8.3638524 49.0049345, 8.3639147 49.0049501, 8.3638657 49.0050346, 8.3636089 49.0049704, 8.3636163 49.0049577, 8.3635521 49.0049416, 8.3635432 49.0049562, 8.363471 49.0050812))",place_of_worship,,Christuskathedrale,christian,Karlsruhe,2,76185,Keßlerstraße,,,,,DE,,,LA-KA,,,,,,,,,,,,,,,church,,,,,,,"[1297705822, 1347359331, 1347359323, 1347359475, 1347359393, 1347359370, 1347359295, 1347359414, 1297705764, 1297705788, 1297705783, 1297705820, 1297705780, 1297705826, 1297705799, 1297705847, 1297705733, 1297705768, 1297705766, 1297705785, 1297705794, 1297705817, 1297705782, 1297705824, 1297705804, 1297705839, 1297705848, 1297705735, 1297705834, 1297705749, 1297705849, 1297705846, 1297705802, 1297705819, 1297705790, 1464989293, 1347359479, 1464989284, 1297705770, 1347359353, 1297705841, 1297705811, 1297705831, 1464989278, 1297705762, 1297705795, 1297705767, 1297705816, 1464989273, 1297705829, 1297705844, 1297705765, 1297705828, 1297705832, 1297705814, 1464989274, 1297705771, 1297705838, 1297705738, 1297705777, 1464989280, 1297705806, 1297705775, 1297705810, 1297705772, 1297705758, 1297705742, 1297705747, 1297705812, 1297705797, 1297705787, 1297705791, 1464989299, 1297705822]",,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,115194455,"POLYGON ((8.4681156 48.9998762, 8.4679838 48.9999226, 8.4678773 48.9997924, 8.4679207 48.9997771, 8.4679137 48.9997686, 8.4679539 48.9997544, 8.4679593 48.999761, 8.4680075 48.999744, 8.4680406 48.9997844, 8.4681156 48.9998762))",place_of_worship,pentecostal,Agape-Gemeinde,christian,Karlsruhe,4,76227,Seboldstraße,,,,,DE,yes,,,,,,,Evangelische Freikirche im Bund freikirchlicher Pfingstgemeinden KdöR (BFP),,,,,,,,,,yes,,,,,,,"[3476633933, 1302533620, 1302533521, 3634097614, 3634097612, 3634097610, 3634097611, 1302533445, 3634097615, 3476633933]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116520122,"POLYGON ((8.3261555 49.0057973, 8.3265651 49.0055923, 8.3265866 49.0056105, 8.3266232 49.005592, 8.3266579 49.0055961, 8.3266861 49.0056197, 8.326679 49.0056398, 8.3266417 49.0056586, 8.3266634 49.0056764, 8.3266577 49.0056794, 8.3266809 49.0056988, 8.3266293 49.0057246, 8.3266049 49.0057037, 8.3262572 49.0058828, 8.3261555 49.0057973))",place_of_worship,,St. Valentin,christian,Karlsruhe,25,76189,Inselstraße,,,,,DE,,,,,,,,,,,,,,,,,,church,,,,,,,"[1313334081, 1313333957, 1313334024, 1313333876, 1313333899, 1313333733, 1313333802, 1313334051, 6077657372, 6077657371, 1313333742, 1313333999, 1313334063, 1313333910, 1313334081]",,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,117290604,"POLYGON ((8.3901632 48.9989178, 8.3901594 48.9988615, 8.3901396 48.9988622, 8.390139 48.998854, 8.3901145 48.9988549, 8.3900623 48.9987902, 8.3900853 48.9987183, 8.3900951 48.998718, 8.3901065 48.9986822, 8.3900973 48.9986809, 8.3901077 48.9986482, 8.3902333 48.998644, 8.3902512 48.9986771, 8.3902535 48.9987075, 8.3902674 48.9987071, 8.3903077 48.9987815, 8.3902687 48.9988495, 8.3902446 48.9988504, 8.3902455 48.9988585, 8.3902243 48.9988593, 8.3902286 48.998915, 8.3901632 48.9989178))",place_of_worship,nondenominational,Kapelle,christian,,,,,,,,,,,,,,,,,Vincentius-Diakonissen-Kliniken gAG,,,,,1959,,,,,chapel,,,,private_non_profit,chapel,,"[1320960421, 1320960360, 1320960284, 1320960367, 1320960293, 1320960390, 6180742153, 6180742152, 6180742154, 6180742155, 1320960302, 1320960403, 6180742156, 6180742157, 6180742158, 1320960326, 1320960429, 1320960337, 1320960346, 1320960423, 1320960362, 1320960421]",,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118197935,"POLYGON ((8.4593567 48.9880501, 8.4592844 48.9879311, 8.4593466 48.9879149, 8.4593411 48.9879059, 8.4593059 48.9878479, 8.4594823 48.9878018, 8.4595953 48.9879876, 8.4593567 48.9880501))",place_of_worship,united_methodist,Christuskirche Durlach-Aue,christian,Karlsruhe,18,76227,Kärntner Straße,,,,,DE,,,,,,,,Evangelisch-methodistische Kirche,,,,http://www.emk-karlsruhe.de/,,,,,,church,,,,religious,,,"[1329814569, 1329814420, 8074454587, 8074454586, 1329814375, 1329814469, 1329814413, 1329814569]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118300723,"POLYGON ((8.460677 48.9881554, 8.4608017 48.9883127, 8.4608276 48.9883462, 8.4608392 48.9883605, 8.4609549 48.9883211, 8.4610649 48.9882836, 8.4608766 48.9880457, 8.4606955 48.9881074, 8.460651 48.9881226, 8.460677 48.9881554))",place_of_worship,protestant,Trinitatiskirche,christian,Karlsruhe,37,76227,Brühlstraße,,,,,DE,yes,,LA-KA,no,,,,Evangelische Kirchengemeinde Aue,,,,,,,,,,yes,,,,,,,"[1330688488, 1330768015, 1330767307, 1330688483, 6256278048, 1330688400, 1330688499, 1330688470, 1330688355, 1330688488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118426425,"POLYGON ((8.4571713 48.993822, 8.4570629 48.9938308, 8.4570666 48.9938501, 8.456867 48.9938662, 8.4568633 48.9938466, 8.4566882 48.9938608, 8.4566562 48.9936897, 8.4566832 48.9936875, 8.4566598 48.993563, 8.456741 48.9935564, 8.4567294 48.9934941, 8.4569362 48.9934775, 8.45694 48.9934975, 8.4570445 48.993489, 8.4570516 48.9935271, 8.4571441 48.9935196, 8.4571555 48.9935803, 8.4571265 48.9935827, 8.457136 48.9936337, 8.4571713 48.993822))",place_of_worship,protestant,Evangelisches Gemeindezentrum Luther-Melanchthon,christian,Karlsruhe,5,76227,Bilfinger Straße,,,,,DE,,,LA-KA,,,,,Luther-Melanchthon-Gemeinde Durlach,,,,http://luther-melanchthon-gemeinde.de,,,,,,yes,,,,religious,,,"[1331474823, 1331474299, 1331474710, 1331474235, 1331474582, 1331475116, 1331474471, 1331475017, 1331474397, 1331474920, 1331474336, 1331474774, 1331474277, 1331474667, 1331474198, 1331474537, 1331475077, 1331474431, 1331474980, 1331474823]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118873169,"POLYGON ((8.331486 49.0046287, 8.3314725 49.0046222, 8.3314856 49.0046112, 8.3314059 49.0045736, 8.3314491 49.0045322, 8.3315302 49.0045698, 8.3315458 49.0045559, 8.3315353 49.0045502, 8.3315243 49.0045438, 8.3315203 49.0045329, 8.3315176 49.0045243, 8.331521 49.004511, 8.3315288 49.0045005, 8.3315399 49.0044928, 8.3315513 49.0044878, 8.331562 49.0044853, 8.3315737 49.0044833, 8.3315877 49.0044835, 8.3316019 49.0044863, 8.3316138 49.0044916, 8.3316272 49.0044776, 8.3316315 49.0044795, 8.3316801 49.0044322, 8.3317246 49.0044523, 8.3317313 49.004446, 8.3317433 49.0044518, 8.3317366 49.0044579, 8.3317663 49.0044716, 8.3318038 49.0044373, 8.3318786 49.0044728, 8.3318519 49.0044978, 8.3319501 49.0045436, 8.3320551 49.0045926, 8.3320449 49.0046024, 8.3320929 49.0046239, 8.3321029 49.0046143, 8.3321165 49.0046209, 8.3321312 49.0046134, 8.3321464 49.0046108, 8.3321595 49.0046115, 8.3321717 49.0046158, 8.3321813 49.0046226, 8.3321857 49.0046303, 8.3321857 49.0046349, 8.3321845 49.0046408, 8.3321789 49.0046492, 8.3321968 49.0046575, 8.3321398 49.004709, 8.3321691 49.0047239, 8.3321777 49.0047169, 8.3321879 49.004722, 8.332179 49.0047291, 8.3321901 49.0047348, 8.3321831 49.0047405, 8.3321747 49.0047363, 8.332127 49.0047796, 8.3320875 49.0048156, 8.3320962 49.0048198, 8.3320889 49.0048262, 8.33208 49.0048221, 8.3320693 49.0048313, 8.3320412 49.0048317, 8.332012 49.0048172, 8.3319713 49.0048516, 8.3318939 49.0048157, 8.3319036 49.0048073, 8.3318738 49.0047932, 8.3318469 49.0047805, 8.3318365 49.0047896, 8.3316262 49.0046913, 8.3316349 49.0046841, 8.3316031 49.0046684, 8.3315772 49.0046557, 8.3315645 49.0046658, 8.3315506 49.0046581, 8.3315401 49.0046665, 8.3315301 49.0046701, 8.3315185 49.0046712, 8.331503 49.004669, 8.3314922 49.0046646, 8.3314828 49.0046561, 8.3314792 49.004648, 8.3314797 49.0046393, 8.331486 49.0046287))",place_of_worship,,Heilig-Geist-Kirche,christian,Karlsruhe,6,76189,Turnerstraße,,,,,DE,limited,,,no,,,,,,,,,,,,,,church,,,,,,,"[1336101566, 1336101532, 1336101570, 1336101556, 1336101551, 1336101538, 1336101576, 1336101542, 1336101586, 1336101579, 1336101563, 1336101545, 1336101535, 1336101584, 1336101571, 1336101553, 1336101540, 1336101587, 1336101573, 1336101561, 6077656452, 6077656451, 1336101555, 6077648743, 6077648741, 6077657377, 6077648742, 1336101544, 1336101582, 1336101569, 1336101560, 9845360413, 1336101549, 1336101531, 6077648744, 1336101575, 1336101530, 1336101543, 1336101559, 1336101574, 1336101537, 1336101550, 1336101581, 1336101565, 1336101548, 1336101567, 1336101580, 1336101564, 6077648750, 6077648749, 6077648748, 6077648747, 6077648745, 6077648746, 1336101547, 9845360414, 6077657376, 6077657373, 6077657374, 6077657375, 1336101536, 6077656447, 1336101585, 1336101572, 1336101554, 1336101541, 9845392799, 1336101534, 1336101578, 6077656448, 6077656449, 9845392798, 1336101558, 6077656450, 1336101577, 1336101568, 1336101533, 1336101546, 1336101552, 1336101562, 1336101583, 1336101539, 1336101557, 1336101566]",,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,121469815,"POLYGON ((8.3946957 48.9982076, 8.3946837 48.9980772, 8.3946602 48.9980781, 8.3946538 48.998009, 8.3948498 48.9980013, 8.3948561 48.9980704, 8.3948304 48.9980714, 8.3948424 48.9982018, 8.3947691 48.9982047, 8.3946957 48.9982076))",place_of_worship,catholic_apostolic,Katholisch-Apostolische Gemeinde,christian,Karlsruhe,9,76137,Südendstraße,,,,https://ka.stadtwiki.net/Katholisch-Apostolische_Gemeinde,DE,,,,,,,,,,,,,1960,,,,,church,,,,,,,"[1359735049, 1359735002, 5140256518, 5140256519, 5140256517, 5140256516, 1359734997, 1359735044, 5140256512, 1359735049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122030794,"POLYGON ((8.3948481 49.0037566, 8.39485 49.0037566, 8.3948663 49.0037456, 8.3948653 49.003693, 8.3949101 49.0036927, 8.3949498 49.003666, 8.3949492 49.0036357, 8.3949468 49.0035153, 8.3949465 49.0034988, 8.3949058 49.0034728, 8.3946631 49.0034749, 8.3946235 49.0035015, 8.3946268 49.0036686, 8.3946676 49.0036947, 8.3946703 49.0037581, 8.3948481 49.0037566))",place_of_worship,new_apostolic,Neuapostolische Kirche,christian,Karlsruhe,57-59,76133,Karlstraße,,,,,DE,,,,,,,,Neuapostolische Kirche Süddeutschland K.d.ö.R.,,,,http://ka1.nak-karlsruhe.de/,,,,,,yes,,,,,,,"[1364590645, 3506003065, 1364590639, 1364590629, 1364590626, 1364590611, 1364590589, 1364590577, 1364590557, 1364590546, 1364590549, 1364590551, 1364590617, 1364590623, 1364590646, 1364590645]",,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122806565,"POLYGON ((8.4314663 49.0146837, 8.4315347 49.0145791, 8.4315076 49.0145715, 8.4315266 49.0145424, 8.4315022 49.0145355, 8.4314756 49.014528, 8.4314565 49.0145571, 8.4314221 49.0145474, 8.4313537 49.0146519, 8.4312751 49.0146298, 8.4312252 49.014706, 8.4313038 49.0147281, 8.4313009 49.0147326, 8.4314134 49.0147643, 8.4314164 49.0147598, 8.4314921 49.0147812, 8.431542 49.014705, 8.4314663 49.0146837))",place_of_worship,,Jüdische Kapelle,jewish,Karlsruhe,45,76131,Haid-und-Neu-Straße,,,,,DE,,,,,,,,,,,,,1895,,,,https://de.wikipedia.org/wiki/Datei:Karlsruhe_Hauptfriedhof_juedischeKapelle.jpg,chapel,,,,,,,"[1371229807, 1371229795, 1371229794, 1371229789, 8595230994, 1371229787, 1371229792, 1371229790, 1371229801, 1371229799, 1371229817, 3405622272, 3405622273, 3405622275, 3405622274, 1371229830, 1371229816, 1371229807]",,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de;survey",,,,,,,,,,,,,,,,,,,,,,,
way,123161949,"POLYGON ((8.3384108 48.9970078, 8.3383994 48.9970129, 8.3384135 48.9970264, 8.3384326 48.9970288, 8.3384389 48.9970349, 8.3384276 48.99704, 8.3384416 48.9970535, 8.3384608 48.9970559, 8.3384671 48.997062, 8.3384557 48.9970671, 8.3384698 48.9970806, 8.3384889 48.997083, 8.3384952 48.9970891, 8.3384838 48.9970941, 8.3385148 48.997124, 8.3385607 48.9971034, 8.3385515 48.9970945, 8.3385591 48.9970911, 8.3385819 48.997094, 8.3386031 48.9970845, 8.3385938 48.9970756, 8.3386014 48.9970722, 8.3386243 48.9970751, 8.3386454 48.9970656, 8.3386362 48.9970567, 8.3386438 48.9970533, 8.3386666 48.9970562, 8.338682 48.9970493, 8.338683 48.9970559, 8.3386886 48.9970615, 8.3386976 48.9970648, 8.3387078 48.9970649, 8.3387169 48.9970619, 8.3387229 48.9970565, 8.3387244 48.9970499, 8.338721 48.9970436, 8.3387673 48.9970229, 8.3386725 48.9969317, 8.3386012 48.9969228, 8.3385947 48.9969455, 8.3385815 48.9969439, 8.3385881 48.9969212, 8.3385591 48.9969176, 8.3385525 48.9969403, 8.3385358 48.9969382, 8.3385424 48.9969155, 8.3384745 48.9969071, 8.3384498 48.9968833, 8.3383877 48.996911, 8.3384124 48.9969348, 8.3383595 48.9969585, 8.3384108 48.9970078))",place_of_worship,protestant,Philippuskirche,christian,,,,,,,,,,,,,,,,,Evangelische Hoffnungsgemeinde Karlsruhe,,,,https://hoffnungsgemeinde-karlsruhe.de,1992,,,,,church,,,,,,,"[1374337720, 1374337722, 7091939741, 7091939740, 7091939739, 7091939742, 7091939743, 7091939738, 7091939737, 7091939744, 7091939745, 7091939736, 7091939747, 7091939746, 1374337742, 7091939735, 7091939734, 7091939726, 7091939733, 7091939732, 7091939725, 7091939727, 7091939731, 7091939730, 7091939724, 7091939728, 7091939729, 1374337729, 7091939756, 1374337732, 1374337734, 1374337733, 1374337731, 1374337728, 1374337727, 1374337726, 1374337725, 1374337714, 7091939753, 7091939751, 7091939748, 7091939752, 7091939754, 7091939749, 7091939750, 7091939755, 3538741984, 1374337709, 1374337711, 1374337717, 3538741985, 1374337720]",,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123162788,"POLYGON ((8.3454912 49.004089, 8.3454497 49.0041171, 8.3456255 49.0042322, 8.3458855 49.0040613, 8.3459068 49.0040473, 8.3459442 49.0040227, 8.3457719 49.0039099, 8.3457165 49.0039452, 8.3456525 49.0039873, 8.3456429 49.003981, 8.3456204 49.0039958, 8.3456273 49.0040003, 8.3455508 49.0040514, 8.3454912 49.004089))",place_of_worship,protestant,Thomaskirche,christian,Karlsruhe,2,76185,Kopernikusstraße,,,,,DE,yes,,,,,,,,,,,,,,,,,yes,,,,,,,"[1374340707, 1374340708, 1374340713, 9371276443, 9371276442, 1374340688, 1374340675, 1374340678, 1374340680, 1374340679, 1374340681, 1374340682, 1374340696, 1374340707]",,,,,Q117706350,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,123231061,"POLYGON ((8.3449374 48.9963035, 8.3448772 48.9962462, 8.3447624 48.9962981, 8.3447868 48.9963214, 8.3448012 48.9963149, 8.3448144 48.9963275, 8.3447672 48.9963489, 8.3447897 48.9963703, 8.3448164 48.9963582, 8.3449374 48.9963035))",place_of_worship,,Selimiye Moschee,muslim,Karlsruhe,194,76189,Durmersheimer Straße,,,,,DE,,,,,,,,,,,,,,,,,,yes,,,,,,,"[2434521068, 1374913926, 1374913927, 1374913933, 1374913932, 4313068031, 4313068034, 1374913945, 4313068036, 2434521068]",,,,,,,2,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,123271224,"POLYGON ((8.3549797 49.0057209, 8.354972 49.0056986, 8.3549625 49.0057001, 8.3549611 49.0056959, 8.3549524 49.0056972, 8.3549508 49.0056923, 8.3549435 49.0056934, 8.3549341 49.0056661, 8.3548784 49.0056743, 8.3548615 49.0056253, 8.3546731 49.0056532, 8.3546634 49.005625, 8.3547747 49.0056085, 8.3547685 49.0055905, 8.3548455 49.005579, 8.3548429 49.0055716, 8.3549917 49.0055496, 8.3550364 49.0056794, 8.3550278 49.0056807, 8.3550295 49.0056855, 8.3550216 49.0056867, 8.3550231 49.0056909, 8.3550144 49.0056922, 8.3550221 49.0057146, 8.3549797 49.0057209))",place_of_worship,,Friedhofskapelle,christian,Karlsruhe,34a,76185,Durmersheimer Straße,,,,,DE,,,,,,,,,,,,,,,,,,chapel,,,,,,,"[1375289163, 1375289158, 1375289160, 1375289156, 1375289157, 1375289154, 1375289155, 1375289144, 1375289145, 1375289139, 1375289141, 1375289138, 1375289133, 1375289130, 1375289127, 1375289124, 1375289122, 1375289146, 1375289148, 1375289149, 1375289150, 1375289151, 1375289153, 1375289161, 1375289163]",,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,123372590,"POLYGON ((8.3487482 49.0026047, 8.3487828 49.0026031, 8.3488175 49.0026014, 8.3488258 49.0026741, 8.3487564 49.0026775, 8.3487482 49.0026047))",place_of_worship,,Maria-Hilf-Kapelle an der Alb,christian,,,,,,,,,,,,,,,,,,,,,,,,,yes,,chapel,,,,,,,"[1376042114, 4742914138, 1376042113, 1376042116, 1376042117, 1376042114]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123381963,"POLYGON ((8.3462639 49.0103512, 8.346312 49.0103907, 8.3464537 49.0105069, 8.3465718 49.010445, 8.3464859 49.0103746, 8.3463819 49.0102893, 8.3462639 49.0103512))",place_of_worship,sunni,Annur Moschee,muslim,Karlsruhe,7,76185,Pfannkuchstraße,,,,https://www.annur.de/,DE,yes,,http://www.annur.de/wp/de/contacts/,,,,,,+49 721 678685,,,,,,,,,yes,,,info@annur.de,,,,"[1376122352, 1376122355, 1376122375, 1376122362, 1823278281, 1376122346, 1376122352]",,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,123624726,"POLYGON ((8.3508867 48.9986529, 8.3508197 48.9986842, 8.3508645 48.9987229, 8.3508197 48.9987425, 8.3508633 48.998797, 8.3509077 48.9988475, 8.3509548 48.9988342, 8.3509752 48.998879, 8.3512272 48.9988208, 8.3512351 48.99876, 8.3513136 48.9987234, 8.3512053 48.9985848, 8.3511071 48.9986054, 8.3510372 48.9985807, 8.3510221 48.9985869, 8.3508867 48.9986529))",place_of_worship,,St. Josef,christian,Karlsruhe,1,76189,Eichelbergstraße,,,,http://se-ka-sw.de,,yes,,,yes,,,,,,,,,,,,,,church,,,,,,,"[1377866289, 1377866291, 1377866295, 1377866299, 4413213031, 1377866311, 1377866307, 1377866313, 1377866305, 1377866301, 1377866297, 1377866271, 1377866279, 1377866269, 1377866275, 1377866289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123958797,"POLYGON ((8.3892794 48.9943298, 8.3893137 48.9943041, 8.3894524 48.994298, 8.3894357 48.9941339, 8.3895405 48.9941293, 8.3895526 48.9942483, 8.3897873 48.9942381, 8.3899663 48.9942303, 8.3899751 48.9943171, 8.3897961 48.9943249, 8.3897944 48.9943084, 8.3897639 48.9943097, 8.3896976 48.9943126, 8.3897184 48.9945172, 8.3897233 48.994566, 8.3893359 48.994583, 8.3893199 48.9944249, 8.3892891 48.9944262, 8.3892794 48.9943298))",place_of_worship,roman_catholic,St. Michael,christian,Karlsruhe,44,76135,Gebhardstraße,,,,https://ka.stadtwiki.net/St._Michael_(Beiertheim),DE,,,,,,,,,,,,,1965,,,,,church,,,,,,,"[1380892217, 1380892190, 1380892183, 1380892040, 1380892035, 1380892149, 1380892139, 1380892121, 1380892201, 1380892207, 1380892199, 5121530146, 1380892204, 5121530155, 1380892392, 1380892398, 1380892292, 1380892302, 1380892217]",Werner Groh,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,Heights and roof:material estimated,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,126129605,"POLYGON ((8.4008108 48.9709567, 8.4009599 48.97091, 8.4009789 48.9709355, 8.4011592 48.9708819, 8.4011841 48.9708853, 8.401216 48.9709266, 8.4012208 48.9709251, 8.4012573 48.9709769, 8.4012509 48.9709793, 8.4012821 48.9710208, 8.4012702 48.9710361, 8.4010933 48.9710918, 8.4011115 48.9711175, 8.4009617 48.9711667, 8.4009296 48.9711223, 8.4008882 48.9711379, 8.4008798 48.9711498, 8.4008317 48.971136, 8.4008395 48.9711252, 8.4008233 48.9711015, 8.4008015 48.9711096, 8.4007707 48.9710727, 8.4007959 48.9710635, 8.4007787 48.9710443, 8.4007571 48.9710378, 8.4007794 48.971005, 8.4007969 48.9710106, 8.4008423 48.9709963, 8.4008108 48.9709567))",place_of_worship,protestant,Auferstehungskirche,christian,Karlsruhe,28,76199,Lange Straße,,,,,DE,,,,,,,,,,,,,,,,,,yes,,,,,,,"[1399073879, 1399073874, 1399073878, 1399073870, 1399073871, 1399073873, 1399073875, 1399073884, 1399073885, 1399073888, 1399073891, 1399073893, 1399073897, 1399073898, 1399073895, 1399073896, 6482400057, 6482400058, 1399073894, 6482402300, 6482400062, 6482400061, 1399073892, 6482402301, 6482400060, 6482400059, 1399073889, 1399073887, 1399073879]",,,,,Q16785685,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,129167712,"POLYGON ((8.3336299 49.0340413, 8.3336094 49.0340371, 8.3336152 49.0340258, 8.3332582 49.0339533, 8.3332364 49.0339995, 8.3332136 49.0339948, 8.3331999 49.0340234, 8.3331845 49.0340564, 8.3332056 49.0340607, 8.3331858 49.0341027, 8.3333351 49.0341331, 8.3335452 49.0341758, 8.3335402 49.0341881, 8.3336214 49.0341988, 8.3336332 49.0341575, 8.3336702 49.0341634, 8.3336762 49.0341748, 8.3336899 49.0341719, 8.3336855 49.034163, 8.3337218 49.0341473, 8.3337374 49.0341533, 8.333745 49.0341449, 8.3337294 49.0341389, 8.3337389 49.0341147, 8.3337531 49.0341111, 8.3337485 49.0341033, 8.3337343 49.0341069, 8.3337136 49.0340813, 8.3337243 49.0340725, 8.3337139 49.0340674, 8.3337025 49.0340776, 8.3336677 49.0340719, 8.3336722 49.0340589, 8.3336583 49.034057, 8.3336544 49.0340687, 8.3336452 49.0340675, 8.3336299 49.0340413))",place_of_worship,protestant,Knielinger Kirche,christian,Karlsruhe,1a,76187,Saarlandstraße,,,,,,limited,,,,,,,,,,,,,,,,,church,,,,,,,"[1425699180, 1425699179, 1425699178, 1425699175, 1425699177, 1425699176, 3099132800, 1425699181, 1425699184, 1425699193, 3099132799, 1425699208, 1425699209, 1425699210, 1425699202, 1425699205, 1425699207, 1425699206, 1425699203, 1425699200, 1425699201, 1425699199, 1425699198, 1425699197, 1425699196, 1425699194, 1425699195, 1425699191, 1425699188, 1425699185, 1425699190, 1425699189, 1425699183, 1425699182, 1425699187, 1425699186, 1425699180]",,,,,Q71968106,,,,gabled,,,,,,,,,,,,,,,,,,,,white,grey,,,,,,,,,,,,,,,,,,
